index,x,y
0,423.0,506.0
1,412.54974365234375,507.45025634765625
2,404.0,512.8593139648438
3,395.5279235839844,515.4720458984375
4,386.5421142578125,522.4578857421875
5,377.384765625,527.6151733398438
6,368.1061096191406,533.8938598632812
7,359.0,539.6582641601562
8,352.2558898925781,548.744140625
9,353.0,559.27490234375
10,360.0,568.2548217773438
11,369.89154052734375,570.0
12,376.09088134765625,577.9090576171875
13,369.3593444824219,584.359375
14,378.930908203125,589.930908203125
15,383.0,581.632568359375
16,382.0,573.82421875
17,375.77325439453125,569.0
18,376.0247802734375,559.9751586914062
19,384.4291687011719,553.0
20,390.0,544.3483276367188
21,399.91107177734375,545.9110717773438
22,406.517333984375,553.482666015625
23,413.0,559.0767211914062
24,406.081298828125,561.081298828125
25,398.3066711425781,554.0
26,392.0,557.330078125
27,398.9021301269531,565.0978393554688
28,394.548095703125,573.548095703125
29,394.4125671386719,577.58740234375
30,405.1557312011719,577.1557006835938
31,412.272705078125,583.727294921875
32,412.2510681152344,591.0
33,411.0,596.4736328125
34,420.1993408203125,602.1993408203125
35,430.9425048828125,604.9425048828125
36,441.6856689453125,607.6856689453125
37,452.60638427734375,610.0
38,463.2431335449219,613.0
39,474.70831298828125,614.0
40,486.1226501464844,615.1226806640625
41,497.45159912109375,616.4515991210938
42,507.8612060546875,620.0
43,518.083740234375,624.0
44,528.509521484375,627.509521484375
45,538.9432373046875,631.0
46,549.580078125,634.0
47,559.2169189453125,638.0
48,570.2679443359375,638.0
49,581.811279296875,637.188720703125
50,584.6170043945312,627.6170043945312
51,579.0453491210938,618.0453491210938
52,572.6697998046875,609.0
53,566.0,600.2755126953125
54,560.0,590.8812866210938
55,553.63720703125,581.6372680664062
56,545.6512451171875,573.6512451171875
57,536.112548828125,568.0
58,527.1324462890625,561.0
59,516.9362182617188,556.9362182617188
60,507.65740966796875,550.6574096679688
61,498.0857238769531,545.0857543945312
62,488.312744140625,540.0
63,477.26171875,538.0
64,468.6134033203125,531.6134033203125
65,463.3345947265625,523.3345947265625
66,454.9344177246094,514.9343872070312
67,445.0987548828125,510.0
68,434.4619140625,507.0
