cycle,time,ok,aligned,reason,center_x,center_y,target_x,target_y,dx,dy,tolerance_px,overlap_area_px,b_mask_area_px,c_mask_area_px,action_code,action_name,moved,dry_run,ch1_distance,ch2_distance,overlay_path,frame_path,b_mask_path,c_mask_path,overlap_mask_path
1,2026-06-08 15:17:23,True,False,moving,601.1793349168646,330.28978622327793,605.882,327.059,4.702665083135344,-3.230786223277903,1.0,3368,9157,9432,1,右上,True,False,20.0,20.0,measurement_output\step9_bc_center_align\run_20260608_151709_632\overlays\step9_cycle_0001_20260608_151722_849_action_1_overlay.png,measurement_output\step9_bc_center_align\run_20260608_151709_632\frames\step9_cycle_0001_20260608_151722_849_action_1_frame.png,measurement_output\step9_bc_center_align\run_20260608_151709_632\masks\step9_cycle_0001_20260608_151722_849_action_1_b_mask.png,measurement_output\step9_bc_center_align\run_20260608_151709_632\masks\step9_cycle_0001_20260608_151722_849_action_1_c_mask.png,measurement_output\step9_bc_center_align\run_20260608_151709_632\masks\step9_cycle_0001_20260608_151722_849_action_1_overlap_mask.png
2,2026-06-08 15:17:23,True,False,moving,600.7755581668625,330.3910105757932,605.882,327.059,5.10644183313741,-3.332010575793163,1.0,3404,9291,9432,1,右上,True,False,20.0,20.0,measurement_output\step9_bc_center_align\run_20260608_151709_632\overlays\step9_cycle_0002_20260608_151723_215_action_1_overlay.png,measurement_output\step9_bc_center_align\run_20260608_151709_632\frames\step9_cycle_0002_20260608_151723_215_action_1_frame.png,measurement_output\step9_bc_center_align\run_20260608_151709_632\masks\step9_cycle_0002_20260608_151723_215_action_1_b_mask.png,measurement_output\step9_bc_center_align\run_20260608_151709_632\masks\step9_cycle_0002_20260608_151723_215_action_1_c_mask.png,measurement_output\step9_bc_center_align\run_20260608_151709_632\masks\step9_cycle_0002_20260608_151723_215_action_1_overlap_mask.png
3,2026-06-08 15:17:23,True,False,moving,600.98876072168,330.42413487133985,605.882,327.059,4.893239278319925,-3.3651348713398193,1.0,3381,9271,9432,1,右上,True,False,20.0,20.0,measurement_output\step9_bc_center_align\run_20260608_151709_632\overlays\step9_cycle_0003_20260608_151723_615_action_1_overlay.png,measurement_output\step9_bc_center_align\run_20260608_151709_632\frames\step9_cycle_0003_20260608_151723_615_action_1_frame.png,measurement_output\step9_bc_center_align\run_20260608_151709_632\masks\step9_cycle_0003_20260608_151723_615_action_1_b_mask.png,measurement_output\step9_bc_center_align\run_20260608_151709_632\masks\step9_cycle_0003_20260608_151723_615_action_1_c_mask.png,measurement_output\step9_bc_center_align\run_20260608_151709_632\masks\step9_cycle_0003_20260608_151723_615_action_1_overlap_mask.png
4,2026-06-08 15:17:24,True,False,moving,600.8980438648489,330.5717249555424,605.882,327.059,4.983956135151061,-3.512724955542353,1.0,3374,9214,9432,1,右上,True,False,20.0,20.0,measurement_output\step9_bc_center_align\run_20260608_151709_632\overlays\step9_cycle_0004_20260608_151724_015_action_1_overlay.png,measurement_output\step9_bc_center_align\run_20260608_151709_632\frames\step9_cycle_0004_20260608_151724_015_action_1_frame.png,measurement_output\step9_bc_center_align\run_20260608_151709_632\masks\step9_cycle_0004_20260608_151724_015_action_1_b_mask.png,measurement_output\step9_bc_center_align\run_20260608_151709_632\masks\step9_cycle_0004_20260608_151724_015_action_1_c_mask.png,measurement_output\step9_bc_center_align\run_20260608_151709_632\masks\step9_cycle_0004_20260608_151724_015_action_1_overlap_mask.png
5,2026-06-08 15:17:24,True,False,moving,600.7431436154527,330.6874078442937,605.882,327.059,5.138856384547239,-3.6284078442936902,1.0,3391,9226,9432,1,右上,True,False,20.0,20.0,measurement_output\step9_bc_center_align\run_20260608_151709_632\overlays\step9_cycle_0005_20260608_151724_413_action_1_overlay.png,measurement_output\step9_bc_center_align\run_20260608_151709_632\frames\step9_cycle_0005_20260608_151724_413_action_1_frame.png,measurement_output\step9_bc_center_align\run_20260608_151709_632\masks\step9_cycle_0005_20260608_151724_413_action_1_b_mask.png,measurement_output\step9_bc_center_align\run_20260608_151709_632\masks\step9_cycle_0005_20260608_151724_413_action_1_c_mask.png,measurement_output\step9_bc_center_align\run_20260608_151709_632\masks\step9_cycle_0005_20260608_151724_413_action_1_overlap_mask.png
6,2026-06-08 15:17:25,True,False,moving,600.8643260934246,330.88664088069027,605.882,327.059,5.017673906575396,-3.8276408806902396,1.0,3361,9228,9432,1,右上,True,False,20.0,20.0,measurement_output\step9_bc_center_align\run_20260608_151709_632\overlays\step9_cycle_0006_20260608_151724_814_action_1_overlay.png,measurement_output\step9_bc_center_align\run_20260608_151709_632\frames\step9_cycle_0006_20260608_151724_814_action_1_frame.png,measurement_output\step9_bc_center_align\run_20260608_151709_632\masks\step9_cycle_0006_20260608_151724_814_action_1_b_mask.png,measurement_output\step9_bc_center_align\run_20260608_151709_632\masks\step9_cycle_0006_20260608_151724_814_action_1_c_mask.png,measurement_output\step9_bc_center_align\run_20260608_151709_632\masks\step9_cycle_0006_20260608_151724_814_action_1_overlap_mask.png
7,2026-06-08 15:17:25,True,False,moving,600.9408071748879,331.05500747384156,605.882,327.059,4.941192825112012,-3.99600747384153,1.0,3345,9202,9432,1,右上,True,False,20.0,20.0,measurement_output\step9_bc_center_align\run_20260608_151709_632\overlays\step9_cycle_0007_20260608_151725_213_action_1_overlay.png,measurement_output\step9_bc_center_align\run_20260608_151709_632\frames\step9_cycle_0007_20260608_151725_213_action_1_frame.png,measurement_output\step9_bc_center_align\run_20260608_151709_632\masks\step9_cycle_0007_20260608_151725_213_action_1_b_mask.png,measurement_output\step9_bc_center_align\run_20260608_151709_632\masks\step9_cycle_0007_20260608_151725_213_action_1_c_mask.png,measurement_output\step9_bc_center_align\run_20260608_151709_632\masks\step9_cycle_0007_20260608_151725_213_action_1_overlap_mask.png
8,2026-06-08 15:17:25,True,False,moving,601.1109107303878,331.1070033062819,605.882,327.059,4.771089269612162,-4.048003306281885,1.0,3327,9196,9432,1,右上,True,False,20.0,20.0,measurement_output\step9_bc_center_align\run_20260608_151709_632\overlays\step9_cycle_0008_20260608_151725_613_action_1_overlay.png,measurement_output\step9_bc_center_align\run_20260608_151709_632\frames\step9_cycle_0008_20260608_151725_613_action_1_frame.png,measurement_output\step9_bc_center_align\run_20260608_151709_632\masks\step9_cycle_0008_20260608_151725_613_action_1_b_mask.png,measurement_output\step9_bc_center_align\run_20260608_151709_632\masks\step9_cycle_0008_20260608_151725_613_action_1_c_mask.png,measurement_output\step9_bc_center_align\run_20260608_151709_632\masks\step9_cycle_0008_20260608_151725_613_action_1_overlap_mask.png
9,2026-06-08 15:17:26,True,False,moving,601.0026970332634,331.22565178303864,605.882,327.059,4.879302966736532,-4.166651783038617,1.0,3337,9200,9432,1,右上,True,False,20.0,20.0,measurement_output\step9_bc_center_align\run_20260608_151709_632\overlays\step9_cycle_0009_20260608_151726_016_action_1_overlay.png,measurement_output\step9_bc_center_align\run_20260608_151709_632\frames\step9_cycle_0009_20260608_151726_016_action_1_frame.png,measurement_output\step9_bc_center_align\run_20260608_151709_632\masks\step9_cycle_0009_20260608_151726_016_action_1_b_mask.png,measurement_output\step9_bc_center_align\run_20260608_151709_632\masks\step9_cycle_0009_20260608_151726_016_action_1_c_mask.png,measurement_output\step9_bc_center_align\run_20260608_151709_632\masks\step9_cycle_0009_20260608_151726_016_action_1_overlap_mask.png
10,2026-06-08 15:17:26,True,False,moving,600.9514328808447,331.43589743589746,605.882,327.059,4.930567119155285,-4.376897435897433,1.0,3315,9105,9432,1,右上,True,False,20.0,20.0,measurement_output\step9_bc_center_align\run_20260608_151709_632\overlays\step9_cycle_0010_20260608_151726_414_action_1_overlay.png,measurement_output\step9_bc_center_align\run_20260608_151709_632\frames\step9_cycle_0010_20260608_151726_414_action_1_frame.png,measurement_output\step9_bc_center_align\run_20260608_151709_632\masks\step9_cycle_0010_20260608_151726_414_action_1_b_mask.png,measurement_output\step9_bc_center_align\run_20260608_151709_632\masks\step9_cycle_0010_20260608_151726_414_action_1_c_mask.png,measurement_output\step9_bc_center_align\run_20260608_151709_632\masks\step9_cycle_0010_20260608_151726_414_action_1_overlap_mask.png
