cycle,time,ok,aligned,reason,center_x,center_y,target_x,target_y,dx,dy,tolerance_px,color_area_px,a_mask_area_px,b_mask_area_px,step9_c_source,step9_c_area_px,step9_c_center_x,step9_c_center_y,step9_c_dirty_before_update,step9_c_update_ok,step9_c_update_reason,action_code,action_name,moved,dry_run,ch1_distance,ch2_distance,overlay_path,frame_path,b_mask_path,color_mask_path,a_mask_path,b_mask_path,c_mask_path,c_raw_mask_path
1,2026-06-27 16:51:10,True,False,moving,502.6751740139211,399.17401392111367,492.941,403.529,-9.73417401392112,4.354986078886327,5.0,431,8156,20098,dynamic_sam2,14030,493.0,391.5,True,True,ok,-10,左,True,False,20.0,-20.0,measurement_output\step9_color_center_align\run_20260627_163822_274\overlays\step9_cycle_0001_20260627_165105_742_action_-10_overlay.png,measurement_output\step9_color_center_align\run_20260627_163822_274\frames\step9_cycle_0001_20260627_165105_742_action_-10_frame.png,measurement_output\step9_color_center_align\run_20260627_163822_274\ab_masks\step9_cycle_0001_20260627_165105_742_action_-10_b_mask.png,measurement_output\step9_color_center_align\run_20260627_163822_274\masks\step9_cycle_0001_20260627_165105_742_action_-10_color_region_mask.png,measurement_output\step9_color_center_align\run_20260627_163822_274\ab_masks\step9_cycle_0001_20260627_165105_742_action_-10_a_mask.png,measurement_output\step9_color_center_align\run_20260627_163822_274\ab_masks\step9_cycle_0001_20260627_165105_742_action_-10_b_mask.png,measurement_output\step9_color_center_align\run_20260627_163822_274\c_masks\step9_cycle_0001_20260627_165105_742_action_-10_current_c_mask.png,measurement_output\step9_color_center_align\run_20260627_163822_274\c_masks\step9_cycle_0001_20260627_165105_742_action_-10_current_c_raw_mask.png
2,2026-06-27 16:51:14,True,False,moving,553.1834451901566,363.53691275167785,492.941,403.529,-60.242445190156616,39.99208724832215,5.0,447,8201,20007,dynamic_sam2,12262,529.9968194421791,386.2157070624694,True,True,ok,-1,左下,True,False,20.0,0.0,measurement_output\step9_color_center_align\run_20260627_163822_274\overlays\step9_cycle_0002_20260627_165111_803_action_-1_overlay.png,measurement_output\step9_color_center_align\run_20260627_163822_274\frames\step9_cycle_0002_20260627_165111_803_action_-1_frame.png,measurement_output\step9_color_center_align\run_20260627_163822_274\ab_masks\step9_cycle_0002_20260627_165111_803_action_-1_b_mask.png,measurement_output\step9_color_center_align\run_20260627_163822_274\masks\step9_cycle_0002_20260627_165111_803_action_-1_color_region_mask.png,measurement_output\step9_color_center_align\run_20260627_163822_274\ab_masks\step9_cycle_0002_20260627_165111_803_action_-1_a_mask.png,measurement_output\step9_color_center_align\run_20260627_163822_274\ab_masks\step9_cycle_0002_20260627_165111_803_action_-1_b_mask.png,measurement_output\step9_color_center_align\run_20260627_163822_274\c_masks\step9_cycle_0002_20260627_165111_803_action_-1_current_c_mask.png,measurement_output\step9_color_center_align\run_20260627_163822_274\c_masks\step9_cycle_0002_20260627_165111_803_action_-1_current_c_raw_mask.png
3,2026-06-27 16:51:17,True,False,moving,580.960088691796,345.05321507760533,492.941,403.529,-88.01908869179607,58.475784922394666,5.0,451,8193,20056,dynamic_sam2,16142,553.1295378515673,390.2053648866312,True,True,ok,-1,左下,True,False,20.0,0.0,measurement_output\step9_color_center_align\run_20260627_163822_274\overlays\step9_cycle_0003_20260627_165115_368_action_-1_overlay.png,measurement_output\step9_color_center_align\run_20260627_163822_274\frames\step9_cycle_0003_20260627_165115_368_action_-1_frame.png,measurement_output\step9_color_center_align\run_20260627_163822_274\ab_masks\step9_cycle_0003_20260627_165115_368_action_-1_b_mask.png,measurement_output\step9_color_center_align\run_20260627_163822_274\masks\step9_cycle_0003_20260627_165115_368_action_-1_color_region_mask.png,measurement_output\step9_color_center_align\run_20260627_163822_274\ab_masks\step9_cycle_0003_20260627_165115_368_action_-1_a_mask.png,measurement_output\step9_color_center_align\run_20260627_163822_274\ab_masks\step9_cycle_0003_20260627_165115_368_action_-1_b_mask.png,measurement_output\step9_color_center_align\run_20260627_163822_274\c_masks\step9_cycle_0003_20260627_165115_368_action_-1_current_c_mask.png,measurement_output\step9_color_center_align\run_20260627_163822_274\c_masks\step9_cycle_0003_20260627_165115_368_action_-1_current_c_raw_mask.png
4,2026-06-27 16:51:21,True,False,moving,612.1004566210046,323.810502283105,492.941,403.529,-119.15945662100461,79.718497716895,5.0,438,8199,20052,dynamic_sam2,29283,545.8066113444661,421.8548645972066,True,True,ok,-1,左下,True,False,20.0,0.0,measurement_output\step9_color_center_align\run_20260627_163822_274\overlays\step9_cycle_0004_20260627_165118_906_action_-1_overlay.png,measurement_output\step9_color_center_align\run_20260627_163822_274\frames\step9_cycle_0004_20260627_165118_906_action_-1_frame.png,measurement_output\step9_color_center_align\run_20260627_163822_274\ab_masks\step9_cycle_0004_20260627_165118_906_action_-1_b_mask.png,measurement_output\step9_color_center_align\run_20260627_163822_274\masks\step9_cycle_0004_20260627_165118_906_action_-1_color_region_mask.png,measurement_output\step9_color_center_align\run_20260627_163822_274\ab_masks\step9_cycle_0004_20260627_165118_906_action_-1_a_mask.png,measurement_output\step9_color_center_align\run_20260627_163822_274\ab_masks\step9_cycle_0004_20260627_165118_906_action_-1_b_mask.png,measurement_output\step9_color_center_align\run_20260627_163822_274\c_masks\step9_cycle_0004_20260627_165118_906_action_-1_current_c_mask.png,measurement_output\step9_color_center_align\run_20260627_163822_274\c_masks\step9_cycle_0004_20260627_165118_906_action_-1_current_c_raw_mask.png
5,2026-06-27 16:51:24,True,False,moving,643.4764150943396,304.20990566037733,492.941,403.529,-150.5354150943396,99.31909433962267,5.0,424,8166,20252,dynamic_sam2,29119,590.8010233867922,407.7555547924036,True,True,ok,-1,左下,True,False,20.0,0.0,measurement_output\step9_color_center_align\run_20260627_163822_274\overlays\step9_cycle_0005_20260627_165122_298_action_-1_overlay.png,measurement_output\step9_color_center_align\run_20260627_163822_274\frames\step9_cycle_0005_20260627_165122_298_action_-1_frame.png,measurement_output\step9_color_center_align\run_20260627_163822_274\ab_masks\step9_cycle_0005_20260627_165122_298_action_-1_b_mask.png,measurement_output\step9_color_center_align\run_20260627_163822_274\masks\step9_cycle_0005_20260627_165122_298_action_-1_color_region_mask.png,measurement_output\step9_color_center_align\run_20260627_163822_274\ab_masks\step9_cycle_0005_20260627_165122_298_action_-1_a_mask.png,measurement_output\step9_color_center_align\run_20260627_163822_274\ab_masks\step9_cycle_0005_20260627_165122_298_action_-1_b_mask.png,measurement_output\step9_color_center_align\run_20260627_163822_274\c_masks\step9_cycle_0005_20260627_165122_298_action_-1_current_c_mask.png,measurement_output\step9_color_center_align\run_20260627_163822_274\c_masks\step9_cycle_0005_20260627_165122_298_action_-1_current_c_raw_mask.png
6,2026-06-27 16:51:28,True,False,moving,665.5255813953488,288.6279069767442,492.941,403.529,-172.58458139534883,114.90109302325578,5.0,430,8177,20084,dynamic_sam2,29074,613.2390108000275,392.91834628878036,True,True,ok,-1,左下,True,False,20.0,0.0,measurement_output\step9_color_center_align\run_20260627_163822_274\overlays\step9_cycle_0006_20260627_165125_954_action_-1_overlay.png,measurement_output\step9_color_center_align\run_20260627_163822_274\frames\step9_cycle_0006_20260627_165125_954_action_-1_frame.png,measurement_output\step9_color_center_align\run_20260627_163822_274\ab_masks\step9_cycle_0006_20260627_165125_954_action_-1_b_mask.png,measurement_output\step9_color_center_align\run_20260627_163822_274\masks\step9_cycle_0006_20260627_165125_954_action_-1_color_region_mask.png,measurement_output\step9_color_center_align\run_20260627_163822_274\ab_masks\step9_cycle_0006_20260627_165125_954_action_-1_a_mask.png,measurement_output\step9_color_center_align\run_20260627_163822_274\ab_masks\step9_cycle_0006_20260627_165125_954_action_-1_b_mask.png,measurement_output\step9_color_center_align\run_20260627_163822_274\c_masks\step9_cycle_0006_20260627_165125_954_action_-1_current_c_mask.png,measurement_output\step9_color_center_align\run_20260627_163822_274\c_masks\step9_cycle_0006_20260627_165125_954_action_-1_current_c_raw_mask.png
7,2026-06-27 16:51:32,True,False,moving,686.116704805492,275.7620137299771,492.941,403.529,-193.175704805492,127.76698627002287,5.0,437,8187,20186,dynamic_sam2,29095,633.3440109984533,379.71617116343015,True,True,ok,-1,左下,True,False,20.0,0.0,measurement_output\step9_color_center_align\run_20260627_163822_274\overlays\step9_cycle_0007_20260627_165129_501_action_-1_overlay.png,measurement_output\step9_color_center_align\run_20260627_163822_274\frames\step9_cycle_0007_20260627_165129_501_action_-1_frame.png,measurement_output\step9_color_center_align\run_20260627_163822_274\ab_masks\step9_cycle_0007_20260627_165129_501_action_-1_b_mask.png,measurement_output\step9_color_center_align\run_20260627_163822_274\masks\step9_cycle_0007_20260627_165129_501_action_-1_color_region_mask.png,measurement_output\step9_color_center_align\run_20260627_163822_274\ab_masks\step9_cycle_0007_20260627_165129_501_action_-1_a_mask.png,measurement_output\step9_color_center_align\run_20260627_163822_274\ab_masks\step9_cycle_0007_20260627_165129_501_action_-1_b_mask.png,measurement_output\step9_color_center_align\run_20260627_163822_274\c_masks\step9_cycle_0007_20260627_165129_501_action_-1_current_c_mask.png,measurement_output\step9_color_center_align\run_20260627_163822_274\c_masks\step9_cycle_0007_20260627_165129_501_action_-1_current_c_raw_mask.png
8,2026-06-27 16:51:35,True,False,moving,710.6909090909091,257.7818181818182,492.941,403.529,-217.74990909090917,145.7471818181818,5.0,385,8166,20383,dynamic_sam2,30056,656.7877628426936,360.46207080117114,True,True,ok,-1,左下,True,False,20.0,0.0,measurement_output\step9_color_center_align\run_20260627_163822_274\overlays\step9_cycle_0008_20260627_165133_149_action_-1_overlay.png,measurement_output\step9_color_center_align\run_20260627_163822_274\frames\step9_cycle_0008_20260627_165133_149_action_-1_frame.png,measurement_output\step9_color_center_align\run_20260627_163822_274\ab_masks\step9_cycle_0008_20260627_165133_149_action_-1_b_mask.png,measurement_output\step9_color_center_align\run_20260627_163822_274\masks\step9_cycle_0008_20260627_165133_149_action_-1_color_region_mask.png,measurement_output\step9_color_center_align\run_20260627_163822_274\ab_masks\step9_cycle_0008_20260627_165133_149_action_-1_a_mask.png,measurement_output\step9_color_center_align\run_20260627_163822_274\ab_masks\step9_cycle_0008_20260627_165133_149_action_-1_b_mask.png,measurement_output\step9_color_center_align\run_20260627_163822_274\c_masks\step9_cycle_0008_20260627_165133_149_action_-1_current_c_mask.png,measurement_output\step9_color_center_align\run_20260627_163822_274\c_masks\step9_cycle_0008_20260627_165133_149_action_-1_current_c_raw_mask.png
9,2026-06-27 16:51:39,True,False,moving,727.9689737470167,246.74463007159903,492.941,403.529,-235.0279737470167,156.78436992840096,5.0,419,8129,20284,dynamic_sam2,29397,674.8143688131441,350.97179984352147,True,True,ok,-1,左下,True,False,20.0,0.0,measurement_output\step9_color_center_align\run_20260627_163822_274\overlays\step9_cycle_0009_20260627_165136_576_action_-1_overlay.png,measurement_output\step9_color_center_align\run_20260627_163822_274\frames\step9_cycle_0009_20260627_165136_576_action_-1_frame.png,measurement_output\step9_color_center_align\run_20260627_163822_274\ab_masks\step9_cycle_0009_20260627_165136_576_action_-1_b_mask.png,measurement_output\step9_color_center_align\run_20260627_163822_274\masks\step9_cycle_0009_20260627_165136_576_action_-1_color_region_mask.png,measurement_output\step9_color_center_align\run_20260627_163822_274\ab_masks\step9_cycle_0009_20260627_165136_576_action_-1_a_mask.png,measurement_output\step9_color_center_align\run_20260627_163822_274\ab_masks\step9_cycle_0009_20260627_165136_576_action_-1_b_mask.png,measurement_output\step9_color_center_align\run_20260627_163822_274\c_masks\step9_cycle_0009_20260627_165136_576_action_-1_current_c_mask.png,measurement_output\step9_color_center_align\run_20260627_163822_274\c_masks\step9_cycle_0009_20260627_165136_576_action_-1_current_c_raw_mask.png
10,2026-06-27 16:51:42,True,False,moving,748.1816037735849,234.88679245283018,492.941,403.529,-255.24060377358495,168.64220754716982,5.0,424,8120,20103,dynamic_sam2,28915,695.1526889157876,338.7739235690818,True,True,ok,-1,左下,True,False,20.0,0.0,measurement_output\step9_color_center_align\run_20260627_163822_274\overlays\step9_cycle_0010_20260627_165140_139_action_-1_overlay.png,measurement_output\step9_color_center_align\run_20260627_163822_274\frames\step9_cycle_0010_20260627_165140_139_action_-1_frame.png,measurement_output\step9_color_center_align\run_20260627_163822_274\ab_masks\step9_cycle_0010_20260627_165140_139_action_-1_b_mask.png,measurement_output\step9_color_center_align\run_20260627_163822_274\masks\step9_cycle_0010_20260627_165140_139_action_-1_color_region_mask.png,measurement_output\step9_color_center_align\run_20260627_163822_274\ab_masks\step9_cycle_0010_20260627_165140_139_action_-1_a_mask.png,measurement_output\step9_color_center_align\run_20260627_163822_274\ab_masks\step9_cycle_0010_20260627_165140_139_action_-1_b_mask.png,measurement_output\step9_color_center_align\run_20260627_163822_274\c_masks\step9_cycle_0010_20260627_165140_139_action_-1_current_c_mask.png,measurement_output\step9_color_center_align\run_20260627_163822_274\c_masks\step9_cycle_0010_20260627_165140_139_action_-1_current_c_raw_mask.png
