index,wavelength,raw_y,threshold_filtered_y,median_filtered_y,angle_deg
0,498.215,1097.0,1097.0,1097.0,113.89647949194776
1,498.25,1088.0,1088.0,1097.5,113.89647949194776
2,498.285,1098.0,1098.0,1097.0,113.89647949194776
3,498.32,1100.0,1100.0,1092.0,113.89647949194776
4,498.355,1091.0,1091.0,1092.0,113.89647949194776
5,498.39,1092.0,1092.0,1091.0,113.89647949194776
6,498.425,1091.0,1091.0,1091.0,113.89647949194776
7,498.46,1086.0,1086.0,1091.0,113.89647949194776
8,498.495,1086.0,1086.0,1091.0,113.89647949194776
9,498.53,1102.0,1102.0,1098.0,113.89647949194776
10,498.565,1105.0,1105.0,1098.0,113.89647949194776
11,498.6,1098.0,1098.0,1102.0,113.89647949194776
12,498.635,1092.0,1092.0,1098.0,113.89647949194776
13,498.67,1109.0,1109.0,1098.0,113.89647949194776
14,498.705,1092.0,1092.0,1092.0,113.89647949194776
15,498.74,1108.0,1108.0,1106.0,113.89647949194776
16,498.775,1090.0,1090.0,1092.0,113.89647949194776
17,498.81,1106.0,1106.0,1099.0,113.89647949194776
18,498.845,1091.0,1091.0,1096.0,113.89647949194776
19,498.88,1099.0,1099.0,1096.0,113.89647949194776
20,498.915,1096.0,1096.0,1096.0,113.89647949194776
21,498.95,1096.0,1096.0,1096.0,113.89647949194776
22,498.985,1106.0,1106.0,1096.0,113.89647949194776
23,499.02,1094.0,1094.0,1095.0,113.89647949194776
24,499.055,1095.0,1095.0,1094.0,113.89647949194776
25,499.09,1092.0,1092.0,1092.0,113.89647949194776
26,499.125,1091.0,1091.0,1092.0,113.89647949194776
27,499.16,1088.0,1088.0,1092.0,113.89647949194776
28,499.195,1143.0,1143.0,1102.0,113.89647949194776
29,499.23,1119.0,1119.0,1107.0,113.89647949194776
30,499.265,1102.0,1102.0,1117.0,113.89647949194776
31,499.3,1107.0,1107.0,1107.0,113.89647949194776
32,499.335,1117.0,1117.0,1103.0,113.89647949194776
33,499.37,1103.0,1103.0,1103.0,113.89647949194776
34,499.405,1099.0,1099.0,1100.0,113.89647949194776
35,499.44,1099.0,1099.0,1099.0,113.89647949194776
36,499.475,1100.0,1100.0,1099.0,113.89647949194776
37,499.51,1083.0,1083.0,1099.0,113.89647949194776
38,499.545,1114.0,1114.0,1090.0,113.89647949194776
39,499.58,1088.0,1088.0,1090.0,113.89647949194776
40,499.615,1090.0,1090.0,1098.0,113.89647949194776
41,499.65,1098.0,1098.0,1091.0,113.89647949194776
42,499.685,1101.0,1101.0,1094.0,113.89647949194776
43,499.72,1091.0,1091.0,1094.0,113.89647949194776
44,499.755,1094.0,1094.0,1094.0,113.89647949194776
45,499.79,1094.0,1094.0,1091.0,113.89647949194776
46,499.825,1089.0,1089.0,1094.0,113.89647949194776
47,499.86,1090.0,1090.0,1090.0,113.89647949194776
48,499.894,1100.0,1100.0,1090.0,113.89647949194776
49,499.929,1090.0,1090.0,1090.0,113.89647949194776
50,499.964,1089.0,1089.0,1100.0,113.89647949194776
51,499.999,1105.0,1105.0,1105.0,113.89647949194776
52,500.034,1106.0,1106.0,1105.0,113.89647949194776
53,500.069,1112.0,1112.0,1105.0,113.89647949194776
54,500.104,1100.0,1100.0,1100.0,113.89647949194776
55,500.139,1100.0,1100.0,1100.0,113.89647949194776
56,500.174,1089.0,1089.0,1099.0,113.89647949194776
57,500.209,1099.0,1099.0,1099.0,113.89647949194776
58,500.244,1087.0,1087.0,1099.0,113.89647949194776
59,500.279,1101.0,1101.0,1101.0,113.89647949194776
60,500.314,1103.0,1103.0,1102.0,113.89647949194776
61,500.349,1109.0,1109.0,1102.0,113.89647949194776
62,500.384,1102.0,1102.0,1103.0,113.89647949194776
63,500.419,1097.0,1097.0,1105.0,113.89647949194776
64,500.454,1105.0,1105.0,1102.0,113.89647949194776
65,500.489,1111.0,1111.0,1105.0,113.89647949194776
66,500.524,1096.0,1096.0,1105.0,113.89647949194776
67,500.559,1105.0,1105.0,1102.0,113.89647949194776
68,500.594,1102.0,1102.0,1101.0,113.89647949194776
69,500.629,1101.0,1101.0,1101.0,113.89647949194776
70,500.664,1098.0,1098.0,1098.0,113.89647949194776
71,500.699,1095.0,1095.0,1095.0,113.89647949194776
72,500.734,1085.0,1085.0,1095.0,113.89647949194776
73,500.768,1087.0,1087.0,1095.0,113.89647949194776
74,500.803,1097.0,1097.0,1097.0,113.89647949194776
75,500.838,1105.0,1105.0,1097.0,113.89647949194776
76,500.873,1101.0,1101.0,1097.0,113.89647949194776
77,500.908,1096.0,1096.0,1097.0,113.89647949194776
78,500.943,1095.0,1095.0,1097.0,113.89647949194776
79,500.978,1097.0,1097.0,1097.0,113.89647949194776
80,501.013,1103.0,1103.0,1103.0,113.89647949194776
81,501.048,1117.0,1117.0,1117.0,113.89647949194776
82,501.083,2517.0,2517.0,1126.0,113.89647949194776
83,501.118,1960.0,1960.0,1126.0,113.89647949194776
84,501.153,1126.0,1126.0,1126.0,113.89647949194776
85,501.188,1106.0,1106.0,1113.0,113.89647949194776
86,501.223,1113.0,1113.0,1106.0,113.89647949194776
