cycle,time,ok,aligned,reason,center_x,center_y,target_x,target_y,dx,dy,tolerance_px,color_area_px,a_mask_area_px,b_mask_area_px,action_code,action_name,moved,dry_run,ch1_distance,ch2_distance,overlay_path,frame_path,b_mask_path,color_mask_path,a_mask_path,b_mask_path
1,2026-07-09 16:15:15,True,False,moving,498.5652173913044,398.02109974424553,509.412,407.059,10.846782608695605,9.037900255754494,10.0,1564,6552,5482,10,右,True,False,-20.0,20.0,measurement_output\step9_color_center_align\run_20260709_161318_127\overlays\step9_cycle_0001_20260709_161510_711_action_10_overlay.png,measurement_output\step9_color_center_align\run_20260709_161318_127\frames\step9_cycle_0001_20260709_161510_711_action_10_frame.png,measurement_output\step9_color_center_align\run_20260709_161318_127\ab_masks\step9_cycle_0001_20260709_161510_711_action_10_b_mask.png,measurement_output\step9_color_center_align\run_20260709_161318_127\masks\step9_cycle_0001_20260709_161510_711_action_10_color_region_mask.png,,measurement_output\step9_color_center_align\run_20260709_161318_127\ab_masks\step9_cycle_0001_20260709_161510_711_action_10_b_mask.png
2,2026-07-09 16:15:16,True,True,center_aligned,502.17827997489013,401.2002510985562,509.412,407.059,7.233720025109847,5.858748901443846,10.0,1593,6544,5458,0,,False,,,,measurement_output\step9_color_center_align\run_20260709_161318_127\overlays\step9_cycle_0002_20260709_161516_620_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260709_161318_127\frames\step9_cycle_0002_20260709_161516_620_action_0_frame.png,measurement_output\step9_color_center_align\run_20260709_161318_127\ab_masks\step9_cycle_0002_20260709_161516_620_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260709_161318_127\masks\step9_cycle_0002_20260709_161516_620_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260709_161318_127\ab_masks\step9_cycle_0002_20260709_161516_620_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260709_161318_127\ab_masks\step9_cycle_0002_20260709_161516_620_action_0_b_mask.png
1,2026-07-09 16:15:47,True,True,center_aligned,505.43380703066566,402.83769633507853,509.412,407.059,3.978192969334316,4.221303664921493,10.0,1337,6489,8818,0,,False,,,,measurement_output\step9_color_center_align\run_20260709_161318_127\overlays\step9_cycle_0001_20260709_161547_281_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260709_161318_127\frames\step9_cycle_0001_20260709_161547_281_action_0_frame.png,measurement_output\step9_color_center_align\run_20260709_161318_127\ab_masks\step9_cycle_0001_20260709_161547_281_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260709_161318_127\masks\step9_cycle_0001_20260709_161547_281_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260709_161318_127\ab_masks\step9_cycle_0001_20260709_161547_281_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260709_161318_127\ab_masks\step9_cycle_0001_20260709_161547_281_action_0_b_mask.png
1,2026-07-09 16:16:32,True,True,center_aligned,500.63587684069614,404.04685408299866,509.412,407.059,8.776123159303836,3.0121459170013622,10.0,1494,6508,8265,0,,False,,,,measurement_output\step9_color_center_align\run_20260709_161318_127\overlays\step9_cycle_0001_20260709_161632_908_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260709_161318_127\frames\step9_cycle_0001_20260709_161632_908_action_0_frame.png,measurement_output\step9_color_center_align\run_20260709_161318_127\ab_masks\step9_cycle_0001_20260709_161632_908_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260709_161318_127\masks\step9_cycle_0001_20260709_161632_908_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260709_161318_127\ab_masks\step9_cycle_0001_20260709_161632_908_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260709_161318_127\ab_masks\step9_cycle_0001_20260709_161632_908_action_0_b_mask.png
1,2026-07-09 16:17:17,True,False,moving,497.4442367601246,405.04610591900314,509.412,407.059,11.967763239875353,2.0128940809968867,10.0,1605,6535,6440,10,右,True,False,-20.0,20.0,measurement_output\step9_color_center_align\run_20260709_161318_127\overlays\step9_cycle_0001_20260709_161712_156_action_10_overlay.png,measurement_output\step9_color_center_align\run_20260709_161318_127\frames\step9_cycle_0001_20260709_161712_156_action_10_frame.png,measurement_output\step9_color_center_align\run_20260709_161318_127\ab_masks\step9_cycle_0001_20260709_161712_156_action_10_b_mask.png,measurement_output\step9_color_center_align\run_20260709_161318_127\masks\step9_cycle_0001_20260709_161712_156_action_10_color_region_mask.png,,measurement_output\step9_color_center_align\run_20260709_161318_127\ab_masks\step9_cycle_0001_20260709_161712_156_action_10_b_mask.png
2,2026-07-09 16:17:18,True,True,center_aligned,500.09579728059333,407.91903584672434,509.412,407.059,9.316202719406647,-0.8600358467243154,10.0,1618,6511,6161,0,,False,,,,measurement_output\step9_color_center_align\run_20260709_161318_127\overlays\step9_cycle_0002_20260709_161718_075_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260709_161318_127\frames\step9_cycle_0002_20260709_161718_075_action_0_frame.png,measurement_output\step9_color_center_align\run_20260709_161318_127\ab_masks\step9_cycle_0002_20260709_161718_075_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260709_161318_127\masks\step9_cycle_0002_20260709_161718_075_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260709_161318_127\ab_masks\step9_cycle_0002_20260709_161718_075_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260709_161318_127\ab_masks\step9_cycle_0002_20260709_161718_075_action_0_b_mask.png
1,2026-07-09 16:17:56,True,True,center_aligned,509.1889149102264,408.43091334894615,509.412,407.059,0.22308508977357633,-1.3719133489461228,10.0,1281,6459,6268,0,,False,,,,measurement_output\step9_color_center_align\run_20260709_161318_127\overlays\step9_cycle_0001_20260709_161756_642_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260709_161318_127\frames\step9_cycle_0001_20260709_161756_642_action_0_frame.png,measurement_output\step9_color_center_align\run_20260709_161318_127\ab_masks\step9_cycle_0001_20260709_161756_642_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260709_161318_127\masks\step9_cycle_0001_20260709_161756_642_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260709_161318_127\ab_masks\step9_cycle_0001_20260709_161756_642_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260709_161318_127\ab_masks\step9_cycle_0001_20260709_161756_642_action_0_b_mask.png
1,2026-07-09 16:18:28,True,True,center_aligned,510.0066225165563,409.15314569536423,509.412,407.059,-0.5946225165563419,-2.0941456953642046,5.0,1208,6614,6685,0,,False,,,,measurement_output\step9_color_center_align\run_20260709_161318_127\overlays\step9_cycle_0001_20260709_161828_704_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260709_161318_127\frames\step9_cycle_0001_20260709_161828_704_action_0_frame.png,measurement_output\step9_color_center_align\run_20260709_161318_127\ab_masks\step9_cycle_0001_20260709_161828_704_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260709_161318_127\masks\step9_cycle_0001_20260709_161828_704_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260709_161318_127\ab_masks\step9_cycle_0001_20260709_161828_704_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260709_161318_127\ab_masks\step9_cycle_0001_20260709_161828_704_action_0_b_mask.png
1,2026-07-09 16:19:05,True,False,moving,503.5866114561767,406.91373360938576,509.412,407.059,5.825388543823294,0.1452663906142675,5.0,1449,6623,6292,10,右,True,False,-20.0,20.0,measurement_output\step9_color_center_align\run_20260709_161318_127\overlays\step9_cycle_0001_20260709_161900_966_action_10_overlay.png,measurement_output\step9_color_center_align\run_20260709_161318_127\frames\step9_cycle_0001_20260709_161900_966_action_10_frame.png,measurement_output\step9_color_center_align\run_20260709_161318_127\ab_masks\step9_cycle_0001_20260709_161900_966_action_10_b_mask.png,measurement_output\step9_color_center_align\run_20260709_161318_127\masks\step9_cycle_0001_20260709_161900_966_action_10_color_region_mask.png,,measurement_output\step9_color_center_align\run_20260709_161318_127\ab_masks\step9_cycle_0001_20260709_161900_966_action_10_b_mask.png
2,2026-07-09 16:19:06,True,True,center_aligned,508.08692676249143,410.28747433264886,509.412,407.059,1.3250732375085477,-3.2284743326488297,5.0,1461,6661,6259,0,,False,,,,measurement_output\step9_color_center_align\run_20260709_161318_127\overlays\step9_cycle_0002_20260709_161906_838_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260709_161318_127\frames\step9_cycle_0002_20260709_161906_838_action_0_frame.png,measurement_output\step9_color_center_align\run_20260709_161318_127\ab_masks\step9_cycle_0002_20260709_161906_838_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260709_161318_127\masks\step9_cycle_0002_20260709_161906_838_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260709_161318_127\ab_masks\step9_cycle_0002_20260709_161906_838_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260709_161318_127\ab_masks\step9_cycle_0002_20260709_161906_838_action_0_b_mask.png
