cycle,time,ok,aligned,reason,center_x,center_y,target_x,target_y,dx,dy,tolerance_px,color_area_px,a_mask_area_px,b_mask_area_px,action_code,action_name,moved,dry_run,ch1_distance,ch2_distance,overlay_path,frame_path,b_mask_path,color_mask_path,a_mask_path,b_mask_path
1,2026-07-08 14:30:31,True,True,center_aligned,513.2995495495495,411.2972972972973,508.235,404.706,-5.064549549549497,-6.591297297297274,10.0,444,7775,6567,0,,False,,,,measurement_output\step9_color_center_align\run_20260708_142517_130\overlays\step9_cycle_0001_20260708_143031_503_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260708_142517_130\frames\step9_cycle_0001_20260708_143031_503_action_0_frame.png,measurement_output\step9_color_center_align\run_20260708_142517_130\ab_masks\step9_cycle_0001_20260708_143031_503_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260708_142517_130\masks\step9_cycle_0001_20260708_143031_503_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260708_142517_130\ab_masks\step9_cycle_0001_20260708_143031_503_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260708_142517_130\ab_masks\step9_cycle_0001_20260708_143031_503_action_0_b_mask.png
1,2026-07-08 14:31:04,True,True,center_aligned,513.6558139534884,411.0046511627907,508.235,404.706,-5.420813953488391,-6.298651162790691,10.0,430,7703,6599,0,,False,,,,measurement_output\step9_color_center_align\run_20260708_142517_130\overlays\step9_cycle_0001_20260708_143104_785_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260708_142517_130\frames\step9_cycle_0001_20260708_143104_785_action_0_frame.png,measurement_output\step9_color_center_align\run_20260708_142517_130\ab_masks\step9_cycle_0001_20260708_143104_785_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260708_142517_130\masks\step9_cycle_0001_20260708_143104_785_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260708_142517_130\ab_masks\step9_cycle_0001_20260708_143104_785_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260708_142517_130\ab_masks\step9_cycle_0001_20260708_143104_785_action_0_b_mask.png
1,2026-07-08 14:31:50,True,True,center_aligned,514.5577889447236,409.95226130653265,508.235,404.706,-6.322788944723584,-5.246261306532631,10.0,398,7900,8879,0,,False,,,,measurement_output\step9_color_center_align\run_20260708_142517_130\overlays\step9_cycle_0001_20260708_143150_873_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260708_142517_130\frames\step9_cycle_0001_20260708_143150_873_action_0_frame.png,measurement_output\step9_color_center_align\run_20260708_142517_130\ab_masks\step9_cycle_0001_20260708_143150_873_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260708_142517_130\masks\step9_cycle_0001_20260708_143150_873_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260708_142517_130\ab_masks\step9_cycle_0001_20260708_143150_873_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260708_142517_130\ab_masks\step9_cycle_0001_20260708_143150_873_action_0_b_mask.png
1,2026-07-08 14:32:44,True,True,center_aligned,516.5992779783394,409.3718411552347,508.235,404.706,-8.364277978339373,-4.665841155234659,10.0,277,7945,9002,0,,False,,,,measurement_output\step9_color_center_align\run_20260708_142517_130\overlays\step9_cycle_0001_20260708_143244_133_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260708_142517_130\frames\step9_cycle_0001_20260708_143244_133_action_0_frame.png,measurement_output\step9_color_center_align\run_20260708_142517_130\ab_masks\step9_cycle_0001_20260708_143244_133_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260708_142517_130\masks\step9_cycle_0001_20260708_143244_133_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260708_142517_130\ab_masks\step9_cycle_0001_20260708_143244_133_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260708_142517_130\ab_masks\step9_cycle_0001_20260708_143244_133_action_0_b_mask.png
1,2026-07-08 14:33:29,True,True,center_aligned,517.171339563863,409.09034267912773,508.235,404.706,-8.93633956386293,-4.3843426791277125,10.0,321,7971,9177,0,,False,,,,measurement_output\step9_color_center_align\run_20260708_142517_130\overlays\step9_cycle_0001_20260708_143329_881_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260708_142517_130\frames\step9_cycle_0001_20260708_143329_881_action_0_frame.png,measurement_output\step9_color_center_align\run_20260708_142517_130\ab_masks\step9_cycle_0001_20260708_143329_881_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260708_142517_130\masks\step9_cycle_0001_20260708_143329_881_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260708_142517_130\ab_masks\step9_cycle_0001_20260708_143329_881_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260708_142517_130\ab_masks\step9_cycle_0001_20260708_143329_881_action_0_b_mask.png
1,2026-07-08 14:34:16,True,True,center_aligned,516.359872611465,411.171974522293,508.235,404.706,-8.12487261146498,-6.465974522292981,10.0,314,7776,8925,0,,False,,,,measurement_output\step9_color_center_align\run_20260708_142517_130\overlays\step9_cycle_0001_20260708_143416_582_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260708_142517_130\frames\step9_cycle_0001_20260708_143416_582_action_0_frame.png,measurement_output\step9_color_center_align\run_20260708_142517_130\ab_masks\step9_cycle_0001_20260708_143416_582_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260708_142517_130\masks\step9_cycle_0001_20260708_143416_582_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260708_142517_130\ab_masks\step9_cycle_0001_20260708_143416_582_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260708_142517_130\ab_masks\step9_cycle_0001_20260708_143416_582_action_0_b_mask.png
1,2026-07-08 14:35:08,True,False,moving,518.4290657439446,410.6089965397924,508.235,404.706,-10.194065743944634,-5.902996539792355,10.0,289,7853,9004,-10,左,True,False,20.0,-20.0,measurement_output\step9_color_center_align\run_20260708_142517_130\overlays\step9_cycle_0001_20260708_143503_403_action_-10_overlay.png,measurement_output\step9_color_center_align\run_20260708_142517_130\frames\step9_cycle_0001_20260708_143503_403_action_-10_frame.png,measurement_output\step9_color_center_align\run_20260708_142517_130\ab_masks\step9_cycle_0001_20260708_143503_403_action_-10_b_mask.png,measurement_output\step9_color_center_align\run_20260708_142517_130\masks\step9_cycle_0001_20260708_143503_403_action_-10_color_region_mask.png,,measurement_output\step9_color_center_align\run_20260708_142517_130\ab_masks\step9_cycle_0001_20260708_143503_403_action_-10_b_mask.png
2,2026-07-08 14:35:09,True,True,center_aligned,513.8211678832117,407.7883211678832,508.235,404.706,-5.586167883211715,-3.082321167883208,10.0,274,7874,8884,0,,False,,,,measurement_output\step9_color_center_align\run_20260708_142517_130\overlays\step9_cycle_0002_20260708_143509_275_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260708_142517_130\frames\step9_cycle_0002_20260708_143509_275_action_0_frame.png,measurement_output\step9_color_center_align\run_20260708_142517_130\ab_masks\step9_cycle_0002_20260708_143509_275_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260708_142517_130\masks\step9_cycle_0002_20260708_143509_275_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260708_142517_130\ab_masks\step9_cycle_0002_20260708_143509_275_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260708_142517_130\ab_masks\step9_cycle_0002_20260708_143509_275_action_0_b_mask.png
1,2026-07-08 14:35:41,True,True,center_aligned,514.2678571428571,407.45535714285717,508.235,404.706,-6.032857142857097,-2.74935714285715,10.0,224,7709,9352,0,,False,,,,measurement_output\step9_color_center_align\run_20260708_142517_130\overlays\step9_cycle_0001_20260708_143541_277_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260708_142517_130\frames\step9_cycle_0001_20260708_143541_277_action_0_frame.png,measurement_output\step9_color_center_align\run_20260708_142517_130\ab_masks\step9_cycle_0001_20260708_143541_277_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260708_142517_130\masks\step9_cycle_0001_20260708_143541_277_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260708_142517_130\ab_masks\step9_cycle_0001_20260708_143541_277_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260708_142517_130\ab_masks\step9_cycle_0001_20260708_143541_277_action_0_b_mask.png
1,2026-07-08 14:36:50,True,True,center_aligned,514.6981132075472,407.8632075471698,508.235,404.706,-6.463113207547167,-3.157207547169776,10.0,212,7859,8385,0,,False,,,,measurement_output\step9_color_center_align\run_20260708_142517_130\overlays\step9_cycle_0001_20260708_143650_294_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260708_142517_130\frames\step9_cycle_0001_20260708_143650_294_action_0_frame.png,measurement_output\step9_color_center_align\run_20260708_142517_130\ab_masks\step9_cycle_0001_20260708_143650_294_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260708_142517_130\masks\step9_cycle_0001_20260708_143650_294_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260708_142517_130\ab_masks\step9_cycle_0001_20260708_143650_294_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260708_142517_130\ab_masks\step9_cycle_0001_20260708_143650_294_action_0_b_mask.png
1,2026-07-08 14:37:36,True,True,center_aligned,515.9104477611941,407.4365671641791,508.235,404.706,-7.67544776119405,-2.7305671641790923,10.0,268,7680,8602,0,,False,,,,measurement_output\step9_color_center_align\run_20260708_142517_130\overlays\step9_cycle_0001_20260708_143736_712_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260708_142517_130\frames\step9_cycle_0001_20260708_143736_712_action_0_frame.png,measurement_output\step9_color_center_align\run_20260708_142517_130\ab_masks\step9_cycle_0001_20260708_143736_712_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260708_142517_130\masks\step9_cycle_0001_20260708_143736_712_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260708_142517_130\ab_masks\step9_cycle_0001_20260708_143736_712_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260708_142517_130\ab_masks\step9_cycle_0001_20260708_143736_712_action_0_b_mask.png
1,2026-07-08 14:38:43,True,False,moving,517.8146718146718,408.94208494208493,508.235,404.706,-9.57967181467177,-4.236084942084915,5.0,259,7545,10598,-10,左,True,False,20.0,-20.0,measurement_output\step9_color_center_align\run_20260708_142517_130\overlays\step9_cycle_0001_20260708_143838_196_action_-10_overlay.png,measurement_output\step9_color_center_align\run_20260708_142517_130\frames\step9_cycle_0001_20260708_143838_196_action_-10_frame.png,measurement_output\step9_color_center_align\run_20260708_142517_130\ab_masks\step9_cycle_0001_20260708_143838_196_action_-10_b_mask.png,measurement_output\step9_color_center_align\run_20260708_142517_130\masks\step9_cycle_0001_20260708_143838_196_action_-10_color_region_mask.png,,measurement_output\step9_color_center_align\run_20260708_142517_130\ab_masks\step9_cycle_0001_20260708_143838_196_action_-10_b_mask.png
2,2026-07-08 14:38:44,True,True,center_aligned,512.5961538461538,406.34615384615387,508.235,404.706,-4.3611538461537975,-1.6401538461538507,5.0,260,7553,10713,0,,False,,,,measurement_output\step9_color_center_align\run_20260708_142517_130\overlays\step9_cycle_0002_20260708_143844_162_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260708_142517_130\frames\step9_cycle_0002_20260708_143844_162_action_0_frame.png,measurement_output\step9_color_center_align\run_20260708_142517_130\ab_masks\step9_cycle_0002_20260708_143844_162_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260708_142517_130\masks\step9_cycle_0002_20260708_143844_162_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260708_142517_130\ab_masks\step9_cycle_0002_20260708_143844_162_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260708_142517_130\ab_masks\step9_cycle_0002_20260708_143844_162_action_0_b_mask.png
1,2026-07-08 14:39:22,False,False,empty_color_region_mask,,,508.235,404.706,,,5.0,0,,,0,,False,,,,measurement_output\step9_color_center_align\run_20260708_142517_130\overlays\step9_cycle_0001_20260708_143922_637_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260708_142517_130\frames\step9_cycle_0001_20260708_143922_637_action_0_frame.png,measurement_output\step9_color_center_align\run_20260708_142517_130\ab_masks\step9_cycle_0001_20260708_143922_637_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260708_142517_130\masks\step9_cycle_0001_20260708_143922_637_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260708_142517_130\ab_masks\step9_cycle_0001_20260708_143922_637_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260708_142517_130\ab_masks\step9_cycle_0001_20260708_143922_637_action_0_b_mask.png
1,2026-07-08 14:40:06,True,False,moving,515.1584158415842,404.13366336633663,508.235,404.706,-6.9234158415841875,0.572336633663383,5.0,202,7760,15622,-10,左,True,False,20.0,-20.0,measurement_output\step9_color_center_align\run_20260708_142517_130\overlays\step9_cycle_0001_20260708_144001_254_action_-10_overlay.png,measurement_output\step9_color_center_align\run_20260708_142517_130\frames\step9_cycle_0001_20260708_144001_254_action_-10_frame.png,measurement_output\step9_color_center_align\run_20260708_142517_130\ab_masks\step9_cycle_0001_20260708_144001_254_action_-10_b_mask.png,measurement_output\step9_color_center_align\run_20260708_142517_130\masks\step9_cycle_0001_20260708_144001_254_action_-10_color_region_mask.png,,measurement_output\step9_color_center_align\run_20260708_142517_130\ab_masks\step9_cycle_0001_20260708_144001_254_action_-10_b_mask.png
