cycle,time,ok,aligned,reason,center_x,center_y,target_x,target_y,dx,dy,tolerance_px,color_area_px,a_mask_area_px,b_mask_area_px,action_code,action_name,moved,dry_run,ch1_distance,ch2_distance,overlay_path,frame_path,b_mask_path,color_mask_path,a_mask_path,b_mask_path
1,2026-06-16 20:43:23,True,False,moving,477.03184044786565,276.5752274317705,487.059,284.706,10.027159552134378,8.130772568229531,10.0,2858,7952,2063,10,右,True,False,-20.0,20.0,measurement_output\step9_color_center_align\run_20260616_204125_391\overlays\step9_cycle_0001_20260616_204318_878_action_10_overlay.png,measurement_output\step9_color_center_align\run_20260616_204125_391\frames\step9_cycle_0001_20260616_204318_878_action_10_frame.png,measurement_output\step9_color_center_align\run_20260616_204125_391\ab_masks\step9_cycle_0001_20260616_204318_878_action_10_b_mask.png,measurement_output\step9_color_center_align\run_20260616_204125_391\masks\step9_cycle_0001_20260616_204318_878_action_10_color_region_mask.png,,measurement_output\step9_color_center_align\run_20260616_204125_391\ab_masks\step9_cycle_0001_20260616_204318_878_action_10_b_mask.png
2,2026-06-16 20:43:24,True,True,center_aligned,482.17522871217454,279.679802955665,487.059,284.706,4.883771287825482,5.026197044334992,10.0,2842,27,2085,0,,False,,,,measurement_output\step9_color_center_align\run_20260616_204125_391\overlays\step9_cycle_0002_20260616_204324_210_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260616_204125_391\frames\step9_cycle_0002_20260616_204324_210_action_0_frame.png,measurement_output\step9_color_center_align\run_20260616_204125_391\ab_masks\step9_cycle_0002_20260616_204324_210_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260616_204125_391\masks\step9_cycle_0002_20260616_204324_210_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260616_204125_391\ab_masks\step9_cycle_0002_20260616_204324_210_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260616_204125_391\ab_masks\step9_cycle_0002_20260616_204324_210_action_0_b_mask.png
1,2026-06-16 20:43:51,True,True,center_aligned,482.3307226771093,279.9063723745105,487.059,284.706,4.728277322890733,4.7996276254895065,10.0,2809,37,2063,0,,False,,,,measurement_output\step9_color_center_align\run_20260616_204125_391\overlays\step9_cycle_0001_20260616_204351_858_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260616_204125_391\frames\step9_cycle_0001_20260616_204351_858_action_0_frame.png,measurement_output\step9_color_center_align\run_20260616_204125_391\ab_masks\step9_cycle_0001_20260616_204351_858_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260616_204125_391\masks\step9_cycle_0001_20260616_204351_858_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260616_204125_391\ab_masks\step9_cycle_0001_20260616_204351_858_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260616_204125_391\ab_masks\step9_cycle_0001_20260616_204351_858_action_0_b_mask.png
1,2026-06-16 20:44:36,True,True,center_aligned,482.5519183386132,279.59134107708553,487.059,284.706,4.507081661386849,5.1146589229144865,10.0,2841,65,1863,0,,False,,,,measurement_output\step9_color_center_align\run_20260616_204125_391\overlays\step9_cycle_0001_20260616_204436_079_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260616_204125_391\frames\step9_cycle_0001_20260616_204436_079_action_0_frame.png,measurement_output\step9_color_center_align\run_20260616_204125_391\ab_masks\step9_cycle_0001_20260616_204436_079_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260616_204125_391\masks\step9_cycle_0001_20260616_204436_079_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260616_204125_391\ab_masks\step9_cycle_0001_20260616_204436_079_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260616_204125_391\ab_masks\step9_cycle_0001_20260616_204436_079_action_0_b_mask.png
1,2026-06-16 20:45:26,True,True,center_aligned,482.4057610241821,279.851706970128,487.059,284.706,4.653238975817942,4.854293029871997,10.0,2812,2662,1516,0,,False,,,,measurement_output\step9_color_center_align\run_20260616_204125_391\overlays\step9_cycle_0001_20260616_204525_961_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260616_204125_391\frames\step9_cycle_0001_20260616_204525_961_action_0_frame.png,measurement_output\step9_color_center_align\run_20260616_204125_391\ab_masks\step9_cycle_0001_20260616_204525_961_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260616_204125_391\masks\step9_cycle_0001_20260616_204525_961_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260616_204125_391\ab_masks\step9_cycle_0001_20260616_204525_961_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260616_204125_391\ab_masks\step9_cycle_0001_20260616_204525_961_action_0_b_mask.png
1,2026-06-16 20:46:09,True,True,center_aligned,482.356764394207,280.04274108089015,487.059,284.706,4.702235605793021,4.663258919109865,10.0,2831,22,1475,0,,False,,,,measurement_output\step9_color_center_align\run_20260616_204125_391\overlays\step9_cycle_0001_20260616_204609_204_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260616_204125_391\frames\step9_cycle_0001_20260616_204609_204_action_0_frame.png,measurement_output\step9_color_center_align\run_20260616_204125_391\ab_masks\step9_cycle_0001_20260616_204609_204_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260616_204125_391\masks\step9_cycle_0001_20260616_204609_204_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260616_204125_391\ab_masks\step9_cycle_0001_20260616_204609_204_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260616_204125_391\ab_masks\step9_cycle_0001_20260616_204609_204_action_0_b_mask.png
1,2026-06-16 20:46:50,True,True,center_aligned,482.3877186719029,279.72581220992504,487.059,284.706,4.671281328097109,4.980187790074979,10.0,2801,2517,2054,0,,False,,,,measurement_output\step9_color_center_align\run_20260616_204125_391\overlays\step9_cycle_0001_20260616_204650_621_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260616_204125_391\frames\step9_cycle_0001_20260616_204650_621_action_0_frame.png,measurement_output\step9_color_center_align\run_20260616_204125_391\ab_masks\step9_cycle_0001_20260616_204650_621_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260616_204125_391\masks\step9_cycle_0001_20260616_204650_621_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260616_204125_391\ab_masks\step9_cycle_0001_20260616_204650_621_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260616_204125_391\ab_masks\step9_cycle_0001_20260616_204650_621_action_0_b_mask.png
1,2026-06-16 20:47:17,True,True,center_aligned,482.1504108610218,279.50839585566274,487.059,284.706,4.908589138978243,5.1976041443372765,10.0,2799,29,1870,0,,False,,,,measurement_output\step9_color_center_align\run_20260616_204125_391\overlays\step9_cycle_0001_20260616_204717_260_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260616_204125_391\frames\step9_cycle_0001_20260616_204717_260_action_0_frame.png,measurement_output\step9_color_center_align\run_20260616_204125_391\ab_masks\step9_cycle_0001_20260616_204717_260_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260616_204125_391\masks\step9_cycle_0001_20260616_204717_260_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260616_204125_391\ab_masks\step9_cycle_0001_20260616_204717_260_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260616_204125_391\ab_masks\step9_cycle_0001_20260616_204717_260_action_0_b_mask.png
1,2026-06-16 20:47:44,True,True,center_aligned,482.31288566243194,279.3491833030853,487.059,284.706,4.746114337568088,5.356816696914734,10.0,2755,40,2030,0,,False,,,,measurement_output\step9_color_center_align\run_20260616_204125_391\overlays\step9_cycle_0001_20260616_204744_241_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260616_204125_391\frames\step9_cycle_0001_20260616_204744_241_action_0_frame.png,measurement_output\step9_color_center_align\run_20260616_204125_391\ab_masks\step9_cycle_0001_20260616_204744_241_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260616_204125_391\masks\step9_cycle_0001_20260616_204744_241_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260616_204125_391\ab_masks\step9_cycle_0001_20260616_204744_241_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260616_204125_391\ab_masks\step9_cycle_0001_20260616_204744_241_action_0_b_mask.png
1,2026-06-16 20:48:04,True,True,center_aligned,482.18527042577676,278.9198312236287,487.059,284.706,4.873729574223262,5.786168776371312,10.0,2607,46,2609,0,,False,,,,measurement_output\step9_color_center_align\run_20260616_204125_391\overlays\step9_cycle_0001_20260616_204804_067_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260616_204125_391\frames\step9_cycle_0001_20260616_204804_067_action_0_frame.png,measurement_output\step9_color_center_align\run_20260616_204125_391\ab_masks\step9_cycle_0001_20260616_204804_067_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260616_204125_391\masks\step9_cycle_0001_20260616_204804_067_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260616_204125_391\ab_masks\step9_cycle_0001_20260616_204804_067_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260616_204125_391\ab_masks\step9_cycle_0001_20260616_204804_067_action_0_b_mask.png
