index,wavelength,raw_y,threshold_filtered_y,median_filtered_y,angle_deg
0,498.215,1091.0,1091.0,1102.0,112.98220465542153
1,498.25,1103.0,1103.0,1102.0,112.98220465542153
2,498.285,1102.0,1102.0,1102.0,112.98220465542153
3,498.32,1102.0,1102.0,1102.0,112.98220465542153
4,498.355,1083.0,1083.0,1098.0,112.98220465542153
5,498.39,1098.0,1098.0,1092.0,112.98220465542153
6,498.425,1087.0,1087.0,1092.0,112.98220465542153
7,498.46,1092.0,1092.0,1096.0,112.98220465542153
8,498.495,1096.0,1096.0,1096.0,112.98220465542153
9,498.53,1104.0,1104.0,1096.0,112.98220465542153
10,498.565,1096.0,1096.0,1102.0,112.98220465542153
11,498.6,1102.0,1102.0,1102.0,112.98220465542153
12,498.635,1104.0,1104.0,1100.0,112.98220465542153
13,498.67,1089.0,1089.0,1100.0,112.98220465542153
14,498.705,1100.0,1100.0,1094.0,112.98220465542153
15,498.74,1091.0,1091.0,1094.0,112.98220465542153
16,498.775,1094.0,1094.0,1095.0,112.98220465542153
17,498.81,1095.0,1095.0,1095.0,112.98220465542153
18,498.845,1098.0,1098.0,1098.0,112.98220465542153
19,498.88,1099.0,1099.0,1099.0,112.98220465542153
20,498.915,1111.0,1111.0,1102.0,112.98220465542153
21,498.95,1107.0,1107.0,1104.0,112.98220465542153
22,498.985,1102.0,1102.0,1104.0,112.98220465542153
23,499.02,1104.0,1104.0,1104.0,112.98220465542153
24,499.055,1092.0,1092.0,1102.0,112.98220465542153
25,499.09,1104.0,1104.0,1096.0,112.98220465542153
26,499.125,1096.0,1096.0,1096.0,112.98220465542153
27,499.16,1095.0,1095.0,1102.0,112.98220465542153
28,499.195,1145.0,1145.0,1102.0,112.98220465542153
29,499.23,1102.0,1102.0,1103.0,112.98220465542153
30,499.265,1103.0,1103.0,1110.0,112.98220465542153
31,499.3,1114.0,1114.0,1103.0,112.98220465542153
32,499.335,1110.0,1110.0,1110.0,112.98220465542153
33,499.37,1097.0,1097.0,1110.0,112.98220465542153
