metric,reference_mean
tenengrad,16800.535155555557
laplacian_var,30074.80489637729
brenner,754.5438870246085
highfreq_ratio,0.5952846961915147
local_contrast,0.30946091808895504
edge_width,67.0
halo_width,3.0
brightness_mean,44.49214444444444
brightness_std,24.739584665094075
red_blue_ratio,0.7947489339542646
modified_laplacian,64.37606666666667
dct_energy,0.16351215305312156
smd,5.3112207357859536
entropy,1.584325026883759
