cycle_index,time,focus_score_ratio,full_tenengrad,full_laplacian_var,full_brenner,full_highfreq_ratio,full_local_contrast,full_edge_width,full_halo_width,full_brightness_mean,full_brightness_std,full_red_blue_ratio,full_modified_laplacian,full_dct_energy,full_smd,full_entropy,roi_tenengrad,roi_laplacian_var,roi_brenner,roi_highfreq_ratio,roi_local_contrast,roi_edge_width,roi_halo_width,roi_brightness_mean,roi_brightness_std,roi_red_blue_ratio,roi_modified_laplacian,roi_dct_energy,roi_smd,roi_entropy
23,2026-07-04 22:06:18,1.0045207357425505,17375.58956672134,32118.897264661515,791.6529883352034,0.6184271646443226,0.2817525425706439,67.0,4.0,48.7987154294623,25.80342761119529,0.7947291018287621,66.90965579680724,0.16125519705822436,5.555778063073134,1.807729561882349,16976.210666666666,30297.525070220247,762.228596196868,0.5940102408691746,0.30980579142152326,67.0,3.0,44.52327777777778,24.875455380098753,0.7953305698703735,64.52593333333333,0.16444842329570405,5.326811594202899,1.5736378911793683
24,2026-07-04 22:06:24,1.0045207357425505,17350.913259009045,32051.10594647452,791.0698115553297,0.617870850089154,0.2816739536612969,67.0,4.0,48.79290055540218,25.793647228403177,0.7945609707612642,66.82306096432109,0.1611809224404855,5.549150789477833,1.8073129364525313,16976.210666666666,30297.525070220247,762.228596196868,0.5940102408691746,0.30980579142152326,67.0,3.0,44.52327777777778,24.875455380098753,0.7953305698703735,64.52593333333333,0.16444842329570405,5.326811594202899,1.5736378911793683
25,2026-07-04 22:06:29,1.7119450513755408,23830.483737840426,42085.95140464576,1035.9439575719055,0.23936870983137254,0.33171164809011777,51.0,2.0,56.716575385289964,49.56029055806846,1.9964432588894514,66.97806201991003,0.14019393662413535,6.312792317973976,6.99050926376973,37067.80533333333,85224.26709712396,1717.1055928411633,0.42088574130807466,0.30077805713014544,35.0,1.0,86.92588888888889,48.00742253708608,1.822492950436999,116.67915555555555,0.11854540846408711,10.369966555183947,6.5924632937588505
26,2026-07-04 22:06:35,1.7170086997432967,23941.92548760089,41994.22853807716,1039.2339453972577,0.23325104905792068,0.3244565997302003,51.0,2.0,58.78501408805236,50.268167041633575,2.0136165154074392,67.12717613719408,0.13412678999098257,6.3426841867780945,6.996316274438441,37162.192266666665,85157.41898765431,1720.5701845637584,0.42017047198711976,0.3044832256996513,35.0,1.0,85.83038888888889,48.09819815132705,1.8380263808896131,116.59284444444444,0.12109668150161053,10.374046822742475,6.610218116278006
27,2026-07-04 22:06:40,1.7367668967843266,24299.437888740926,42378.11978208232,1050.4660470165645,0.22610101385699174,0.33752661949685037,51.0,2.0,57.40914830212579,51.26128788316494,1.889728030791025,67.37667879240625,0.1382921005564135,6.342055553114369,7.066534793261614,40979.10815555556,89213.07658439061,1861.2095973154362,0.380460447593172,0.39080378958269185,121.0,3.0,71.70233333333333,52.383339750768506,1.5185947251909941,119.95337777777777,0.1646591524997272,10.589877369007805,6.1925942282495265
28,2026-07-04 22:06:46,1.7102672293761285,23954.700906994494,42030.4650100069,1039.0929076389448,0.21851926666441016,0.3272980176362949,51.0,2.0,58.14951909803985,51.8697150450272,1.9375225531950029,66.8088957727723,0.13264602839683193,6.299463494265733,7.047679975570897,36738.842955555556,84870.2235478395,1706.0150223713647,0.4233667421388645,0.2966087158259313,35.0,1.0,87.86734444444444,47.71672770112784,1.8512796866638517,116.79571111111112,0.11582414518810577,10.401248606465998,6.5855238908627225
29,2026-07-04 22:06:51,1.7061955713780554,23871.428126573235,41980.06710606059,1037.8783460371537,0.23147701992178626,0.3262622189331439,51.0,2.0,57.734340744109005,50.408861269241235,2.011686061478938,66.8692774899719,0.13596113580678537,6.320249021902019,6.987893124892007,37002.1522,85105.61870211111,1714.8783053691275,0.42076869966917674,0.30255155799904415,31.0,1.0,86.33267777777777,47.928184968607574,1.801481077996503,116.60766666666666,0.11986791432481582,10.377307692307692,6.597274783007565
30,2026-07-04 22:06:57,1.7138336435352126,24229.163161570068,42384.860025678165,1050.3861849546147,0.24543545028324518,0.3448399788512115,51.0,2.0,55.07460374815272,49.27496697967424,1.9477001477397866,67.24692661220911,0.14817543089712032,6.330284091882701,6.982395130920223,39472.80775555556,87668.46327199556,1805.1985458612976,0.3880532223551076,0.353839631449527,38.0,4.0,77.13564444444444,51.13104015420925,1.59051914480702,118.76686666666667,0.1459012605272274,10.511148272017838,6.707186395323279
31,2026-07-04 22:07:03,1.715599824084259,23890.679192312065,42051.96905964779,1037.416274829206,0.2312255776729872,0.32990167776743307,51.0,2.0,56.89426754307615,50.45958253364126,2.028488166551011,66.66948292381896,0.13842287578404458,6.284078206541382,6.981995837684879,36794.90944444444,84867.16460191556,1708.021510067114,0.41877689774787663,0.2919178288171973,31.0,1.0,88.81634444444444,47.96585166754021,1.8858889588546215,115.99395555555556,0.11422014506883896,10.333010033444815,6.684292116264209
32,2026-07-04 22:07:08,1.7106643959031131,23788.484805609238,41906.995292364045,1034.4625985198115,0.22994380860294245,0.32573526602112834,51.0,2.0,57.79136183152801,50.56002871930058,2.040615298978433,66.92118810594864,0.1346723598147377,6.325079864897418,7.018733843720801,37768.204422222225,86095.10709834618,1744.564731543624,0.4190056496861929,0.32333146101967203,121.0,2.0,82.4104,48.428763200946335,1.7181400420999489,117.88713333333334,0.13048796067882007,10.487458193979933,6.610275021865846
33,2026-07-04 22:07:14,1.7243131844576878,24279.329654335223,42375.813455008276,1052.0362160096006,0.23987988466138432,0.3404355299960443,51.0,2.0,56.45956079380288,49.881678015762276,1.9446450042742458,67.59500909430469,0.1432951957672035,6.373188879289911,7.014752012441344,39417.23055555556,87787.24178050322,1804.3970134228189,0.397627759449275,0.35149712806547573,38.0,1.0,77.63121111111111,50.5237205597517,1.6220057077366292,118.63262222222222,0.14524785008932353,10.500027870680043,6.503791878436202
34,2026-07-04 22:07:19,1.7160058790146013,23521.52801979635,41596.076621742606,1021.8986958904413,0.20896509008810077,0.310713469963817,51.0,2.0,60.674304123292785,52.70107209783078,1.9975245050471697,66.41420903908927,0.12210593409079717,6.272930828236756,7.0775763897748805,35811.995533333335,84037.16375217728,1672.1166219239374,0.44974065193063084,0.27381473125894806,31.0,1.0,92.78283333333333,45.840923308218834,1.932107554183414,115.4418,0.1053475218602755,10.295289855072465,6.492818532711716
35,2026-07-04 22:07:25,1.739509884440574,24252.846511278563,42304.70891167295,1049.917082638703,0.22570885914927316,0.3380115502398688,51.0,2.0,56.73081365607288,51.30737537319292,1.9199893832217787,67.0050932166231,0.1395195784252152,6.313725867276854,7.043433017207754,40409.344933333334,88563.44172072888,1839.4548881431767,0.3872156722564337,0.3774188145580127,121.0,2.0,73.35306666666666,51.62282924718911,1.5951951513015254,119.35628888888888,0.15943207919955482,10.540423634336676,6.345633460838856
36,2026-07-04 22:07:30,1.7084389913712188,24139.098592006754,42230.82769477686,1047.6608253290915,0.23588958372848565,0.33334920774162563,51.0,2.0,57.1166476525326,50.24315279163742,1.9751531201428587,67.2558179190282,0.1395528113477149,6.350804119892116,7.012984699749776,38237.713266666666,86324.8139338069,1760.3122539149888,0.3846902140979543,0.3206017030978372,91.0,3.0,83.29133333333333,50.76154594878992,1.7485864095964172,117.30033333333333,0.1272888323621448,10.417251950947602,6.819689428699495
37,2026-07-04 22:07:36,1.7310807879027708,23808.8050956526,41878.5816650293,1034.4817560176157,0.22736022911735437,0.3238660365647134,51.0,2.0,57.98338868408659,50.84856851569344,2.0322952671313095,66.70951613427091,0.13371579671107403,6.298525843963386,7.01292421472966,37566.79848888889,85666.88185598222,1735.9225782997762,0.41761780717892777,0.3121570007771235,38.0,1.0,84.56502222222223,48.42636397321373,1.8616863553801173,117.03831111111111,0.1248444221410928,10.409046822742475,6.416392966707496
38,2026-07-04 22:07:42,1.7148588265020024,24019.55698556279,42079.692714255296,1042.311135796515,0.23505759936992648,0.3333839851474137,51.0,2.0,56.690928634067916,50.17556978534952,1.9590258285630957,66.79985018757003,0.14031827210154546,6.303251623585608,6.994665015466486,39468.49555555556,87532.50524150321,1805.0931879194632,0.3916461835857224,0.35387146530179786,87.0,2.0,77.23125555555555,50.91819101680244,1.5852831405286465,118.80931111111111,0.14605670871122217,10.5346878483835,6.652502104078224
39,2026-07-04 22:07:47,1.7221471080104294,24074.395636763726,42301.32959739736,1045.4158289638253,0.24295324338349514,0.34358270465108776,51.0,2.0,54.91344272212027,49.42829717462824,1.9657621978971387,66.97427001965019,0.1472333809788653,6.30786413977437,6.962054591612152,37980.80066666667,86260.97726620446,1751.7992114093959,0.4095530192669016,0.3192966013184731,121.0,5.0,83.24248888888889,49.10035595282707,1.7789643962419845,117.14984444444444,0.12830478480031965,10.399693422519508,6.677218528746721
40,2026-07-04 22:07:53,1.7218217548766857,23904.63432166231,41988.39010005852,1038.5816910636918,0.2291549625525716,0.3280354888799166,51.0,2.0,57.675136414570375,50.71886686881537,1.9975357075591271,67.05439733991588,0.13551538595989535,6.33825901170994,7.002071815685123,37013.0374,85209.15145169334,1715.8277125279642,0.4313721246875078,0.2994858828735941,35.0,1.0,86.84402222222222,47.370586558885236,1.848717338105708,116.42157777777778,0.11930827388607097,10.352385730211818,6.476048748947641
41,2026-07-04 22:07:59,1.7396582981796591,24181.08759358202,42259.59589716671,1045.3487350919631,0.223208551166136,0.33528770441208755,51.0,2.0,57.44457143089141,51.51946294167361,1.8825076912861227,67.1978092469591,0.13665325207481194,6.326971213662459,7.06915308342698,41115.61137777778,89308.95592291358,1866.1059060402686,0.3767502034861306,0.3923680088333399,121.0,2.0,71.3608,52.67811332384637,1.5261148863268008,119.59246666666667,0.1660244923489091,10.549464882943145,6.206566995650705
42,2026-07-04 22:08:04,1.7345980405062615,24125.721827955243,42230.26358568317,1045.2449524913259,0.2219560851150046,0.3306122192598877,51.0,2.0,57.9428337691021,51.599604667638296,1.9382875204511252,66.9754575572048,0.13486303474804817,6.310451734221143,7.0240957623516085,38017.4518,86227.9498354721,1752.573624161074,0.4136213691330174,0.3181236553470303,35.0,1.0,83.22787777777778,48.8774710037088,1.8280107932350314,117.05562222222223,0.12885368088545274,10.387023411371237,6.458008161615639
43,2026-07-04 22:08:10,1.383177297652942,13401.3242748916,31951.527205158567,646.2652788986816,0.5529208495130623,0.05630361792557184,90.0,5.0,175.07506962827028,25.74031178462673,0.9971439781807042,47.11554435909512,0.014226052050380522,4.304619342162168,1.2414619605073167,27413.48706666667,72551.51022748445,1357.96201901566,0.5868895863551272,0.12527552051519833,97.0,5.0,170.2631888888889,35.91320011806072,0.9550727079648501,105.11831111111111,0.03011370185492509,9.549799331103678,2.446247482698084
44,2026-07-04 22:08:15,1.7326735518221994,24427.668979489095,42551.529500649085,1056.889847674381,0.24757390909940763,0.35024328670351507,51.0,2.0,54.425395236857916,49.202744085913714,1.920261112800877,67.07102083570165,0.15217901756476637,6.311624528844019,6.946410560284231,40537.15024444444,88765.08262091802,1845.3557046979865,0.38277307681018946,0.3777332769154078,121.0,3.0,73.60201111111111,52.01580757978919,1.5523783754531968,119.38648888888889,0.1579825210458045,10.549202898550725,6.408626459806347
45,2026-07-04 22:08:21,1.7169887576371137,23862.291904850837,42004.00043642232,1036.7718225505291,0.23606769604088126,0.33013405431493137,51.0,2.0,57.034323895285574,49.95479744032333,2.0191058526445165,66.82992838235056,0.13892759788047346,6.306122406783848,6.97582344063001,36351.9942,84351.82754992542,1691.5828299776285,0.4341437254527097,0.285318752346432,35.0,1.0,90.30124444444445,46.933253629267334,1.9091554928251953,115.9946,0.11080160953369717,10.348801560758083,6.4967902673721705
46,2026-07-04 22:08:27,1.726668200055712,24275.855678662487,42430.45800739621,1051.756613055497,0.24087430220032205,0.3478335532010448,51.0,2.0,54.588107166636895,49.75254847375476,1.9575402047178243,67.07259609919288,0.14922735281722288,6.313422695953339,6.9576623018757076,39373.79148888889,87520.27643730913,1801.6084843400447,0.3930966732906924,0.35268287223679273,120.0,2.0,77.15675555555555,50.72476367532948,1.6569184558675951,118.3518888888889,0.14655213863847943,10.484721293199554,6.586492713657924
47,2026-07-04 22:08:32,1.7370494463294026,24536.512208292057,42588.09639900085,1061.3308754595246,0.24178600880853612,0.34982898066983453,51.0,2.0,55.12773641132241,49.86127452032132,1.8998197404501194,67.48943193075337,0.1487992690037166,6.360391225490423,6.99997478230275,40223.25597777778,88437.09553042914,1832.9759955257273,0.38584738542303926,0.3709857455996791,121.0,2.0,74.52592222222222,51.63398079252499,1.6124664748561761,119.08848888888889,0.15505164527396,10.520395763656634,6.493826235727735
48,2026-07-04 22:08:38,1.730244318798609,23950.464635740616,41993.4659113768,1036.551464167448,0.21530667010244556,0.3234019462351731,51.0,2.0,59.05463789239489,52.2592218825453,1.9624458078069547,66.85362635399581,0.12999508277263097,6.300102296587129,7.029371335589815,37287.844244444444,85466.38968611111,1726.1142058165549,0.4236769079300954,0.3040190342753129,120.0,5.0,86.0229,47.923460249200154,1.8775908704006077,116.59146666666666,0.12145393971781857,10.367948717948718,6.263214627916284
49,2026-07-04 22:08:43,1.7229407355131023,24227.00994486578,42346.41243523457,1049.0547585094985,0.22322269295945119,0.3400184242819986,51.0,2.0,56.17984698020365,51.53969904239338,1.899244215809557,67.04664079120451,0.1403351215159206,6.311286097266855,7.034975753764375,39559.00493333333,87669.32842108839,1809.0479865771813,0.39385492202024613,0.3541595260430079,121.0,3.0,77.15345555555555,50.81386027293058,1.6071446812754384,118.67502222222222,0.1465880857739357,10.512079152731328,6.483719408821221
50,2026-07-04 22:08:49,1.7123371814166846,24245.539992610877,42388.65203080629,1050.863544640849,0.2375171919676837,0.3429381356988981,51.0,2.0,55.35947979765172,50.06540130160151,1.939842405375444,67.0505627101028,0.14603782312605357,6.316061144745383,6.978844067148341,38194.98362222222,86367.53322755112,1759.1652852348993,0.39846699623628246,0.3231291898055575,38.0,1.0,82.73553333333334,49.88637680485079,1.7317055945928757,117.2791111111111,0.1293054439317006,10.41928093645485,6.761799694884017
51,2026-07-04 22:08:55,1.709818125575541,23832.688091738797,41986.98713328198,1035.9521117544382,0.22811400015202146,0.3280145971887854,51.0,2.0,57.139941658411416,50.776643822115666,2.02763291119188,66.93386126313396,0.13606168442333616,6.309870708196128,6.970596095547584,36669.62897777778,84716.1310180958,1702.4452460850111,0.42110478780163263,0.2954531994917049,35.0,1.0,87.71058888888889,47.77614498991787,1.8676701541625287,115.9752,0.11593860746838452,10.324403567447046,6.427094688972833
52,2026-07-04 22:09:00,1.7444984950625624,24572.256591340923,42686.70373444658,1061.9320085500785,0.2489953723787463,0.3593118107977486,51.0,2.0,53.17615952384819,49.181260259992115,1.9237001135546294,67.19124429575979,0.15723589889830716,6.315383944004518,6.930294666512937,41195.532222222224,89412.01421352889,1868.6372035794184,0.3820173681727925,0.39490201136899494,121.0,2.0,70.95656666666666,52.32702267886492,1.5246069903085824,119.88844444444445,0.16837771745842675,10.567926421404682,6.064426176764414
53,2026-07-04 22:09:06,1.720727374484881,24054.534310700423,42243.40322800615,1043.4572153336367,0.24211052538260533,0.3383364458119406,51.0,2.0,55.928750791691705,49.46499273092044,1.9980902879298263,66.96546397193758,0.14454005694895233,6.308357925763711,6.971236815064173,37275.528844444445,85394.5292740247,1724.9955536912753,0.4195193308161355,0.301849835729397,120.0,2.0,86.86801111111112,48.182724324986594,1.843053292292411,116.68426666666667,0.11928333711554982,10.381092530657748,6.632521407179663
54,2026-07-04 22:09:12,1.7286416602080101,24112.4723760495,42128.3801815904,1045.6641648150353,0.22689108306884068,0.3291315208700872,51.0,2.0,58.02296311934651,51.09120007665922,1.9771326264663864,67.04903616610098,0.13553144641128156,6.329630797932698,7.043676965144636,38230.24497777778,86355.27485439801,1760.8045078299776,0.41032214734392414,0.3252541285645954,120.0,2.0,81.96444444444444,49.149410556228354,1.7755035341507246,117.59424444444444,0.1322044243074305,10.446772575250836,6.584263280894781
55,2026-07-04 22:09:17,1.7384529630500423,24110.706694463843,42242.11831888121,1043.2046327099579,0.22223188949755882,0.3409589041197541,51.0,2.0,56.047166555694496,51.60256963189616,1.874626365986725,66.92560533965604,0.13929248189970236,6.306561411352744,7.041514022944348,41149.3478,89393.29937322222,1867.1359172259508,0.3789717460459953,0.39599993160661034,121.0,3.0,70.93436666666666,52.54592037276644,1.5083401490723296,119.70804444444444,0.16741744173780435,10.563723522853959,6.265032543423954
56,2026-07-04 22:09:23,1.7371285038545594,23901.085415414847,42003.78757228419,1037.180920556626,0.21676747596862492,0.32075938762901923,51.0,2.0,59.341388627247184,52.0513028603049,1.9655808671203792,66.91857146337107,0.1287663198575309,6.309863728632589,7.061966958733225,37790.89164444445,85949.51008212543,1744.2900503355704,0.41797763076949734,0.31222246239610346,35.0,1.0,84.53462222222223,48.52731053714387,1.8602514729353241,116.86293333333333,0.12545743957632416,10.376945373467112,6.403381873411193
57,2026-07-04 22:09:29,1.7350017357212786,23954.690263816035,42061.55853895512,1040.3621716360353,0.2256240463359843,0.3297747876775701,51.0,2.0,57.14534546177956,51.1621941978209,1.994665671470012,66.90693968527209,0.13640062262103794,6.311411219437835,7.017281359877476,39248.542377777776,87446.25231944247,1796.642606263982,0.4013342342725843,0.3490888893133913,121.0,2.0,77.63957777777777,50.15339964371038,1.6940031373583977,118.19577777777778,0.1454761778519951,10.464832775919731,6.50699918202317
58,2026-07-04 22:09:34,1.7135106125732062,24055.223476297968,42196.6318192823,1044.1775777670616,0.2426292503555548,0.3383766359055246,51.0,2.0,55.87009455640905,49.434428618427766,1.960439511981325,66.9234718320152,0.14431999453546862,6.314048468544215,6.980848178050005,38498.27106666667,86747.47212482171,1770.1086912751678,0.40700781980889733,0.3283909564513884,35.0,1.0,81.47378888888889,49.47365293972011,1.6681941498476762,117.85851111111111,0.13404823235005286,10.443606465997771,6.609779916340656
59,2026-07-04 22:09:40,1.735947845663702,23994.713649170957,42178.10219154718,1041.462470601744,0.23991329769622816,0.33625927271785044,51.0,2.0,56.035800704808615,49.66488593824333,2.0176886070345694,66.852603244718,0.14309118751374125,6.299705999769945,6.937878517132816,37740.953111111114,85964.40181709433,1742.7152460850111,0.41906201591737235,0.31392790181865354,120.0,5.0,83.79338888888888,48.410903852838416,1.8573196764320503,116.78888888888889,0.12725589320314112,10.3640635451505,6.1883184646607585
60,2026-07-04 22:09:45,1.733877060337718,24159.65089237865,42294.020119138644,1047.7368265307914,0.2421861441878532,0.33930325151444996,51.0,2.0,56.02040940610942,49.57390320640975,1.978428423588055,67.28854523604592,0.14426547408989598,6.34209428877352,6.987603985102028,40050.70542222222,88262.54323602766,1827.0378970917227,0.39219476935314573,0.3697675623434384,121.0,2.0,74.60255555555555,51.1434335322643,1.599913286065146,118.93815555555555,0.15501664740658133,10.524827201783724,6.356399847032592
61,2026-07-04 22:09:51,1.7349785117358225,24336.032108173506,42408.32353420048,1054.0529245346854,0.23148274354195914,0.337637716090663,51.0,2.0,57.19179543498384,50.72049108768271,1.9224304154217027,67.52951589067347,0.13963989502040602,6.371209699713535,7.040417873017893,39148.45166666667,87519.00640828394,1794.2698154362415,0.40097454012176087,0.3413399691540811,121.0,3.0,79.59472222222222,50.17494245061811,1.707057283583399,118.3704,0.13978998754067395,10.48891304347826,6.652406479986738
62,2026-07-04 22:09:57,1.717066909353667,23276.023921269305,41447.07792984396,1012.1400135627139,0.20890990762541561,0.30746645846085086,51.0,2.0,61.100306323789724,52.48976522449127,1.9963625863873753,66.26195048475891,0.12013759517009276,6.260367920816025,7.100631597013555,36143.245355555555,84351.0124294711,1684.8135626398212,0.44064295392508346,0.2813462050392681,31.0,1.0,91.0348,46.45349705845621,1.91766471814154,115.88453333333334,0.10901195801490703,10.329509476031216,6.476106033501792
63,2026-07-04 22:10:02,1.741965895463466,24309.763198921675,42356.49928383441,1052.4451606195453,0.22785437833530287,0.33907146671849175,51.0,2.0,56.573968364811535,51.124511981170684,1.8943097837936416,67.08983467853257,0.1405972256980444,6.317737133514695,7.055200251511947,41063.27544444444,89237.59479268693,1863.9449776286353,0.38167283325546286,0.39238007364678706,121.0,2.0,71.31414444444444,52.33104338876604,1.5309261535283896,119.88424444444445,0.1666458841535458,10.573756967670011,6.265647090950603
64,2026-07-04 22:10:08,1.727209983760397,24170.49689819251,42309.82762041128,1047.9680106391104,0.24317608963200388,0.3412583970298492,51.0,2.0,55.49051289442487,49.48470820038227,1.9762483124980583,67.06082019260438,0.1461313021161385,6.318077933317789,7.001390286768766,38226.51948888889,86403.42941943654,1759.422701342282,0.4038687418768572,0.32397203149003395,35.0,1.0,82.26085555555555,49.5561424485314,1.7907409607211096,117.42613333333334,0.1310309828656182,10.405942028985507,6.600404458444227
65,2026-07-04 22:10:14,1.7170859972269639,23898.76890925183,42005.543056933435,1038.266406857335,0.23400968978415018,0.33450111545356015,51.0,2.0,56.15132882407392,50.200376904374245,2.0261326477235344,66.79547152345843,0.1406281431662413,6.307904879420072,6.93582271928107,37381.5934,85484.64564680248,1729.3237080536912,0.41420890514768394,0.30977218512135474,35.0,1.0,84.98007777777778,48.52456093790209,1.8243427154545968,117.20417777777777,0.12309183376286535,10.421845039018951,6.392743884883867
66,2026-07-04 22:10:19,1.7227759861748773,24257.959970849504,42442.73772361756,1051.6622484155805,0.24539497100799942,0.34832026768299995,51.0,2.0,54.62844385890836,49.31127131243646,1.940204787146073,67.39584991149293,0.14970494352669142,6.345412755689422,6.970098334433789,40580.25424444445,88818.93129356988,1847.246090604027,0.3702263518720078,0.3816618528577765,121.0,3.0,73.13953333333333,52.9229191834061,1.5323061378913831,119.87426666666667,0.15802409143013496,10.59999442586399,6.427070404054749
67,2026-07-04 22:10:25,1.7116926406564033,23931.2540457476,42061.70923974886,1039.1206518978652,0.2376111619363071,0.33453494836390113,51.0,2.0,56.44061094239732,49.818165544195566,1.9902556784711467,66.67999009370382,0.14138229503542796,6.295559356329202,6.994307738288473,36187.625555555554,84389.82317722666,1686.449658836689,0.44084990618911474,0.2837839222055624,35.0,1.0,90.87981111111111,46.521505530810266,1.8821742672223345,116.03155555555556,0.1093223395704988,10.35335562987737,6.569690202181675
68,2026-07-04 22:10:31,1.7224319267842603,24009.81693042857,41995.339444005825,1041.8627400022078,0.2230244929319038,0.3233357232792157,51.0,2.0,59.13527169235267,51.4372538390896,1.9714993591453804,67.21736200204622,0.13102771823389603,6.347220625378986,7.070431479801772,38051.38748888889,86168.96117923506,1753.3092729306486,0.41314979362927523,0.3238803555856357,38.0,1.0,82.13832222222223,48.88529056505143,1.761052835932032,117.66648888888889,0.1317021951003101,10.445345596432553,6.615140751272098
69,2026-07-04 22:10:36,1.7117708539773862,23844.855091998637,42025.86115596199,1033.1386867678368,0.22123140167090036,0.330476689102045,51.0,2.0,57.630036377218765,51.49544799782583,1.8901573287316709,66.86925922016337,0.13412162068103878,6.301356688840702,7.074951201607913,38709.96026666667,86993.09092478223,1778.6187583892618,0.40015502731488617,0.33071534583969464,120.0,2.0,81.23795555555556,49.97401857674782,1.6486948522028102,117.60324444444444,0.13471568624921956,10.428444816053512,6.747733535038911
70,2026-07-04 22:10:42,1.7331039357450175,23967.634364291862,42064.16486875932,1039.412008426228,0.22108453010981158,0.3267179559784223,51.0,2.0,58.12002350715365,51.62944014274514,1.9656176046743454,66.95019853191938,0.1329859670206584,6.31001521289451,7.038980228243317,37462.144977777774,85614.2354244721,1731.9696029082775,0.4240302123257921,0.3079682207934255,35.0,1.0,85.09584444444444,48.020151006961214,1.867620303656569,116.75953333333334,0.12387864232458086,10.371661092530658,6.266373186560797
71,2026-07-04 22:10:48,1.7387198458318867,24334.968064374687,42491.74943189417,1053.7710032500581,0.24502122404597407,0.34817999242940356,51.0,2.0,54.59349473017523,49.36381984772959,1.9494064518021041,67.09144648164087,0.150653428884626,6.316844739883049,6.971818211170143,40339.79171111111,88497.97426381777,1838.2337248322146,0.38736437723117034,0.37647715658139574,121.0,2.0,73.72276666666667,51.59360099761511,1.59817343622693,119.26984444444444,0.15786017148990816,10.54623188405797,6.453770148129271
72,2026-07-04 22:10:53,1.730752493085276,24189.767051821298,42319.93086335053,1048.6073086364604,0.24310886934257503,0.34773836647832745,51.0,2.0,54.57193838608571,49.50125698474948,1.9451327293053151,67.04649463273626,0.1491023175697946,6.313972020537643,6.964551557129292,39516.18711111111,87684.99630005729,1807.4791219239373,0.3885209160636574,0.35151659086398157,38.0,1.0,77.88144444444444,51.1686363369227,1.6712801936215744,118.76806666666667,0.14387883635760926,10.51746934225195,6.633348043671906
73,2026-07-04 22:10:59,1.7175266721247942,23671.463125436447,41769.02742803199,1029.8675581785665,0.2281197394561982,0.3221304767609837,51.0,2.0,58.05692364844016,50.66483346584317,2.042701407082451,66.64874263117723,0.13339530374216224,6.292533013655289,6.992176965550262,36568.59022222222,84538.80158432394,1698.538970917226,0.42746584919585967,0.2893947145137037,35.0,1.0,89.12302222222222,47.39543553948295,1.9035201699269397,116.03782222222222,0.11308931380243756,10.339509476031214,6.572258715203537
74,2026-07-04 22:11:05,1.7349815020042745,24352.836473033763,42438.44121521313,1054.144934146623,0.2455354623848188,0.3478809568607911,51.0,2.0,55.018234283904704,49.33177590905976,1.9450814731035142,67.36682121571366,0.14981748528685832,6.3448131724884655,6.992614388644662,40471.382,88648.91114135506,1842.2506263982104,0.3872966355034506,0.3781584356496713,121.0,2.0,73.32227777777777,51.665540561174765,1.561151142534383,119.48766666666667,0.15961527039297208,10.549715719063546,6.3901415613168675
75,2026-07-04 22:11:10,1.7112638405629175,24357.1975575296,42380.632492455465,1053.8096157739428,0.22448780580033073,0.3365280693439398,51.0,2.0,57.52182328629196,51.49919589330655,1.9155332025773861,67.33600004871948,0.1379112321811339,6.343547179238925,7.065328621774354,37965.60773333333,85934.21131576097,1749.9546476510068,0.39409738243799847,0.3185470659433008,35.0,1.0,83.46477777777778,50.04496626319125,1.773884178808046,117.34573333333333,0.12676800490028758,10.424860646599777,6.648757071741786
76,2026-07-04 22:11:16,1.7174753008842079,23402.096214901667,41598.78522820136,1017.2590661942984,0.21079174436248724,0.3136269741198801,51.0,2.0,59.989462380434254,52.377034845529444,1.9854381090324058,66.75109618851195,0.12344970377643057,6.300796961375972,7.068780101650774,37418.50702222222,85478.40189487209,1730.8035570469797,0.41051359383394237,0.31069651009262156,120.0,5.0,84.7216,48.75449932622743,1.832408738010279,116.69764444444445,0.12358699692960112,10.38433110367893,6.505851452524901
77,2026-07-04 22:11:21,1.745159587749838,24435.00014209851,42571.157972832894,1057.1106453276502,0.2292416496503992,0.34544273498392947,51.0,2.0,55.57645001380386,51.0579728140307,1.8906850704696248,67.2097110122286,0.14427052463638845,6.321783837023236,7.019856218076166,41525.07953333333,89740.42039998766,1881.2694351230425,0.37763361345666313,0.4042033031995878,121.0,3.0,69.91597777777778,52.81595977479572,1.4936082342418964,120.19906666666667,0.17153225432238975,10.602441471571908,6.103451312235916
78,2026-07-04 22:11:27,1.7276341125277574,24085.29059754454,42277.32923550736,1045.0532547840037,0.24048070570577776,0.3391788611627693,51.0,2.0,55.71848965522841,49.64992315861558,1.9917279418746079,67.0499658963574,0.14470594481206936,6.315403816872427,6.977950329804438,37922.65788888889,86108.03761865431,1749.2977572706936,0.40884219348014417,0.318210050220027,38.0,1.0,83.48504444444444,49.13022489825973,1.819225987676747,117.38297777777778,0.12756378383859326,10.424453734671125,6.562715658948838
79,2026-07-04 22:11:33,1.71998298733804,23936.288149390195,42094.13697795125,1039.1675396341757,0.23564189392038748,0.3393278097568084,51.0,2.0,55.3711988648359,50.01613231052889,2.0023372285726277,66.60515086801891,0.14406532707312708,6.278994577520399,6.964395885757523,38082.681955555556,86229.28543611061,1754.5515492170023,0.405400816818256,0.3234737612113045,38.0,1.0,82.18102222222223,49.380118894816086,1.7675688615007958,117.28126666666667,0.13116576837652527,10.410328874024525,6.621974551575959
