cycle_index,time,focus_score_ratio,full_tenengrad,full_laplacian_var,full_brenner,full_highfreq_ratio,full_local_contrast,full_edge_width,full_halo_width,full_brightness_mean,full_brightness_std,full_red_blue_ratio,full_modified_laplacian,full_dct_energy,full_smd,full_entropy,roi_tenengrad,roi_laplacian_var,roi_brenner,roi_highfreq_ratio,roi_local_contrast,roi_edge_width,roi_halo_width,roi_brightness_mean,roi_brightness_std,roi_red_blue_ratio,roi_modified_laplacian,roi_dct_energy,roi_smd,roi_entropy
11,2026-07-04 22:05:15,0.9978377458176947,17325.108981437876,32015.541510497693,790.7824310395953,0.6159095272678798,0.28177878552589397,67.0,4.0,48.81503442843919,25.802059805327,0.7940313970002708,66.93066607661952,0.16080571030278618,5.558878858581842,1.8124829093553114,16728.363644444446,29958.7135815032,751.5507494407159,0.5951549252244045,0.3078172555357288,67.0,3.0,44.46686666666667,24.686612025414366,0.7946413570284881,64.14955555555555,0.16295154565290362,5.293717948717949,1.5777661480756568
12,2026-07-04 22:05:20,0.9978377458176947,17252.30593809377,31638.13643249084,786.8528165215829,0.615359437274632,0.2809906366450086,108.0,3.0,48.80180302710428,25.75490713562228,0.7941097034422482,66.38523109277814,0.1595191316746544,5.530374508262622,1.8145170533883028,16728.363644444446,29958.7135815032,751.5507494407159,0.5951549252244045,0.3078172555357288,67.0,3.0,44.46686666666667,24.686612025414366,0.7946413570284881,64.14955555555555,0.16295154565290362,5.293717948717949,1.5777661480756568
13,2026-07-04 22:05:25,0.6752359307696456,26513.091726618706,90146.59541985691,1414.024876369111,0.6460282918622903,0.06486102836545327,98.0,3.0,245.04188049109246,36.0621366617368,0.9999080519225451,102.67470199912304,0.015364983721390278,7.859839979935765,1.733564407714465,4444.424933333334,11413.206961728396,213.95609060402683,0.5944461075592988,0.014331244523033035,,1.0,251.44427777777778,14.169331730911564,0.9998185299520981,17.83848888888889,0.002073348226514635,1.3997826086956522,1.1815031182296307
14,2026-07-04 22:05:30,0.6752359307696456,26253.423311463695,88778.80088152728,1400.705398739237,0.6470461354791408,0.06409403074688404,,3.0,245.07114973935074,35.81091013939007,0.9999089240152588,101.17814281306332,0.015199124690384175,7.75131383784659,1.7382038878654917,4444.424933333334,11413.206961728396,213.95609060402683,0.5944461075592988,0.014331244523033035,,1.0,251.44427777777778,14.169331730911564,0.9998185299520981,17.83848888888889,0.002073348226514635,1.3997826086956522,1.1815031182296307
15,2026-07-04 22:05:36,0.9978377458176947,17338.09735371973,32085.57193945532,791.1176894508549,0.6191472691802012,0.2817039774988485,67.0,4.0,48.79118826834695,25.77359509455738,0.7941071050306143,66.97473082482095,0.1609976497506343,5.558146363970316,1.810750528045964,16728.363644444446,29958.7135815032,751.5507494407159,0.5951549252244045,0.3078172555357288,67.0,3.0,44.46686666666667,24.686612025414366,0.7946413570284881,64.14955555555555,0.16295154565290362,5.293717948717949,1.5777661480756568
16,2026-07-04 22:05:41,0.6156075031271814,3821.5878087597644,6805.468836902217,163.99228142877627,0.2676472339822199,0.13946704848701627,75.0,1.0,27.64983171476363,18.092804046598445,0.6711101280906488,15.508355392435487,0.1010504031197727,1.2478660010751357,1.8101165184123087,7162.5742222222225,13108.423081242467,301.59567673378075,0.4540043826433935,0.19804116049375095,24.0,2.0,34.51272222222222,19.1835825159187,0.7532355277483274,28.38908888888889,0.12587354589079816,2.267302118171683,1.5452803777650217
17,2026-07-04 22:05:46,0.9978377458176947,17314.440087207888,32014.450421292302,789.0406512846723,0.6190701742408821,0.2817429939235108,67.0,4.0,48.79187237117755,25.762521049416986,0.7939944297119398,66.87382261233903,0.16081724901377387,5.548075446406127,1.8094477368949227,16728.363644444446,29958.7135815032,751.5507494407159,0.5951549252244045,0.3078172555357288,67.0,3.0,44.46686666666667,24.686612025414366,0.7946413570284881,64.14955555555555,0.16295154565290362,5.293717948717949,1.5777661480756568
18,2026-07-04 22:05:52,0.9978377458176947,17320.002265456256,32010.57463163057,789.5283576042839,0.618284334924345,0.2818462644074186,67.0,4.0,48.80001461584683,25.776727284883346,0.7940199217386562,66.87841239423811,0.16088675213766354,5.550615084438602,1.8103212582999344,16728.363644444446,29958.7135815032,751.5507494407159,0.5951549252244045,0.3078172555357288,67.0,3.0,44.46686666666667,24.686612025414366,0.7946413570284881,64.14955555555555,0.16295154565290362,5.293717948717949,1.5777661480756568
19,2026-07-04 22:05:57,0.9978377458176947,17321.87093395261,32009.740456532734,789.839845986282,0.617326562763206,0.2818514222550105,67.0,4.0,48.802553104243465,25.780624110686635,0.7941188838064938,66.8854158208422,0.16088655917367373,5.55279995105632,1.81092989518671,16728.363644444446,29958.7135815032,751.5507494407159,0.5951549252244045,0.3078172555357288,67.0,3.0,44.46686666666667,24.686612025414366,0.7946413570284881,64.14955555555555,0.16295154565290362,5.293717948717949,1.5777661480756568
20,2026-07-04 22:06:02,0.9978377458176947,17339.4427099404,32053.885307694698,790.3589499893408,0.6184283683567909,0.28182065744407225,67.0,4.0,48.80213492862595,25.77938291688992,0.7941236004541143,66.96285341929617,0.16085692708934862,5.5572609516550475,1.8104129514965002,16728.363644444446,29958.7135815032,751.5507494407159,0.5951549252244045,0.3078172555357288,67.0,3.0,44.46686666666667,24.686612025414366,0.7946413570284881,64.14955555555555,0.16295154565290362,5.293717948717949,1.5777661480756568
21,2026-07-04 22:06:08,1.0045207357425505,17362.46222615587,32056.469158388063,791.5388391675028,0.6184824897566337,0.28147856835572727,67.0,4.0,48.79004437533494,25.78243230609384,0.7945374161880574,66.86742817935269,0.16109737705477553,5.5512008395066905,1.8072283429485232,16976.210666666666,30297.525070220247,762.228596196868,0.5940102408691746,0.30980579142152326,67.0,3.0,44.52327777777778,24.875455380098753,0.7953305698703735,64.52593333333333,0.16444842329570405,5.326811594202899,1.5736378911793683
22,2026-07-04 22:06:13,1.0045207357425505,17366.084418695293,32076.886497654355,792.0659855695675,0.6179203313976157,0.2815604441409086,67.0,4.0,48.79711073127954,25.798395684200493,0.7947095148985578,66.85732903519171,0.16122517872833658,5.5561667290637455,1.8076528970171728,16976.210666666666,30297.525070220247,762.228596196868,0.5940102408691746,0.30980579142152326,67.0,3.0,44.52327777777778,24.875455380098753,0.7953305698703735,64.52593333333333,0.16444842329570405,5.326811594202899,1.5736378911793683
