cycle,time,ok,aligned,reason,center_x,center_y,target_x,target_y,dx,dy,tolerance_px,overlap_area_px,b_mask_area_px,c_mask_area_px,action_code,action_name,moved,dry_run,ch1_distance,ch2_distance,overlay_path,frame_path,b_mask_path,c_mask_path,overlap_mask_path
1,2026-06-09 19:43:20,True,False,moving,357.9165341812401,504.87281399046105,364.706,500.0,6.789465818759936,-4.872813990461054,5.0,1258,,,10,右,True,False,20.0,-20.0,measurement_output\step9_bc_center_align\run_20260609_193728_498\overlays\step9_cycle_0001_20260609_194315_720_action_10_overlay.png,measurement_output\step9_bc_center_align\run_20260609_193728_498\frames\step9_cycle_0001_20260609_194315_720_action_10_frame.png,,,measurement_output\step9_bc_center_align\run_20260609_193728_498\masks\step9_cycle_0001_20260609_194315_720_action_10_color_region_mask.png
2,2026-06-09 19:43:23,True,False,moving,352.4191419141914,505.66336633663366,364.706,500.0,12.286858085808603,-5.663366336633658,5.0,1212,,,1,右上,True,False,20.0,0.0,measurement_output\step9_bc_center_align\run_20260609_193728_498\overlays\step9_cycle_0002_20260609_194320_853_action_1_overlay.png,measurement_output\step9_bc_center_align\run_20260609_193728_498\frames\step9_cycle_0002_20260609_194320_853_action_1_frame.png,,,measurement_output\step9_bc_center_align\run_20260609_193728_498\masks\step9_cycle_0002_20260609_194320_853_action_1_color_region_mask.png
3,2026-06-09 19:43:26,True,False,moving,350.59226430298145,505.1788879935536,364.706,500.0,14.11373569701857,-5.178887993553587,5.0,1241,,,1,右上,True,False,20.0,0.0,measurement_output\step9_bc_center_align\run_20260609_193728_498\overlays\step9_cycle_0003_20260609_194323_554_action_1_overlay.png,measurement_output\step9_bc_center_align\run_20260609_193728_498\frames\step9_cycle_0003_20260609_194323_554_action_1_frame.png,,,measurement_output\step9_bc_center_align\run_20260609_193728_498\masks\step9_cycle_0003_20260609_194323_554_action_1_color_region_mask.png
4,2026-06-09 19:43:28,True,False,moving,348.36292834890963,505.6869158878505,364.706,500.0,16.343071651090384,-5.686915887850489,5.0,1284,,,1,右上,True,False,20.0,0.0,measurement_output\step9_bc_center_align\run_20260609_193728_498\overlays\step9_cycle_0004_20260609_194326_236_action_1_overlay.png,measurement_output\step9_bc_center_align\run_20260609_193728_498\frames\step9_cycle_0004_20260609_194326_236_action_1_frame.png,,,measurement_output\step9_bc_center_align\run_20260609_193728_498\masks\step9_cycle_0004_20260609_194326_236_action_1_color_region_mask.png
5,2026-06-09 19:43:31,True,False,moving,346.0480769230769,507.05288461538464,364.706,500.0,18.65792307692311,-7.052884615384642,5.0,1248,,,1,右上,True,False,20.0,0.0,measurement_output\step9_bc_center_align\run_20260609_193728_498\overlays\step9_cycle_0005_20260609_194328_921_action_1_overlay.png,measurement_output\step9_bc_center_align\run_20260609_193728_498\frames\step9_cycle_0005_20260609_194328_921_action_1_frame.png,,,measurement_output\step9_bc_center_align\run_20260609_193728_498\masks\step9_cycle_0005_20260609_194328_921_action_1_color_region_mask.png
6,2026-06-09 19:43:34,True,False,moving,343.01362179487177,508.0120192307692,364.706,500.0,21.69237820512825,-8.012019230769226,5.0,1248,,,1,右上,True,False,20.0,0.0,measurement_output\step9_bc_center_align\run_20260609_193728_498\overlays\step9_cycle_0006_20260609_194331_670_action_1_overlay.png,measurement_output\step9_bc_center_align\run_20260609_193728_498\frames\step9_cycle_0006_20260609_194331_670_action_1_frame.png,,,measurement_output\step9_bc_center_align\run_20260609_193728_498\masks\step9_cycle_0006_20260609_194331_670_action_1_color_region_mask.png
7,2026-06-09 19:43:36,True,False,moving,340.9212271973466,508.9776119402985,364.706,500.0,23.784772802653436,-8.977611940298516,5.0,1206,,,1,右上,True,False,20.0,0.0,measurement_output\step9_bc_center_align\run_20260609_193728_498\overlays\step9_cycle_0007_20260609_194334_336_action_1_overlay.png,measurement_output\step9_bc_center_align\run_20260609_193728_498\frames\step9_cycle_0007_20260609_194334_336_action_1_frame.png,,,measurement_output\step9_bc_center_align\run_20260609_193728_498\masks\step9_cycle_0007_20260609_194334_336_action_1_color_region_mask.png
8,2026-06-09 19:43:39,True,False,moving,338.38964143426296,510.1625498007968,364.706,500.0,26.316358565737062,-10.162549800796796,5.0,1255,,,1,右上,True,False,20.0,0.0,measurement_output\step9_bc_center_align\run_20260609_193728_498\overlays\step9_cycle_0008_20260609_194337_034_action_1_overlay.png,measurement_output\step9_bc_center_align\run_20260609_193728_498\frames\step9_cycle_0008_20260609_194337_034_action_1_frame.png,,,measurement_output\step9_bc_center_align\run_20260609_193728_498\masks\step9_cycle_0008_20260609_194337_034_action_1_color_region_mask.png
9,2026-06-09 19:43:42,True,False,moving,335.07325102880657,510.75390946502057,364.706,500.0,29.63274897119345,-10.75390946502057,5.0,1215,,,1,右上,True,False,20.0,0.0,measurement_output\step9_bc_center_align\run_20260609_193728_498\overlays\step9_cycle_0009_20260609_194339_719_action_1_overlay.png,measurement_output\step9_bc_center_align\run_20260609_193728_498\frames\step9_cycle_0009_20260609_194339_719_action_1_frame.png,,,measurement_output\step9_bc_center_align\run_20260609_193728_498\masks\step9_cycle_0009_20260609_194339_719_action_1_color_region_mask.png
10,2026-06-09 19:43:44,True,False,moving,333.52842273819056,511.257806244996,364.706,500.0,31.17757726180946,-11.257806244996004,5.0,1249,,,1,右上,True,False,20.0,0.0,measurement_output\step9_bc_center_align\run_20260609_193728_498\overlays\step9_cycle_0010_20260609_194342_469_action_1_overlay.png,measurement_output\step9_bc_center_align\run_20260609_193728_498\frames\step9_cycle_0010_20260609_194342_469_action_1_frame.png,,,measurement_output\step9_bc_center_align\run_20260609_193728_498\masks\step9_cycle_0010_20260609_194342_469_action_1_color_region_mask.png
11,2026-06-09 19:43:47,True,False,moving,330.2546333601934,512.375503626108,364.706,500.0,34.45136663980662,-12.375503626107957,5.0,1241,,,1,右上,True,False,20.0,0.0,measurement_output\step9_bc_center_align\run_20260609_193728_498\overlays\step9_cycle_0011_20260609_194345_136_action_1_overlay.png,measurement_output\step9_bc_center_align\run_20260609_193728_498\frames\step9_cycle_0011_20260609_194345_136_action_1_frame.png,,,measurement_output\step9_bc_center_align\run_20260609_193728_498\masks\step9_cycle_0011_20260609_194345_136_action_1_color_region_mask.png
12,2026-06-09 19:43:50,True,False,moving,327.9991902834008,512.8348178137652,364.706,500.0,36.706809716599196,-12.834817813765198,5.0,1235,,,1,右上,True,False,20.0,0.0,measurement_output\step9_bc_center_align\run_20260609_193728_498\overlays\step9_cycle_0012_20260609_194347_835_action_1_overlay.png,measurement_output\step9_bc_center_align\run_20260609_193728_498\frames\step9_cycle_0012_20260609_194347_835_action_1_frame.png,,,measurement_output\step9_bc_center_align\run_20260609_193728_498\masks\step9_cycle_0012_20260609_194347_835_action_1_color_region_mask.png
