wavelength,median_filtered_y,lorentz_fit_y,residual
519.525000,1207.000000,1207.490802,-0.490802
519.559000,1220.000000,1207.401203,12.598797
519.594000,1220.000000,1207.311839,12.688161
519.628000,1218.000000,1207.227704,10.772296
519.663000,1216.000000,1207.143737,8.856263
519.697000,1218.000000,1207.064635,10.935365
519.732000,1216.000000,1206.985645,9.014355
519.766000,1218.000000,1206.911188,11.088812
519.801000,1216.000000,1206.836794,9.163206
519.835000,1214.000000,1206.766629,7.233371
519.870000,1208.000000,1206.696484,1.303516
519.904000,1208.000000,1206.630292,1.369708
519.939000,1208.000000,1206.564082,1.435918
519.973000,1208.000000,1206.501571,1.498429
520.008000,1208.000000,1206.439011,1.560989
520.042000,1212.000000,1206.379916,5.620084
520.077000,1212.000000,1206.320745,5.679255
520.111000,1216.000000,1206.264823,9.735177
520.146000,1216.000000,1206.208803,9.791197
520.180000,1215.000000,1206.155834,8.844166
520.215000,1213.000000,1206.102747,6.897253
520.249000,1215.000000,1206.052528,8.947472
520.283000,1213.000000,1206.003595,6.996405
520.318000,1215.000000,1205.954521,9.045479
520.352000,1213.000000,1205.908067,7.091933
520.387000,1211.000000,1205.861459,5.138541
520.421000,1211.000000,1205.817320,5.182680
520.456000,1224.000000,1205.773017,18.226983
520.490000,1209.000000,1205.731045,3.268955
520.525000,1216.000000,1205.688898,10.311102
520.559000,1216.000000,1205.648953,10.351047
520.594000,1216.000000,1205.608826,10.391174
520.628000,1216.000000,1205.570780,10.429220
520.663000,1216.000000,1205.532548,10.467452
520.697000,1216.000000,1205.496284,10.503716
520.732000,1220.000000,1205.459829,14.540171
520.766000,1220.000000,1205.425238,14.574762
520.801000,1220.000000,1205.390453,14.609547
520.835000,1209.000000,1205.357435,3.642565
520.870000,1211.000000,1205.324219,5.675781
520.904000,1211.000000,1205.292681,5.707319
520.939000,1216.000000,1205.260942,10.739058
520.973000,1216.000000,1205.230796,10.769204
521.008000,1216.000000,1205.200450,10.799550
521.042000,1216.000000,1205.171616,10.828384
521.076000,1216.000000,1205.143402,10.856598
521.111000,1216.000000,1205.114986,10.885014
521.145000,1216.000000,1205.087975,10.912025
521.180000,1222.000000,1205.060762,16.939238
521.214000,1223.000000,1205.034886,17.965114
521.249000,1222.000000,1205.008810,16.991190
521.283000,1222.000000,1204.984008,17.015992
521.318000,1214.000000,1204.959007,9.040993
521.352000,1212.000000,1204.935220,7.064780
521.387000,1212.000000,1204.911235,7.088765
521.421000,1214.000000,1204.888409,9.111591
521.456000,1214.000000,1204.865387,9.134613
521.490000,1208.000000,1204.843471,3.156529
521.524000,1208.000000,1204.821986,3.178014
521.559000,1207.000000,1204.800307,2.199693
521.593000,1207.000000,1204.779663,2.220337
521.628000,1208.000000,1204.758826,3.241174
521.662000,1214.000000,1204.738979,9.261021
521.697000,1214.000000,1204.718942,9.281058
521.731000,1218.000000,1204.699852,13.300148
521.766000,1228.000000,1204.680574,23.319426
521.800000,1218.000000,1204.662203,13.337797
521.835000,1209.000000,1204.643647,4.356353
521.869000,1205.000000,1204.625959,0.374041
521.903000,1205.000000,1204.608596,0.391404
521.938000,1205.000000,1204.591052,0.408948
521.972000,1207.000000,1204.574323,2.425677
522.007000,1217.000000,1204.557417,12.442583
522.041000,1217.000000,1204.541292,12.458708
522.076000,1207.000000,1204.524992,2.475008
522.110000,1199.000000,1204.509443,-5.509443
522.145000,1199.000000,1204.493722,-5.493722
522.179000,1199.000000,1204.478721,-5.478721
522.213000,1208.000000,1204.463981,3.536019
522.248000,1210.000000,1204.449073,5.550927
522.282000,1210.000000,1204.434845,5.565155
522.317000,1210.000000,1204.420451,5.579549
522.351000,1207.000000,1204.406710,2.593290
522.386000,1207.000000,1204.392808,2.607192
522.420000,1207.000000,1204.379532,2.620468
522.454000,1208.000000,1204.366479,3.633521
522.489000,1213.000000,1204.353269,8.646731
522.523000,1213.000000,1204.340651,8.659349
522.558000,1215.000000,1204.327878,10.672122
522.592000,1216.000000,1204.315677,11.684323
522.627000,1217.000000,1204.303323,12.696677
522.661000,1217.000000,1204.291520,12.708480
522.695000,1217.000000,1204.279907,12.720093
522.730000,1217.000000,1204.268146,12.731854
522.764000,1217.000000,1204.256905,12.743095
522.799000,1225.000000,1204.245520,20.754480
522.833000,1225.000000,1204.234637,20.765363
522.868000,1225.000000,1204.223611,20.776389
522.902000,1216.000000,1204.213071,11.786929
522.936000,1216.000000,1204.202693,11.797307
522.971000,1198.000000,1204.192178,-6.192178
523.005000,1198.000000,1204.182122,-6.182122
523.040000,1199.000000,1204.171931,-5.171931
523.074000,1199.000000,1204.162183,-5.162183
523.109000,1199.000000,1204.152303,-5.152303
523.143000,1225.000000,1204.142851,20.857149
523.177000,1225.000000,1204.133541,20.866459
523.212000,1222.000000,1204.124102,17.875898
523.246000,1225.000000,1204.115070,20.884930
523.281000,1222.000000,1204.105912,17.894088
523.315000,1222.000000,1204.097148,17.902852
523.349000,1222.000000,1204.088512,17.911488
523.384000,1219.000000,1204.079752,14.920248
523.418000,1219.000000,1204.071368,14.928632
523.453000,1219.000000,1204.062864,14.937136
523.487000,1225.000000,1204.054722,20.945278
523.521000,1225.000000,1204.046697,20.953303
523.556000,1225.000000,1204.038554,20.961446
523.590000,1222.000000,1204.030757,17.969243
523.625000,1213.000000,1204.022846,8.977154
523.659000,1213.000000,1204.015269,8.984731
523.693000,1213.000000,1204.007798,8.992202
523.728000,1213.000000,1204.000215,8.999785
523.762000,1213.000000,1203.992952,9.007048
523.797000,1217.000000,1203.985580,13.014420
523.831000,1213.000000,1203.978518,9.021482
523.865000,1201.000000,1203.971551,-2.971551
523.900000,1213.000000,1203.964479,9.035521
523.934000,1213.000000,1203.957702,9.042298
523.969000,1213.000000,1203.950821,9.049179
524.003000,1213.000000,1203.944227,9.055773
524.037000,1213.000000,1203.937721,9.062279
524.072000,1218.000000,1203.931114,14.068886
524.106000,1206.000000,1203.924781,2.075219
524.141000,1202.000000,1203.918349,-1.918349
524.175000,1206.000000,1203.912184,2.087816
524.209000,1208.000000,1203.906099,4.093901
524.244000,1206.000000,1203.899917,2.100083
524.278000,1204.000000,1203.893990,0.106010
524.312000,1208.000000,1203.888140,4.111860
524.347000,1211.000000,1203.882195,7.117805
524.381000,1221.000000,1203.876495,17.123505
524.416000,1221.000000,1203.870703,17.129297
524.450000,1221.000000,1203.865149,17.134851
524.484000,1218.000000,1203.859664,14.140336
524.519000,1217.000000,1203.854090,13.145910
524.553000,1205.000000,1203.848743,1.151257
524.588000,1203.000000,1203.843309,-0.843309
524.622000,1205.000000,1203.838096,1.161904
524.656000,1204.000000,1203.832948,0.167052
524.691000,1203.000000,1203.827714,-0.827714
524.725000,1204.000000,1203.822692,0.177308
524.759000,1216.000000,1203.817732,12.182268
524.794000,1216.000000,1203.812688,12.187312
524.828000,1216.000000,1203.807849,12.192151
524.862000,1216.000000,1203.803068,12.196932
524.897000,1203.000000,1203.798206,-0.798206
524.931000,1203.000000,1203.793540,-0.793540
524.966000,1203.000000,1203.788794,-0.788794
525.000000,1211.000000,1203.784240,7.215760
525.034000,1211.000000,1203.779739,7.220261
525.069000,1211.000000,1203.775161,7.224839
525.103000,1211.000000,1203.770767,7.229233
525.137000,1207.000000,1203.766423,3.233577
525.172000,1207.000000,1203.762005,3.237995
525.206000,1207.000000,1203.757763,3.242237
525.240000,1207.000000,1203.753570,3.246430
525.275000,1210.000000,1203.749304,6.250696
525.309000,1210.000000,1203.745208,6.254792
525.344000,1206.000000,1203.741040,2.258960
525.378000,1205.000000,1203.737038,1.262962
525.412000,1206.000000,1203.733081,2.266919
525.447000,1206.000000,1203.729054,2.270946
525.481000,1205.000000,1203.725186,1.274814
525.515000,1207.000000,1203.721362,3.278638
525.550000,1213.000000,1203.717470,9.282530
525.584000,1216.000000,1203.713731,12.286269
525.618000,1216.000000,1203.710034,12.289966
525.653000,1216.000000,1203.706270,12.293730
525.687000,1212.000000,1203.702655,8.297345
525.721000,1212.000000,1203.699079,8.300921
525.756000,1210.000000,1203.695439,6.304561
525.790000,1210.000000,1203.691941,6.308059
525.824000,1212.000000,1203.688482,8.311518
525.859000,1214.000000,1203.684959,10.315041
525.893000,1208.000000,1203.681575,4.318425
525.927000,1212.000000,1203.678226,8.321774
525.962000,1212.000000,1203.674816,8.325184
525.996000,1208.000000,1203.671540,4.328460
526.031000,1206.000000,1203.668203,2.331797
526.065000,1208.000000,1203.664996,4.335004
526.099000,1208.000000,1203.661823,4.338177
526.134000,1227.000000,1203.658591,23.341409
526.168000,1227.000000,1203.655485,23.344515
526.202000,1228.000000,1203.652411,24.347589
526.237000,1227.000000,1203.649280,23.350720
526.271000,1218.000000,1203.646270,14.353730
526.305000,1215.000000,1203.643291,11.356709
526.340000,1218.000000,1203.640257,14.359743
526.374000,1215.000000,1203.637340,11.362660
526.408000,1213.000000,1203.634452,9.365548
526.442000,1210.000000,1203.631594,6.368406
526.477000,1204.000000,1203.628681,0.371319
526.511000,1202.000000,1203.625881,-1.625881
526.545000,1202.000000,1203.623109,-1.623109
526.580000,1204.000000,1203.620285,0.379715
526.614000,1210.000000,1203.617569,6.382431
526.648000,1210.000000,1203.614879,6.385121
526.683000,1210.000000,1203.612139,6.387861
526.717000,1206.000000,1203.609504,2.390496
526.751000,1206.000000,1203.606894,2.393106
526.786000,1206.000000,1203.604235,2.395765
526.820000,1206.000000,1203.601677,2.398323
526.854000,1206.000000,1203.599144,2.400856
526.889000,1208.000000,1203.596562,4.403438
526.923000,1208.000000,1203.594079,4.405921
526.957000,1208.000000,1203.591620,4.408380
526.992000,1208.000000,1203.589113,4.410887
527.026000,1210.000000,1203.586701,6.413299
527.060000,1210.000000,1203.584313,6.415687
527.095000,1210.000000,1203.581878,6.418122
527.129000,1209.000000,1203.579535,5.420465
527.163000,1211.000000,1203.577214,7.422786
527.197000,1209.000000,1203.574916,5.425084
527.232000,1209.000000,1203.572572,5.427428
527.266000,1206.000000,1203.570317,2.429683
527.300000,1211.000000,1203.568083,7.431917
527.335000,1206.000000,1203.565805,2.434195
527.369000,1203.000000,1203.563614,-0.563614
527.403000,1202.000000,1203.561442,-1.561442
527.438000,1203.000000,1203.559227,-0.559227
527.472000,1203.000000,1203.557096,-0.557096
527.506000,1215.000000,1203.554985,11.445015
527.540000,1216.000000,1203.552892,12.447108
527.575000,1216.000000,1203.550758,12.449242
527.609000,1216.000000,1203.548705,12.451295
527.643000,1216.000000,1203.546669,12.453331
527.678000,1216.000000,1203.544594,12.455406
527.712000,1216.000000,1203.542596,12.457404
527.746000,1216.000000,1203.540615,12.459385
527.781000,1216.000000,1203.538596,12.461404
527.815000,1220.000000,1203.536651,16.463349
527.849000,1220.000000,1203.534724,16.465276
527.883000,1214.000000,1203.532814,10.467186
527.918000,1220.000000,1203.530866,16.469134
527.952000,1216.000000,1203.528990,12.471010
527.986000,1213.000000,1203.527131,9.472869
528.021000,1216.000000,1203.525234,12.474766
528.055000,1220.000000,1203.523407,16.476593
528.089000,1220.000000,1203.521597,16.478403
528.123000,1222.000000,1203.519802,18.480198
528.158000,1222.000000,1203.517971,18.482029
528.192000,1220.000000,1203.516207,16.483793
528.226000,1231.000000,1203.514459,27.485541
528.261000,1212.000000,1203.512675,8.487325
528.295000,1210.000000,1203.510957,6.489043
528.329000,1210.000000,1203.509254,6.490746
528.363000,1215.000000,1203.507566,11.492434
528.398000,1204.000000,1203.505842,0.494158
528.432000,1210.000000,1203.504183,6.495817
528.466000,1210.000000,1203.502537,6.497463
528.500000,1208.000000,1203.500905,4.499095
528.535000,1195.000000,1203.499240,-8.499240
528.569000,1208.000000,1203.497636,4.502364
528.603000,1208.000000,1203.496045,4.503955
528.638000,1208.000000,1203.494421,4.505579
528.672000,1217.000000,1203.492857,13.507143
528.706000,1217.000000,1203.491306,13.508694
528.740000,1212.000000,1203.489768,8.510232
528.775000,1212.000000,1203.488198,8.511802
528.809000,1218.000000,1203.486685,14.513315
528.843000,1218.000000,1203.485185,14.514815
528.877000,1218.000000,1203.483697,14.516303
528.912000,1218.000000,1203.482178,14.517822
528.946000,1222.000000,1203.480715,18.519285
528.980000,1202.000000,1203.479263,-1.479263
529.014000,1202.000000,1203.477823,-1.477823
529.049000,1202.000000,1203.476353,-1.476353
529.083000,1206.000000,1203.474937,2.525063
529.117000,1206.000000,1203.473532,2.526468
529.151000,1206.000000,1203.472138,2.527862
529.186000,1206.000000,1203.470714,2.529286
529.220000,1206.000000,1203.469343,2.530657
529.254000,1206.000000,1203.467982,2.532018
529.288000,1210.000000,1203.466633,6.533367
529.323000,1210.000000,1203.465254,6.534746
529.357000,1210.000000,1203.463926,6.536074
529.391000,1218.000000,1203.462608,14.537392
529.425000,1218.000000,1203.461301,14.538699
529.460000,1210.000000,1203.459965,6.540035
529.494000,1212.000000,1203.458679,8.541321
529.528000,1218.000000,1203.457402,14.542598
529.562000,1212.000000,1203.456135,8.543865
529.597000,1208.000000,1203.454841,4.545159
529.631000,1212.000000,1203.453593,8.546407
529.665000,1220.000000,1203.452356,16.547644
529.699000,1209.000000,1203.451128,5.548872
529.734000,1209.000000,1203.449873,5.550127
529.768000,1218.000000,1203.448664,14.551336
529.802000,1214.000000,1203.447464,10.552536
529.836000,1214.000000,1203.446273,10.553727
529.871000,1214.000000,1203.445057,10.554943
529.905000,1214.000000,1203.443884,10.556116
529.939000,1213.000000,1203.442720,9.557280
529.973000,1210.000000,1203.441565,6.558435
530.007000,1210.000000,1203.440419,6.559581
530.042000,1213.000000,1203.439247,9.560753
530.076000,1210.000000,1203.438118,6.561882
530.110000,1214.000000,1203.436997,10.563003
530.144000,1222.000000,1203.435885,18.564115
530.179000,1219.000000,1203.434749,15.565251
530.213000,1219.000000,1203.433653,15.566347
530.247000,1219.000000,1203.432565,15.567435
530.281000,1219.000000,1203.431485,15.568515
530.316000,1219.000000,1203.430382,15.569618
530.350000,1224.000000,1203.429318,20.570682
530.384000,1216.000000,1203.428262,12.571738
530.418000,1212.000000,1203.427214,8.572786
530.452000,1212.000000,1203.426174,8.573826
530.487000,1206.000000,1203.425110,2.574890
530.521000,1206.000000,1203.424085,2.575915
530.555000,1206.000000,1203.423067,2.576933
530.589000,1203.000000,1203.422056,-0.422056
530.623000,1211.000000,1203.421052,7.578948
530.658000,1214.000000,1203.420027,10.579973
530.692000,1215.000000,1203.419038,11.580962
530.726000,1214.000000,1203.418056,10.581944
530.760000,1215.000000,1203.417081,11.582919
530.795000,1214.000000,1203.416085,10.583915
530.829000,1212.000000,1203.415124,8.584876
530.863000,1212.000000,1203.414169,8.585831
530.897000,1212.000000,1203.413222,8.586778
530.931000,1212.000000,1203.412281,8.587719
530.966000,1212.000000,1203.411319,8.588681
531.000000,1212.000000,1203.410392,8.589608
531.034000,1210.000000,1203.409471,6.590529
531.068000,1208.000000,1203.408556,4.591444
531.102000,1210.000000,1203.407648,6.592352
531.137000,1215.000000,1203.406719,11.593281
531.171000,1215.000000,1203.405823,11.594177
531.205000,1215.000000,1203.404934,11.595066
531.239000,1227.000000,1203.404051,23.595949
531.273000,1227.000000,1203.403173,23.596827
531.308000,1223.000000,1203.402276,19.597724
531.342000,1223.000000,1203.401411,19.598589
531.376000,1227.000000,1203.400552,23.599448
531.410000,1223.000000,1203.399699,19.600301
531.444000,1223.000000,1203.398851,19.601149
531.479000,1227.000000,1203.397984,23.602016
531.513000,1218.000000,1203.397148,14.602852
531.547000,1214.000000,1203.396318,10.603682
531.581000,1214.000000,1203.395493,10.604507
531.615000,1213.000000,1203.394674,9.605326
531.649000,1213.000000,1203.393860,9.606140
531.684000,1213.000000,1203.393028,9.606972
531.718000,1218.000000,1203.392225,14.607775
531.752000,1233.000000,1203.391428,29.608572
531.786000,1233.000000,1203.390635,29.609365
531.820000,1232.000000,1203.389848,28.610152
531.855000,1233.000000,1203.389044,29.610956
531.889000,1233.000000,1203.388267,29.611733
531.923000,1239.000000,1203.387496,35.612504
531.957000,1239.000000,1203.386729,35.613271
531.991000,1243.000000,1203.385968,39.614032
532.025000,1253.000000,1203.385212,49.614788
532.060000,1261.000000,1203.384438,57.615562
532.094000,1261.000000,1203.383692,57.616308
532.128000,1261.000000,1203.382950,57.617050
532.162000,1261.000000,1203.382214,57.617786
532.196000,1259.000000,1203.381482,55.618518
532.230000,1252.000000,1203.380754,48.619246
532.265000,1243.000000,1203.380011,39.619989
532.299000,1242.000000,1203.379293,38.620707
532.333000,1241.000000,1203.378580,37.621420
532.367000,1241.000000,1203.377871,37.622129
532.401000,1233.000000,1203.377167,29.622833
532.435000,1226.000000,1203.376467,22.623533
532.470000,1226.000000,1203.375752,22.624248
532.504000,1224.000000,1203.375061,20.624939
532.538000,1224.000000,1203.374375,20.625625
532.572000,1212.000000,1203.373693,8.626307
532.606000,1212.000000,1203.373015,8.626985
532.640000,1212.000000,1203.372342,8.627658
532.675000,1222.000000,1203.371653,18.628347
532.709000,1222.000000,1203.370988,18.629012
532.743000,1222.000000,1203.370327,18.629673
532.777000,1216.000000,1203.369670,12.630330
532.811000,1216.000000,1203.369018,12.630982
532.845000,1216.000000,1203.368369,12.631631
532.880000,1216.000000,1203.367706,12.632294
532.914000,1213.000000,1203.367066,9.632934
532.948000,1219.000000,1203.366429,15.633571
532.982000,1220.000000,1203.365797,16.634203
533.016000,1209.000000,1203.365168,5.634832
533.050000,1209.000000,1203.364543,5.635457
533.084000,1221.000000,1203.363922,17.636078
533.119000,1225.000000,1203.363287,21.636713
533.153000,1210.000000,1203.362674,6.637326
533.187000,1210.000000,1203.362064,6.637936
533.221000,1224.000000,1203.361458,20.638542
533.255000,1210.000000,1203.360856,6.639144
533.289000,1210.000000,1203.360258,6.639742
533.323000,1212.000000,1203.359663,8.640337
533.358000,1212.000000,1203.359054,8.640946
533.392000,1212.000000,1203.358466,8.641534
533.426000,1212.000000,1203.357882,8.642118
533.460000,1207.000000,1203.357301,3.642699
533.494000,1207.000000,1203.356724,3.643276
533.528000,1207.000000,1203.356150,3.643850
533.562000,1203.500000,1203.355580,0.144420
533.596000,1207.000000,1203.355013,3.644987
