cycle,time,ok,aligned,reason,center_x,center_y,target_x,target_y,dx,dy,tolerance_px,overlap_area_px,b_mask_area_px,c_mask_area_px,action_code,action_name,moved,dry_run,ch1_distance,ch2_distance,overlay_path,frame_path,b_mask_path,c_mask_path,overlap_mask_path
1,2026-06-10 19:35:01,True,False,moving,557.95167439538,442.04995149942494,495.294,411.765,-62.65767439538001,-30.28495149942495,5.0,977308,,,2,左上,True,False,0.0,-20.0,measurement_output\step9_bc_center_align\run_20260610_193132_202\overlays\step9_cycle_0001_20260610_193458_995_action_2_overlay.png,measurement_output\step9_bc_center_align\run_20260610_193132_202\frames\step9_cycle_0001_20260610_193458_995_action_2_frame.png,,,measurement_output\step9_bc_center_align\run_20260610_193132_202\masks\step9_cycle_0001_20260610_193458_995_action_2_color_region_mask.png
2,2026-06-10 19:35:04,True,False,moving,557.6893267047199,441.91779598600624,495.294,411.765,-62.39532670471988,-30.152795986006254,5.0,977580,,,2,左上,True,False,0.0,-20.0,measurement_output\step9_bc_center_align\run_20260610_193132_202\overlays\step9_cycle_0002_20260610_193501_820_action_2_overlay.png,measurement_output\step9_bc_center_align\run_20260610_193132_202\frames\step9_cycle_0002_20260610_193501_820_action_2_frame.png,,,measurement_output\step9_bc_center_align\run_20260610_193132_202\masks\step9_cycle_0002_20260610_193501_820_action_2_color_region_mask.png
3,2026-06-10 19:35:07,True,False,moving,557.6724612256289,442.2176445751662,495.294,411.765,-62.37846122562894,-30.452644575166232,5.0,978159,,,2,左上,True,False,0.0,-20.0,measurement_output\step9_bc_center_align\run_20260610_193132_202\overlays\step9_cycle_0003_20260610_193504_646_action_2_overlay.png,measurement_output\step9_bc_center_align\run_20260610_193132_202\frames\step9_cycle_0003_20260610_193504_646_action_2_frame.png,,,measurement_output\step9_bc_center_align\run_20260610_193132_202\masks\step9_cycle_0003_20260610_193504_646_action_2_color_region_mask.png
4,2026-06-10 19:35:09,True,False,moving,558.472581845467,441.81060787774794,495.294,411.765,-63.178581845466965,-30.045607877747955,5.0,975558,,,2,左上,True,False,0.0,-20.0,measurement_output\step9_bc_center_align\run_20260610_193132_202\overlays\step9_cycle_0004_20260610_193507_384_action_2_overlay.png,measurement_output\step9_bc_center_align\run_20260610_193132_202\frames\step9_cycle_0004_20260610_193507_384_action_2_frame.png,,,measurement_output\step9_bc_center_align\run_20260610_193132_202\masks\step9_cycle_0004_20260610_193507_384_action_2_color_region_mask.png
5,2026-06-10 19:35:12,True,False,moving,558.0614102267446,441.8347517236719,495.294,411.765,-62.76741022674457,-30.069751723671914,5.0,976694,,,2,左上,True,False,0.0,-20.0,measurement_output\step9_bc_center_align\run_20260610_193132_202\overlays\step9_cycle_0005_20260610_193510_125_action_2_overlay.png,measurement_output\step9_bc_center_align\run_20260610_193132_202\frames\step9_cycle_0005_20260610_193510_125_action_2_frame.png,,,measurement_output\step9_bc_center_align\run_20260610_193132_202\masks\step9_cycle_0005_20260610_193510_125_action_2_color_region_mask.png
6,2026-06-10 19:35:15,True,False,moving,557.8613580644997,441.9670254528332,495.294,411.765,-62.56735806449967,-30.202025452833198,5.0,976905,,,2,左上,True,False,0.0,-20.0,measurement_output\step9_bc_center_align\run_20260610_193132_202\overlays\step9_cycle_0006_20260610_193512_900_action_2_overlay.png,measurement_output\step9_bc_center_align\run_20260610_193132_202\frames\step9_cycle_0006_20260610_193512_900_action_2_frame.png,,,measurement_output\step9_bc_center_align\run_20260610_193132_202\masks\step9_cycle_0006_20260610_193512_900_action_2_color_region_mask.png
7,2026-06-10 19:35:18,True,False,moving,557.964877203369,441.805510458481,495.294,411.765,-62.67087720336906,-30.040510458481037,5.0,976289,,,2,左上,True,False,0.0,-20.0,measurement_output\step9_bc_center_align\run_20260610_193132_202\overlays\step9_cycle_0007_20260610_193515_627_action_2_overlay.png,measurement_output\step9_bc_center_align\run_20260610_193132_202\frames\step9_cycle_0007_20260610_193515_627_action_2_frame.png,,,measurement_output\step9_bc_center_align\run_20260610_193132_202\masks\step9_cycle_0007_20260610_193515_627_action_2_color_region_mask.png
8,2026-06-10 19:35:20,True,False,moving,558.1281208316344,441.8982555101823,495.294,411.765,-62.834120831634436,-30.133255510182323,5.0,976102,,,2,左上,True,False,0.0,-20.0,measurement_output\step9_bc_center_align\run_20260610_193132_202\overlays\step9_cycle_0008_20260610_193518_403_action_2_overlay.png,measurement_output\step9_bc_center_align\run_20260610_193132_202\frames\step9_cycle_0008_20260610_193518_403_action_2_frame.png,,,measurement_output\step9_bc_center_align\run_20260610_193132_202\masks\step9_cycle_0008_20260610_193518_403_action_2_color_region_mask.png
9,2026-06-10 19:35:23,True,False,moving,557.9290249867179,441.91516451884013,495.294,411.765,-62.635024986717895,-30.150164518840143,5.0,976879,,,2,左上,True,False,0.0,-20.0,measurement_output\step9_bc_center_align\run_20260610_193132_202\overlays\step9_cycle_0009_20260610_193521_154_action_2_overlay.png,measurement_output\step9_bc_center_align\run_20260610_193132_202\frames\step9_cycle_0009_20260610_193521_154_action_2_frame.png,,,measurement_output\step9_bc_center_align\run_20260610_193132_202\masks\step9_cycle_0009_20260610_193521_154_action_2_color_region_mask.png
10,2026-06-10 19:35:26,True,False,moving,557.5641515873632,442.18702253414045,495.294,411.765,-62.270151587363216,-30.422022534140467,5.0,978604,,,2,左上,True,False,0.0,-20.0,measurement_output\step9_bc_center_align\run_20260610_193132_202\overlays\step9_cycle_0010_20260610_193523_833_action_2_overlay.png,measurement_output\step9_bc_center_align\run_20260610_193132_202\frames\step9_cycle_0010_20260610_193523_833_action_2_frame.png,,,measurement_output\step9_bc_center_align\run_20260610_193132_202\masks\step9_cycle_0010_20260610_193523_833_action_2_color_region_mask.png
