cycle,time,ok,aligned,reason,center_x,center_y,target_x,target_y,dx,dy,tolerance_px,overlap_area_px,b_mask_area_px,c_mask_area_px,action_code,action_name,moved,dry_run,ch1_distance,ch2_distance,overlay_path,frame_path,b_mask_path,c_mask_path,overlap_mask_path
1,2026-06-10 00:37:34,True,True,center_aligned,372.33942558746736,645.1501305483029,371.765,640.0,-0.574425587467374,-5.1501305483028545,10.0,1532,,,0,,False,,,,measurement_output\step9_bc_center_align\run_20260610_003318_668\overlays\step9_cycle_0001_20260610_003734_779_action_0_overlay.png,measurement_output\step9_bc_center_align\run_20260610_003318_668\frames\step9_cycle_0001_20260610_003734_779_action_0_frame.png,,,measurement_output\step9_bc_center_align\run_20260610_003318_668\masks\step9_cycle_0001_20260610_003734_779_action_0_color_region_mask.png
1,2026-06-10 00:38:47,True,True,center_aligned,372.76662049861494,646.7250692520776,371.765,640.0,-1.0016204986149546,-6.72506925207756,10.0,1444,,,0,,False,,,,measurement_output\step9_bc_center_align\run_20260610_003318_668\overlays\step9_cycle_0001_20260610_003847_761_action_0_overlay.png,measurement_output\step9_bc_center_align\run_20260610_003318_668\frames\step9_cycle_0001_20260610_003847_761_action_0_frame.png,,,measurement_output\step9_bc_center_align\run_20260610_003318_668\masks\step9_cycle_0001_20260610_003847_761_action_0_color_region_mask.png
1,2026-06-10 00:39:51,True,True,center_aligned,371.7647509578544,649.7785440613027,371.765,640.0,0.00024904214558318927,-9.778544061302682,10.0,1305,,,0,,False,,,,measurement_output\step9_bc_center_align\run_20260610_003318_668\overlays\step9_cycle_0001_20260610_003951_893_action_0_overlay.png,measurement_output\step9_bc_center_align\run_20260610_003318_668\frames\step9_cycle_0001_20260610_003951_893_action_0_frame.png,,,measurement_output\step9_bc_center_align\run_20260610_003318_668\masks\step9_cycle_0001_20260610_003951_893_action_0_color_region_mask.png
1,2026-06-10 00:40:57,True,False,moving,371.10262725779967,653.2093596059113,371.765,640.0,0.6623727422003185,-13.209359605911345,10.0,1218,,,20,上,True,False,-20.0,-20.0,measurement_output\step9_bc_center_align\run_20260610_003318_668\overlays\step9_cycle_0001_20260610_004052_525_action_20_overlay.png,measurement_output\step9_bc_center_align\run_20260610_003318_668\frames\step9_cycle_0001_20260610_004052_525_action_20_frame.png,,,measurement_output\step9_bc_center_align\run_20260610_003318_668\masks\step9_cycle_0001_20260610_004052_525_action_20_color_region_mask.png
2,2026-06-10 00:41:02,True,False,moving,372.2870737509913,652.208564631245,371.765,640.0,-0.5220737509912965,-12.208564631245054,10.0,1261,,,20,上,True,False,-20.0,-20.0,measurement_output\step9_bc_center_align\run_20260610_003318_668\overlays\step9_cycle_0002_20260610_004057_626_action_20_overlay.png,measurement_output\step9_bc_center_align\run_20260610_003318_668\frames\step9_cycle_0002_20260610_004057_626_action_20_frame.png,,,measurement_output\step9_bc_center_align\run_20260610_003318_668\masks\step9_cycle_0002_20260610_004057_626_action_20_color_region_mask.png
3,2026-06-10 00:41:02,True,True,center_aligned,372.03849238171614,649.7481956696071,371.765,640.0,-0.273492381716153,-9.748195669607071,10.0,1247,,,0,,False,,,,measurement_output\step9_bc_center_align\run_20260610_003318_668\overlays\step9_cycle_0003_20260610_004102_707_action_0_overlay.png,measurement_output\step9_bc_center_align\run_20260610_003318_668\frames\step9_cycle_0003_20260610_004102_707_action_0_frame.png,,,measurement_output\step9_bc_center_align\run_20260610_003318_668\masks\step9_cycle_0003_20260610_004102_707_action_0_color_region_mask.png
1,2026-06-10 00:47:22,True,True,center_aligned,374.6756316218419,649.2265688671557,371.765,640.0,-2.910631621841901,-9.22656886715572,10.0,1227,,,0,,False,,,,measurement_output\step9_bc_center_align\run_20260610_003318_668\overlays\step9_cycle_0001_20260610_004722_081_action_0_overlay.png,measurement_output\step9_bc_center_align\run_20260610_003318_668\frames\step9_cycle_0001_20260610_004722_081_action_0_frame.png,,,measurement_output\step9_bc_center_align\run_20260610_003318_668\masks\step9_cycle_0001_20260610_004722_081_action_0_color_region_mask.png
1,2026-06-10 00:47:48,True,True,center_aligned,374.709807073955,648.6189710610932,371.765,640.0,-2.944807073955019,-8.618971061093248,10.0,1244,,,0,,False,,,,measurement_output\step9_bc_center_align\run_20260610_003318_668\overlays\step9_cycle_0001_20260610_004748_513_action_0_overlay.png,measurement_output\step9_bc_center_align\run_20260610_003318_668\frames\step9_cycle_0001_20260610_004748_513_action_0_frame.png,,,measurement_output\step9_bc_center_align\run_20260610_003318_668\masks\step9_cycle_0001_20260610_004748_513_action_0_color_region_mask.png
1,2026-06-10 00:48:15,True,True,center_aligned,374.8515248796148,648.7752808988764,371.765,640.0,-3.0865248796147853,-8.775280898876417,10.0,1246,,,0,,False,,,,measurement_output\step9_bc_center_align\run_20260610_003318_668\overlays\step9_cycle_0001_20260610_004814_979_action_0_overlay.png,measurement_output\step9_bc_center_align\run_20260610_003318_668\frames\step9_cycle_0001_20260610_004814_979_action_0_frame.png,,,measurement_output\step9_bc_center_align\run_20260610_003318_668\masks\step9_cycle_0001_20260610_004814_979_action_0_color_region_mask.png
1,2026-06-10 00:48:40,True,True,center_aligned,374.9337105901374,649.2021018593371,371.765,640.0,-3.1687105901374366,-9.202101859337063,10.0,1237,,,0,,False,,,,measurement_output\step9_bc_center_align\run_20260610_003318_668\overlays\step9_cycle_0001_20260610_004840_645_action_0_overlay.png,measurement_output\step9_bc_center_align\run_20260610_003318_668\frames\step9_cycle_0001_20260610_004840_645_action_0_frame.png,,,measurement_output\step9_bc_center_align\run_20260610_003318_668\masks\step9_cycle_0001_20260610_004840_645_action_0_color_region_mask.png
