source_csv,output_dir,ok,reason,x_column,y_column,n_points,fit_x_min,fit_x_max,y0,z,w,c,peak_height_z_over_w,r2,rmse,curve_csv,params_json,plot_png
E:\jupyter file\2_Optics\8821L\Utils\AutoZoom\lorenzt\cycle_0027_214234_084_spectrum.csv,E:\jupyter file\2_Optics\8821L\Utils\AutoZoom\lorenzt\batch_lorentz_output\cycle_0027_214234_084_spectrum,True,ok,wavelength,median_filtered_y,1024,498.215,533.596,1203.2123628078932,133.95155506035772,1.2533058152537448,516.456259135727,106.87858735677997,0.5530084516026408,15.145149841111126,E:\jupyter file\2_Optics\8821L\Utils\AutoZoom\lorenzt\batch_lorentz_output\cycle_0027_214234_084_spectrum\cycle_0027_214234_084_spectrum_lorentz_fit_curve.csv,E:\jupyter file\2_Optics\8821L\Utils\AutoZoom\lorenzt\batch_lorentz_output\cycle_0027_214234_084_spectrum\cycle_0027_214234_084_spectrum_lorentz_fit_params.json,E:\jupyter file\2_Optics\8821L\Utils\AutoZoom\lorenzt\batch_lorentz_output\cycle_0027_214234_084_spectrum\cycle_0027_214234_084_spectrum_lorentz_fit.png
