metric,reference_mean
tenengrad,822.7229299363057
laplacian_var,447.605710697856
brenner,30.73911200656823
highfreq_ratio,0.06406223419770353
local_contrast,0.08179086507820242
edge_width,110.0
halo_width,8.0
brightness_mean,71.2015678588927
brightness_std,15.613433690369101
red_blue_ratio,299.3368557809299
modified_laplacian,19.33134084599053
dct_energy,0.005797773846665686
smd,2.2720753769186435
entropy,5.548596908403315
