cycle,time,ok,aligned,reason,center_x,center_y,target_x,target_y,dx,dy,tolerance_px,color_area_px,a_mask_area_px,b_mask_area_px,action_code,action_name,moved,dry_run,ch1_distance,ch2_distance,overlay_path,frame_path,b_mask_path,color_mask_path,a_mask_path,b_mask_path
1,2026-06-25 20:57:19,True,True,center_aligned,501.5351418002466,397.06103575832304,495.294,401.176,-6.2411418002466235,4.114964241676944,10.0,1622,8725,22306,0,,False,,,,measurement_output\step9_color_center_align\run_20260625_205507_178\overlays\step9_cycle_0001_20260625_205719_017_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260625_205507_178\frames\step9_cycle_0001_20260625_205719_017_action_0_frame.png,measurement_output\step9_color_center_align\run_20260625_205507_178\ab_masks\step9_cycle_0001_20260625_205719_017_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260625_205507_178\masks\step9_cycle_0001_20260625_205719_017_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260625_205507_178\ab_masks\step9_cycle_0001_20260625_205719_017_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260625_205507_178\ab_masks\step9_cycle_0001_20260625_205719_017_action_0_b_mask.png
1,2026-06-25 20:57:57,True,True,center_aligned,500.49555273189327,398.08322744599747,495.294,401.176,-5.201552731893287,3.092772554002522,10.0,1574,8634,22119,0,,False,,,,measurement_output\step9_color_center_align\run_20260625_205507_178\overlays\step9_cycle_0001_20260625_205757_390_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260625_205507_178\frames\step9_cycle_0001_20260625_205757_390_action_0_frame.png,measurement_output\step9_color_center_align\run_20260625_205507_178\ab_masks\step9_cycle_0001_20260625_205757_390_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260625_205507_178\masks\step9_cycle_0001_20260625_205757_390_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260625_205507_178\ab_masks\step9_cycle_0001_20260625_205757_390_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260625_205507_178\ab_masks\step9_cycle_0001_20260625_205757_390_action_0_b_mask.png
1,2026-06-25 21:00:06,True,True,center_aligned,499.8833445718139,399.0229265003372,495.294,401.176,-4.5893445718139105,2.15307349966281,10.0,1483,8710,22300,0,,False,,,,measurement_output\step9_color_center_align\run_20260625_205507_178\overlays\step9_cycle_0001_20260625_210006_051_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260625_205507_178\frames\step9_cycle_0001_20260625_210006_051_action_0_frame.png,measurement_output\step9_color_center_align\run_20260625_205507_178\ab_masks\step9_cycle_0001_20260625_210006_051_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260625_205507_178\masks\step9_cycle_0001_20260625_210006_051_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260625_205507_178\ab_masks\step9_cycle_0001_20260625_210006_051_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260625_205507_178\ab_masks\step9_cycle_0001_20260625_210006_051_action_0_b_mask.png
1,2026-06-25 21:00:44,True,True,center_aligned,498.31705426356586,400.6813953488372,495.294,401.176,-3.023054263565882,0.4946046511627742,10.0,1290,8746,22385,0,,False,,,,measurement_output\step9_color_center_align\run_20260625_205507_178\overlays\step9_cycle_0001_20260625_210044_244_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260625_205507_178\frames\step9_cycle_0001_20260625_210044_244_action_0_frame.png,measurement_output\step9_color_center_align\run_20260625_205507_178\ab_masks\step9_cycle_0001_20260625_210044_244_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260625_205507_178\masks\step9_cycle_0001_20260625_210044_244_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260625_205507_178\ab_masks\step9_cycle_0001_20260625_210044_244_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260625_205507_178\ab_masks\step9_cycle_0001_20260625_210044_244_action_0_b_mask.png
1,2026-06-25 21:01:34,True,False,moving,555.5776299795513,442.553450266484,495.294,401.176,-60.28362997955128,-41.377450266484004,10.0,983924,8648,22112,2,左上,True,False,0.0,-20.0,measurement_output\step9_color_center_align\run_20260625_205507_178\overlays\step9_cycle_0001_20260625_210132_419_action_2_overlay.png,measurement_output\step9_color_center_align\run_20260625_205507_178\frames\step9_cycle_0001_20260625_210132_419_action_2_frame.png,measurement_output\step9_color_center_align\run_20260625_205507_178\ab_masks\step9_cycle_0001_20260625_210132_419_action_2_b_mask.png,measurement_output\step9_color_center_align\run_20260625_205507_178\masks\step9_cycle_0001_20260625_210132_419_action_2_color_region_mask.png,,measurement_output\step9_color_center_align\run_20260625_205507_178\ab_masks\step9_cycle_0001_20260625_210132_419_action_2_b_mask.png
2,2026-06-25 21:01:38,True,False,moving,555.5828276914883,442.5612248424125,495.294,401.176,-60.288827691488336,-41.385224842412526,10.0,983898,8650,22093,2,左上,True,False,0.0,-20.0,measurement_output\step9_color_center_align\run_20260625_205507_178\overlays\step9_cycle_0002_20260625_210135_929_action_2_overlay.png,measurement_output\step9_color_center_align\run_20260625_205507_178\frames\step9_cycle_0002_20260625_210135_929_action_2_frame.png,measurement_output\step9_color_center_align\run_20260625_205507_178\ab_masks\step9_cycle_0002_20260625_210135_929_action_2_b_mask.png,measurement_output\step9_color_center_align\run_20260625_205507_178\masks\step9_cycle_0002_20260625_210135_929_action_2_color_region_mask.png,,measurement_output\step9_color_center_align\run_20260625_205507_178\ab_masks\step9_cycle_0002_20260625_210135_929_action_2_b_mask.png
3,2026-06-25 21:01:42,True,False,moving,555.5874475422482,442.56843722907206,495.294,401.176,-60.29344754224826,-41.39243722907207,10.0,983887,8582,21973,2,左上,True,False,0.0,-20.0,measurement_output\step9_color_center_align\run_20260625_205507_178\overlays\step9_cycle_0003_20260625_210139_495_action_2_overlay.png,measurement_output\step9_color_center_align\run_20260625_205507_178\frames\step9_cycle_0003_20260625_210139_495_action_2_frame.png,measurement_output\step9_color_center_align\run_20260625_205507_178\ab_masks\step9_cycle_0003_20260625_210139_495_action_2_b_mask.png,measurement_output\step9_color_center_align\run_20260625_205507_178\masks\step9_cycle_0003_20260625_210139_495_action_2_color_region_mask.png,,measurement_output\step9_color_center_align\run_20260625_205507_178\ab_masks\step9_cycle_0003_20260625_210139_495_action_2_b_mask.png
4,2026-06-25 21:01:45,True,False,moving,555.584015350077,442.56840103702456,495.294,401.176,-60.290015350077056,-41.39240103702457,10.0,983969,8625,21982,2,左上,True,False,0.0,-20.0,measurement_output\step9_color_center_align\run_20260625_205507_178\overlays\step9_cycle_0004_20260625_210143_049_action_2_overlay.png,measurement_output\step9_color_center_align\run_20260625_205507_178\frames\step9_cycle_0004_20260625_210143_049_action_2_frame.png,measurement_output\step9_color_center_align\run_20260625_205507_178\ab_masks\step9_cycle_0004_20260625_210143_049_action_2_b_mask.png,measurement_output\step9_color_center_align\run_20260625_205507_178\masks\step9_cycle_0004_20260625_210143_049_action_2_color_region_mask.png,,measurement_output\step9_color_center_align\run_20260625_205507_178\ab_masks\step9_cycle_0004_20260625_210143_049_action_2_b_mask.png
5,2026-06-25 21:01:48,True,False,moving,555.5839481632338,442.5715926228542,495.294,401.176,-60.28994816323382,-41.395592622854224,10.0,984012,8586,21932,2,左上,True,False,0.0,-20.0,measurement_output\step9_color_center_align\run_20260625_205507_178\overlays\step9_cycle_0005_20260625_210146_417_action_2_overlay.png,measurement_output\step9_color_center_align\run_20260625_205507_178\frames\step9_cycle_0005_20260625_210146_417_action_2_frame.png,measurement_output\step9_color_center_align\run_20260625_205507_178\ab_masks\step9_cycle_0005_20260625_210146_417_action_2_b_mask.png,measurement_output\step9_color_center_align\run_20260625_205507_178\masks\step9_cycle_0005_20260625_210146_417_action_2_color_region_mask.png,,measurement_output\step9_color_center_align\run_20260625_205507_178\ab_masks\step9_cycle_0005_20260625_210146_417_action_2_b_mask.png
6,2026-06-25 21:01:52,True,False,moving,555.5910489718016,442.57769062374865,495.294,401.176,-60.29704897180159,-41.401690623748664,10.0,983954,8609,21979,2,左上,True,False,0.0,-20.0,measurement_output\step9_color_center_align\run_20260625_205507_178\overlays\step9_cycle_0006_20260625_210149_952_action_2_overlay.png,measurement_output\step9_color_center_align\run_20260625_205507_178\frames\step9_cycle_0006_20260625_210149_952_action_2_frame.png,measurement_output\step9_color_center_align\run_20260625_205507_178\ab_masks\step9_cycle_0006_20260625_210149_952_action_2_b_mask.png,measurement_output\step9_color_center_align\run_20260625_205507_178\masks\step9_cycle_0006_20260625_210149_952_action_2_color_region_mask.png,,measurement_output\step9_color_center_align\run_20260625_205507_178\ab_masks\step9_cycle_0006_20260625_210149_952_action_2_b_mask.png
7,2026-06-25 21:01:55,True,False,moving,555.5929139683972,442.5823881768032,495.294,401.176,-60.29891396839719,-41.406388176803205,10.0,983964,8555,21922,2,左上,True,False,0.0,-20.0,measurement_output\step9_color_center_align\run_20260625_205507_178\overlays\step9_cycle_0007_20260625_210153_461_action_2_overlay.png,measurement_output\step9_color_center_align\run_20260625_205507_178\frames\step9_cycle_0007_20260625_210153_461_action_2_frame.png,measurement_output\step9_color_center_align\run_20260625_205507_178\ab_masks\step9_cycle_0007_20260625_210153_461_action_2_b_mask.png,measurement_output\step9_color_center_align\run_20260625_205507_178\masks\step9_cycle_0007_20260625_210153_461_action_2_color_region_mask.png,,measurement_output\step9_color_center_align\run_20260625_205507_178\ab_masks\step9_cycle_0007_20260625_210153_461_action_2_b_mask.png
8,2026-06-25 21:01:59,True,False,moving,555.5879828587862,442.58148732649704,495.294,401.176,-60.293982858786194,-41.40548732649705,10.0,984061,8587,21912,2,左上,True,False,0.0,-20.0,measurement_output\step9_color_center_align\run_20260625_205507_178\overlays\step9_cycle_0008_20260625_210156_965_action_2_overlay.png,measurement_output\step9_color_center_align\run_20260625_205507_178\frames\step9_cycle_0008_20260625_210156_965_action_2_frame.png,measurement_output\step9_color_center_align\run_20260625_205507_178\ab_masks\step9_cycle_0008_20260625_210156_965_action_2_b_mask.png,measurement_output\step9_color_center_align\run_20260625_205507_178\masks\step9_cycle_0008_20260625_210156_965_action_2_color_region_mask.png,,measurement_output\step9_color_center_align\run_20260625_205507_178\ab_masks\step9_cycle_0008_20260625_210156_965_action_2_b_mask.png
