cycle,time,ok,aligned,reason,center_x,center_y,target_x,target_y,dx,dy,tolerance_px,overlap_area_px,b_mask_area_px,c_mask_area_px,action_code,action_name,moved,dry_run,ch1_distance,ch2_distance,overlay_path,frame_path,b_mask_path,c_mask_path,overlap_mask_path
1,2026-06-10 19:05:22,True,False,moving,529.9812382739212,409.3527204502814,511.765,418.824,-18.21623827392125,9.471279549718588,5.0,533,,,-1,左下,True,False,20.0,0.0,measurement_output\step9_bc_center_align\run_20260610_190239_569\overlays\step9_cycle_0001_20260610_190519_980_action_-1_overlay.png,measurement_output\step9_bc_center_align\run_20260610_190239_569\frames\step9_cycle_0001_20260610_190519_980_action_-1_frame.png,,,measurement_output\step9_bc_center_align\run_20260610_190239_569\masks\step9_cycle_0001_20260610_190519_980_action_-1_color_region_mask.png
2,2026-06-10 19:05:25,True,False,moving,528.320235756385,411.26719056974457,511.765,418.824,-16.55523575638506,7.556809430255441,5.0,509,,,-1,左下,True,False,20.0,0.0,measurement_output\step9_bc_center_align\run_20260610_190239_569\overlays\step9_cycle_0002_20260610_190522_930_action_-1_overlay.png,measurement_output\step9_bc_center_align\run_20260610_190239_569\frames\step9_cycle_0002_20260610_190522_930_action_-1_frame.png,,,measurement_output\step9_bc_center_align\run_20260610_190239_569\masks\step9_cycle_0002_20260610_190522_930_action_-1_color_region_mask.png
3,2026-06-10 19:05:28,True,False,moving,527.5389221556886,412.750499001996,511.765,418.824,-15.773922155688638,6.073500998004022,5.0,501,,,-1,左下,True,False,20.0,0.0,measurement_output\step9_bc_center_align\run_20260610_190239_569\overlays\step9_cycle_0003_20260610_190525_676_action_-1_overlay.png,measurement_output\step9_bc_center_align\run_20260610_190239_569\frames\step9_cycle_0003_20260610_190525_676_action_-1_frame.png,,,measurement_output\step9_bc_center_align\run_20260610_190239_569\masks\step9_cycle_0003_20260610_190525_676_action_-1_color_region_mask.png
4,2026-06-10 19:05:33,True,False,moving,525.67941712204,413.8761384335155,511.765,418.824,-13.91441712204005,4.947861566484505,5.0,549,,,-10,左,True,False,20.0,-20.0,measurement_output\step9_bc_center_align\run_20260610_190239_569\overlays\step9_cycle_0004_20260610_190528_432_action_-10_overlay.png,measurement_output\step9_bc_center_align\run_20260610_190239_569\frames\step9_cycle_0004_20260610_190528_432_action_-10_frame.png,,,measurement_output\step9_bc_center_align\run_20260610_190239_569\masks\step9_cycle_0004_20260610_190528_432_action_-10_color_region_mask.png
5,2026-06-10 19:05:36,True,False,moving,524.9863813229572,411.85019455252916,511.765,418.824,-13.2213813229572,6.973805447470852,5.0,514,,,-1,左下,True,False,20.0,0.0,measurement_output\step9_bc_center_align\run_20260610_190239_569\overlays\step9_cycle_0005_20260610_190533_561_action_-1_overlay.png,measurement_output\step9_bc_center_align\run_20260610_190239_569\frames\step9_cycle_0005_20260610_190533_561_action_-1_frame.png,,,measurement_output\step9_bc_center_align\run_20260610_190239_569\masks\step9_cycle_0005_20260610_190533_561_action_-1_color_region_mask.png
6,2026-06-10 19:05:38,True,False,moving,522.4061302681993,412.8390804597701,511.765,418.824,-10.641130268199277,5.984919540229896,5.0,522,,,-1,左下,True,False,20.0,0.0,measurement_output\step9_bc_center_align\run_20260610_190239_569\overlays\step9_cycle_0006_20260610_190536_418_action_-1_overlay.png,measurement_output\step9_bc_center_align\run_20260610_190239_569\frames\step9_cycle_0006_20260610_190536_418_action_-1_frame.png,,,measurement_output\step9_bc_center_align\run_20260610_190239_569\masks\step9_cycle_0006_20260610_190536_418_action_-1_color_region_mask.png
7,2026-06-10 19:05:44,True,False,moving,520.5139664804469,414.0707635009311,511.765,418.824,-8.748966480446938,4.753236499068919,5.0,537,,,-10,左,True,False,20.0,-20.0,measurement_output\step9_bc_center_align\run_20260610_190239_569\overlays\step9_cycle_0007_20260610_190539_216_action_-10_overlay.png,measurement_output\step9_bc_center_align\run_20260610_190239_569\frames\step9_cycle_0007_20260610_190539_216_action_-10_frame.png,,,measurement_output\step9_bc_center_align\run_20260610_190239_569\masks\step9_cycle_0007_20260610_190539_216_action_-10_color_region_mask.png
8,2026-06-10 19:05:46,True,False,moving,520.2283464566929,413.15944881889766,511.765,418.824,-8.463346456692875,5.664551181102354,5.0,508,,,-1,左下,True,False,20.0,0.0,measurement_output\step9_bc_center_align\run_20260610_190239_569\overlays\step9_cycle_0008_20260610_190544_393_action_-1_overlay.png,measurement_output\step9_bc_center_align\run_20260610_190239_569\frames\step9_cycle_0008_20260610_190544_393_action_-1_frame.png,,,measurement_output\step9_bc_center_align\run_20260610_190239_569\masks\step9_cycle_0008_20260610_190544_393_action_-1_color_region_mask.png
9,2026-06-10 19:05:52,True,False,moving,516.5996131528046,412.93810444874276,511.765,418.824,-4.83461315280465,5.885895551257249,5.0,517,,,-20,下,True,False,20.0,20.0,measurement_output\step9_bc_center_align\run_20260610_190239_569\overlays\step9_cycle_0009_20260610_190547_165_action_-20_overlay.png,measurement_output\step9_bc_center_align\run_20260610_190239_569\frames\step9_cycle_0009_20260610_190547_165_action_-20_frame.png,,,measurement_output\step9_bc_center_align\run_20260610_190239_569\masks\step9_cycle_0009_20260610_190547_165_action_-20_color_region_mask.png
10,2026-06-10 19:05:57,True,False,moving,521.0197628458498,418.0474308300395,511.765,418.824,-9.254762845849768,0.77656916996051,5.0,506,,,-10,左,True,False,20.0,-20.0,measurement_output\step9_bc_center_align\run_20260610_190239_569\overlays\step9_cycle_0010_20260610_190552_384_action_-10_overlay.png,measurement_output\step9_bc_center_align\run_20260610_190239_569\frames\step9_cycle_0010_20260610_190552_384_action_-10_frame.png,,,measurement_output\step9_bc_center_align\run_20260610_190239_569\masks\step9_cycle_0010_20260610_190552_384_action_-10_color_region_mask.png
11,2026-06-10 19:06:02,True,False,moving,516.7954545454545,416.4166666666667,511.765,418.824,-5.030454545454518,2.4073333333333267,5.0,528,,,-10,左,True,False,20.0,-20.0,measurement_output\step9_bc_center_align\run_20260610_190239_569\overlays\step9_cycle_0011_20260610_190557_575_action_-10_overlay.png,measurement_output\step9_bc_center_align\run_20260610_190239_569\frames\step9_cycle_0011_20260610_190557_575_action_-10_frame.png,,,measurement_output\step9_bc_center_align\run_20260610_190239_569\masks\step9_cycle_0011_20260610_190557_575_action_-10_color_region_mask.png
12,2026-06-10 19:06:02,True,True,center_aligned,514.2763419483101,414.24652087475147,511.765,418.824,-2.5113419483101325,4.577479125248544,5.0,503,,,0,,False,,,,measurement_output\step9_bc_center_align\run_20260610_190239_569\overlays\step9_cycle_0012_20260610_190602_733_action_0_overlay.png,measurement_output\step9_bc_center_align\run_20260610_190239_569\frames\step9_cycle_0012_20260610_190602_733_action_0_frame.png,,,measurement_output\step9_bc_center_align\run_20260610_190239_569\masks\step9_cycle_0012_20260610_190602_733_action_0_color_region_mask.png
1,2026-06-10 19:06:28,True,False,moving,518.3747016706444,409.7971360381862,511.765,418.824,-6.6097016706444265,9.02686396181383,5.0,419,,,-1,左下,True,False,20.0,0.0,measurement_output\step9_bc_center_align\run_20260610_190239_569\overlays\step9_cycle_0001_20260610_190626_133_action_-1_overlay.png,measurement_output\step9_bc_center_align\run_20260610_190239_569\frames\step9_cycle_0001_20260610_190626_133_action_-1_frame.png,,,measurement_output\step9_bc_center_align\run_20260610_190239_569\masks\step9_cycle_0001_20260610_190626_133_action_-1_color_region_mask.png
2,2026-06-10 19:06:33,True,False,moving,515.7730673316709,411.66832917705733,511.765,418.824,-4.008067331670873,7.155670822942682,5.0,401,,,-20,下,True,False,20.0,20.0,measurement_output\step9_bc_center_align\run_20260610_190239_569\overlays\step9_cycle_0002_20260610_190628_807_action_-20_overlay.png,measurement_output\step9_bc_center_align\run_20260610_190239_569\frames\step9_cycle_0002_20260610_190628_807_action_-20_frame.png,,,measurement_output\step9_bc_center_align\run_20260610_190239_569\masks\step9_cycle_0002_20260610_190628_807_action_-20_color_region_mask.png
3,2026-06-10 19:06:38,True,False,moving,520.0025125628141,414.42713567839195,511.765,418.824,-8.237512562814118,4.396864321608064,5.0,398,,,-10,左,True,False,20.0,-20.0,measurement_output\step9_bc_center_align\run_20260610_190239_569\overlays\step9_cycle_0003_20260610_190633_940_action_-10_overlay.png,measurement_output\step9_bc_center_align\run_20260610_190239_569\frames\step9_cycle_0003_20260610_190633_940_action_-10_frame.png,,,measurement_output\step9_bc_center_align\run_20260610_190239_569\masks\step9_cycle_0003_20260610_190633_940_action_-10_color_region_mask.png
4,2026-06-10 19:06:43,True,False,moving,516.1502347417841,412.19483568075117,511.765,418.824,-4.385234741784075,6.629164319248844,5.0,426,,,-20,下,True,False,20.0,20.0,measurement_output\step9_bc_center_align\run_20260610_190239_569\overlays\step9_cycle_0004_20260610_190639_024_action_-20_overlay.png,measurement_output\step9_bc_center_align\run_20260610_190239_569\frames\step9_cycle_0004_20260610_190639_024_action_-20_frame.png,,,measurement_output\step9_bc_center_align\run_20260610_190239_569\masks\step9_cycle_0004_20260610_190639_024_action_-20_color_region_mask.png
5,2026-06-10 19:06:49,True,False,moving,518.6187050359712,417.8033573141487,511.765,418.824,-6.853705035971188,1.0206426858513282,5.0,417,,,-10,左,True,False,20.0,-20.0,measurement_output\step9_bc_center_align\run_20260610_190239_569\overlays\step9_cycle_0005_20260610_190644_109_action_-10_overlay.png,measurement_output\step9_bc_center_align\run_20260610_190239_569\frames\step9_cycle_0005_20260610_190644_109_action_-10_frame.png,,,measurement_output\step9_bc_center_align\run_20260610_190239_569\masks\step9_cycle_0005_20260610_190644_109_action_-10_color_region_mask.png
