cycle,time,ok,aligned,reason,center_x,center_y,target_x,target_y,dx,dy,tolerance_px,overlap_area_px,b_mask_area_px,c_mask_area_px,action_code,action_name,moved,dry_run,ch1_distance,ch2_distance,overlay_path,frame_path,b_mask_path,c_mask_path,overlap_mask_path
1,2026-06-08 15:37:37,True,False,moving,600.7832260927446,409.08187264255605,575.294,389.412,-25.489226092744616,-19.669872642556072,5.0,9014,9157,16148,2,左上,True,False,-20.0,20.0,measurement_output\step9_bc_center_align\run_20260608_153646_168\overlays\step9_cycle_0001_20260608_153737_463_action_2_overlay.png,measurement_output\step9_bc_center_align\run_20260608_153646_168\frames\step9_cycle_0001_20260608_153737_463_action_2_frame.png,measurement_output\step9_bc_center_align\run_20260608_153646_168\masks\step9_cycle_0001_20260608_153737_463_action_2_b_mask.png,measurement_output\step9_bc_center_align\run_20260608_153646_168\masks\step9_cycle_0001_20260608_153737_463_action_2_c_mask.png,measurement_output\step9_bc_center_align\run_20260608_153646_168\masks\step9_cycle_0001_20260608_153737_463_action_2_overlap_mask.png
2,2026-06-08 15:37:38,True,False,moving,602.0303490136571,410.26035118144375,575.294,389.412,-26.736349013657104,-20.848351181443775,5.0,9226,9326,16624,2,左上,True,False,-20.0,20.0,measurement_output\step9_bc_center_align\run_20260608_153646_168\overlays\step9_cycle_0002_20260608_153738_180_action_2_overlay.png,measurement_output\step9_bc_center_align\run_20260608_153646_168\frames\step9_cycle_0002_20260608_153738_180_action_2_frame.png,measurement_output\step9_bc_center_align\run_20260608_153646_168\masks\step9_cycle_0002_20260608_153738_180_action_2_b_mask.png,measurement_output\step9_bc_center_align\run_20260608_153646_168\masks\step9_cycle_0002_20260608_153738_180_action_2_c_mask.png,measurement_output\step9_bc_center_align\run_20260608_153646_168\masks\step9_cycle_0002_20260608_153738_180_action_2_overlap_mask.png
3,2026-06-08 15:37:38,True,False,moving,602.4272138228941,410.6988120950324,575.294,389.412,-27.133213822894163,-21.286812095032417,5.0,9260,9363,16652,2,左上,True,False,-20.0,20.0,measurement_output\step9_bc_center_align\run_20260608_153646_168\overlays\step9_cycle_0003_20260608_153738_617_action_2_overlay.png,measurement_output\step9_bc_center_align\run_20260608_153646_168\frames\step9_cycle_0003_20260608_153738_617_action_2_frame.png,measurement_output\step9_bc_center_align\run_20260608_153646_168\masks\step9_cycle_0003_20260608_153738_617_action_2_b_mask.png,measurement_output\step9_bc_center_align\run_20260608_153646_168\masks\step9_cycle_0003_20260608_153738_617_action_2_c_mask.png,measurement_output\step9_bc_center_align\run_20260608_153646_168\masks\step9_cycle_0003_20260608_153738_617_action_2_overlap_mask.png
4,2026-06-08 15:37:39,True,False,moving,602.21,410.5386956521739,575.294,389.412,-26.916000000000054,-21.126695652173908,5.0,9200,9299,16664,2,左上,True,False,-20.0,20.0,measurement_output\step9_bc_center_align\run_20260608_153646_168\overlays\step9_cycle_0004_20260608_153739_014_action_2_overlay.png,measurement_output\step9_bc_center_align\run_20260608_153646_168\frames\step9_cycle_0004_20260608_153739_014_action_2_frame.png,measurement_output\step9_bc_center_align\run_20260608_153646_168\masks\step9_cycle_0004_20260608_153739_014_action_2_b_mask.png,measurement_output\step9_bc_center_align\run_20260608_153646_168\masks\step9_cycle_0004_20260608_153739_014_action_2_c_mask.png,measurement_output\step9_bc_center_align\run_20260608_153646_168\masks\step9_cycle_0004_20260608_153739_014_action_2_overlap_mask.png
5,2026-06-08 15:37:39,True,False,moving,602.4790733253196,410.76090044803846,575.294,389.412,-27.18507332531965,-21.348900448038478,5.0,9151,9241,16683,2,左上,True,False,-20.0,20.0,measurement_output\step9_bc_center_align\run_20260608_153646_168\overlays\step9_cycle_0005_20260608_153739_415_action_2_overlay.png,measurement_output\step9_bc_center_align\run_20260608_153646_168\frames\step9_cycle_0005_20260608_153739_415_action_2_frame.png,measurement_output\step9_bc_center_align\run_20260608_153646_168\masks\step9_cycle_0005_20260608_153739_415_action_2_b_mask.png,measurement_output\step9_bc_center_align\run_20260608_153646_168\masks\step9_cycle_0005_20260608_153739_415_action_2_c_mask.png,measurement_output\step9_bc_center_align\run_20260608_153646_168\masks\step9_cycle_0005_20260608_153739_415_action_2_overlap_mask.png
6,2026-06-08 15:37:40,True,False,moving,602.628056768559,411.08886462882094,575.294,389.412,-27.33405676855898,-21.676864628820965,5.0,9160,9235,16683,2,左上,True,False,-20.0,20.0,measurement_output\step9_bc_center_align\run_20260608_153646_168\overlays\step9_cycle_0006_20260608_153739_813_action_2_overlay.png,measurement_output\step9_bc_center_align\run_20260608_153646_168\frames\step9_cycle_0006_20260608_153739_813_action_2_frame.png,measurement_output\step9_bc_center_align\run_20260608_153646_168\masks\step9_cycle_0006_20260608_153739_813_action_2_b_mask.png,measurement_output\step9_bc_center_align\run_20260608_153646_168\masks\step9_cycle_0006_20260608_153739_813_action_2_c_mask.png,measurement_output\step9_bc_center_align\run_20260608_153646_168\masks\step9_cycle_0006_20260608_153739_813_action_2_overlap_mask.png
7,2026-06-08 15:37:40,True,False,moving,602.3050605060506,410.7053905390539,575.294,389.412,-27.011060506050626,-21.293390539053917,5.0,9090,9184,16722,2,左上,True,False,-20.0,20.0,measurement_output\step9_bc_center_align\run_20260608_153646_168\overlays\step9_cycle_0007_20260608_153740_213_action_2_overlay.png,measurement_output\step9_bc_center_align\run_20260608_153646_168\frames\step9_cycle_0007_20260608_153740_213_action_2_frame.png,measurement_output\step9_bc_center_align\run_20260608_153646_168\masks\step9_cycle_0007_20260608_153740_213_action_2_b_mask.png,measurement_output\step9_bc_center_align\run_20260608_153646_168\masks\step9_cycle_0007_20260608_153740_213_action_2_c_mask.png,measurement_output\step9_bc_center_align\run_20260608_153646_168\masks\step9_cycle_0007_20260608_153740_213_action_2_overlap_mask.png
8,2026-06-08 15:37:40,True,False,moving,603.078797190518,411.4846356453029,575.294,389.412,-27.78479719051802,-22.07263564530291,5.0,9112,9199,16685,2,左上,True,False,-20.0,20.0,measurement_output\step9_bc_center_align\run_20260608_153646_168\overlays\step9_cycle_0008_20260608_153740_614_action_2_overlay.png,measurement_output\step9_bc_center_align\run_20260608_153646_168\frames\step9_cycle_0008_20260608_153740_614_action_2_frame.png,measurement_output\step9_bc_center_align\run_20260608_153646_168\masks\step9_cycle_0008_20260608_153740_614_action_2_b_mask.png,measurement_output\step9_bc_center_align\run_20260608_153646_168\masks\step9_cycle_0008_20260608_153740_614_action_2_c_mask.png,measurement_output\step9_bc_center_align\run_20260608_153646_168\masks\step9_cycle_0008_20260608_153740_614_action_2_overlap_mask.png
9,2026-06-08 15:37:41,True,False,moving,603.8996973627324,412.70341547773455,575.294,389.412,-28.60569736273237,-23.291415477734574,5.0,9252,9338,16694,2,左上,True,False,-20.0,20.0,measurement_output\step9_bc_center_align\run_20260608_153646_168\overlays\step9_cycle_0009_20260608_153741_013_action_2_overlay.png,measurement_output\step9_bc_center_align\run_20260608_153646_168\frames\step9_cycle_0009_20260608_153741_013_action_2_frame.png,measurement_output\step9_bc_center_align\run_20260608_153646_168\masks\step9_cycle_0009_20260608_153741_013_action_2_b_mask.png,measurement_output\step9_bc_center_align\run_20260608_153646_168\masks\step9_cycle_0009_20260608_153741_013_action_2_c_mask.png,measurement_output\step9_bc_center_align\run_20260608_153646_168\masks\step9_cycle_0009_20260608_153741_013_action_2_overlap_mask.png
10,2026-06-08 15:37:41,True,False,moving,603.986442516269,412.4324295010846,575.294,389.412,-28.69244251626901,-23.020429501084607,5.0,9220,9305,16840,2,左上,True,False,-20.0,20.0,measurement_output\step9_bc_center_align\run_20260608_153646_168\overlays\step9_cycle_0010_20260608_153741_415_action_2_overlay.png,measurement_output\step9_bc_center_align\run_20260608_153646_168\frames\step9_cycle_0010_20260608_153741_415_action_2_frame.png,measurement_output\step9_bc_center_align\run_20260608_153646_168\masks\step9_cycle_0010_20260608_153741_415_action_2_b_mask.png,measurement_output\step9_bc_center_align\run_20260608_153646_168\masks\step9_cycle_0010_20260608_153741_415_action_2_c_mask.png,measurement_output\step9_bc_center_align\run_20260608_153646_168\masks\step9_cycle_0010_20260608_153741_415_action_2_overlap_mask.png
