cycle_index,time,angle_before,angle_after,angle_before_after_delta,previous_cycle_angle,angle_delta_vs_previous_cycle,signal_on_time_used_ms,signal_on_time_next_ms,signal_time_adjust_action,angle_before_center,angle_after_center,raw_original_peak,raw_peak,fit_peak,run_session_name,spectrum_filename,labview_csv_path,spectrum_csv_path
1,2026-07-17 22:14:47,18.049357594268116,,,,,,,,"[600.8968658447266, 415.5523376464844]",,1000.0,1000.0,1000.0,20260717_221443,cycle_0001_221446_371_spectrum.csv,,measurement_output\save\07.17\20260717_221443\cycle_0001_221446_371_spectrum.csv
2,2026-07-17 22:15:31,-35.802916700309794,,,,53.85227429457791,,,,"[568.3214721679688, 333.65679931640625]",,1000.0,1000.0,1000.0,20260717_221443,cycle_0002_221529_517_spectrum.csv,,measurement_output\save\07.17\20260717_221443\cycle_0002_221529_517_spectrum.csv
