metric,reference_mean
tenengrad,674.4152130681819
laplacian_var,391.496549584961
brenner,25.466604055178493
highfreq_ratio,0.06306249545631999
local_contrast,0.07612329583939248
edge_width,110.0
halo_width,8.0
brightness_mean,66.94536221590909
brightness_std,13.90288778852354
red_blue_ratio,315.6665615530515
modified_laplacian,18.34775568181818
dct_energy,0.00513533796640426
smd,2.112450490542596
entropy,5.288134137456467
