cycle,time,ok,aligned,reason,center_x,center_y,target_x,target_y,dx,dy,tolerance_px,color_area_px,a_mask_area_px,b_mask_area_px,step9_c_source,step9_c_area_px,step9_c_center_x,step9_c_center_y,step9_c_dirty_before_update,step9_c_update_ok,step9_c_update_reason,action_code,action_name,moved,dry_run,ch1_distance,ch2_distance,overlay_path,frame_path,b_mask_path,color_mask_path,a_mask_path,b_mask_path,c_mask_path,c_raw_mask_path
1,2026-06-27 22:08:39,True,False,moving,515.8089285714286,404.3642857142857,492.941,407.059,-22.86792857142865,2.6947142857143263,10.0,560,2792,20212,dynamic_sam2,8090,529.3580964153275,417.0689740420272,True,True,ok,0,不动,False,False,0.0,0.0,measurement_output\step9_color_center_align\run_20260627_220837_738\overlays\step9_cycle_0001_20260627_220839_236_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260627_220837_738\frames\step9_cycle_0001_20260627_220839_236_action_0_frame.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0001_20260627_220839_236_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\masks\step9_cycle_0001_20260627_220839_236_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0001_20260627_220839_236_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0001_20260627_220839_236_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\c_masks\step9_cycle_0001_20260627_220839_236_action_0_current_c_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\c_masks\step9_cycle_0001_20260627_220839_236_action_0_current_c_raw_mask.png
2,2026-06-27 22:08:40,True,False,moving,516.3536585365854,404.4094076655052,492.941,407.059,-23.41265853658541,2.6495923344947983,10.0,574,2621,20155,dynamic_sam2,8090,529.3580964153275,417.0689740420272,False,True,ok,0,不动,False,False,0.0,0.0,measurement_output\step9_color_center_align\run_20260627_220837_738\overlays\step9_cycle_0002_20260627_220840_358_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260627_220837_738\frames\step9_cycle_0002_20260627_220840_358_action_0_frame.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0002_20260627_220840_358_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\masks\step9_cycle_0002_20260627_220840_358_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0002_20260627_220840_358_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0002_20260627_220840_358_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\c_masks\step9_cycle_0002_20260627_220840_358_action_0_current_c_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\c_masks\step9_cycle_0002_20260627_220840_358_action_0_current_c_raw_mask.png
3,2026-06-27 22:08:41,True,False,moving,516.0211267605633,404.4718309859155,492.941,407.059,-23.08012676056336,2.587169014084509,10.0,568,2580,20111,dynamic_sam2,8090,529.3580964153275,417.0689740420272,False,True,ok,0,不动,False,False,0.0,0.0,measurement_output\step9_color_center_align\run_20260627_220837_738\overlays\step9_cycle_0003_20260627_220841_359_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260627_220837_738\frames\step9_cycle_0003_20260627_220841_359_action_0_frame.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0003_20260627_220841_359_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\masks\step9_cycle_0003_20260627_220841_359_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0003_20260627_220841_359_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0003_20260627_220841_359_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\c_masks\step9_cycle_0003_20260627_220841_359_action_0_current_c_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\c_masks\step9_cycle_0003_20260627_220841_359_action_0_current_c_raw_mask.png
4,2026-06-27 22:08:42,True,False,moving,516.0544217687075,404.3707482993197,492.941,407.059,-23.113421768707497,2.6882517006803255,10.0,588,2648,20026,dynamic_sam2,8090,529.3580964153275,417.0689740420272,False,True,ok,0,不动,False,False,0.0,0.0,measurement_output\step9_color_center_align\run_20260627_220837_738\overlays\step9_cycle_0004_20260627_220842_355_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260627_220837_738\frames\step9_cycle_0004_20260627_220842_355_action_0_frame.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0004_20260627_220842_355_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\masks\step9_cycle_0004_20260627_220842_355_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0004_20260627_220842_355_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0004_20260627_220842_355_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\c_masks\step9_cycle_0004_20260627_220842_355_action_0_current_c_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\c_masks\step9_cycle_0004_20260627_220842_355_action_0_current_c_raw_mask.png
5,2026-06-27 22:08:43,True,False,moving,515.9256055363322,404.36851211072667,492.941,407.059,-22.984605536332253,2.6904878892733564,10.0,578,2634,20076,dynamic_sam2,8090,529.3580964153275,417.0689740420272,False,True,ok,0,不动,False,False,0.0,0.0,measurement_output\step9_color_center_align\run_20260627_220837_738\overlays\step9_cycle_0005_20260627_220843_395_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260627_220837_738\frames\step9_cycle_0005_20260627_220843_395_action_0_frame.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0005_20260627_220843_395_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\masks\step9_cycle_0005_20260627_220843_395_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0005_20260627_220843_395_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0005_20260627_220843_395_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\c_masks\step9_cycle_0005_20260627_220843_395_action_0_current_c_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\c_masks\step9_cycle_0005_20260627_220843_395_action_0_current_c_raw_mask.png
6,2026-06-27 22:08:44,True,False,moving,516.1236933797909,404.66550522648083,492.941,407.059,-23.18269337979092,2.393494773519194,10.0,574,2648,20069,dynamic_sam2,8090,529.3580964153275,417.0689740420272,False,True,ok,0,不动,False,False,0.0,0.0,measurement_output\step9_color_center_align\run_20260627_220837_738\overlays\step9_cycle_0006_20260627_220844_444_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260627_220837_738\frames\step9_cycle_0006_20260627_220844_444_action_0_frame.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0006_20260627_220844_444_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\masks\step9_cycle_0006_20260627_220844_444_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0006_20260627_220844_444_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0006_20260627_220844_444_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\c_masks\step9_cycle_0006_20260627_220844_444_action_0_current_c_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\c_masks\step9_cycle_0006_20260627_220844_444_action_0_current_c_raw_mask.png
7,2026-06-27 22:08:45,True,False,moving,516.4206896551724,404.5448275862069,492.941,407.059,-23.47968965517242,2.514172413793119,10.0,580,2633,20031,dynamic_sam2,8090,529.3580964153275,417.0689740420272,False,True,ok,0,不动,False,False,0.0,0.0,measurement_output\step9_color_center_align\run_20260627_220837_738\overlays\step9_cycle_0007_20260627_220845_451_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260627_220837_738\frames\step9_cycle_0007_20260627_220845_451_action_0_frame.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0007_20260627_220845_451_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\masks\step9_cycle_0007_20260627_220845_451_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0007_20260627_220845_451_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0007_20260627_220845_451_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\c_masks\step9_cycle_0007_20260627_220845_451_action_0_current_c_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\c_masks\step9_cycle_0007_20260627_220845_451_action_0_current_c_raw_mask.png
8,2026-06-27 22:08:46,True,False,moving,516.4429530201343,404.6459731543624,492.941,407.059,-23.501953020134295,2.413026845637603,10.0,596,2628,19991,dynamic_sam2,8090,529.3580964153275,417.0689740420272,False,True,ok,0,不动,False,False,0.0,0.0,measurement_output\step9_color_center_align\run_20260627_220837_738\overlays\step9_cycle_0008_20260627_220846_447_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260627_220837_738\frames\step9_cycle_0008_20260627_220846_447_action_0_frame.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0008_20260627_220846_447_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\masks\step9_cycle_0008_20260627_220846_447_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0008_20260627_220846_447_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0008_20260627_220846_447_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\c_masks\step9_cycle_0008_20260627_220846_447_action_0_current_c_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\c_masks\step9_cycle_0008_20260627_220846_447_action_0_current_c_raw_mask.png
9,2026-06-27 22:08:47,True,False,moving,516.1736842105263,404.70877192982454,492.941,407.059,-23.232684210526315,2.35022807017549,10.0,570,2491,20041,dynamic_sam2,8090,529.3580964153275,417.0689740420272,False,True,ok,0,不动,False,False,0.0,0.0,measurement_output\step9_color_center_align\run_20260627_220837_738\overlays\step9_cycle_0009_20260627_220847_451_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260627_220837_738\frames\step9_cycle_0009_20260627_220847_451_action_0_frame.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0009_20260627_220847_451_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\masks\step9_cycle_0009_20260627_220847_451_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0009_20260627_220847_451_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0009_20260627_220847_451_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\c_masks\step9_cycle_0009_20260627_220847_451_action_0_current_c_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\c_masks\step9_cycle_0009_20260627_220847_451_action_0_current_c_raw_mask.png
10,2026-06-27 22:08:48,True,False,moving,516.12265758092,404.09028960817716,492.941,407.059,-23.18165758091999,2.9687103918228672,10.0,587,2449,19906,dynamic_sam2,8090,529.3580964153275,417.0689740420272,False,True,ok,0,不动,False,False,0.0,0.0,measurement_output\step9_color_center_align\run_20260627_220837_738\overlays\step9_cycle_0010_20260627_220848_446_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260627_220837_738\frames\step9_cycle_0010_20260627_220848_446_action_0_frame.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0010_20260627_220848_446_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\masks\step9_cycle_0010_20260627_220848_446_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0010_20260627_220848_446_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0010_20260627_220848_446_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\c_masks\step9_cycle_0010_20260627_220848_446_action_0_current_c_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\c_masks\step9_cycle_0010_20260627_220848_446_action_0_current_c_raw_mask.png
