cycle,time,ok,aligned,reason,center_x,center_y,target_x,target_y,dx,dy,tolerance_px,color_area_px,a_mask_area_px,b_mask_area_px,step9_c_source,step9_c_area_px,step9_c_center_x,step9_c_center_y,step9_c_dirty_before_update,step9_c_update_ok,step9_c_update_reason,action_code,action_name,moved,dry_run,ch1_distance,ch2_distance,overlay_path,frame_path,b_mask_path,color_mask_path,a_mask_path,b_mask_path,c_mask_path,c_raw_mask_path
11,2026-06-27 22:08:49,True,False,moving,516.3562822719449,404.0843373493976,492.941,407.059,-23.415282271944932,2.974662650602454,10.0,581,2313,19949,dynamic_sam2,8090,529.3580964153275,417.0689740420272,False,True,ok,0,不动,False,False,0.0,0.0,measurement_output\step9_color_center_align\run_20260627_220837_738\overlays\step9_cycle_0011_20260627_220849_450_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260627_220837_738\frames\step9_cycle_0011_20260627_220849_450_action_0_frame.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0011_20260627_220849_450_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\masks\step9_cycle_0011_20260627_220849_450_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0011_20260627_220849_450_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0011_20260627_220849_450_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\c_masks\step9_cycle_0011_20260627_220849_450_action_0_current_c_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\c_masks\step9_cycle_0011_20260627_220849_450_action_0_current_c_raw_mask.png
12,2026-06-27 22:08:50,True,False,moving,516.1592465753424,404.27910958904107,492.941,407.059,-23.218246575342448,2.7798904109589557,10.0,584,2309,19993,dynamic_sam2,8090,529.3580964153275,417.0689740420272,False,True,ok,0,不动,False,False,0.0,0.0,measurement_output\step9_color_center_align\run_20260627_220837_738\overlays\step9_cycle_0012_20260627_220850_446_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260627_220837_738\frames\step9_cycle_0012_20260627_220850_446_action_0_frame.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0012_20260627_220850_446_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\masks\step9_cycle_0012_20260627_220850_446_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0012_20260627_220850_446_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0012_20260627_220850_446_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\c_masks\step9_cycle_0012_20260627_220850_446_action_0_current_c_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\c_masks\step9_cycle_0012_20260627_220850_446_action_0_current_c_raw_mask.png
13,2026-06-27 22:08:51,True,False,moving,516.3863636363636,404.6931818181818,492.941,407.059,-23.445363636363652,2.365818181818213,10.0,616,2094,19921,dynamic_sam2,8090,529.3580964153275,417.0689740420272,False,True,ok,0,不动,False,False,0.0,0.0,measurement_output\step9_color_center_align\run_20260627_220837_738\overlays\step9_cycle_0013_20260627_220851_483_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260627_220837_738\frames\step9_cycle_0013_20260627_220851_483_action_0_frame.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0013_20260627_220851_483_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\masks\step9_cycle_0013_20260627_220851_483_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0013_20260627_220851_483_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0013_20260627_220851_483_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\c_masks\step9_cycle_0013_20260627_220851_483_action_0_current_c_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\c_masks\step9_cycle_0013_20260627_220851_483_action_0_current_c_raw_mask.png
14,2026-06-27 22:08:52,True,False,moving,516.0749128919861,404.609756097561,492.941,407.059,-23.133912891986085,2.4492439024390364,10.0,574,2288,20014,dynamic_sam2,8090,529.3580964153275,417.0689740420272,False,True,ok,0,不动,False,False,0.0,0.0,measurement_output\step9_color_center_align\run_20260627_220837_738\overlays\step9_cycle_0014_20260627_220852_479_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260627_220837_738\frames\step9_cycle_0014_20260627_220852_479_action_0_frame.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0014_20260627_220852_479_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\masks\step9_cycle_0014_20260627_220852_479_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0014_20260627_220852_479_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0014_20260627_220852_479_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\c_masks\step9_cycle_0014_20260627_220852_479_action_0_current_c_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\c_masks\step9_cycle_0014_20260627_220852_479_action_0_current_c_raw_mask.png
15,2026-06-27 22:08:53,True,False,moving,516.2148760330579,404.71735537190085,492.941,407.059,-23.27387603305789,2.341644628099175,10.0,605,2092,19862,dynamic_sam2,8090,529.3580964153275,417.0689740420272,False,True,ok,0,不动,False,False,0.0,0.0,measurement_output\step9_color_center_align\run_20260627_220837_738\overlays\step9_cycle_0015_20260627_220853_479_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260627_220837_738\frames\step9_cycle_0015_20260627_220853_479_action_0_frame.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0015_20260627_220853_479_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\masks\step9_cycle_0015_20260627_220853_479_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0015_20260627_220853_479_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0015_20260627_220853_479_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\c_masks\step9_cycle_0015_20260627_220853_479_action_0_current_c_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\c_masks\step9_cycle_0015_20260627_220853_479_action_0_current_c_raw_mask.png
16,2026-06-27 22:08:54,True,False,moving,516.3091537132988,403.75993091537134,492.941,407.059,-23.368153713298796,3.299069084628684,10.0,579,2228,19984,dynamic_sam2,8090,529.3580964153275,417.0689740420272,False,True,ok,0,不动,False,False,0.0,0.0,measurement_output\step9_color_center_align\run_20260627_220837_738\overlays\step9_cycle_0016_20260627_220854_488_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260627_220837_738\frames\step9_cycle_0016_20260627_220854_488_action_0_frame.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0016_20260627_220854_488_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\masks\step9_cycle_0016_20260627_220854_488_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0016_20260627_220854_488_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0016_20260627_220854_488_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\c_masks\step9_cycle_0016_20260627_220854_488_action_0_current_c_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\c_masks\step9_cycle_0016_20260627_220854_488_action_0_current_c_raw_mask.png
17,2026-06-27 22:08:55,True,False,moving,516.4459459459459,404.4206081081081,492.941,407.059,-23.504945945945963,2.6383918918918994,10.0,592,2067,19966,dynamic_sam2,8090,529.3580964153275,417.0689740420272,False,True,ok,0,不动,False,False,0.0,0.0,measurement_output\step9_color_center_align\run_20260627_220837_738\overlays\step9_cycle_0017_20260627_220855_523_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260627_220837_738\frames\step9_cycle_0017_20260627_220855_523_action_0_frame.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0017_20260627_220855_523_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\masks\step9_cycle_0017_20260627_220855_523_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0017_20260627_220855_523_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0017_20260627_220855_523_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\c_masks\step9_cycle_0017_20260627_220855_523_action_0_current_c_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\c_masks\step9_cycle_0017_20260627_220855_523_action_0_current_c_raw_mask.png
18,2026-06-27 22:08:56,True,False,moving,516.2719594594595,404.7871621621622,492.941,407.059,-23.330959459459507,2.271837837837836,10.0,592,2201,19998,dynamic_sam2,8090,529.3580964153275,417.0689740420272,False,True,ok,0,不动,False,False,0.0,0.0,measurement_output\step9_color_center_align\run_20260627_220837_738\overlays\step9_cycle_0018_20260627_220856_555_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260627_220837_738\frames\step9_cycle_0018_20260627_220856_555_action_0_frame.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0018_20260627_220856_555_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\masks\step9_cycle_0018_20260627_220856_555_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0018_20260627_220856_555_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0018_20260627_220856_555_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\c_masks\step9_cycle_0018_20260627_220856_555_action_0_current_c_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\c_masks\step9_cycle_0018_20260627_220856_555_action_0_current_c_raw_mask.png
19,2026-06-27 22:08:57,True,False,moving,516.3525535420099,404.2668863261944,492.941,407.059,-23.411553542009926,2.792113673805602,10.0,607,2018,19945,dynamic_sam2,8090,529.3580964153275,417.0689740420272,False,True,ok,0,不动,False,False,0.0,0.0,measurement_output\step9_color_center_align\run_20260627_220837_738\overlays\step9_cycle_0019_20260627_220857_564_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260627_220837_738\frames\step9_cycle_0019_20260627_220857_564_action_0_frame.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0019_20260627_220857_564_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\masks\step9_cycle_0019_20260627_220857_564_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0019_20260627_220857_564_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0019_20260627_220857_564_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\c_masks\step9_cycle_0019_20260627_220857_564_action_0_current_c_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\c_masks\step9_cycle_0019_20260627_220857_564_action_0_current_c_raw_mask.png
20,2026-06-27 22:08:58,True,False,moving,516.1082474226804,404.3213058419244,492.941,407.059,-23.16724742268042,2.7376941580756124,10.0,582,2079,19965,dynamic_sam2,8090,529.3580964153275,417.0689740420272,False,True,ok,0,不动,False,False,0.0,0.0,measurement_output\step9_color_center_align\run_20260627_220837_738\overlays\step9_cycle_0020_20260627_220858_564_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260627_220837_738\frames\step9_cycle_0020_20260627_220858_564_action_0_frame.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0020_20260627_220858_564_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\masks\step9_cycle_0020_20260627_220858_564_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0020_20260627_220858_564_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0020_20260627_220858_564_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\c_masks\step9_cycle_0020_20260627_220858_564_action_0_current_c_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\c_masks\step9_cycle_0020_20260627_220858_564_action_0_current_c_raw_mask.png
21,2026-06-27 22:08:59,True,False,moving,516.376254180602,404.4247491638796,492.941,407.059,-23.435254180602044,2.6342508361204295,10.0,598,1998,19918,dynamic_sam2,8090,529.3580964153275,417.0689740420272,False,True,ok,0,不动,False,False,0.0,0.0,measurement_output\step9_color_center_align\run_20260627_220837_738\overlays\step9_cycle_0021_20260627_220859_561_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260627_220837_738\frames\step9_cycle_0021_20260627_220859_561_action_0_frame.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0021_20260627_220859_561_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\masks\step9_cycle_0021_20260627_220859_561_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0021_20260627_220859_561_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\ab_masks\step9_cycle_0021_20260627_220859_561_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\c_masks\step9_cycle_0021_20260627_220859_561_action_0_current_c_mask.png,measurement_output\step9_color_center_align\run_20260627_220837_738\c_masks\step9_cycle_0021_20260627_220859_561_action_0_current_c_raw_mask.png
