a_area,a_conf,a_source,a_x,a_y,ab_b_contact_x,ab_b_contact_y,ab_edge_dist,ab_overlap,ab_overlap_area,ab_status,ac_c_contact_x,ac_c_contact_y,ac_clearance,ac_collision_like,ac_raw_dist,ac_status,action_id,action_name,action_step,b_area,b_conf,b_edge_angle_deg,b_edge_x1,b_edge_x2,b_edge_y1,b_edge_y2,b_source,b_x,b_y,c_area,c_conf,c_contour_points,c_source,c_x,c_y,contact_valid,cycle,direction,distance_status,ok,stage_x,stage_y,static_c_map_name,time
9114.0,1.0,sam2,460.06151707995025,293.5728366615463,377.0,317.0,86.30207182744488,False,0.0,ab_no_overlap,419.0,477.0,187.96694506029198,False,187.96694506029198,ac_too_far,2,DOWN,20,9922.5,1.0,76.93604587261369,419.0,377.0,498.0,317.0,sam2,373.8357940707147,414.68967834047197,12180.5,1.0,4,full_calibration_static_c,421.17613910803414,536.1886169698921,False,1,down,ac_too_far|ab_no_overlap,True,0.0,0.0,default_static_c_map,1781004021.5823808
8914.5,1.0,sam2,463.6589451642455,303.44410791407256,382.0,329.0,85.56451919835008,False,0.0,ab_no_overlap,419.0,477.0,179.20956743691218,False,179.20956743691218,ac_too_far,2,DOWN,20,9791.0,1.0,77.76388849058365,418.0,382.0,495.0,329.0,sam2,374.0047152146529,414.0647533449086,12180.5,1.0,4,full_calibration_static_c,421.17613910803414,536.1886169698921,False,2,down,ac_too_far|ab_no_overlap,True,0.0,5.0,default_static_c_map,1781004029.032826
8846.5,1.0,sam2,464.9417095273083,319.0758115262156,383.12644491081534,337.15127696474315,83.78818517599109,False,0.0,ab_no_overlap,419.0,477.0,164.47093961972416,False,164.47093961972416,ac_too_far,2,DOWN,20,9779.0,1.0,77.5417535599951,418.0,380.0,495.0,323.0,sam2,373.74419674813373,414.43249139312127,12180.5,1.0,4,full_calibration_static_c,421.17613910803414,536.1886169698921,False,3,down,ac_too_far|ab_no_overlap,True,0.0,10.0,default_static_c_map,1781004036.4589336
9265.5,1.0,sam2,463.91232709154025,332.9234795747666,386.57966989072895,350.1085145082802,79.21909678483009,False,0.0,ab_no_overlap,419.0,477.0,150.91441568856237,False,150.91441568856237,ac_too_far,2,DOWN,20,9984.0,1.0,77.47119229084849,419.0,381.0,496.0,325.0,sam2,373.70858373397436,414.1778345352564,12180.5,1.0,4,full_calibration_static_c,421.17613910803414,536.1886169698921,False,4,down,ac_too_far|ab_no_overlap,True,0.0,15.0,default_static_c_map,1781004043.9419847
9214.0,1.0,sam2,460.69106794009116,339.8086788220823,387.64505087332117,355.99252691472,74.81736127667445,False,0.0,ab_no_overlap,419.0,477.0,143.38620488920077,False,143.38620488920077,ac_ok,3,LEFT,20,9918.5,1.0,77.50752442263891,418.0,381.0,493.0,326.0,sam2,373.8980524608896,414.54981432004166,12180.5,1.0,4,full_calibration_static_c,421.17613910803414,536.1886169698921,True,5,left,ac_ok|ab_no_overlap,True,0.0,20.0,default_static_c_map,1781004051.3693712
9056.5,1.0,sam2,459.59185851782325,341.41747179741986,388.1119466749333,357.01308892677764,73.16147258436534,False,0.0,ab_no_overlap,419.0,477.0,141.5285163199785,False,141.5285163199785,ac_ok,3,LEFT,20,9898.5,1.0,77.69198418257207,418.0,382.0,494.0,329.0,sam2,373.85193042716907,414.4513646848849,12180.5,1.0,4,full_calibration_static_c,421.17613910803414,536.1886169698921,True,6,left,ac_ok|ab_no_overlap,True,20.0,20.0,default_static_c_map,1781004058.6181211
8936.0,1.0,sam2,459.270684124142,342.1898313936138,386.8735324298899,358.86557981757073,74.2928540233827,False,0.0,ab_no_overlap,419.0,477.0,140.6965158044388,False,140.6965158044388,ac_ok,3,LEFT,20,9908.0,1.0,77.02889399031463,418.0,377.0,494.0,316.0,sam2,373.83419122594535,414.5199838514332,12180.5,1.0,4,full_calibration_static_c,421.17613910803414,536.1886169698921,True,7,left,ac_ok|ab_no_overlap,True,40.0,20.0,default_static_c_map,1781004065.870978
8809.0,1.0,sam2,460.0748855337344,347.04977863548646,389.0795776803253,362.68565000796343,72.69672764834037,False,0.0,ab_no_overlap,419.0,477.0,136.2872197027126,False,136.2872197027126,ac_ok,3,LEFT,20,9916.5,1.0,77.57957005474341,418.0,381.0,494.0,326.0,sam2,373.8930906401788,414.562026252542,12180.5,1.0,4,full_calibration_static_c,421.17613910803414,536.1886169698921,True,8,left,ac_ok|ab_no_overlap,True,60.0,20.0,default_static_c_map,1781004073.0505774
8795.0,1.0,sam2,459.7239909039227,354.2739245783589,390.86590319672655,369.3891145628654,70.4975546452474,False,0.0,ab_no_overlap,419.0,477.0,129.3063533765496,False,129.3063533765496,ac_ok,3,LEFT,20,9937.5,1.0,77.61924307119281,418.0,382.0,493.0,329.0,sam2,373.823429769392,414.43736687631025,12180.5,1.0,4,full_calibration_static_c,421.17613910803414,536.1886169698921,True,9,left,ac_ok|ab_no_overlap,True,80.0,20.0,default_static_c_map,1781004080.2564523
8958.0,1.0,sam2,457.27796383121233,359.2156917466696,391.5789474034332,373.6374270600845,67.26326790327536,False,0.0,ab_no_overlap,419.0,477.0,123.8480754221847,False,123.8480754221847,ac_ok,3,LEFT,20,9880.5,1.0,77.61924307119281,418.0,382.0,494.0,330.0,sam2,373.8936119966938,414.65141777575354,12180.5,1.0,4,full_calibration_static_c,421.17613910803414,536.1886169698921,True,10,left,ac_ok|ab_no_overlap,True,100.0,20.0,default_static_c_map,1781004087.469064
8714.5,1.0,sam2,452.6291238740031,355.3793677204659,390.56183071659825,369.00389548672547,63.54507562935787,False,0.0,ab_no_overlap,419.0,477.0,126.18437371008622,False,126.18437371008622,ac_ok,3,LEFT,20,9889.5,1.0,77.61924307119281,418.0,382.0,494.0,330.0,sam2,373.9618619074102,414.62862969142355,12180.5,1.0,4,full_calibration_static_c,421.17613910803414,536.1886169698921,True,11,left,ac_ok|ab_no_overlap,True,120.0,20.0,default_static_c_map,1781004094.6837626
8867.0,1.0,sam2,450.9946618548175,353.26450133453625,390.18864063991407,366.5312695996061,62.23647930423401,False,0.0,ab_no_overlap,419.0,477.0,127.80505474039394,False,127.80505474039394,ac_ok,3,LEFT,20,9939.5,1.0,77.69198418257207,418.0,382.0,494.0,329.0,sam2,373.8337776883478,414.48250247329673,12180.5,1.0,4,full_calibration_static_c,421.17613910803414,536.1886169698921,True,12,left,ac_ok|ab_no_overlap,True,140.0,20.0,default_static_c_map,1781004101.9675617
