cycle,time,ok,aligned,reason,center_x,center_y,target_x,target_y,dx,dy,tolerance_px,overlap_area_px,b_mask_area_px,c_mask_area_px,action_code,action_name,moved,dry_run,ch1_distance,ch2_distance,overlay_path,frame_path,b_mask_path,c_mask_path,overlap_mask_path
1,2026-06-09 19:22:22,True,False,moving,386.98214285714283,493.95,449.412,360.0,62.429857142857145,-133.95,5.0,1120,,,1,右上,True,False,20.0,0.0,measurement_output\step9_bc_center_align\run_20260609_191746_963\overlays\step9_cycle_0001_20260609_192219_748_action_1_overlay.png,measurement_output\step9_bc_center_align\run_20260609_191746_963\frames\step9_cycle_0001_20260609_192219_748_action_1_frame.png,,,measurement_output\step9_bc_center_align\run_20260609_191746_963\masks\step9_cycle_0001_20260609_192219_748_action_1_color_region_mask.png
2,2026-06-09 19:22:24,True,False,moving,384.7623574144487,495.6596958174905,449.412,360.0,64.6496425855513,-135.6596958174905,5.0,1052,,,1,右上,True,False,20.0,0.0,measurement_output\step9_bc_center_align\run_20260609_191746_963\overlays\step9_cycle_0002_20260609_192222_432_action_1_overlay.png,measurement_output\step9_bc_center_align\run_20260609_191746_963\frames\step9_cycle_0002_20260609_192222_432_action_1_frame.png,,,measurement_output\step9_bc_center_align\run_20260609_191746_963\masks\step9_cycle_0002_20260609_192222_432_action_1_color_region_mask.png
3,2026-06-09 19:22:27,True,False,moving,383.29000969932105,496.6091173617847,449.412,360.0,66.12199030067893,-136.60911736178468,5.0,1031,,,1,右上,True,False,20.0,0.0,measurement_output\step9_bc_center_align\run_20260609_191746_963\overlays\step9_cycle_0003_20260609_192225_081_action_1_overlay.png,measurement_output\step9_bc_center_align\run_20260609_191746_963\frames\step9_cycle_0003_20260609_192225_081_action_1_frame.png,,,measurement_output\step9_bc_center_align\run_20260609_191746_963\masks\step9_cycle_0003_20260609_192225_081_action_1_color_region_mask.png
4,2026-06-09 19:22:30,True,False,moving,381.21962196219624,498.53285328532854,449.412,360.0,68.19237803780373,-138.53285328532854,5.0,1111,,,1,右上,True,False,20.0,0.0,measurement_output\step9_bc_center_align\run_20260609_191746_963\overlays\step9_cycle_0004_20260609_192227_781_action_1_overlay.png,measurement_output\step9_bc_center_align\run_20260609_191746_963\frames\step9_cycle_0004_20260609_192227_781_action_1_frame.png,,,measurement_output\step9_bc_center_align\run_20260609_191746_963\masks\step9_cycle_0004_20260609_192227_781_action_1_color_region_mask.png
5,2026-06-09 19:22:33,True,False,moving,378.7182067703568,498.86825251601095,449.412,360.0,70.69379322964318,-138.86825251601095,5.0,1093,,,1,右上,True,False,20.0,0.0,measurement_output\step9_bc_center_align\run_20260609_191746_963\overlays\step9_cycle_0005_20260609_192230_481_action_1_overlay.png,measurement_output\step9_bc_center_align\run_20260609_191746_963\frames\step9_cycle_0005_20260609_192230_481_action_1_frame.png,,,measurement_output\step9_bc_center_align\run_20260609_191746_963\masks\step9_cycle_0005_20260609_192230_481_action_1_color_region_mask.png
6,2026-06-09 19:22:35,True,False,moving,376.39894551845344,500.0008787346221,449.412,360.0,73.01305448154653,-140.00087873462212,5.0,1138,,,1,右上,True,False,20.0,0.0,measurement_output\step9_bc_center_align\run_20260609_191746_963\overlays\step9_cycle_0006_20260609_192233_181_action_1_overlay.png,measurement_output\step9_bc_center_align\run_20260609_191746_963\frames\step9_cycle_0006_20260609_192233_181_action_1_frame.png,,,measurement_output\step9_bc_center_align\run_20260609_191746_963\masks\step9_cycle_0006_20260609_192233_181_action_1_color_region_mask.png
7,2026-06-09 19:22:38,True,False,moving,374.4236817761332,499.9444958371878,449.412,360.0,74.98831822386677,-139.9444958371878,5.0,1081,,,1,右上,True,False,20.0,0.0,measurement_output\step9_bc_center_align\run_20260609_191746_963\overlays\step9_cycle_0007_20260609_192235_831_action_1_overlay.png,measurement_output\step9_bc_center_align\run_20260609_191746_963\frames\step9_cycle_0007_20260609_192235_831_action_1_frame.png,,,measurement_output\step9_bc_center_align\run_20260609_191746_963\masks\step9_cycle_0007_20260609_192235_831_action_1_color_region_mask.png
8,2026-06-09 19:22:40,True,False,moving,372.06631762652705,501.54275741710296,449.412,360.0,77.34568237347293,-141.54275741710296,5.0,1146,,,1,右上,True,False,20.0,0.0,measurement_output\step9_bc_center_align\run_20260609_191746_963\overlays\step9_cycle_0008_20260609_192238_480_action_1_overlay.png,measurement_output\step9_bc_center_align\run_20260609_191746_963\frames\step9_cycle_0008_20260609_192238_480_action_1_frame.png,,,measurement_output\step9_bc_center_align\run_20260609_191746_963\masks\step9_cycle_0008_20260609_192238_480_action_1_color_region_mask.png
9,2026-06-09 19:22:43,True,False,moving,369.3744250229991,501.70377184912604,449.412,360.0,80.03757497700087,-141.70377184912604,5.0,1087,,,1,右上,True,False,20.0,0.0,measurement_output\step9_bc_center_align\run_20260609_191746_963\overlays\step9_cycle_0009_20260609_192241_149_action_1_overlay.png,measurement_output\step9_bc_center_align\run_20260609_191746_963\frames\step9_cycle_0009_20260609_192241_149_action_1_frame.png,,,measurement_output\step9_bc_center_align\run_20260609_191746_963\masks\step9_cycle_0009_20260609_192241_149_action_1_color_region_mask.png
10,2026-06-09 19:22:46,True,False,moving,367.61344537815125,502.0382819794585,449.412,360.0,81.79855462184872,-142.03828197945847,5.0,1071,,,1,右上,True,False,20.0,0.0,measurement_output\step9_bc_center_align\run_20260609_191746_963\overlays\step9_cycle_0010_20260609_192243_881_action_1_overlay.png,measurement_output\step9_bc_center_align\run_20260609_191746_963\frames\step9_cycle_0010_20260609_192243_881_action_1_frame.png,,,measurement_output\step9_bc_center_align\run_20260609_191746_963\masks\step9_cycle_0010_20260609_192243_881_action_1_color_region_mask.png
