cycle,time,ok,aligned,reason,center_x,center_y,target_x,target_y,dx,dy,tolerance_px,color_area_px,a_mask_area_px,b_mask_area_px,action_code,action_name,moved,dry_run,ch1_distance,ch2_distance,overlay_path,frame_path,b_mask_path,color_mask_path,a_mask_path,b_mask_path
1,2026-07-09 14:08:00,True,True,center_aligned,507.0029308323564,403.09202813599063,511.765,405.882,4.762069167643574,2.789971864009374,10.0,3412,7096,4690,0,,False,,,,measurement_output\step9_color_center_align\run_20260709_140759_571\overlays\step9_cycle_0001_20260709_140800_498_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260709_140759_571\frames\step9_cycle_0001_20260709_140800_498_action_0_frame.png,measurement_output\step9_color_center_align\run_20260709_140759_571\ab_masks\step9_cycle_0001_20260709_140800_498_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260709_140759_571\masks\step9_cycle_0001_20260709_140800_498_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260709_140759_571\ab_masks\step9_cycle_0001_20260709_140800_498_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260709_140759_571\ab_masks\step9_cycle_0001_20260709_140800_498_action_0_b_mask.png
1,2026-07-09 14:08:38,True,True,center_aligned,508.6937837837838,405.4516216216216,511.765,405.882,3.0712162162162144,0.430378378378407,10.0,3700,7197,5297,0,,False,,,,measurement_output\step9_color_center_align\run_20260709_140759_571\overlays\step9_cycle_0001_20260709_140838_663_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260709_140759_571\frames\step9_cycle_0001_20260709_140838_663_action_0_frame.png,measurement_output\step9_color_center_align\run_20260709_140759_571\ab_masks\step9_cycle_0001_20260709_140838_663_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260709_140759_571\masks\step9_cycle_0001_20260709_140838_663_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260709_140759_571\ab_masks\step9_cycle_0001_20260709_140838_663_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260709_140759_571\ab_masks\step9_cycle_0001_20260709_140838_663_action_0_b_mask.png
1,2026-07-09 14:09:39,True,True,center_aligned,508.27638053581194,406.61481683980315,511.765,405.882,3.488619464188048,-0.7328168398031494,10.0,3658,7220,5151,0,,False,,,,measurement_output\step9_color_center_align\run_20260709_140759_571\overlays\step9_cycle_0001_20260709_140939_771_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260709_140759_571\frames\step9_cycle_0001_20260709_140939_771_action_0_frame.png,measurement_output\step9_color_center_align\run_20260709_140759_571\ab_masks\step9_cycle_0001_20260709_140939_771_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260709_140759_571\masks\step9_cycle_0001_20260709_140939_771_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260709_140759_571\ab_masks\step9_cycle_0001_20260709_140939_771_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260709_140759_571\ab_masks\step9_cycle_0001_20260709_140939_771_action_0_b_mask.png
1,2026-07-09 14:10:33,True,True,center_aligned,506.02235885969816,408.2479038569033,511.765,405.882,5.742641140301828,-2.3659038569032873,10.0,3578,7127,6086,0,,False,,,,measurement_output\step9_color_center_align\run_20260709_140759_571\overlays\step9_cycle_0001_20260709_141033_307_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260709_140759_571\frames\step9_cycle_0001_20260709_141033_307_action_0_frame.png,measurement_output\step9_color_center_align\run_20260709_140759_571\ab_masks\step9_cycle_0001_20260709_141033_307_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260709_140759_571\masks\step9_cycle_0001_20260709_141033_307_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260709_140759_571\ab_masks\step9_cycle_0001_20260709_141033_307_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260709_140759_571\ab_masks\step9_cycle_0001_20260709_141033_307_action_0_b_mask.png
1,2026-07-09 14:11:11,True,True,center_aligned,515.8041679436102,410.77995709469815,511.765,405.882,-4.0391679436102095,-4.8979570946981426,10.0,3263,7466,6466,0,,False,,,,measurement_output\step9_color_center_align\run_20260709_140759_571\overlays\step9_cycle_0001_20260709_141111_708_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260709_140759_571\frames\step9_cycle_0001_20260709_141111_708_action_0_frame.png,measurement_output\step9_color_center_align\run_20260709_140759_571\ab_masks\step9_cycle_0001_20260709_141111_708_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260709_140759_571\masks\step9_cycle_0001_20260709_141111_708_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260709_140759_571\ab_masks\step9_cycle_0001_20260709_141111_708_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260709_140759_571\ab_masks\step9_cycle_0001_20260709_141111_708_action_0_b_mask.png
1,2026-07-09 14:11:51,True,True,center_aligned,518.9370741482966,409.2629258517034,511.765,405.882,-7.172074148296588,-3.3809258517034095,10.0,2495,7436,5938,0,,False,,,,measurement_output\step9_color_center_align\run_20260709_140759_571\overlays\step9_cycle_0001_20260709_141151_614_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260709_140759_571\frames\step9_cycle_0001_20260709_141151_614_action_0_frame.png,measurement_output\step9_color_center_align\run_20260709_140759_571\ab_masks\step9_cycle_0001_20260709_141151_614_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260709_140759_571\masks\step9_cycle_0001_20260709_141151_614_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260709_140759_571\ab_masks\step9_cycle_0001_20260709_141151_614_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260709_140759_571\ab_masks\step9_cycle_0001_20260709_141151_614_action_0_b_mask.png
1,2026-07-09 14:12:30,True,True,center_aligned,516.4619707755713,410.56275758711126,511.765,405.882,-4.696970775571344,-4.680757587111259,10.0,2669,7452,6227,0,,False,,,,measurement_output\step9_color_center_align\run_20260709_140759_571\overlays\step9_cycle_0001_20260709_141230_343_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260709_140759_571\frames\step9_cycle_0001_20260709_141230_343_action_0_frame.png,measurement_output\step9_color_center_align\run_20260709_140759_571\ab_masks\step9_cycle_0001_20260709_141230_343_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260709_140759_571\masks\step9_cycle_0001_20260709_141230_343_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260709_140759_571\ab_masks\step9_cycle_0001_20260709_141230_343_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260709_140759_571\ab_masks\step9_cycle_0001_20260709_141230_343_action_0_b_mask.png
1,2026-07-09 14:13:15,True,False,moving,508.3244929797192,412.37909516380654,511.765,405.882,3.4405070202807906,-6.497095163806534,5.0,3205,7180,6342,20,上,True,False,-20.0,-20.0,measurement_output\step9_color_center_align\run_20260709_140759_571\overlays\step9_cycle_0001_20260709_141310_192_action_20_overlay.png,measurement_output\step9_color_center_align\run_20260709_140759_571\frames\step9_cycle_0001_20260709_141310_192_action_20_frame.png,measurement_output\step9_color_center_align\run_20260709_140759_571\ab_masks\step9_cycle_0001_20260709_141310_192_action_20_b_mask.png,measurement_output\step9_color_center_align\run_20260709_140759_571\masks\step9_cycle_0001_20260709_141310_192_action_20_color_region_mask.png,,measurement_output\step9_color_center_align\run_20260709_140759_571\ab_masks\step9_cycle_0001_20260709_141310_192_action_20_b_mask.png
2,2026-07-09 14:13:16,True,True,center_aligned,507.24914675767917,408.31151101458266,511.765,405.882,4.515853242320816,-2.4295110145826584,5.0,3223,7210,6302,0,,False,,,,measurement_output\step9_color_center_align\run_20260709_140759_571\overlays\step9_cycle_0002_20260709_141316_092_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260709_140759_571\frames\step9_cycle_0002_20260709_141316_092_action_0_frame.png,measurement_output\step9_color_center_align\run_20260709_140759_571\ab_masks\step9_cycle_0002_20260709_141316_092_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260709_140759_571\masks\step9_cycle_0002_20260709_141316_092_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260709_140759_571\ab_masks\step9_cycle_0002_20260709_141316_092_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260709_140759_571\ab_masks\step9_cycle_0002_20260709_141316_092_action_0_b_mask.png
1,2026-07-09 14:13:51,True,False,moving,505.7567567567568,409.7766387076732,511.765,405.882,6.008243243243214,-3.8946387076732094,5.0,3219,7525,6240,10,右,True,False,-20.0,20.0,measurement_output\step9_color_center_align\run_20260709_140759_571\overlays\step9_cycle_0001_20260709_141346_739_action_10_overlay.png,measurement_output\step9_color_center_align\run_20260709_140759_571\frames\step9_cycle_0001_20260709_141346_739_action_10_frame.png,measurement_output\step9_color_center_align\run_20260709_140759_571\ab_masks\step9_cycle_0001_20260709_141346_739_action_10_b_mask.png,measurement_output\step9_color_center_align\run_20260709_140759_571\masks\step9_cycle_0001_20260709_141346_739_action_10_color_region_mask.png,,measurement_output\step9_color_center_align\run_20260709_140759_571\ab_masks\step9_cycle_0001_20260709_141346_739_action_10_b_mask.png
2,2026-07-09 14:13:57,True,False,moving,509.03718500307315,411.9763368162262,511.765,405.882,2.7278149969268384,-6.094336816226189,5.0,3254,7395,6112,20,上,True,False,-20.0,-20.0,measurement_output\step9_color_center_align\run_20260709_140759_571\overlays\step9_cycle_0002_20260709_141352_601_action_20_overlay.png,measurement_output\step9_color_center_align\run_20260709_140759_571\frames\step9_cycle_0002_20260709_141352_601_action_20_frame.png,measurement_output\step9_color_center_align\run_20260709_140759_571\ab_masks\step9_cycle_0002_20260709_141352_601_action_20_b_mask.png,measurement_output\step9_color_center_align\run_20260709_140759_571\masks\step9_cycle_0002_20260709_141352_601_action_20_color_region_mask.png,,measurement_output\step9_color_center_align\run_20260709_140759_571\ab_masks\step9_cycle_0002_20260709_141352_601_action_20_b_mask.png
3,2026-07-09 14:13:58,True,True,center_aligned,507.71546203110705,407.938395852394,511.765,405.882,4.049537968892935,-2.0563958523940187,5.0,3279,7447,6325,0,,False,,,,measurement_output\step9_color_center_align\run_20260709_140759_571\overlays\step9_cycle_0003_20260709_141358_536_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260709_140759_571\frames\step9_cycle_0003_20260709_141358_536_action_0_frame.png,measurement_output\step9_color_center_align\run_20260709_140759_571\ab_masks\step9_cycle_0003_20260709_141358_536_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260709_140759_571\masks\step9_cycle_0003_20260709_141358_536_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260709_140759_571\ab_masks\step9_cycle_0003_20260709_141358_536_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260709_140759_571\ab_masks\step9_cycle_0003_20260709_141358_536_action_0_b_mask.png
1,2026-07-09 14:14:37,True,True,center_aligned,510.6245222929936,407.8496815286624,511.765,405.882,1.1404777070063687,-1.9676815286624105,5.0,3140,7250,7869,0,,False,,,,measurement_output\step9_color_center_align\run_20260709_140759_571\overlays\step9_cycle_0001_20260709_141437_001_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260709_140759_571\frames\step9_cycle_0001_20260709_141437_001_action_0_frame.png,measurement_output\step9_color_center_align\run_20260709_140759_571\ab_masks\step9_cycle_0001_20260709_141437_001_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260709_140759_571\masks\step9_cycle_0001_20260709_141437_001_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260709_140759_571\ab_masks\step9_cycle_0001_20260709_141437_001_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260709_140759_571\ab_masks\step9_cycle_0001_20260709_141437_001_action_0_b_mask.png
