cycle,time,ok,aligned,reason,center_x,center_y,target_x,target_y,dx,dy,tolerance_px,overlap_area_px,b_mask_area_px,c_mask_area_px,action_code,action_name,moved,dry_run,ch1_distance,ch2_distance,overlay_path,frame_path,b_mask_path,c_mask_path,overlap_mask_path
1,2026-06-09 00:46:50,True,False,moving,555.772665367569,442.67888076584967,449.412,360.0,-106.36066536756897,-82.67888076584967,5.0,981707,,,2,左上,True,False,0.0,20.0,measurement_output\step9_bc_center_align\run_20260609_004213_098\overlays\step9_cycle_0001_20260609_004647_518_action_2_overlay.png,measurement_output\step9_bc_center_align\run_20260609_004213_098\frames\step9_cycle_0001_20260609_004647_518_action_2_frame.png,,,measurement_output\step9_bc_center_align\run_20260609_004213_098\masks\step9_cycle_0001_20260609_004647_518_action_2_color_region_mask.png
2,2026-06-09 00:46:52,True,False,moving,555.7608877402115,442.66064934893006,449.412,360.0,-106.34888774021152,-82.66064934893006,5.0,981999,,,2,左上,True,False,0.0,20.0,measurement_output\step9_bc_center_align\run_20260609_004213_098\overlays\step9_cycle_0002_20260609_004650_243_action_2_overlay.png,measurement_output\step9_bc_center_align\run_20260609_004213_098\frames\step9_cycle_0002_20260609_004650_243_action_2_frame.png,,,measurement_output\step9_bc_center_align\run_20260609_004213_098\masks\step9_cycle_0002_20260609_004650_243_action_2_color_region_mask.png
3,2026-06-09 00:46:55,True,False,moving,555.7590297753404,442.657492931005,449.412,360.0,-106.34702977534045,-82.65749293100498,5.0,981752,,,2,左上,True,False,0.0,20.0,measurement_output\step9_bc_center_align\run_20260609_004213_098\overlays\step9_cycle_0003_20260609_004652_941_action_2_overlay.png,measurement_output\step9_bc_center_align\run_20260609_004213_098\frames\step9_cycle_0003_20260609_004652_941_action_2_frame.png,,,measurement_output\step9_bc_center_align\run_20260609_004213_098\masks\step9_cycle_0003_20260609_004652_941_action_2_color_region_mask.png
4,2026-06-09 00:46:58,True,False,moving,555.7582390946569,442.6517755299907,449.412,360.0,-106.34623909465694,-82.65177552999069,5.0,981904,,,2,左上,True,False,0.0,20.0,measurement_output\step9_bc_center_align\run_20260609_004213_098\overlays\step9_cycle_0004_20260609_004655_626_action_2_overlay.png,measurement_output\step9_bc_center_align\run_20260609_004213_098\frames\step9_cycle_0004_20260609_004655_626_action_2_frame.png,,,measurement_output\step9_bc_center_align\run_20260609_004213_098\masks\step9_cycle_0004_20260609_004655_626_action_2_color_region_mask.png
5,2026-06-09 00:47:00,True,False,moving,555.7634872693379,442.6505488012957,449.412,360.0,-106.35148726933795,-82.65054880129571,5.0,981685,,,2,左上,True,False,0.0,20.0,measurement_output\step9_bc_center_align\run_20260609_004213_098\overlays\step9_cycle_0005_20260609_004658_329_action_2_overlay.png,measurement_output\step9_bc_center_align\run_20260609_004213_098\frames\step9_cycle_0005_20260609_004658_329_action_2_frame.png,,,measurement_output\step9_bc_center_align\run_20260609_004213_098\masks\step9_cycle_0005_20260609_004658_329_action_2_color_region_mask.png
6,2026-06-09 00:47:03,True,False,moving,555.744616584738,442.6332770168776,449.412,360.0,-106.33261658473799,-82.63327701687763,5.0,981951,,,2,左上,True,False,0.0,20.0,measurement_output\step9_bc_center_align\run_20260609_004213_098\overlays\step9_cycle_0006_20260609_004701_027_action_2_overlay.png,measurement_output\step9_bc_center_align\run_20260609_004213_098\frames\step9_cycle_0006_20260609_004701_027_action_2_frame.png,,,measurement_output\step9_bc_center_align\run_20260609_004213_098\masks\step9_cycle_0006_20260609_004701_027_action_2_color_region_mask.png
7,2026-06-09 00:47:06,True,False,moving,555.7463275392043,442.63195043438145,449.412,360.0,-106.33432753920437,-82.63195043438145,5.0,981971,,,2,左上,True,False,0.0,20.0,measurement_output\step9_bc_center_align\run_20260609_004213_098\overlays\step9_cycle_0007_20260609_004703_730_action_2_overlay.png,measurement_output\step9_bc_center_align\run_20260609_004213_098\frames\step9_cycle_0007_20260609_004703_730_action_2_frame.png,,,measurement_output\step9_bc_center_align\run_20260609_004213_098\masks\step9_cycle_0007_20260609_004703_730_action_2_color_region_mask.png
8,2026-06-09 00:47:09,True,False,moving,555.7514595971888,442.6311376660091,449.412,360.0,-106.33945959718886,-82.63113766600912,5.0,981949,,,2,左上,True,False,0.0,20.0,measurement_output\step9_bc_center_align\run_20260609_004213_098\overlays\step9_cycle_0008_20260609_004706_409_action_2_overlay.png,measurement_output\step9_bc_center_align\run_20260609_004213_098\frames\step9_cycle_0008_20260609_004706_409_action_2_frame.png,,,measurement_output\step9_bc_center_align\run_20260609_004213_098\masks\step9_cycle_0008_20260609_004706_409_action_2_color_region_mask.png
9,2026-06-09 00:47:11,True,False,moving,555.7210005357539,442.60595705412743,449.412,360.0,-106.30900053575391,-82.60595705412743,5.0,981794,,,2,左上,True,False,0.0,20.0,measurement_output\step9_bc_center_align\run_20260609_004213_098\overlays\step9_cycle_0009_20260609_004709_195_action_2_overlay.png,measurement_output\step9_bc_center_align\run_20260609_004213_098\frames\step9_cycle_0009_20260609_004709_195_action_2_frame.png,,,measurement_output\step9_bc_center_align\run_20260609_004213_098\masks\step9_cycle_0009_20260609_004709_195_action_2_color_region_mask.png
10,2026-06-09 00:47:14,True,False,moving,555.731653380651,442.60701065665444,449.412,360.0,-106.319653380651,-82.60701065665444,5.0,981734,,,2,左上,True,False,0.0,20.0,measurement_output\step9_bc_center_align\run_20260609_004213_098\overlays\step9_cycle_0010_20260609_004711_941_action_2_overlay.png,measurement_output\step9_bc_center_align\run_20260609_004213_098\frames\step9_cycle_0010_20260609_004711_941_action_2_frame.png,,,measurement_output\step9_bc_center_align\run_20260609_004213_098\masks\step9_cycle_0010_20260609_004711_941_action_2_color_region_mask.png
