metric,reference_mean
tenengrad,16604.122755555556
laplacian_var,29438.98007850667
brenner,745.3262863534676
highfreq_ratio,0.5797680374890949
local_contrast,0.3088190912603481
edge_width,67.0
halo_width,3.0
brightness_mean,42.34678888888889
brightness_std,24.845442991956155
red_blue_ratio,0.7963285642759984
modified_laplacian,61.89386666666667
dct_energy,0.17272373574430933
smd,5.115512820512821
entropy,0.8105811960042331
