index,x,y
0,333.36474609375,796.0402221679688
1,344.5313720703125,798.37353515625
2,355.69805908203125,800.7069091796875
3,366.86474609375,803.0401611328125
4,378.03143310546875,805.37353515625
5,389.19805908203125,807.7068481445312
6,400.36474609375,810.0402221679688
7,411.5313720703125,812.3735961914062
8,422.69805908203125,814.7069091796875
9,433.86474609375,817.0402221679688
10,445.03143310546875,819.3735961914062
11,456.19805908203125,821.7068481445312
12,467.36474609375,824.0402221679688
13,478.53143310546875,826.37353515625
14,489.69805908203125,828.7069091796875
15,500.86474609375,831.0401611328125
16,512.0314331054688,833.3735961914062
17,523.1980590820312,835.7068481445312
18,656.2421875,596.5687255859375
19,647.4921875,588.7562255859375
20,638.7421875,580.9437255859375
21,629.9921875,573.1312255859375
22,621.2421875,565.3187255859375
23,612.4921875,557.5062255859375
24,603.7421875,549.6937255859375
25,594.9921875,541.8812255859375
26,586.2421875,534.0687255859375
27,577.4921875,526.2562255859375
28,568.7421875,518.4437255859375
29,559.9921875,510.6312255859375
30,551.2421875,502.8187255859375
31,542.4921875,495.0062255859375
32,533.7421875,487.1937255859375
33,524.9921875,479.3812255859375
34,367.5248718261719,447.4600830078125
35,356.9693298339844,452.015625
36,346.41375732421875,456.5711669921875
37,335.85821533203125,461.12677001953125
38,325.30267333984375,465.68231201171875
39,314.7471008300781,470.2379150390625
40,304.1915588378906,474.79345703125
41,293.635986328125,479.3489990234375
42,283.0804443359375,483.904541015625
43,219.18572998046875,705.0877685546875
44,225.9857177734375,713.48779296875
45,232.78573608398438,721.8878173828125
46,239.58575439453125,730.2877807617188
47,246.3857421875,738.6878051757812
