cycle,time,ok,aligned,reason,center_x,center_y,target_x,target_y,dx,dy,tolerance_px,overlap_area_px,b_mask_area_px,c_mask_area_px,action_code,action_name,moved,dry_run,ch1_distance,ch2_distance,overlay_path,frame_path,b_mask_path,c_mask_path,overlap_mask_path
1,2026-06-08 21:20:43,True,False,moving,441.2341239479725,376.2257077276205,449.412,377.647,8.1778760520275,1.4212922723795032,5.0,1307,,,10,右,False,True,20.0,-20.0,measurement_output\step9_bc_center_align\run_20260608_212036_384\overlays\step9_cycle_0001_20260608_212043_159_action_10_overlay.png,measurement_output\step9_bc_center_align\run_20260608_212036_384\frames\step9_cycle_0001_20260608_212043_159_action_10_frame.png,,,measurement_output\step9_bc_center_align\run_20260608_212036_384\masks\step9_cycle_0001_20260608_212043_159_action_10_color_region_mask.png
2,2026-06-08 21:20:43,True,False,moving,441.2669260700389,376.63579766536964,449.412,377.647,8.145073929961086,1.0112023346303545,5.0,1285,,,10,右,False,True,20.0,-20.0,measurement_output\step9_bc_center_align\run_20260608_212036_384\overlays\step9_cycle_0002_20260608_212043_359_action_10_overlay.png,measurement_output\step9_bc_center_align\run_20260608_212036_384\frames\step9_cycle_0002_20260608_212043_359_action_10_frame.png,,,measurement_output\step9_bc_center_align\run_20260608_212036_384\masks\step9_cycle_0002_20260608_212043_359_action_10_color_region_mask.png
3,2026-06-08 21:20:43,True,False,moving,441.0172955974843,376.9268867924528,449.412,377.647,8.394704402515686,0.7201132075471719,5.0,1272,,,10,右,False,True,20.0,-20.0,measurement_output\step9_bc_center_align\run_20260608_212036_384\overlays\step9_cycle_0003_20260608_212043_558_action_10_overlay.png,measurement_output\step9_bc_center_align\run_20260608_212036_384\frames\step9_cycle_0003_20260608_212043_558_action_10_frame.png,,,measurement_output\step9_bc_center_align\run_20260608_212036_384\masks\step9_cycle_0003_20260608_212043_558_action_10_color_region_mask.png
4,2026-06-08 21:20:43,True,False,moving,441.45637065637067,376.76602316602316,449.412,377.647,7.955629343629312,0.8809768339768311,5.0,1295,,,10,右,False,True,20.0,-20.0,measurement_output\step9_bc_center_align\run_20260608_212036_384\overlays\step9_cycle_0004_20260608_212043_760_action_10_overlay.png,measurement_output\step9_bc_center_align\run_20260608_212036_384\frames\step9_cycle_0004_20260608_212043_760_action_10_frame.png,,,measurement_output\step9_bc_center_align\run_20260608_212036_384\masks\step9_cycle_0004_20260608_212043_760_action_10_color_region_mask.png
5,2026-06-08 21:20:44,True,False,moving,441.39493865030676,376.430981595092,449.412,377.647,8.017061349693222,1.2160184049079703,5.0,1304,,,10,右,False,True,20.0,-20.0,measurement_output\step9_bc_center_align\run_20260608_212036_384\overlays\step9_cycle_0005_20260608_212043_959_action_10_overlay.png,measurement_output\step9_bc_center_align\run_20260608_212036_384\frames\step9_cycle_0005_20260608_212043_959_action_10_frame.png,,,measurement_output\step9_bc_center_align\run_20260608_212036_384\masks\step9_cycle_0005_20260608_212043_959_action_10_color_region_mask.png
6,2026-06-08 21:20:44,True,False,moving,441.07751937984494,376.66046511627906,449.412,377.647,8.334480620155034,0.9865348837209353,5.0,1290,,,10,右,False,True,20.0,-20.0,measurement_output\step9_bc_center_align\run_20260608_212036_384\overlays\step9_cycle_0006_20260608_212044_158_action_10_overlay.png,measurement_output\step9_bc_center_align\run_20260608_212036_384\frames\step9_cycle_0006_20260608_212044_158_action_10_frame.png,,,measurement_output\step9_bc_center_align\run_20260608_212036_384\masks\step9_cycle_0006_20260608_212044_158_action_10_color_region_mask.png
7,2026-06-08 21:20:44,True,False,moving,443.0275362318841,375.24710144927536,449.412,377.647,6.384463768115893,2.399898550724629,5.0,1380,,,10,右,False,True,20.0,-20.0,measurement_output\step9_bc_center_align\run_20260608_212036_384\overlays\step9_cycle_0007_20260608_212044_359_action_10_overlay.png,measurement_output\step9_bc_center_align\run_20260608_212036_384\frames\step9_cycle_0007_20260608_212044_359_action_10_frame.png,,,measurement_output\step9_bc_center_align\run_20260608_212036_384\masks\step9_cycle_0007_20260608_212044_359_action_10_color_region_mask.png
8,2026-06-08 21:20:44,True,False,moving,441.31671779141107,376.78374233128835,449.412,377.647,8.095282208588912,0.8632576687116398,5.0,1304,,,10,右,False,True,20.0,-20.0,measurement_output\step9_bc_center_align\run_20260608_212036_384\overlays\step9_cycle_0008_20260608_212044_558_action_10_overlay.png,measurement_output\step9_bc_center_align\run_20260608_212036_384\frames\step9_cycle_0008_20260608_212044_558_action_10_frame.png,,,measurement_output\step9_bc_center_align\run_20260608_212036_384\masks\step9_cycle_0008_20260608_212044_558_action_10_color_region_mask.png
9,2026-06-08 21:20:44,True,False,moving,440.5365079365079,376.64126984126983,449.412,377.647,8.87549206349206,1.0057301587301595,5.0,1260,,,10,右,False,True,20.0,-20.0,measurement_output\step9_bc_center_align\run_20260608_212036_384\overlays\step9_cycle_0009_20260608_212044_757_action_10_overlay.png,measurement_output\step9_bc_center_align\run_20260608_212036_384\frames\step9_cycle_0009_20260608_212044_757_action_10_frame.png,,,measurement_output\step9_bc_center_align\run_20260608_212036_384\masks\step9_cycle_0009_20260608_212044_757_action_10_color_region_mask.png
10,2026-06-08 21:20:45,True,False,moving,441.6207418622256,376.29674489023466,449.412,377.647,7.791258137774378,1.3502551097653281,5.0,1321,,,10,右,False,True,20.0,-20.0,measurement_output\step9_bc_center_align\run_20260608_212036_384\overlays\step9_cycle_0010_20260608_212044_957_action_10_overlay.png,measurement_output\step9_bc_center_align\run_20260608_212036_384\frames\step9_cycle_0010_20260608_212044_957_action_10_frame.png,,,measurement_output\step9_bc_center_align\run_20260608_212036_384\masks\step9_cycle_0010_20260608_212044_957_action_10_color_region_mask.png
