index,x,y
0,337.575927734375,728.6915893554688
1,349.0203552246094,730.9693603515625
2,360.4648132324219,733.2471923828125
3,371.90924072265625,735.52490234375
4,383.35369873046875,737.8026733398438
5,394.79815673828125,740.0805053710938
6,406.24261474609375,742.3582763671875
7,417.6870422363281,744.6360473632812
8,429.1315002441406,746.913818359375
9,440.575927734375,749.1915893554688
10,452.0203857421875,751.4694213867188
11,463.4648132324219,753.7471313476562
12,474.9092712402344,756.0249633789062
13,486.35369873046875,758.3026733398438
14,497.79815673828125,760.5805053710938
15,509.24261474609375,762.8582153320312
16,520.68701171875,765.1360473632812
17,532.1314697265625,767.413818359375
18,646.0205688476562,561.6907958984375
19,637.0205688476562,553.8157958984375
20,628.0205688476562,545.9407958984375
21,619.0205688476562,538.0657958984375
22,610.0205688476562,530.1907958984375
23,601.0205688476562,522.3157958984375
24,592.0205688476562,514.4407958984375
25,583.0205688476562,506.5657958984375
26,574.0205688476562,498.6907958984375
27,565.0205688476562,490.8157958984375
28,556.0205688476562,482.9407958984375
29,547.0205688476562,475.0657958984375
30,538.0205688476562,467.1907958984375
31,529.0205688476562,459.3157958984375
32,520.0205688476562,451.4407958984375
33,511.02056884765625,443.5657958984375
34,374.9680480957031,416.0321350097656
35,364.0930480957031,420.7821350097656
36,353.2180480957031,425.5321350097656
37,342.3430480957031,430.2821350097656
38,331.4680480957031,435.0321350097656
39,320.5930480957031,439.7821350097656
40,309.7180480957031,444.5321350097656
41,298.8430480957031,449.2821350097656
42,230.05531311035156,620.3535766601562
43,235.0553436279297,629.7536010742188
44,240.05531311035156,639.1536254882812
45,245.05531311035156,648.5535888671875
46,250.0553436279297,657.95361328125
