index,wavelength,median_filtered_y,lorentz_fit_y,residual
560,517.694000,1227.000000,1224.978864,2.021136
561,517.729000,1229.000000,1224.039783,4.960217
562,517.764000,1229.000000,1223.155677,5.844323
563,517.798000,1229.000000,1222.322727,6.677273
564,517.833000,1229.000000,1221.537400,7.462600
565,517.867000,1233.000000,1220.796423,12.203577
566,517.902000,1233.000000,1220.096772,12.903228
567,517.936000,1234.000000,1219.435648,14.564352
568,517.971000,1234.000000,1218.810465,15.189535
569,518.005000,1235.000000,1218.218830,16.781170
570,518.040000,1234.000000,1217.658530,16.341470
571,518.074000,1222.000000,1217.127519,4.872481
572,518.109000,1221.000000,1216.623900,4.376100
573,518.144000,1222.000000,1216.145922,5.854078
574,518.178000,1221.000000,1215.691957,5.308043
575,518.213000,1221.000000,1215.260502,5.739498
576,518.247000,1221.000000,1214.850159,6.149841
577,518.282000,1216.000000,1214.459634,1.540366
578,518.316000,1216.000000,1214.087723,1.912277
579,518.351000,1218.000000,1213.733309,4.266691
580,518.385000,1216.000000,1213.395354,2.604646
581,518.420000,1218.000000,1213.072893,4.927107
582,518.454000,1218.000000,1212.765024,5.234976
583,518.489000,1216.000000,1212.470913,3.529087
584,518.523000,1216.000000,1212.189777,3.810223
585,518.558000,1227.000000,1211.920889,15.079111
586,518.593000,1216.000000,1211.663570,4.336430
587,518.627000,1218.000000,1211.417184,6.582816
588,518.662000,1218.000000,1211.181139,6.818861
589,518.696000,1212.000000,1210.954880,1.045120
590,518.731000,1212.000000,1210.737888,1.262112
591,518.765000,1211.000000,1210.529677,0.470323
592,518.800000,1211.000000,1210.329792,0.670208
593,518.834000,1216.000000,1210.137804,5.862196
594,518.869000,1218.000000,1209.953313,8.046687
595,518.903000,1216.000000,1209.775943,6.224057
596,518.938000,1216.000000,1209.605341,6.394659
597,518.972000,1216.000000,1209.441172,6.558828
598,519.007000,1219.000000,1209.283126,9.716874
599,519.041000,1220.000000,1209.130907,10.869093
600,519.076000,1220.000000,1208.984238,11.015762
601,519.110000,1220.000000,1208.842857,11.157143
602,519.145000,1217.000000,1208.706519,8.293481
603,519.179000,1204.000000,1208.574990,-4.574990
604,519.214000,1204.000000,1208.448051,-4.448051
605,519.248000,1217.000000,1208.325495,8.674505
606,519.283000,1204.000000,1208.207126,-4.207126
607,519.317000,1204.000000,1208.092757,-4.092757
608,519.352000,1208.000000,1207.982214,0.017786
609,519.387000,1201.000000,1207.875331,-6.875331
610,519.421000,1201.000000,1207.771950,-6.771950
611,519.456000,1207.000000,1207.671922,-0.671922
612,519.490000,1208.000000,1207.575106,0.424894
613,519.525000,1207.000000,1207.481368,-0.481368
614,519.559000,1220.000000,1207.390581,12.609419
615,519.594000,1220.000000,1207.302623,12.697377
616,519.628000,1218.000000,1207.217380,10.782620
617,519.663000,1216.000000,1207.134742,8.865258
618,519.697000,1218.000000,1207.054606,10.945394
619,519.732000,1216.000000,1206.976874,9.023126
620,519.766000,1218.000000,1206.901451,11.098549
621,519.801000,1216.000000,1206.828247,9.171753
622,519.835000,1214.000000,1206.757178,7.242822
623,519.870000,1208.000000,1206.688162,1.311838
624,519.904000,1208.000000,1206.621122,1.378878
625,519.939000,1208.000000,1206.555984,1.444016
626,519.973000,1208.000000,1206.492677,1.507323
627,520.008000,1208.000000,1206.431134,1.568866
628,520.042000,1212.000000,1206.371291,5.628709
629,520.077000,1212.000000,1206.313087,5.686913
630,520.111000,1216.000000,1206.256462,9.743538
631,520.146000,1216.000000,1206.201361,9.798639
632,520.180000,1215.000000,1206.147730,8.852270
633,520.215000,1213.000000,1206.095517,6.904483
634,520.249000,1215.000000,1206.044675,8.955325
635,520.283000,1213.000000,1205.995154,7.004846
636,520.318000,1215.000000,1205.946911,9.053089
637,520.352000,1213.000000,1205.899902,7.100098
638,520.387000,1211.000000,1205.854086,5.145914
639,520.421000,1211.000000,1205.809424,5.190576
640,520.456000,1224.000000,1205.765876,18.234124
641,520.490000,1209.000000,1205.723407,3.276593
642,520.525000,1216.000000,1205.681981,10.318019
643,520.559000,1216.000000,1205.641566,10.358434
644,520.594000,1216.000000,1205.602128,10.397872
645,520.628000,1216.000000,1205.563636,10.436364
646,520.663000,1216.000000,1205.526061,10.473939
647,520.697000,1216.000000,1205.489374,10.510626
648,520.732000,1220.000000,1205.453548,14.546452
649,520.766000,1220.000000,1205.418556,14.581444
650,520.801000,1220.000000,1205.384372,14.615628
651,520.835000,1209.000000,1205.350972,3.649028
652,520.870000,1211.000000,1205.318333,5.681667
653,520.904000,1211.000000,1205.286431,5.713569
654,520.939000,1216.000000,1205.255244,10.744756
655,520.973000,1216.000000,1205.224752,10.775248
656,521.008000,1216.000000,1205.194935,10.805065
657,521.042000,1216.000000,1205.165772,10.834228
658,521.076000,1216.000000,1205.137244,10.862756
659,521.111000,1216.000000,1205.109334,10.890666
660,521.145000,1216.000000,1205.082024,10.917976
661,521.180000,1222.000000,1205.055297,16.944703
662,521.214000,1223.000000,1205.029137,17.970863
663,521.249000,1222.000000,1205.003527,16.996473
664,521.283000,1222.000000,1204.978452,17.021548
665,521.318000,1214.000000,1204.953898,9.046102
666,521.352000,1212.000000,1204.929851,7.070149
667,521.387000,1212.000000,1204.906297,7.093703
668,521.421000,1214.000000,1204.883221,9.116779
669,521.456000,1214.000000,1204.860613,9.139387
670,521.490000,1208.000000,1204.838458,3.161542
671,521.524000,1208.000000,1204.816746,3.183254
672,521.559000,1207.000000,1204.795464,2.204536
673,521.593000,1207.000000,1204.774602,2.225398
674,521.628000,1208.000000,1204.754147,3.245853
675,521.662000,1214.000000,1204.734091,9.265909
676,521.697000,1214.000000,1204.714422,9.285578
677,521.731000,1218.000000,1204.695131,13.304869
678,521.766000,1228.000000,1204.676208,23.323792
679,521.800000,1218.000000,1204.657644,13.342356
680,521.835000,1209.000000,1204.639430,4.360570
681,521.869000,1205.000000,1204.621557,0.378443
682,521.903000,1205.000000,1204.604017,0.395983
683,521.938000,1205.000000,1204.586801,0.413199
684,521.972000,1207.000000,1204.569902,2.430098
685,522.007000,1217.000000,1204.553313,12.446687
686,522.041000,1217.000000,1204.537024,12.462976
687,522.076000,1207.000000,1204.521030,2.478970
688,522.110000,1199.000000,1204.505324,-5.505324
689,522.145000,1199.000000,1204.489898,-5.489898
690,522.179000,1199.000000,1204.474745,-5.474745
691,522.213000,1208.000000,1204.459861,3.540139
692,522.248000,1210.000000,1204.445237,5.554763
693,522.282000,1210.000000,1204.430868,5.569132
694,522.317000,1210.000000,1204.416749,5.583251
695,522.351000,1207.000000,1204.402874,2.597126
696,522.386000,1207.000000,1204.389236,2.610764
697,522.420000,1207.000000,1204.375831,2.624169
698,522.454000,1208.000000,1204.362654,3.637346
699,522.489000,1213.000000,1204.349698,8.650302
700,522.523000,1213.000000,1204.336960,8.663040
701,522.558000,1215.000000,1204.324435,10.675565
702,522.592000,1216.000000,1204.312117,11.687883
703,522.627000,1217.000000,1204.300003,12.699997
704,522.661000,1217.000000,1204.288088,12.711912
705,522.695000,1217.000000,1204.276367,12.723633
706,522.730000,1217.000000,1204.264836,12.735164
707,522.764000,1217.000000,1204.253492,12.746508
708,522.799000,1225.000000,1204.242330,20.757670
709,522.833000,1225.000000,1204.231346,20.768654
710,522.868000,1225.000000,1204.220537,20.779463
711,522.902000,1216.000000,1204.209899,11.790101
712,522.936000,1216.000000,1204.199428,11.800572
713,522.971000,1198.000000,1204.189121,-6.189121
714,523.005000,1198.000000,1204.178975,-6.178975
715,523.040000,1199.000000,1204.168986,-5.168986
716,523.074000,1199.000000,1204.159151,-5.159151
717,523.109000,1199.000000,1204.149466,-5.149466
718,523.143000,1225.000000,1204.139930,20.860070
719,523.177000,1225.000000,1204.130538,20.869462
720,523.212000,1222.000000,1204.121288,17.878712
721,523.246000,1225.000000,1204.112178,20.887822
722,523.281000,1222.000000,1204.103203,17.896797
723,523.315000,1222.000000,1204.094362,17.905638
724,523.349000,1222.000000,1204.085653,17.914347
725,523.384000,1219.000000,1204.077071,14.922929
726,523.418000,1219.000000,1204.068615,14.931385
727,523.453000,1219.000000,1204.060283,14.939717
728,523.487000,1225.000000,1204.052072,20.947928
729,523.521000,1225.000000,1204.043980,20.956020
730,523.556000,1225.000000,1204.036004,20.963996
731,523.590000,1222.000000,1204.028142,17.971858
732,523.625000,1213.000000,1204.020393,8.979607
733,523.659000,1213.000000,1204.012753,8.987247
734,523.693000,1213.000000,1204.005221,8.994779
735,523.728000,1213.000000,1203.997795,9.002205
736,523.762000,1213.000000,1203.990473,9.009527
737,523.797000,1217.000000,1203.983253,13.016747
738,523.831000,1213.000000,1203.976134,9.023866
739,523.865000,1201.000000,1203.969112,-2.969112
740,523.900000,1213.000000,1203.962187,9.037813
741,523.934000,1213.000000,1203.955356,9.044644
742,523.969000,1213.000000,1203.948619,9.051381
743,524.003000,1213.000000,1203.941973,9.058027
744,524.037000,1213.000000,1203.935417,9.064583
745,524.072000,1218.000000,1203.928948,14.071052
746,524.106000,1206.000000,1203.922566,2.077434
747,524.141000,1202.000000,1203.916270,-1.916270
748,524.175000,1206.000000,1203.910056,2.089944
749,524.209000,1208.000000,1203.903925,4.096075
750,524.244000,1206.000000,1203.897874,2.102126
751,524.278000,1204.000000,1203.891903,0.108097
752,524.312000,1208.000000,1203.886009,4.113991
753,524.347000,1211.000000,1203.880192,7.119808
754,524.381000,1221.000000,1203.874449,17.125551
755,524.416000,1221.000000,1203.868781,17.131219
756,524.450000,1221.000000,1203.863185,17.136815
757,524.484000,1218.000000,1203.857661,14.142339
758,524.519000,1217.000000,1203.852207,13.147793
759,524.553000,1205.000000,1203.846822,1.153178
760,524.588000,1203.000000,1203.841504,-0.841504
761,524.622000,1205.000000,1203.836254,1.163746
762,524.656000,1204.000000,1203.831069,0.168931
763,524.691000,1203.000000,1203.825948,-0.825948
764,524.725000,1204.000000,1203.820891,0.179109
765,524.759000,1216.000000,1203.815896,12.184104
766,524.794000,1216.000000,1203.810963,12.189037
767,524.828000,1216.000000,1203.806090,12.193910
768,524.862000,1216.000000,1203.801276,12.198724
769,524.897000,1203.000000,1203.796521,-0.796521
770,524.931000,1203.000000,1203.791824,-0.791824
771,524.966000,1203.000000,1203.787183,-0.787183
772,525.000000,1211.000000,1203.782597,7.217403
773,525.034000,1211.000000,1203.778067,7.221933
774,525.069000,1211.000000,1203.773590,7.226410
775,525.103000,1211.000000,1203.769166,7.230834
776,525.137000,1207.000000,1203.764795,3.235205
777,525.172000,1207.000000,1203.760475,3.239525
778,525.206000,1207.000000,1203.756206,3.243794
779,525.240000,1207.000000,1203.751986,3.248014
780,525.275000,1210.000000,1203.747816,6.252184
781,525.309000,1210.000000,1203.743694,6.256306
782,525.344000,1206.000000,1203.739619,2.260381
783,525.378000,1205.000000,1203.735591,1.264409
784,525.412000,1206.000000,1203.731610,2.268390
785,525.447000,1206.000000,1203.727673,2.272327
786,525.481000,1205.000000,1203.723782,1.276218
787,525.515000,1207.000000,1203.719934,3.280066
788,525.550000,1213.000000,1203.716130,9.283870
789,525.584000,1216.000000,1203.712369,12.287631
790,525.618000,1216.000000,1203.708650,12.291350
791,525.653000,1216.000000,1203.704972,12.295028
792,525.687000,1212.000000,1203.701335,8.298665
793,525.721000,1212.000000,1203.697739,8.302261
794,525.756000,1210.000000,1203.694182,6.305818
795,525.790000,1210.000000,1203.690664,6.309336
796,525.824000,1212.000000,1203.687185,8.312815
797,525.859000,1214.000000,1203.683743,10.316257
798,525.893000,1208.000000,1203.680339,4.319661
799,525.927000,1212.000000,1203.676972,8.323028
800,525.962000,1212.000000,1203.673642,8.326358
801,525.996000,1208.000000,1203.670347,4.329653
802,526.031000,1206.000000,1203.667087,2.332913
803,526.065000,1208.000000,1203.663863,4.336137
804,526.099000,1208.000000,1203.660672,4.339328
805,526.134000,1227.000000,1203.657516,23.342484
806,526.168000,1227.000000,1203.654393,23.345607
807,526.202000,1228.000000,1203.651302,24.348698
808,526.237000,1227.000000,1203.648244,23.351756
809,526.271000,1218.000000,1203.645218,14.354782
810,526.305000,1215.000000,1203.642224,11.357776
811,526.340000,1218.000000,1203.639261,14.360739
812,526.374000,1215.000000,1203.636328,11.363672
813,526.408000,1213.000000,1203.633426,9.366574
814,526.442000,1210.000000,1203.630553,6.369447
815,526.477000,1204.000000,1203.627710,0.372290
816,526.511000,1202.000000,1203.624896,-1.624896
817,526.545000,1202.000000,1203.622111,-1.622111
818,526.580000,1204.000000,1203.619354,0.380646
819,526.614000,1210.000000,1203.616624,6.383376
820,526.648000,1210.000000,1203.613922,6.386078
821,526.683000,1210.000000,1203.611248,6.388752
822,526.717000,1206.000000,1203.608600,2.391400
823,526.751000,1206.000000,1203.605978,2.394022
824,526.786000,1206.000000,1203.603383,2.396617
825,526.820000,1206.000000,1203.600813,2.399187
826,526.854000,1206.000000,1203.598269,2.401731
827,526.889000,1208.000000,1203.595750,4.404250
828,526.923000,1208.000000,1203.593255,4.406745
829,526.957000,1208.000000,1203.590785,4.409215
830,526.992000,1208.000000,1203.588339,4.411661
831,527.026000,1210.000000,1203.585916,6.414084
832,527.060000,1210.000000,1203.583517,6.416483
833,527.095000,1210.000000,1203.581142,6.418858
834,527.129000,1209.000000,1203.578789,5.421211
835,527.163000,1211.000000,1203.576459,7.423541
836,527.197000,1209.000000,1203.574151,5.425849
837,527.232000,1209.000000,1203.571865,5.428135
838,527.266000,1206.000000,1203.569600,2.430400
839,527.300000,1211.000000,1203.567357,7.432643
840,527.335000,1206.000000,1203.565136,2.434864
841,527.369000,1203.000000,1203.562935,-0.562935
842,527.403000,1202.000000,1203.560755,-1.560755
843,527.438000,1203.000000,1203.558595,-0.558595
844,527.472000,1203.000000,1203.556456,-0.556456
845,527.506000,1215.000000,1203.554336,11.445664
846,527.540000,1216.000000,1203.552236,12.447764
847,527.575000,1216.000000,1203.550155,12.449845
848,527.609000,1216.000000,1203.548094,12.451906
849,527.643000,1216.000000,1203.546051,12.453949
850,527.678000,1216.000000,1203.544028,12.455972
851,527.712000,1216.000000,1203.542022,12.457978
852,527.746000,1216.000000,1203.540035,12.459965
853,527.781000,1216.000000,1203.538066,12.461934
854,527.815000,1220.000000,1203.536115,16.463885
855,527.849000,1220.000000,1203.534181,16.465819
856,527.883000,1214.000000,1203.532265,10.467735
857,527.918000,1220.000000,1203.530366,16.469634
858,527.952000,1216.000000,1203.528484,12.471516
859,527.986000,1213.000000,1203.526618,9.473382
860,528.021000,1216.000000,1203.524770,12.475230
861,528.055000,1220.000000,1203.522937,16.477063
862,528.089000,1220.000000,1203.521121,16.478879
863,528.123000,1222.000000,1203.519321,18.480679
864,528.158000,1222.000000,1203.517536,18.482464
865,528.192000,1220.000000,1203.515768,16.484232
866,528.226000,1231.000000,1203.514014,27.485986
867,528.261000,1212.000000,1203.512276,8.487724
868,528.295000,1210.000000,1203.510553,6.489447
869,528.329000,1210.000000,1203.508845,6.491155
870,528.363000,1215.000000,1203.507152,11.492848
871,528.398000,1204.000000,1203.505473,0.494527
872,528.432000,1210.000000,1203.503809,6.496191
873,528.466000,1210.000000,1203.502159,6.497841
874,528.500000,1208.000000,1203.500523,4.499477
875,528.535000,1195.000000,1203.498901,-8.498901
876,528.569000,1208.000000,1203.497292,4.502708
877,528.603000,1208.000000,1203.495698,4.504302
878,528.638000,1208.000000,1203.494116,4.505884
879,528.672000,1217.000000,1203.492548,13.507452
880,528.706000,1217.000000,1203.490994,13.509006
881,528.740000,1212.000000,1203.489452,8.510548
882,528.775000,1212.000000,1203.487923,8.512077
883,528.809000,1218.000000,1203.486407,14.513593
884,528.843000,1218.000000,1203.484903,14.515097
885,528.877000,1218.000000,1203.483412,14.516588
886,528.912000,1218.000000,1203.481933,14.518067
887,528.946000,1222.000000,1203.480466,18.519534
888,528.980000,1202.000000,1203.479012,-1.479012
889,529.014000,1202.000000,1203.477569,-1.477569
890,529.049000,1202.000000,1203.476138,-1.476138
891,529.083000,1206.000000,1203.474719,2.525281
892,529.117000,1206.000000,1203.473311,2.526689
893,529.151000,1206.000000,1203.471914,2.528086
894,529.186000,1206.000000,1203.470529,2.529471
895,529.220000,1206.000000,1203.469155,2.530845
896,529.254000,1206.000000,1203.467792,2.532208
897,529.288000,1210.000000,1203.466440,6.533560
898,529.323000,1210.000000,1203.465099,6.534901
899,529.357000,1210.000000,1203.463768,6.536232
900,529.391000,1218.000000,1203.462448,14.537552
901,529.425000,1218.000000,1203.461139,14.538861
902,529.460000,1210.000000,1203.459840,6.540160
903,529.494000,1212.000000,1203.458551,8.541449
904,529.528000,1218.000000,1203.457272,14.542728
905,529.562000,1212.000000,1203.456003,8.543997
906,529.597000,1208.000000,1203.454745,4.545255
907,529.631000,1212.000000,1203.453496,8.546504
908,529.665000,1220.000000,1203.452256,16.547744
909,529.699000,1209.000000,1203.451027,5.548973
910,529.734000,1209.000000,1203.449807,5.550193
911,529.768000,1218.000000,1203.448596,14.551404
912,529.802000,1214.000000,1203.447394,10.552606
913,529.836000,1214.000000,1203.446202,10.553798
914,529.871000,1214.000000,1203.445019,10.554981
915,529.905000,1214.000000,1203.443845,10.556155
916,529.939000,1213.000000,1203.442680,9.557320
917,529.973000,1210.000000,1203.441524,6.558476
918,530.007000,1210.000000,1203.440377,6.559623
919,530.042000,1213.000000,1203.439238,9.560762
920,530.076000,1210.000000,1203.438108,6.561892
921,530.110000,1214.000000,1203.436986,10.563014
922,530.144000,1222.000000,1203.435873,18.564127
923,530.179000,1219.000000,1203.434768,15.565232
924,530.213000,1219.000000,1203.433672,15.566328
925,530.247000,1219.000000,1203.432583,15.567417
926,530.281000,1219.000000,1203.431503,15.568497
927,530.316000,1219.000000,1203.430431,15.569569
928,530.350000,1224.000000,1203.429366,20.570634
929,530.384000,1216.000000,1203.428310,12.571690
930,530.418000,1212.000000,1203.427261,8.572739
931,530.452000,1212.000000,1203.426220,8.573780
932,530.487000,1206.000000,1203.425187,2.574813
933,530.521000,1206.000000,1203.424161,2.575839
934,530.555000,1206.000000,1203.423143,2.576857
935,530.589000,1203.000000,1203.422132,-0.422132
936,530.623000,1211.000000,1203.421128,7.578872
937,530.658000,1214.000000,1203.420132,10.579868
938,530.692000,1215.000000,1203.419143,11.580857
939,530.726000,1214.000000,1203.418161,10.581839
940,530.760000,1215.000000,1203.417186,11.582814
941,530.795000,1214.000000,1203.416218,10.583782
942,530.829000,1212.000000,1203.415257,8.584743
943,530.863000,1212.000000,1203.414302,8.585698
944,530.897000,1212.000000,1203.413355,8.586645
945,530.931000,1212.000000,1203.412414,8.587586
946,530.966000,1212.000000,1203.411480,8.588520
947,531.000000,1212.000000,1203.410553,8.589447
948,531.034000,1210.000000,1203.409632,6.590368
949,531.068000,1208.000000,1203.408718,4.591282
950,531.102000,1210.000000,1203.407810,6.592190
951,531.137000,1215.000000,1203.406908,11.593092
952,531.171000,1215.000000,1203.406013,11.593987
953,531.205000,1215.000000,1203.405124,11.594876
954,531.239000,1227.000000,1203.404241,23.595759
955,531.273000,1227.000000,1203.403364,23.596636
956,531.308000,1223.000000,1203.402493,19.597507
957,531.342000,1223.000000,1203.401629,19.598371
958,531.376000,1227.000000,1203.400770,23.599230
959,531.410000,1223.000000,1203.399917,19.600083
960,531.444000,1223.000000,1203.399070,19.600930
961,531.479000,1227.000000,1203.398229,23.601771
962,531.513000,1218.000000,1203.397394,14.602606
963,531.547000,1214.000000,1203.396564,10.603436
964,531.581000,1214.000000,1203.395740,10.604260
965,531.615000,1213.000000,1203.394922,9.605078
966,531.649000,1213.000000,1203.394109,9.605891
967,531.684000,1213.000000,1203.393301,9.606699
968,531.718000,1218.000000,1203.392499,14.607501
969,531.752000,1233.000000,1203.391702,29.608298
970,531.786000,1233.000000,1203.390911,29.609089
971,531.820000,1232.000000,1203.390125,28.609875
972,531.855000,1233.000000,1203.389344,29.610656
973,531.889000,1233.000000,1203.388569,29.611431
974,531.923000,1239.000000,1203.387799,35.612201
975,531.957000,1239.000000,1203.387033,35.612967
976,531.991000,1243.000000,1203.386273,39.613727
977,532.025000,1253.000000,1203.385518,49.614482
978,532.060000,1261.000000,1203.384768,57.615232
979,532.094000,1261.000000,1203.384022,57.615978
980,532.128000,1261.000000,1203.383282,57.616718
981,532.162000,1261.000000,1203.382546,57.617454
982,532.196000,1259.000000,1203.381816,55.618184
983,532.230000,1252.000000,1203.381090,48.618910
984,532.265000,1243.000000,1203.380368,39.619632
985,532.299000,1242.000000,1203.379652,38.620348
986,532.333000,1241.000000,1203.378940,37.621060
987,532.367000,1241.000000,1203.378233,37.621767
988,532.401000,1233.000000,1203.377530,29.622470
989,532.435000,1226.000000,1203.376832,22.623168
990,532.470000,1226.000000,1203.376138,22.623862
991,532.504000,1224.000000,1203.375449,20.624551
992,532.538000,1224.000000,1203.374764,20.625236
993,532.572000,1212.000000,1203.374083,8.625917
994,532.606000,1212.000000,1203.373407,8.626593
995,532.640000,1212.000000,1203.372735,8.627265
996,532.675000,1222.000000,1203.372067,18.627933
997,532.709000,1222.000000,1203.371404,18.628596
998,532.743000,1222.000000,1203.370745,18.629255
999,532.777000,1216.000000,1203.370089,12.629911
1000,532.811000,1216.000000,1203.369439,12.630561
1001,532.845000,1216.000000,1203.368792,12.631208
1002,532.880000,1216.000000,1203.368149,12.631851
1003,532.914000,1213.000000,1203.367510,9.632490
1004,532.948000,1219.000000,1203.366875,15.633125
1005,532.982000,1220.000000,1203.366244,16.633756
1006,533.016000,1209.000000,1203.365617,5.634383
1007,533.050000,1209.000000,1203.364994,5.635006
1008,533.084000,1221.000000,1203.364375,17.635625
1009,533.119000,1225.000000,1203.363759,21.636241
1010,533.153000,1210.000000,1203.363148,6.636852
1011,533.187000,1210.000000,1203.362540,6.637460
1012,533.221000,1224.000000,1203.361936,20.638064
1013,533.255000,1210.000000,1203.361335,6.638665
1014,533.289000,1210.000000,1203.360739,6.639261
1015,533.323000,1212.000000,1203.360145,8.639855
1016,533.358000,1212.000000,1203.359556,8.640444
1017,533.392000,1212.000000,1203.358970,8.641030
1018,533.426000,1212.000000,1203.358388,8.641612
1019,533.460000,1207.000000,1203.357809,3.642191
1020,533.494000,1207.000000,1203.357233,3.642767
1021,533.528000,1207.000000,1203.356661,3.643339
1022,533.562000,1203.500000,1203.356093,0.143907
1023,533.596000,1207.000000,1203.355528,3.644472
