index,x,y
0,335.41009521484375,786.2516479492188
1,346.5767517089844,788.5849609375
2,357.743408203125,790.9183349609375
3,368.91009521484375,793.2515869140625
4,380.0767822265625,795.5849609375
5,391.243408203125,797.9182739257812
6,402.41009521484375,800.2516479492188
7,413.5767517089844,802.5850219726562
8,424.7434387207031,804.9183349609375
9,435.91009521484375,807.2516479492188
10,447.0767822265625,809.5850219726562
11,458.243408203125,811.9182739257812
12,469.41009521484375,814.2516479492188
13,480.5767822265625,816.5849609375
14,491.743408203125,818.9183349609375
15,502.91009521484375,821.2515869140625
16,514.0767822265625,823.5850219726562
17,525.243408203125,825.9182739257812
18,649.58203125,604.028076171875
19,640.83203125,596.215576171875
20,632.08203125,588.403076171875
21,623.33203125,580.590576171875
22,614.58203125,572.778076171875
23,605.83203125,564.965576171875
24,597.08203125,557.153076171875
25,588.33203125,549.340576171875
26,579.58203125,541.528076171875
27,570.83203125,533.715576171875
28,562.08203125,525.903076171875
29,553.33203125,518.090576171875
30,544.58203125,510.2781066894531
31,535.83203125,502.4656066894531
32,527.08203125,494.6531066894531
33,518.33203125,486.8406066894531
34,371.4873962402344,456.6415100097656
35,360.9318542480469,461.1970520019531
36,350.37628173828125,465.7525939941406
37,339.82073974609375,470.3081970214844
38,329.26519775390625,474.8637390136719
39,318.7096252441406,479.4193420410156
40,308.1540832519531,483.9748840332031
41,297.5985107421875,488.5304260253906
42,287.04296875,493.0859680175781
43,226.95816040039062,698.7957763671875
44,233.75814819335938,707.19580078125
45,240.55816650390625,715.5958251953125
46,247.35818481445312,723.9957885742188
47,254.15817260742188,732.3958129882812
