metric,reference_mean
tenengrad,623.4863978908564
laplacian_var,373.9667526916154
brenner,23.596030380863205
highfreq_ratio,0.06486791349637377
local_contrast,0.06654239757803124
edge_width,110.0
halo_width,8.0
brightness_mean,72.77378035976763
brightness_std,13.99709377185833
red_blue_ratio,353.80408739699874
modified_laplacian,17.897109260166584
dct_energy,0.0043122876864793835
smd,2.025405468507053
entropy,5.267578416207865
