index,x,y
0,337.712890625,543.3941040039062
1,347.42718505859375,550.1083984375
2,357.1414794921875,556.8226928710938
3,366.85577392578125,563.5369873046875
4,376.570068359375,570.2512817382812
5,386.2843322753906,576.965576171875
6,395.99859619140625,583.6798095703125
7,617.3673706054688,547.8163452148438
8,623.478515625,538.2608032226562
9,629.589599609375,528.7052612304688
10,635.7007446289062,519.1497192382812
11,641.8118286132812,509.5941162109375
12,647.9229125976562,500.03857421875
13,654.0340576171875,490.4830322265625
14,660.1452026367188,480.9274597167969
15,666.2562866210938,471.37188720703125
16,619.6981811523438,250.3532257080078
17,609.9481811523438,244.8532257080078
18,600.1981811523438,239.3532257080078
19,590.4481811523438,233.8532257080078
20,580.6981811523438,228.3532257080078
21,570.9481811523438,222.8532257080078
22,561.1981811523438,217.3532257080078
23,551.4481811523438,211.8532257080078
24,336.1339111328125,265.50634765625
25,330.5089111328125,275.88134765625
26,324.8839111328125,286.25634765625
27,319.2589111328125,296.63134765625
28,313.6339111328125,307.00634765625
29,308.0089111328125,317.38134765625
30,302.3839111328125,327.75634765625
31,296.7589111328125,338.13134765625
