a_area,a_conf,a_source,a_x,a_y,ab_b_contact_x,ab_b_contact_y,ab_edge_dist,ab_overlap,ab_overlap_area,ab_status,ac_c_contact_x,ac_c_contact_y,ac_clearance,ac_collision_like,ac_raw_dist,ac_status,action_id,action_name,b_area,b_conf,b_edge_angle_deg,b_edge_x1,b_edge_x2,b_edge_y1,b_edge_y2,b_source,b_x,b_y,c_area,c_conf,c_source,c_x,c_y,contact_valid,cycle,direction,distance_status,ok,stage_x,stage_y,time
8559.0,1.0,sam2,463.90300658176574,257.8976710674923,467.7367873902871,313.9667153921171,56.19996091426159,False,0.0,ab_no_overlap,485.64502911257784,326.1575092456234,71.63882363519785,False,71.63882363519785,ac_too_near,1,UP,9720.5,1.0,176.08842818747135,555.0,438.0,308.0,316.0,sam2,550.7848190250844,332.2501757454177,47998.5,1.0,sam2_body_edge,654.8235187905177,437.6535655628127,False,1,up,ac_too_near|ab_no_overlap,True,0.0,0.0,1780643348.2537217
8524.5,1.0,sam2,463.8234305042329,257.8531292157898,464.0,312.0,54.14715867438282,False,0.0,ab_no_overlap,485.58566333774957,326.17641834427235,71.70541552236074,False,71.70541552236074,ac_too_near,1,UP,9482.5,1.0,35.537677791974374,471.0,464.0,317.0,312.0,sam2,550.1691537041919,332.98934880042185,47998.5,1.0,sam2_body_edge,654.8235187905177,437.6535655628127,False,2,up,ac_too_near|ab_no_overlap,True,0.0,-100.0,1780643348.6492457
8634.0,1.0,sam2,463.78744884564895,258.0277391707204,467.5749566034514,313.9986871471349,56.09895036802303,False,0.0,ab_no_overlap,485.502502208126,326.2029067040784,71.54996164035765,False,71.54996164035765,ac_too_near,1,UP,9520.0,1.0,176.12874376801437,571.0,438.0,307.0,316.0,sam2,550.0069677871148,333.0407212885154,47998.5,1.0,sam2_body_edge,654.8235187905177,437.6535655628127,False,3,up,ac_too_near|ab_no_overlap,True,0.0,-200.0,1780643349.03872
8569.5,1.0,sam2,463.81764785965726,257.9388723573915,467.61100409553626,313.9962478431592,56.18557553220071,False,0.0,ab_no_overlap,485.5556181233235,326.18598830145993,71.62547162753732,False,71.62547162753732,ac_too_near,1,UP,9440.0,1.0,176.12874376801437,571.0,438.0,307.0,316.0,sam2,549.8306497175141,333.1851165254237,47998.5,1.0,sam2_body_edge,654.8235187905177,437.6535655628127,False,4,up,ac_too_near|ab_no_overlap,True,0.0,-300.0,1780643349.4368985
8584.5,1.0,sam2,463.7166598714738,257.98378861125667,467.5818357543865,314.0288389134906,56.178174124705926,False,0.0,ab_no_overlap,485.4509431737205,326.2193292113335,71.61332328308087,False,71.61332328308087,ac_too_near,1,UP,9228.5,1.0,176.05481377096245,468.0,439.0,314.0,316.0,sam2,549.8160950678152,333.8549601777104,47998.5,1.0,sam2_body_edge,654.8235187905177,437.6535655628127,False,5,up,ac_too_near|ab_no_overlap,True,0.0,-400.0,1780643349.8180237
8530.5,1.0,sam2,463.8255084696091,257.99830021686887,462.5807548957282,316.50171818927083,58.516658533389055,False,0.0,ab_no_overlap,485.54556934839604,326.18918902236277,71.56646114390068,False,71.56646114390068,ac_too_near,1,UP,9141.0,1.0,1.2188752351312928,486.0,439.0,317.0,316.0,sam2,550.0526565291908,333.8713306348685,47998.5,1.0,sam2_body_edge,654.8235187905177,437.6535655628127,False,6,up,ac_too_near|ab_no_overlap,True,0.0,-500.0,1780643350.2183223
8502.5,1.0,sam2,463.67566402038614,257.9824757424287,462.43064171082676,316.4985242917197,58.52929196884486,False,0.0,ab_no_overlap,485.414103072967,326.23106346564754,71.62701626241787,False,71.62701626241787,ac_too_near,1,UP,9161.0,1.0,1.2188752351312928,486.0,439.0,317.0,316.0,sam2,549.6675945129716,334.00163737583233,47998.5,1.0,sam2_body_edge,654.8235187905177,437.6535655628127,False,7,up,ac_too_near|ab_no_overlap,True,0.0,-600.0,1780643350.618378
8562.5,1.0,sam2,463.8167980535279,258.22836009732356,467.0,314.0,55.862407682320985,False,0.0,ab_no_overlap,485.4711325177136,326.2128985313949,71.3498960558496,False,71.3498960558496,ac_too_near,1,UP,9165.0,1.0,12.528807709151522,485.0,467.0,318.0,314.0,sam2,549.7395890161847,333.98234224404433,47998.5,1.0,sam2_body_edge,654.8235187905177,437.6535655628127,False,8,up,ac_too_near|ab_no_overlap,True,0.0,-700.0,1780643351.022442
8762.0,1.0,sam2,464.0398501103249,258.6074145933196,460.0,314.0,55.53970567936305,False,0.0,ab_no_overlap,485.564024436906,326.1833107349114,70.92102523074699,False,70.92102523074699,ac_too_near,1,UP,8955.5,1.0,11.768288932020653,484.0,460.0,319.0,314.0,sam2,550.5582044553627,334.2515400219604,47998.5,1.0,sam2_body_edge,654.8235187905177,437.6535655628127,False,9,up,ac_too_near|ab_no_overlap,True,0.0,-800.0,1780643351.416471
8713.5,1.0,sam2,463.83506436372676,258.21336623247447,458.0,313.0,55.09649004887519,False,0.0,ab_no_overlap,485.4920522591116,326.20623520635706,71.35863897244965,False,71.35863897244965,ac_too_near,1,UP,9126.5,1.0,10.885527054658724,484.0,458.0,318.0,313.0,sam2,549.8394601800617,334.0646469073577,47998.5,1.0,sam2_body_edge,654.8235187905177,437.6535655628127,False,10,up,ac_too_near|ab_no_overlap,True,0.0,-900.0,1780643351.8211055
