cycle,time,ok,aligned,reason,center_x,center_y,target_x,target_y,dx,dy,tolerance_px,overlap_area_px,b_mask_area_px,c_mask_area_px,action_code,action_name,moved,dry_run,ch1_distance,ch2_distance,overlay_path,frame_path,b_mask_path,c_mask_path,overlap_mask_path
1,2026-06-08 15:55:30,True,False,moving,553.7962962962963,411.8333333333333,577.647,405.882,23.850703703703743,-5.951333333333309,1.0,54,9203,7444,1,右上,True,False,20.0,20.0,measurement_output\step9_bc_center_align\run_20260608_155349_241\overlays\step9_cycle_0001_20260608_155529_693_action_1_overlay.png,measurement_output\step9_bc_center_align\run_20260608_155349_241\frames\step9_cycle_0001_20260608_155529_693_action_1_frame.png,measurement_output\step9_bc_center_align\run_20260608_155349_241\masks\step9_cycle_0001_20260608_155529_693_action_1_b_mask.png,measurement_output\step9_bc_center_align\run_20260608_155349_241\masks\step9_cycle_0001_20260608_155529_693_action_1_c_mask.png,measurement_output\step9_bc_center_align\run_20260608_155349_241\masks\step9_cycle_0001_20260608_155529_693_action_1_overlap_mask.png
2,2026-06-08 15:55:30,True,False,moving,577.9225575853852,407.0659253375695,577.647,405.882,-0.2755575853851724,-1.1839253375695193,1.0,5036,9142,12232,2,左上,True,False,-20.0,20.0,measurement_output\step9_bc_center_align\run_20260608_155349_241\overlays\step9_cycle_0002_20260608_155530_432_action_2_overlay.png,measurement_output\step9_bc_center_align\run_20260608_155349_241\frames\step9_cycle_0002_20260608_155530_432_action_2_frame.png,measurement_output\step9_bc_center_align\run_20260608_155349_241\masks\step9_cycle_0002_20260608_155530_432_action_2_b_mask.png,measurement_output\step9_bc_center_align\run_20260608_155349_241\masks\step9_cycle_0002_20260608_155530_432_action_2_c_mask.png,measurement_output\step9_bc_center_align\run_20260608_155349_241\masks\step9_cycle_0002_20260608_155530_432_action_2_overlap_mask.png
3,2026-06-08 15:55:31,True,False,moving,604.5658137390502,431.1642461964039,577.647,405.882,-26.918813739050165,-25.28224619640389,1.0,8676,9108,15622,2,左上,True,False,-20.0,20.0,measurement_output\step9_bc_center_align\run_20260608_155349_241\overlays\step9_cycle_0003_20260608_155530_909_action_2_overlay.png,measurement_output\step9_bc_center_align\run_20260608_155349_241\frames\step9_cycle_0003_20260608_155530_909_action_2_frame.png,measurement_output\step9_bc_center_align\run_20260608_155349_241\masks\step9_cycle_0003_20260608_155530_909_action_2_b_mask.png,measurement_output\step9_bc_center_align\run_20260608_155349_241\masks\step9_cycle_0003_20260608_155530_909_action_2_c_mask.png,measurement_output\step9_bc_center_align\run_20260608_155349_241\masks\step9_cycle_0003_20260608_155530_909_action_2_overlap_mask.png
4,2026-06-08 15:55:31,True,False,moving,608.0371396895787,435.87549889135255,577.647,405.882,-30.390139689578632,-29.993498891352544,1.0,9020,9308,22154,2,左上,True,False,-20.0,20.0,measurement_output\step9_bc_center_align\run_20260608_155349_241\overlays\step9_cycle_0004_20260608_155531_379_action_2_overlay.png,measurement_output\step9_bc_center_align\run_20260608_155349_241\frames\step9_cycle_0004_20260608_155531_379_action_2_frame.png,measurement_output\step9_bc_center_align\run_20260608_155349_241\masks\step9_cycle_0004_20260608_155531_379_action_2_b_mask.png,measurement_output\step9_bc_center_align\run_20260608_155349_241\masks\step9_cycle_0004_20260608_155531_379_action_2_c_mask.png,measurement_output\step9_bc_center_align\run_20260608_155349_241\masks\step9_cycle_0004_20260608_155531_379_action_2_overlap_mask.png
5,2026-06-08 15:55:32,True,False,moving,616.6746497966561,442.25636391022744,577.647,405.882,-39.02764979665608,-36.37436391022743,1.0,6639,9240,29416,2,左上,True,False,-20.0,20.0,measurement_output\step9_bc_center_align\run_20260608_155349_241\overlays\step9_cycle_0005_20260608_155531_813_action_2_overlay.png,measurement_output\step9_bc_center_align\run_20260608_155349_241\frames\step9_cycle_0005_20260608_155531_813_action_2_frame.png,measurement_output\step9_bc_center_align\run_20260608_155349_241\masks\step9_cycle_0005_20260608_155531_813_action_2_b_mask.png,measurement_output\step9_bc_center_align\run_20260608_155349_241\masks\step9_cycle_0005_20260608_155531_813_action_2_c_mask.png,measurement_output\step9_bc_center_align\run_20260608_155349_241\masks\step9_cycle_0005_20260608_155531_813_action_2_overlap_mask.png
6,2026-06-08 15:55:32,True,False,moving,625.822319201995,449.9449293433084,577.647,405.882,-48.17531920199497,-44.06292934330838,1.0,4812,9278,30197,2,左上,True,False,-20.0,20.0,measurement_output\step9_bc_center_align\run_20260608_155349_241\overlays\step9_cycle_0006_20260608_155532_265_action_2_overlay.png,measurement_output\step9_bc_center_align\run_20260608_155349_241\frames\step9_cycle_0006_20260608_155532_265_action_2_frame.png,measurement_output\step9_bc_center_align\run_20260608_155349_241\masks\step9_cycle_0006_20260608_155532_265_action_2_b_mask.png,measurement_output\step9_bc_center_align\run_20260608_155349_241\masks\step9_cycle_0006_20260608_155532_265_action_2_c_mask.png,measurement_output\step9_bc_center_align\run_20260608_155349_241\masks\step9_cycle_0006_20260608_155532_265_action_2_overlap_mask.png
7,2026-06-08 15:55:32,True,False,moving,608.8798753626303,435.9048028365746,577.647,405.882,-31.23287536263024,-30.022802836574613,1.0,9307,9329,37459,2,左上,True,False,-20.0,20.0,measurement_output\step9_bc_center_align\run_20260608_155349_241\overlays\step9_cycle_0007_20260608_155532_711_action_2_overlay.png,measurement_output\step9_bc_center_align\run_20260608_155349_241\frames\step9_cycle_0007_20260608_155532_711_action_2_frame.png,measurement_output\step9_bc_center_align\run_20260608_155349_241\masks\step9_cycle_0007_20260608_155532_711_action_2_b_mask.png,measurement_output\step9_bc_center_align\run_20260608_155349_241\masks\step9_cycle_0007_20260608_155532_711_action_2_c_mask.png,measurement_output\step9_bc_center_align\run_20260608_155349_241\masks\step9_cycle_0007_20260608_155532_711_action_2_overlap_mask.png
8,2026-06-08 15:55:33,True,False,moving,609.2024651661308,436.63965702036444,577.647,405.882,-31.555465166130716,-30.757657020364434,1.0,9330,9382,30366,2,左上,True,False,-20.0,20.0,measurement_output\step9_bc_center_align\run_20260608_155349_241\overlays\step9_cycle_0008_20260608_155533_178_action_2_overlay.png,measurement_output\step9_bc_center_align\run_20260608_155349_241\frames\step9_cycle_0008_20260608_155533_178_action_2_frame.png,measurement_output\step9_bc_center_align\run_20260608_155349_241\masks\step9_cycle_0008_20260608_155533_178_action_2_b_mask.png,measurement_output\step9_bc_center_align\run_20260608_155349_241\masks\step9_cycle_0008_20260608_155533_178_action_2_c_mask.png,measurement_output\step9_bc_center_align\run_20260608_155349_241\masks\step9_cycle_0008_20260608_155533_178_action_2_overlap_mask.png
9,2026-06-08 15:55:33,True,False,moving,621.5999656770208,447.05217092843657,577.647,405.882,-43.95296567702076,-41.17017092843656,1.0,5827,9316,22933,2,左上,True,False,-20.0,20.0,measurement_output\step9_bc_center_align\run_20260608_155349_241\overlays\step9_cycle_0009_20260608_155533_626_action_2_overlay.png,measurement_output\step9_bc_center_align\run_20260608_155349_241\frames\step9_cycle_0009_20260608_155533_626_action_2_frame.png,measurement_output\step9_bc_center_align\run_20260608_155349_241\masks\step9_cycle_0009_20260608_155533_626_action_2_b_mask.png,measurement_output\step9_bc_center_align\run_20260608_155349_241\masks\step9_cycle_0009_20260608_155533_626_action_2_c_mask.png,measurement_output\step9_bc_center_align\run_20260608_155349_241\masks\step9_cycle_0009_20260608_155533_626_action_2_overlap_mask.png
10,2026-06-08 15:55:34,True,False,moving,608.4543254688446,442.350998185118,577.647,405.882,-30.80732546884451,-36.46899818511798,1.0,8265,10379,28048,2,左上,True,False,-20.0,20.0,measurement_output\step9_bc_center_align\run_20260608_155349_241\overlays\step9_cycle_0010_20260608_155534_094_action_2_overlay.png,measurement_output\step9_bc_center_align\run_20260608_155349_241\frames\step9_cycle_0010_20260608_155534_094_action_2_frame.png,measurement_output\step9_bc_center_align\run_20260608_155349_241\masks\step9_cycle_0010_20260608_155534_094_action_2_b_mask.png,measurement_output\step9_bc_center_align\run_20260608_155349_241\masks\step9_cycle_0010_20260608_155534_094_action_2_c_mask.png,measurement_output\step9_bc_center_align\run_20260608_155349_241\masks\step9_cycle_0010_20260608_155534_094_action_2_overlap_mask.png
