a_area,a_conf,a_source,a_x,a_y,ab_b_contact_x,ab_b_contact_y,ab_edge_dist,ab_status,ac_c_contact_x,ac_c_contact_y,ac_clearance,ac_collision_like,ac_raw_dist,ac_status,action_id,action_name,b_area,b_conf,b_edge_x1,b_edge_x2,b_edge_y1,b_edge_y2,b_source,b_x,b_y,c_area,c_conf,c_source,c_x,c_y,contact_valid,cycle,direction,distance_status,ok,stage_x,stage_y,time
8849.5,1.0,sam2,638.9350999114827,421.73006007872385,609.014743395254,379.4895567616951,51.763769709461336,ab_too_far,562.6534587151395,473.17581809486217,92.00844961992725,False,92.00844961992725,ac_ok,1,UP,8938.0,1.0,597.0,621.0,388.0,371.0,sam2,512.9707428955023,375.1791041992988,26561.5,1.0,sam2,503.578286868839,491.2646938865149,False,1,up,ac_ok|ab_too_far,True,0.0,0.0,1780572825.0706496
8821.5,1.0,sam2,638.9062328780063,421.66430501237505,610.916675857509,378.12499409160137,51.75989661561813,ab_too_far,562.6139517475224,473.1172387980503,92.02128316452604,False,92.02128316452604,ac_ok,1,UP,8908.0,1.0,594.0,622.0,389.0,371.0,sam2,512.8573005538093,375.4058337075288,26648.5,1.0,sam2,503.27179140789656,491.1738872106622,False,2,up,ac_ok|ab_too_far,True,0.0,-100.0,1780572825.4812906
8833.5,1.0,sam2,638.770645836871,421.58185694609534,607.347054466678,381.77864121051743,50.712306962845126,ab_too_far,561.7300096198542,472.7938405585632,92.5090638491516,False,92.5090638491516,ac_ok,1,UP,8874.5,1.0,602.0,621.0,386.0,371.0,sam2,512.7026123537476,375.54145773470805,26675.0,1.0,sam2,502.90367385192127,490.3334145579506,False,3,up,ac_ok|ab_too_far,True,0.0,-200.0,1780572825.8814313
8818.5,1.0,sam2,638.874449547353,421.7281094668405,614.4478595051175,378.1091986771342,49.99267625934619,ab_too_far,564.5080725802759,468.35464740651594,87.77466641035677,False,87.77466641035677,ac_ok,1,UP,8853.0,1.0,595.0,620.0,389.0,375.0,sam2,512.9435031439436,375.53541172483904,26662.0,1.0,sam2,503.28828169929733,490.7836058810292,False,4,up,ac_ok|ab_too_far,True,0.0,-300.0,1780572826.2790444
8795.0,1.0,sam2,639.0556566230813,421.45921925336364,615.1542065011222,377.0708118840111,50.41438313338852,ab_too_far,562.5655961445932,473.0455391109486,92.25983822038617,False,92.25983822038617,ac_ok,1,UP,8910.0,1.0,593.0,619.0,389.0,375.0,sam2,513.442124953236,375.1351851851852,26722.0,1.0,sam2,503.20730733727515,490.5061310281166,False,5,up,ac_ok|ab_too_far,True,0.0,-400.0,1780572826.6789253
8797.5,1.0,sam2,638.9036468693757,421.43804111016385,611.6028408220081,377.45340914496046,51.768541219068304,ab_too_far,562.508254379747,472.9605151147972,92.14565275259895,False,92.14565275259895,ac_ok,1,UP,8882.5,1.0,593.0,622.0,389.0,371.0,sam2,512.7566000562905,375.4420114457266,26858.5,1.0,sam2,502.8350304993453,490.5040676136046,False,6,up,ac_ok|ab_too_far,True,0.0,-500.0,1780572827.081682
8859.5,1.0,sam2,638.7242508042215,421.8226197866697,607.2013786708585,381.8936484177433,50.87252914999308,ab_too_far,562.427348920711,473.7222565330111,92.2756172096628,False,92.2756172096628,ac_ok,1,UP,8897.0,1.0,602.0,621.0,386.0,371.0,sam2,512.7625042149039,375.6152073732719,26861.0,1.0,sam2,502.5500415720437,490.6195971855106,False,7,up,ac_ok|ab_too_far,True,0.0,-600.0,1780572827.4795961
8821.0,1.0,sam2,638.7002229528019,421.6291614707327,609.2709031477912,379.1201439746061,51.70204476296462,ab_too_far,561.4120587935948,472.7104193920478,92.64316072935154,False,92.64316072935154,ac_ok,1,UP,8892.0,1.0,595.0,621.0,389.0,371.0,sam2,512.8517019043335,375.44290748238114,26714.5,1.0,sam2,503.2161560201389,491.0419809466769,False,8,up,ac_ok|ab_too_far,True,0.0,-700.0,1780572827.8790019
8833.0,1.0,sam2,638.8286539114683,421.455658704102,614.1207015068784,378.2167419960695,49.80047017962434,ab_too_far,562.4265539736764,473.1264430550942,92.2342172425781,False,92.2342172425781,ac_ok,1,UP,8941.5,1.0,597.0,618.0,388.0,376.0,sam2,512.9523010680534,375.3079833734086,26664.0,1.0,sam2,503.1689856485648,490.75303155315527,False,9,up,ac_ok|ab_too_far,True,0.0,-800.0,1780572828.2623045
8815.5,1.0,sam2,638.6967840735069,421.67827500803503,608.8804756335974,379.58466309286854,51.58376113709109,ab_too_far,561.4336050270778,472.74301978010027,92.61321177346532,False,92.61321177346532,ac_ok,1,UP,8891.0,1.0,597.0,621.0,388.0,371.0,sam2,512.7786150789187,375.53239230682715,26814.0,1.0,sam2,502.79865617463514,490.42617662415154,False,10,up,ac_ok|ab_too_far,True,0.0,-900.0,1780572828.6627584
