cycle,time,ok,aligned,reason,center_x,center_y,target_x,target_y,dx,dy,tolerance_px,color_area_px,a_mask_area_px,b_mask_area_px,action_code,action_name,moved,dry_run,ch1_distance,ch2_distance,overlay_path,frame_path,b_mask_path,color_mask_path,a_mask_path,b_mask_path
1,2026-06-25 20:17:11,True,True,center_aligned,498.99762695775985,402.6141433317513,494.118,403.529,-4.879626957759854,0.9148566682487171,10.0,2107,8926,22255,0,,False,,,,measurement_output\step9_color_center_align\run_20260625_201427_123\overlays\step9_cycle_0001_20260625_201711_717_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260625_201427_123\frames\step9_cycle_0001_20260625_201711_717_action_0_frame.png,measurement_output\step9_color_center_align\run_20260625_201427_123\ab_masks\step9_cycle_0001_20260625_201711_717_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260625_201427_123\masks\step9_cycle_0001_20260625_201711_717_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260625_201427_123\ab_masks\step9_cycle_0001_20260625_201711_717_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260625_201427_123\ab_masks\step9_cycle_0001_20260625_201711_717_action_0_b_mask.png
1,2026-06-25 20:17:39,True,True,center_aligned,497.2305389221557,401.3308383233533,494.118,403.529,-3.112538922155693,2.1981616766466914,10.0,2004,9041,22386,0,,False,,,,measurement_output\step9_color_center_align\run_20260625_201427_123\overlays\step9_cycle_0001_20260625_201739_339_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260625_201427_123\frames\step9_cycle_0001_20260625_201739_339_action_0_frame.png,measurement_output\step9_color_center_align\run_20260625_201427_123\ab_masks\step9_cycle_0001_20260625_201739_339_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260625_201427_123\masks\step9_cycle_0001_20260625_201739_339_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260625_201427_123\ab_masks\step9_cycle_0001_20260625_201739_339_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260625_201427_123\ab_masks\step9_cycle_0001_20260625_201739_339_action_0_b_mask.png
1,2026-06-25 20:19:40,True,True,center_aligned,498.68367346938777,400.7089407191448,494.118,403.529,-4.565673469387775,2.8200592808552187,10.0,2058,8472,21814,0,,False,,,,measurement_output\step9_color_center_align\run_20260625_201427_123\overlays\step9_cycle_0001_20260625_201940_845_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260625_201427_123\frames\step9_cycle_0001_20260625_201940_845_action_0_frame.png,measurement_output\step9_color_center_align\run_20260625_201427_123\ab_masks\step9_cycle_0001_20260625_201940_845_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260625_201427_123\masks\step9_cycle_0001_20260625_201940_845_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260625_201427_123\ab_masks\step9_cycle_0001_20260625_201940_845_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260625_201427_123\ab_masks\step9_cycle_0001_20260625_201940_845_action_0_b_mask.png
1,2026-06-25 20:20:57,True,True,center_aligned,491.36007702182286,397.4749679075738,494.118,403.529,2.7579229781771346,6.054032092426212,10.0,1558,8299,21136,0,,False,,,,measurement_output\step9_color_center_align\run_20260625_201427_123\overlays\step9_cycle_0001_20260625_202057_302_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260625_201427_123\frames\step9_cycle_0001_20260625_202057_302_action_0_frame.png,measurement_output\step9_color_center_align\run_20260625_201427_123\ab_masks\step9_cycle_0001_20260625_202057_302_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260625_201427_123\masks\step9_cycle_0001_20260625_202057_302_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260625_201427_123\ab_masks\step9_cycle_0001_20260625_202057_302_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260625_201427_123\ab_masks\step9_cycle_0001_20260625_202057_302_action_0_b_mask.png
1,2026-06-25 20:21:37,True,True,center_aligned,487.83748994368466,394.77634754625905,494.118,403.529,6.280510056315336,8.75265245374095,10.0,1243,8414,21585,0,,False,,,,measurement_output\step9_color_center_align\run_20260625_201427_123\overlays\step9_cycle_0001_20260625_202137_732_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260625_201427_123\frames\step9_cycle_0001_20260625_202137_732_action_0_frame.png,measurement_output\step9_color_center_align\run_20260625_201427_123\ab_masks\step9_cycle_0001_20260625_202137_732_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260625_201427_123\masks\step9_cycle_0001_20260625_202137_732_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260625_201427_123\ab_masks\step9_cycle_0001_20260625_202137_732_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260625_201427_123\ab_masks\step9_cycle_0001_20260625_202137_732_action_0_b_mask.png
1,2026-06-25 20:22:43,True,False,moving,491.3087149187592,392.8729689807976,494.118,403.529,2.8092850812407733,10.656031019202373,10.0,1354,8520,21757,-20,下,True,False,20.0,20.0,measurement_output\step9_color_center_align\run_20260625_201427_123\overlays\step9_cycle_0001_20260625_202238_453_action_-20_overlay.png,measurement_output\step9_color_center_align\run_20260625_201427_123\frames\step9_cycle_0001_20260625_202238_453_action_-20_frame.png,measurement_output\step9_color_center_align\run_20260625_201427_123\ab_masks\step9_cycle_0001_20260625_202238_453_action_-20_b_mask.png,measurement_output\step9_color_center_align\run_20260625_201427_123\masks\step9_cycle_0001_20260625_202238_453_action_-20_color_region_mask.png,,measurement_output\step9_color_center_align\run_20260625_201427_123\ab_masks\step9_cycle_0001_20260625_202238_453_action_-20_b_mask.png
2,2026-06-25 20:22:49,True,False,moving,494.66105263157897,392.7298245614035,494.118,403.529,-0.5430526315789734,10.799175438596478,10.0,1425,8518,21739,-20,下,True,False,20.0,20.0,measurement_output\step9_color_center_align\run_20260625_201427_123\overlays\step9_cycle_0002_20260625_202244_324_action_-20_overlay.png,measurement_output\step9_color_center_align\run_20260625_201427_123\frames\step9_cycle_0002_20260625_202244_324_action_-20_frame.png,measurement_output\step9_color_center_align\run_20260625_201427_123\ab_masks\step9_cycle_0002_20260625_202244_324_action_-20_b_mask.png,measurement_output\step9_color_center_align\run_20260625_201427_123\masks\step9_cycle_0002_20260625_202244_324_action_-20_color_region_mask.png,,measurement_output\step9_color_center_align\run_20260625_201427_123\ab_masks\step9_cycle_0002_20260625_202244_324_action_-20_b_mask.png
3,2026-06-25 20:22:50,True,True,center_aligned,493.913769123783,399.08205841446454,494.118,403.529,0.20423087621696823,4.4469415855354555,10.0,1438,8558,21830,0,,False,,,,measurement_output\step9_color_center_align\run_20260625_201427_123\overlays\step9_cycle_0003_20260625_202250_262_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260625_201427_123\frames\step9_cycle_0003_20260625_202250_262_action_0_frame.png,measurement_output\step9_color_center_align\run_20260625_201427_123\ab_masks\step9_cycle_0003_20260625_202250_262_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260625_201427_123\masks\step9_cycle_0003_20260625_202250_262_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260625_201427_123\ab_masks\step9_cycle_0003_20260625_202250_262_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260625_201427_123\ab_masks\step9_cycle_0003_20260625_202250_262_action_0_b_mask.png
1,2026-06-25 20:23:21,True,True,center_aligned,489.9574105621806,398.9625212947189,494.118,403.529,4.160589437819397,4.566478705281099,10.0,1174,8700,22084,0,,False,,,,measurement_output\step9_color_center_align\run_20260625_201427_123\overlays\step9_cycle_0001_20260625_202321_144_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260625_201427_123\frames\step9_cycle_0001_20260625_202321_144_action_0_frame.png,measurement_output\step9_color_center_align\run_20260625_201427_123\ab_masks\step9_cycle_0001_20260625_202321_144_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260625_201427_123\masks\step9_cycle_0001_20260625_202321_144_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260625_201427_123\ab_masks\step9_cycle_0001_20260625_202321_144_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260625_201427_123\ab_masks\step9_cycle_0001_20260625_202321_144_action_0_b_mask.png
1,2026-06-25 20:23:57,True,True,center_aligned,491.2641025641026,397.04188034188036,494.118,403.529,2.8538974358974087,6.487119658119639,10.0,1170,8639,22079,0,,False,,,,measurement_output\step9_color_center_align\run_20260625_201427_123\overlays\step9_cycle_0001_20260625_202356_947_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260625_201427_123\frames\step9_cycle_0001_20260625_202356_947_action_0_frame.png,measurement_output\step9_color_center_align\run_20260625_201427_123\ab_masks\step9_cycle_0001_20260625_202356_947_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260625_201427_123\masks\step9_cycle_0001_20260625_202356_947_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260625_201427_123\ab_masks\step9_cycle_0001_20260625_202356_947_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260625_201427_123\ab_masks\step9_cycle_0001_20260625_202356_947_action_0_b_mask.png
