index,x,y
0,649.4239501953125,201.57614135742188
1,657.1739501953125,209.32614135742188
2,664.9239501953125,217.07614135742188
3,672.6739501953125,224.82614135742188
4,680.4240112304688,232.57614135742188
5,688.1739501953125,240.32614135742188
6,695.9240112304688,248.07614135742188
7,703.6739501953125,255.82614135742188
8,711.4239501953125,263.5761413574219
9,719.1739501953125,271.3261413574219
10,726.9239501953125,462.9239196777344
11,719.1058349609375,470.74212646484375
12,711.2875366210938,478.5602722167969
13,703.4694213867188,486.37847900390625
14,695.6512451171875,494.1966552734375
15,687.8330688476562,502.01483154296875
16,680.014892578125,509.8330078125
17,672.1967163085938,517.6511840820312
18,664.3785400390625,525.4693603515625
19,656.560302734375,533.2875366210938
20,648.7421264648438,541.105712890625
21,457.076171875,548.9238891601562
22,449.326171875,541.1738891601562
23,441.576171875,533.4239501953125
24,433.826171875,525.6738891601562
25,426.076171875,517.9239501953125
26,418.326171875,510.1739196777344
27,410.576171875,502.4239501953125
28,402.826171875,494.6739501953125
29,395.076171875,486.9239501953125
30,387.3261413574219,479.1739196777344
31,379.576171875,287.5761413574219
32,387.3943786621094,279.7579650878906
33,395.2125244140625,271.9397888183594
34,403.0307312011719,264.1216125488281
35,410.8489074707031,256.30340576171875
36,418.6670837402344,248.4852294921875
37,426.48529052734375,240.66705322265625
38,434.303466796875,232.848876953125
39,442.12164306640625,225.03070068359375
40,449.9398193359375,217.21249389648438
41,457.75799560546875,209.39431762695312
