metric,reference_mean
tenengrad,619.4540141387275
laplacian_var,372.2099992582408
brenner,23.43919490358344
highfreq_ratio,0.06473766988588531
local_contrast,0.06668478138750795
edge_width,110.0
halo_width,9.0
brightness_mean,72.58206178110636
brightness_std,13.972221704386671
red_blue_ratio,364.3227432146491
modified_laplacian,17.91264786169245
dct_energy,0.004308448956240514
smd,2.024178888955774
entropy,5.268358213482532
