a_area,a_conf,a_source,a_x,a_y,ab_b_contact_x,ab_b_contact_y,ab_edge_dist,ab_overlap,ab_overlap_area,ab_status,ac_c_contact_x,ac_c_contact_y,ac_clearance,ac_collision_like,ac_raw_dist,ac_status,action_id,action_name,action_step,b_area,b_conf,b_edge_angle_deg,b_edge_x1,b_edge_x2,b_edge_y1,b_edge_y2,b_source,b_x,b_y,c_area,c_conf,c_contour_points,c_source,c_x,c_y,contact_valid,cycle,direction,distance_status,ok,stage_x,stage_y,static_c_map_name,time
8699.5,1.0,sam2,413.4433204973466,231.11596451903364,440.0,291.0,65.5084340500694,False,0.0,ab_no_overlap,500.0,291.0,105.25282168194211,False,105.25282168194211,ac_too_far,4,RIGHT,20,9165.5,1.0,165.96375653207352,480.0,440.0,281.0,291.0,sam2,532.3752477588056,287.58498354336007,47746.5,1.0,4,static_c_map_loaded_from_legacy_reference,644.6350133866705,386.4960293773714,False,1,right,ac_too_far|ab_no_overlap,True,0.0,0.0,default_static_c_map,1780649992.269699
8815.0,1.0,sam2,413.58349404424274,231.04925316695025,432.2410017363359,295.1844358585205,66.79389382392378,False,0.0,ab_no_overlap,500.0,291.0,105.17558912334104,False,105.17558912334104,ac_too_far,4,RIGHT,20,9138.5,1.0,163.7798063043972,481.0,426.0,281.0,297.0,sam2,532.5936422826503,287.56249202093704,47746.5,1.0,4,static_c_map_loaded_from_legacy_reference,644.6350133866705,386.4960293773714,False,2,right,ac_too_far|ab_no_overlap,True,-20.0,0.0,default_static_c_map,1780649992.7010581
8810.5,1.0,sam2,413.43870003594196,231.2092200593988,441.0,291.0,65.83739531310594,False,0.0,ab_no_overlap,500.0,291.0,105.20359317710128,False,105.20359317710128,ac_too_far,4,RIGHT,20,9194.5,1.0,164.98163936884933,482.0,441.0,280.0,291.0,sam2,532.2401979444232,287.6245037794334,47746.5,1.0,4,static_c_map_loaded_from_legacy_reference,644.6350133866705,386.4960293773714,False,3,right,ac_too_far|ab_no_overlap,True,-40.0,0.0,default_static_c_map,1780649993.1171298
8772.0,1.0,sam2,413.2725718194254,231.27986776105791,434.97542441136,294.57985448753374,66.91712882513158,False,0.0,ab_no_overlap,500.0,291.0,105.30024213387856,False,105.30024213387856,ac_too_far,4,RIGHT,20,9209.5,1.0,161.07535558394878,600.0,425.0,238.0,298.0,sam2,532.1420815462294,287.8339757858733,47746.5,1.0,4,static_c_map_loaded_from_legacy_reference,644.6350133866705,386.4960293773714,False,4,right,ac_too_far|ab_no_overlap,True,-60.0,0.0,default_static_c_map,1780649993.5340567
8847.0,1.0,sam2,413.40735089107415,231.00050864699898,432.8992607773622,295.2091529783008,67.10204585464432,False,0.0,ab_no_overlap,500.0,291.0,105.3481174123221,False,105.3481174123221,ac_too_far,4,RIGHT,20,9182.5,1.0,163.11320887605598,483.0,427.0,280.0,297.0,sam2,532.4438515291768,287.72255195571285,47746.5,1.0,4,static_c_map_loaded_from_legacy_reference,644.6350133866705,386.4960293773714,False,5,right,ac_too_far|ab_no_overlap,True,-80.0,0.0,default_static_c_map,1780649993.9520993
8896.0,1.0,sam2,413.4021282973621,230.97326513788968,435.7077045361059,294.9159170222886,67.72149925505074,False,0.0,ab_no_overlap,500.0,291.0,105.36792814529774,False,105.36792814529774,ac_too_far,4,RIGHT,20,9131.5,1.0,160.76932762433873,596.0,424.0,239.0,299.0,sam2,532.7548595520999,287.738195623209,47746.5,1.0,4,static_c_map_loaded_from_legacy_reference,644.6350133866705,386.4960293773714,False,6,right,ac_too_far|ab_no_overlap,True,-100.0,0.0,default_static_c_map,1780649994.3895414
8755.0,1.0,sam2,413.4123358081097,230.9574148105844,433.42336221362746,294.9926993082414,67.08918570453962,False,0.0,ab_no_overlap,500.0,291.0,105.36857039191429,False,105.36857039191429,ac_too_far,4,RIGHT,20,9122.0,1.0,162.6459753637387,523.0,427.0,267.0,297.0,sam2,532.3665131915516,287.81241321347653,47746.5,1.0,4,static_c_map_loaded_from_legacy_reference,644.6350133866705,386.4960293773714,False,7,right,ac_too_far|ab_no_overlap,True,-120.0,0.0,default_static_c_map,1780649994.804853
8746.5,1.0,sam2,413.6019931782236,230.6613311991463,431.57197741326286,294.8398463242864,66.64684641508099,False,0.0,ab_no_overlap,500.0,291.0,105.38202187961112,False,105.38202187961112,ac_too_far,4,RIGHT,20,9160.5,1.0,164.35775354279127,481.0,431.0,281.0,295.0,sam2,532.4712988737878,287.79084111129305,47746.5,1.0,4,static_c_map_loaded_from_legacy_reference,644.6350133866705,386.4960293773714,False,8,right,ac_too_far|ab_no_overlap,True,-140.0,0.0,default_static_c_map,1780649995.2423217
8771.0,1.0,sam2,413.6144491316079,230.5610724736822,435.6079072288145,294.3421009555812,67.4665235007881,False,0.0,ab_no_overlap,500.0,291.0,105.42925286355327,False,105.42925286355327,ac_too_far,4,RIGHT,20,9213.0,1.0,160.97439396243132,599.0,425.0,238.0,298.0,sam2,531.9662795325446,287.89996020116496,47746.5,1.0,4,static_c_map_loaded_from_legacy_reference,644.6350133866705,386.4960293773714,False,9,right,ac_too_far|ab_no_overlap,True,-160.0,0.0,default_static_c_map,1780649995.6958463
8811.5,1.0,sam2,413.73672662618924,230.3995725283247,431.98378540967286,294.8725135633001,67.00533769743514,False,0.0,ab_no_overlap,500.0,291.0,105.42183902263604,False,105.42183902263604,ac_too_far,4,RIGHT,20,9240.0,1.0,164.19748604606448,481.0,428.0,281.0,296.0,sam2,531.919246031746,287.8649891774892,47746.5,1.0,4,static_c_map_loaded_from_legacy_reference,644.6350133866705,386.4960293773714,False,10,right,ac_too_far|ab_no_overlap,True,-180.0,0.0,default_static_c_map,1780649996.123084
