cycle,time,ok,aligned,reason,center_x,center_y,target_x,target_y,dx,dy,tolerance_px,color_area_px,a_mask_area_px,b_mask_area_px,action_code,action_name,moved,dry_run,ch1_distance,ch2_distance,overlay_path,frame_path,b_mask_path,color_mask_path,a_mask_path,b_mask_path
1,2026-06-17 21:36:07,True,True,center_aligned,541.8520064205458,430.2439807383628,538.824,435.294,-3.0280064205458075,5.050019261637203,10.0,3115,8832,5046,0,,False,,,,measurement_output\step9_color_center_align\run_20260617_213229_045\overlays\step9_cycle_0001_20260617_213607_514_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260617_213229_045\frames\step9_cycle_0001_20260617_213607_514_action_0_frame.png,measurement_output\step9_color_center_align\run_20260617_213229_045\ab_masks\step9_cycle_0001_20260617_213607_514_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260617_213229_045\masks\step9_cycle_0001_20260617_213607_514_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260617_213229_045\ab_masks\step9_cycle_0001_20260617_213607_514_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260617_213229_045\ab_masks\step9_cycle_0001_20260617_213607_514_action_0_b_mask.png
1,2026-06-17 21:37:07,True,True,center_aligned,541.8245557350565,429.77705977382874,538.824,435.294,-3.000555735056537,5.5169402261712435,10.0,3095,9068,11111,0,,False,,,,measurement_output\step9_color_center_align\run_20260617_213229_045\overlays\step9_cycle_0001_20260617_213707_602_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260617_213229_045\frames\step9_cycle_0001_20260617_213707_602_action_0_frame.png,measurement_output\step9_color_center_align\run_20260617_213229_045\ab_masks\step9_cycle_0001_20260617_213707_602_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260617_213229_045\masks\step9_cycle_0001_20260617_213707_602_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260617_213229_045\ab_masks\step9_cycle_0001_20260617_213707_602_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260617_213229_045\ab_masks\step9_cycle_0001_20260617_213707_602_action_0_b_mask.png
1,2026-06-17 21:37:35,True,True,center_aligned,541.704552690226,429.45399554282073,538.824,435.294,-2.880552690226068,5.840004457179248,10.0,3141,9300,10737,0,,False,,,,measurement_output\step9_color_center_align\run_20260617_213229_045\overlays\step9_cycle_0001_20260617_213735_770_action_0_overlay.png,measurement_output\step9_color_center_align\run_20260617_213229_045\frames\step9_cycle_0001_20260617_213735_770_action_0_frame.png,measurement_output\step9_color_center_align\run_20260617_213229_045\ab_masks\step9_cycle_0001_20260617_213735_770_action_0_b_mask.png,measurement_output\step9_color_center_align\run_20260617_213229_045\masks\step9_cycle_0001_20260617_213735_770_action_0_color_region_mask.png,measurement_output\step9_color_center_align\run_20260617_213229_045\ab_masks\step9_cycle_0001_20260617_213735_770_action_0_a_mask.png,measurement_output\step9_color_center_align\run_20260617_213229_045\ab_masks\step9_cycle_0001_20260617_213735_770_action_0_b_mask.png
1,2026-06-17 21:38:38,True,False,moving,555.5483933385135,442.53670936093033,538.824,435.294,-16.72439333851355,-7.242709360930348,10.0,981943,9160,10884,-10,左,True,False,20.0,-20.0,measurement_output\step9_color_center_align\run_20260617_213229_045\overlays\step9_cycle_0001_20260617_213833_392_action_-10_overlay.png,measurement_output\step9_color_center_align\run_20260617_213229_045\frames\step9_cycle_0001_20260617_213833_392_action_-10_frame.png,measurement_output\step9_color_center_align\run_20260617_213229_045\ab_masks\step9_cycle_0001_20260617_213833_392_action_-10_b_mask.png,measurement_output\step9_color_center_align\run_20260617_213229_045\masks\step9_cycle_0001_20260617_213833_392_action_-10_color_region_mask.png,,measurement_output\step9_color_center_align\run_20260617_213229_045\ab_masks\step9_cycle_0001_20260617_213833_392_action_-10_b_mask.png
2,2026-06-17 21:38:43,True,False,moving,555.5524500094202,442.54005713209125,538.824,435.294,-16.72845000942027,-7.246057132091266,10.0,981935,11385,11394,-10,左,True,False,20.0,-20.0,measurement_output\step9_color_center_align\run_20260617_213229_045\overlays\step9_cycle_0002_20260617_213838_926_action_-10_overlay.png,measurement_output\step9_color_center_align\run_20260617_213229_045\frames\step9_cycle_0002_20260617_213838_926_action_-10_frame.png,measurement_output\step9_color_center_align\run_20260617_213229_045\ab_masks\step9_cycle_0002_20260617_213838_926_action_-10_b_mask.png,measurement_output\step9_color_center_align\run_20260617_213229_045\masks\step9_cycle_0002_20260617_213838_926_action_-10_color_region_mask.png,,measurement_output\step9_color_center_align\run_20260617_213229_045\ab_masks\step9_cycle_0002_20260617_213838_926_action_-10_b_mask.png
3,2026-06-17 21:38:49,True,False,moving,555.553651569541,442.5427113724891,538.824,435.294,-16.729651569541033,-7.24871137248914,10.0,981975,11315,10519,-10,左,True,False,20.0,-20.0,measurement_output\step9_color_center_align\run_20260617_213229_045\overlays\step9_cycle_0003_20260617_213844_480_action_-10_overlay.png,measurement_output\step9_color_center_align\run_20260617_213229_045\frames\step9_cycle_0003_20260617_213844_480_action_-10_frame.png,measurement_output\step9_color_center_align\run_20260617_213229_045\ab_masks\step9_cycle_0003_20260617_213844_480_action_-10_b_mask.png,measurement_output\step9_color_center_align\run_20260617_213229_045\masks\step9_cycle_0003_20260617_213844_480_action_-10_color_region_mask.png,,measurement_output\step9_color_center_align\run_20260617_213229_045\ab_masks\step9_cycle_0003_20260617_213844_480_action_-10_b_mask.png
4,2026-06-17 21:38:55,True,False,moving,555.5592177286063,442.5389552130889,538.824,435.294,-16.735217728606358,-7.244955213088929,10.0,981961,11258,10684,-10,左,True,False,20.0,-20.0,measurement_output\step9_color_center_align\run_20260617_213229_045\overlays\step9_cycle_0004_20260617_213850_007_action_-10_overlay.png,measurement_output\step9_color_center_align\run_20260617_213229_045\frames\step9_cycle_0004_20260617_213850_007_action_-10_frame.png,measurement_output\step9_color_center_align\run_20260617_213229_045\ab_masks\step9_cycle_0004_20260617_213850_007_action_-10_b_mask.png,measurement_output\step9_color_center_align\run_20260617_213229_045\masks\step9_cycle_0004_20260617_213850_007_action_-10_color_region_mask.png,,measurement_output\step9_color_center_align\run_20260617_213229_045\ab_masks\step9_cycle_0004_20260617_213850_007_action_-10_b_mask.png
5,2026-06-17 21:39:00,True,False,moving,555.5636020362754,442.53269435808346,538.824,435.294,-16.739602036275414,-7.238694358083478,10.0,981989,9025,10511,-10,左,True,False,20.0,-20.0,measurement_output\step9_color_center_align\run_20260617_213229_045\overlays\step9_cycle_0005_20260617_213855_665_action_-10_overlay.png,measurement_output\step9_color_center_align\run_20260617_213229_045\frames\step9_cycle_0005_20260617_213855_665_action_-10_frame.png,measurement_output\step9_color_center_align\run_20260617_213229_045\ab_masks\step9_cycle_0005_20260617_213855_665_action_-10_b_mask.png,measurement_output\step9_color_center_align\run_20260617_213229_045\masks\step9_cycle_0005_20260617_213855_665_action_-10_color_region_mask.png,,measurement_output\step9_color_center_align\run_20260617_213229_045\ab_masks\step9_cycle_0005_20260617_213855_665_action_-10_b_mask.png
6,2026-06-17 21:39:06,True,False,moving,555.5681839938245,442.53897057475666,538.824,435.294,-16.74418399382455,-7.244970574756678,10.0,981946,11342,10991,-10,左,True,False,20.0,-20.0,measurement_output\step9_color_center_align\run_20260617_213229_045\overlays\step9_cycle_0006_20260617_213901_235_action_-10_overlay.png,measurement_output\step9_color_center_align\run_20260617_213229_045\frames\step9_cycle_0006_20260617_213901_235_action_-10_frame.png,measurement_output\step9_color_center_align\run_20260617_213229_045\ab_masks\step9_cycle_0006_20260617_213901_235_action_-10_b_mask.png,measurement_output\step9_color_center_align\run_20260617_213229_045\masks\step9_cycle_0006_20260617_213901_235_action_-10_color_region_mask.png,,measurement_output\step9_color_center_align\run_20260617_213229_045\ab_masks\step9_cycle_0006_20260617_213901_235_action_-10_b_mask.png
7,2026-06-17 21:39:11,True,False,moving,555.5720311495961,442.54789907237586,538.824,435.294,-16.74803114959616,-7.253899072375873,10.0,981971,11446,11049,-10,左,True,False,20.0,-20.0,measurement_output\step9_color_center_align\run_20260617_213229_045\overlays\step9_cycle_0007_20260617_213906_794_action_-10_overlay.png,measurement_output\step9_color_center_align\run_20260617_213229_045\frames\step9_cycle_0007_20260617_213906_794_action_-10_frame.png,measurement_output\step9_color_center_align\run_20260617_213229_045\ab_masks\step9_cycle_0007_20260617_213906_794_action_-10_b_mask.png,measurement_output\step9_color_center_align\run_20260617_213229_045\masks\step9_cycle_0007_20260617_213906_794_action_-10_color_region_mask.png,,measurement_output\step9_color_center_align\run_20260617_213229_045\ab_masks\step9_cycle_0007_20260617_213906_794_action_-10_b_mask.png
