cycle,time,ok,aligned,reason,center_x,center_y,target_x,target_y,dx,dy,tolerance_px,overlap_area_px,b_mask_area_px,c_mask_area_px,action_code,action_name,moved,dry_run,ch1_distance,ch2_distance,overlay_path,frame_path,b_mask_path,c_mask_path,overlap_mask_path
1,2026-06-10 18:36:24,True,False,moving,534.1659292035398,404.7278761061947,525.882,414.118,-8.283929203539856,9.39012389380531,5.0,904,,,-1,左下,True,False,20.0,0.0,measurement_output\step9_bc_center_align\run_20260610_183325_722\overlays\step9_cycle_0001_20260610_183622_359_action_-1_overlay.png,measurement_output\step9_bc_center_align\run_20260610_183325_722\frames\step9_cycle_0001_20260610_183622_359_action_-1_frame.png,,,measurement_output\step9_bc_center_align\run_20260610_183325_722\masks\step9_cycle_0001_20260610_183622_359_action_-1_color_region_mask.png
2,2026-06-10 18:36:27,True,False,moving,532.2849344978166,406.2772925764192,525.882,414.118,-6.402934497816659,7.840707423580795,5.0,916,,,-1,左下,True,False,20.0,0.0,measurement_output\step9_bc_center_align\run_20260610_183325_722\overlays\step9_cycle_0002_20260610_183625_005_action_-1_overlay.png,measurement_output\step9_bc_center_align\run_20260610_183325_722\frames\step9_cycle_0002_20260610_183625_005_action_-1_frame.png,,,measurement_output\step9_bc_center_align\run_20260610_183325_722\masks\step9_cycle_0002_20260610_183625_005_action_-1_color_region_mask.png
3,2026-06-10 18:36:30,True,False,moving,530.9473684210526,407.4153318077803,525.882,414.118,-5.0653684210526535,6.702668192219676,5.0,874,,,-1,左下,True,False,20.0,0.0,measurement_output\step9_bc_center_align\run_20260610_183325_722\overlays\step9_cycle_0003_20260610_183627_726_action_-1_overlay.png,measurement_output\step9_bc_center_align\run_20260610_183325_722\frames\step9_cycle_0003_20260610_183627_726_action_-1_frame.png,,,measurement_output\step9_bc_center_align\run_20260610_183325_722\masks\step9_cycle_0003_20260610_183627_726_action_-1_color_region_mask.png
4,2026-06-10 18:36:35,True,False,moving,528.7857923497268,408.3224043715847,525.882,414.118,-2.903792349726814,5.795595628415299,5.0,915,,,-20,下,True,False,20.0,20.0,measurement_output\step9_bc_center_align\run_20260610_183325_722\overlays\step9_cycle_0004_20260610_183630_372_action_-20_overlay.png,measurement_output\step9_bc_center_align\run_20260610_183325_722\frames\step9_cycle_0004_20260610_183630_372_action_-20_frame.png,,,measurement_output\step9_bc_center_align\run_20260610_183325_722\masks\step9_cycle_0004_20260610_183630_372_action_-20_color_region_mask.png
5,2026-06-10 18:36:40,True,False,moving,533.2477064220184,411.9094036697248,525.882,414.118,-7.365706422018434,2.2085963302752134,5.0,872,,,-10,左,True,False,20.0,-20.0,measurement_output\step9_bc_center_align\run_20260610_183325_722\overlays\step9_cycle_0005_20260610_183635_540_action_-10_overlay.png,measurement_output\step9_bc_center_align\run_20260610_183325_722\frames\step9_cycle_0005_20260610_183635_540_action_-10_frame.png,,,measurement_output\step9_bc_center_align\run_20260610_183325_722\masks\step9_cycle_0005_20260610_183635_540_action_-10_color_region_mask.png
6,2026-06-10 18:36:40,True,True,center_aligned,528.6063492063493,411.3206349206349,525.882,414.118,-2.724349206349302,2.797365079365079,5.0,945,,,0,,False,,,,measurement_output\step9_bc_center_align\run_20260610_183325_722\overlays\step9_cycle_0006_20260610_183640_606_action_0_overlay.png,measurement_output\step9_bc_center_align\run_20260610_183325_722\frames\step9_cycle_0006_20260610_183640_606_action_0_frame.png,,,measurement_output\step9_bc_center_align\run_20260610_183325_722\masks\step9_cycle_0006_20260610_183640_606_action_0_color_region_mask.png
1,2026-06-10 18:37:51,True,False,moving,536.4141843971631,403.1531914893617,525.882,414.118,-10.532184397163178,10.964808510638306,5.0,705,,,-1,左下,True,False,20.0,0.0,measurement_output\step9_bc_center_align\run_20260610_183325_722\overlays\step9_cycle_0001_20260610_183748_854_action_-1_overlay.png,measurement_output\step9_bc_center_align\run_20260610_183325_722\frames\step9_cycle_0001_20260610_183748_854_action_-1_frame.png,,,measurement_output\step9_bc_center_align\run_20260610_183325_722\masks\step9_cycle_0001_20260610_183748_854_action_-1_color_region_mask.png
2,2026-06-10 18:37:54,True,False,moving,533.3627167630058,404.07369942196533,525.882,414.118,-7.48071676300583,10.044300578034665,5.0,692,,,-1,左下,True,False,20.0,0.0,measurement_output\step9_bc_center_align\run_20260610_183325_722\overlays\step9_cycle_0002_20260610_183751_520_action_-1_overlay.png,measurement_output\step9_bc_center_align\run_20260610_183325_722\frames\step9_cycle_0002_20260610_183751_520_action_-1_frame.png,,,measurement_output\step9_bc_center_align\run_20260610_183325_722\masks\step9_cycle_0002_20260610_183751_520_action_-1_color_region_mask.png
3,2026-06-10 18:37:56,True,False,moving,531.7990726429675,404.3261205564142,525.882,414.118,-5.917072642967582,9.791879443585799,5.0,647,,,-1,左下,True,False,20.0,0.0,measurement_output\step9_bc_center_align\run_20260610_183325_722\overlays\step9_cycle_0003_20260610_183754_169_action_-1_overlay.png,measurement_output\step9_bc_center_align\run_20260610_183325_722\frames\step9_cycle_0003_20260610_183754_169_action_-1_frame.png,,,measurement_output\step9_bc_center_align\run_20260610_183325_722\masks\step9_cycle_0003_20260610_183754_169_action_-1_color_region_mask.png
4,2026-06-10 18:38:01,True,False,moving,530.4806547619048,405.39434523809524,525.882,414.118,-4.598654761904868,8.723654761904754,5.0,672,,,-20,下,True,False,20.0,20.0,measurement_output\step9_bc_center_align\run_20260610_183325_722\overlays\step9_cycle_0004_20260610_183756_819_action_-20_overlay.png,measurement_output\step9_bc_center_align\run_20260610_183325_722\frames\step9_cycle_0004_20260610_183756_819_action_-20_frame.png,,,measurement_output\step9_bc_center_align\run_20260610_183325_722\masks\step9_cycle_0004_20260610_183756_819_action_-20_color_region_mask.png
5,2026-06-10 18:38:04,True,False,moving,534.4051593323217,408.84066767830046,525.882,414.118,-8.523159332321711,5.277332321699532,5.0,659,,,-1,左下,True,False,20.0,0.0,measurement_output\step9_bc_center_align\run_20260610_183325_722\overlays\step9_cycle_0005_20260610_183801_952_action_-1_overlay.png,measurement_output\step9_bc_center_align\run_20260610_183325_722\frames\step9_cycle_0005_20260610_183801_952_action_-1_frame.png,,,measurement_output\step9_bc_center_align\run_20260610_183325_722\masks\step9_cycle_0005_20260610_183801_952_action_-1_color_region_mask.png
