x,y,lorentz_fit_y,residual
498.215,1108,,
498.25,1106,,
498.285,1106,,
498.32,1106,,
498.355,1100,,
498.39,1100,,
498.425,1105,,
498.46,1105,,
498.495,1107,,
498.53,1107,,
498.565,1109,,
498.6,1111,,
498.635,1109,,
498.67,1103,,
498.705,1109,,
498.74,1111,,
498.775,1098,,
498.81,1101,,
498.845,1111,,
498.88,1111,,
498.915,1101,,
498.95,1105,,
498.985,1112,,
499.02,1112,,
499.055,1109,,
499.09,1109,,
499.125,1112,,
499.16,1109,,
499.195,1108,,
499.23,1108,,
499.265,1110,,
499.3,1108,,
499.335,1110,,
499.37,1112,,
499.405,1112,,
499.44,1108,,
499.475,1109,,
499.51,1103,,
499.545,1103,,
499.58,1103,,
499.615,1103,,
499.65,1103,,
499.685,1102,,
499.72,1102,,
499.755,1102,,
499.79,1102,,
499.825,1105,,
499.86,1109,,
499.894,1109,,
499.929,1113,,
499.964,1113,,
499.999,1113,,
500.034,1111,,
500.069,1107,,
500.104,1104,,
500.139,1104,,
500.174,1103,,
500.209,1103,,
500.244,1101,,
500.279,1106,,
500.314,1106,,
500.349,1110,,
500.384,1110,,
500.419,1110,,
500.454,1109,,
500.489,1109,,
500.524,1107,,
500.559,1107,,
500.594,1107,,
500.629,1105,,
500.664,1105,,
500.699,1102,,
500.734,1102,,
500.768,1113,,
500.803,1115,,
500.838,1113,,
500.873,1113,,
500.908,1105,,
500.943,1105,,
500.978,1101,,
501.013,1105,,
501.048,1105,,
501.083,1105,,
501.118,1099,,
501.153,1105,,
501.188,1103,,
501.223,1103,,
501.258,1106,,
501.293,1109,,
501.328,1117,,
501.362,1117,,
501.397,1106,,
501.432,1106,,
501.467,1106,,
501.502,1106,,
501.537,1106,,
501.572,1106,,
501.607,1111,,
501.642,1111,,
501.677,1111,,
501.712,1099,,
501.747,1098,,
501.782,1098,,
501.817,1094,,
501.852,1098,,
501.886,1105,,
501.921,1106,,
501.956,1110,,
501.991,1110,,
502.026,1106,,
502.061,1106,,
502.096,1101,,
502.131,1098,,
502.166,1101,,
502.201,1110,,
502.236,1102,,
502.271,1109,,
502.305,1109,,
502.34,1109,,
502.375,1106,,
502.41,1109,,
502.445,1109,,
502.48,1106,,
502.515,1109,,
502.55,1110,,
502.585,1109,,
502.62,1109,,
502.655,1109,,
502.69,1098,,
502.724,1098,,
502.759,1115,,
502.794,1099,,
502.829,1111,,
502.864,1111,,
502.899,1109,,
502.934,1107,,
502.969,1109,,
503.004,1109,,
503.039,1115,,
503.073,1115,,
503.108,1115,,
503.143,1101,,
503.178,1101,,
503.213,1101,,
503.248,1101,,
503.283,1104,,
503.318,1110,,
503.353,1107,,
503.388,1110,,
503.422,1110,,
503.457,1107,,
503.492,1105,,
503.527,1105,,
503.562,1105,,
503.597,1107,,
503.632,1107,,
503.667,1107,,
503.702,1107,,
503.736,1107,,
503.771,1107,,
503.806,1107,,
503.841,1111,,
503.876,1111,,
503.911,1111,,
503.946,1107,,
503.981,1107,,
504.015,1107,,
504.05,1107,,
504.085,1107,,
504.12,1106,,
504.155,1109,,
504.19,1109,,
504.225,1109,,
504.26,1119,,
504.294,1119,,
504.329,1119,,
504.364,1119,,
504.399,1119,,
504.434,1114,,
504.469,1113,,
504.504,1109,,
504.539,1103,,
504.573,1101,,
504.608,1101,,
504.643,1101,,
504.678,1101,,
504.713,1109,,
504.748,1115,,
504.783,1115,,
504.817,1115,,
504.852,1115,,
504.887,1115,,
504.922,1112,,
504.957,1105,,
504.992,1112,,
505.027,1115,,
505.061,1112,,
505.096,1121,,
505.131,1121,,
505.166,1113,,
505.201,1111,,
505.236,1113,,
505.271,1111,,
505.305,1110,,
505.34,1110,,
505.375,1106,,
505.41,1106,,
505.445,1108,,
505.48,1108,,
505.514,1108,,
505.549,1118,,
505.584,1119,,
505.619,1119,,
505.654,1119,,
505.689,1111,,
505.724,1105,,
505.758,1105,,
505.793,1105,,
505.828,1103,,
505.863,1103,,
505.898,1120,,
505.933,1105,,
505.967,1105,,
506.002,1108,,
506.037,1118,,
506.072,1115,,
506.107,1115,,
506.142,1115,,
506.176,1115,,
506.211,1115,,
506.246,1112,,
506.281,1112,,
506.316,1115,,
506.35,1112,,
506.385,1116,,
506.42,1116,,
506.455,1116,,
506.49,1112,,
506.525,1116,,
506.559,1115,,
506.594,1115,,
506.629,1115,,
506.664,1116,,
506.699,1115,,
506.734,1116,,
506.768,1116,,
506.803,1111,,
506.838,1111,,
506.873,1118,,
506.908,1111,,
506.942,1115,,
506.977,1115,,
507.012,1115,,
507.047,1105,,
507.082,1115,,
507.116,1113,,
507.151,1113,,
507.186,1113,,
507.221,1113,,
507.256,1112,,
507.29,1108,,
507.325,1108,,
507.36,1103,,
507.395,1108,,
507.43,1110,,
507.464,1110,,
507.499,1110,,
507.534,1116,,
507.569,1116,,
507.604,1116,,
507.638,1121,,
507.673,1121,,
507.708,1120,,
507.743,1120,,
507.778,1120,,
507.812,1117,,
507.847,1112,,
507.882,1112,,
507.917,1108,,
507.952,1108,,
507.986,1108,,
508.021,1117,,
508.056,1117,,
508.091,1117,,
508.126,1112,,
508.16,1123,,
508.195,1136,,
508.23,1113,,
508.265,1113,,
508.299,1125,,
508.334,1113,,
508.369,1112,,
508.404,1111,,
508.439,1112,,
508.473,1111,,
508.508,1111,,
508.543,1111,,
508.578,1114,,
508.612,1106,,
508.647,1107,,
508.682,1107,,
508.717,1107,,
508.752,1107,,
508.786,1112,,
508.821,1114,,
508.856,1112,,
508.891,1112,,
508.925,1112,,
508.96,1116,,
508.995,1116,,
509.03,1116,,
509.064,1116,,
509.099,1111,,
509.134,1111,,
509.169,1111,,
509.203,1113,,
509.238,1113,,
509.273,1115,,
509.308,1115,,
509.342,1111,,
509.377,1106,,
509.412,1106,,
509.447,1105,,
509.481,1106,,
509.516,1110,,
509.551,1112,,
509.586,1117,,
509.62,1119,,
509.655,1119,,
509.69,1117,,
509.725,1110,,
509.759,1110,,
509.794,1110,,
509.829,1122,,
509.864,1124,,
509.898,1124,,
509.933,1122,,
509.968,1122,,
510.003,1116,1112.895462,3.10453837
510.037,1116,1112.899769,3.100231303
510.072,1113,1112.904276,0.09572405957
510.107,1113,1112.908859,0.09114058979
510.142,1113,1112.913521,0.08647916869
510.176,1113,1112.918125,0.08187460626
510.211,1113,1112.922946,0.07705426485
510.246,1114,1112.927849,1.07215055
510.281,1114,1112.932838,1.067161531
510.315,1117,1112.937769,4.062231491
510.35,1117,1112.942932,4.05706843
510.385,1117,1112.948186,4.051813993
510.42,1117,1112.953534,4.046466014
510.454,1118,1112.958821,5.041179151
510.489,1118,1112.96436,5.03564017
510.524,1113,1112.969999,0.03000082774
510.558,1113,1112.975576,0.02442419999
510.593,1119,1112.98142,6.018579802
510.628,1119,1112.987372,6.012627591
510.663,1123,1112.993435,10.0065649
510.697,1123,1112.999433,10.00056705
510.732,1123,1113.005722,9.994278443
510.767,1122,1113.012129,8.987870954
510.801,1121,1113.01847,7.981529846
510.836,1121,1113.025121,7.974879081
510.871,1118,1113.0319,4.968100209
510.906,1118,1113.03881,4.961189926
510.94,1118,1113.045652,4.954348013
510.975,1122,1113.052831,8.947168569
511.01,1124,1113.060153,10.93984725
511.045,1124,1113.06762,10.93238031
511.079,1122,1113.075016,8.924983584
511.114,1116,1113.082782,2.917218069
511.149,1113,1113.090705,-0.09070497879
511.183,1113,1113.098557,-0.09855655588
511.218,1113,1113.106803,-0.1068028367
511.253,1114,1113.11522,0.8847802052
511.288,1114,1113.123812,0.8761878406
511.322,1119,1113.132332,5.867668371
511.357,1119,1113.141284,5.85871571
511.392,1120,1113.150427,6.849572592
511.426,1119,1113.159497,5.840503192
511.461,1115,1113.169031,1.830968533
511.496,1109,1113.178773,-4.178773276
511.53,1109,1113.188441,-4.188440817
511.565,1109,1113.198609,-4.198608862
511.6,1109,1113.209003,-4.209002613
511.635,1113,1113.219629,-0.2196287782
511.669,1113,1113.23018,-0.2301804832
511.704,1113,1113.241285,-0.2412854613
511.739,1113,1113.252644,-0.2526443039
511.773,1111,1113.263929,-2.263929063
511.808,1110,1113.275811,-3.275811422
511.843,1110,1113.287972,-3.287971619
511.877,1109,1113.300059,-4.300058673
511.912,1109,1113.312792,-4.312792407
511.947,1109,1113.325831,-4.325830841
511.982,1110,1113.339184,-3.339183735
512.016,1113,1113.352466,-0.3524658559
512.051,1114,1113.366469,0.6335311852
512.086,1113,1113.380818,-0.3808176285
512.12,1113,1113.395098,-0.3950984927
512.155,1113,1113.410163,-0.4101630803
512.19,1118,1113.425609,4.574391083
512.224,1109,1113.440991,-4.440990756
512.259,1116,1113.457227,2.542773449
512.294,1116,1113.473884,2.526116388
512.328,1120,1113.490482,6.509517986
512.363,1116,1113.508013,2.491986965
512.398,1120,1113.526011,6.473989298
512.432,1120,1113.543957,6.456043247
512.467,1115,1113.562924,1.437076212
512.502,1115,1113.582409,1.417590905
512.537,1115,1113.602432,1.397568369
512.571,1115,1113.622415,1.377584684
512.606,1115,1113.643556,1.356444097
512.641,1114,1113.665295,0.3347046281
512.675,1118,1113.687009,4.312991298
512.71,1116,1113.709996,2.290003641
512.745,1115,1113.733654,1.266346403
512.779,1115,1113.757301,1.24269918
512.814,1116,1113.782356,2.217644245
512.849,1116,1113.808162,2.191838353
512.883,1115,1113.833978,1.166022135
512.918,1119,1113.861354,5.138646123
512.953,1125,1113.889575,11.11042512
512.987,1125,1113.917832,11.08216823
513.022,1125,1113.947823,11.05217746
513.057,1125,1113.978767,11.0212326
513.091,1117,1114.00978,2.990219783
513.126,1117,1114.042727,2.957272994
513.161,1115,1114.076755,0.9232449608
513.195,1117,1114.110891,2.889108809
513.23,1117,1114.147192,2.852807674
513.265,1113,1114.184724,-1.184723567
513.299,1108,1114.222413,-6.22241323
513.334,1113,1114.262536,-1.262535829
513.369,1113,1114.304064,-1.304063669
513.403,1113,1114.345813,-1.345812981
513.438,1114,1114.390308,-0.3903075691
513.473,1114,1114.436415,-0.4364145135
513.507,1110,1114.482822,-4.482822072
513.542,1110,1114.532341,-4.532340911
513.577,1119,1114.583718,4.416281616
513.611,1123,1114.635496,8.36450396
513.646,1123,1114.690816,8.309183735
513.681,1123,1114.74829,8.251710317
513.715,1117,1114.806289,2.193711085
513.75,1114,1114.868342,-0.8683419735
513.784,1111,1114.931022,-3.931022109
513.819,1109,1114.998148,-5.998148352
513.854,1109,1115.068058,-6.068057728
513.888,1111,1115.138781,-4.138780661
513.923,1109,1115.214638,-6.214637907
513.958,1119,1115.293768,3.706232124
513.992,1119,1115.373949,3.626050719
514.027,1119,1115.460096,3.539904483
514.062,1114,1115.550115,-1.550114693
514.096,1116,1115.64149,0.3585096474
514.131,1116,1115.739841,0.2601592929
514.166,1116,1115.842806,0.1571943929
514.2,1116,1115.94752,0.05247950863
514.235,1116,1116.060448,-0.06044797539
514.269,1116,1116.175449,-0.1754491248
514.304,1116,1116.299641,-0.2996408615
514.339,1116,1116.430111,-0.4301109669
514.373,1116,1116.563265,-0.563264743
514.408,1114,1116.70738,-2.707380066
514.443,1114,1116.859132,-2.859132419
514.477,1114,1117.01437,-3.01437032
514.512,1114,1117.182794,-3.18279404
514.547,1114,1117.36059,-3.36059009
514.581,1114,1117.542934,-3.542934493
514.616,1113,1117.741287,-4.741287044
514.65,1113,1117.945083,-4.945083224
514.685,1113,1118.167185,-5.167185012
514.72,1110,1118.402747,-8.402746957
514.754,1113,1118.645484,-5.64548436
514.789,1115,1118.910824,-3.910824259
514.824,1119,1119.193131,-0.1931309623
514.858,1121,1119.484965,1.515035215
514.893,1121,1119.805019,1.194981437
514.927,1121,1120.136621,0.8633789278
514.962,1118,1120.501133,-2.501132919
514.997,1118,1120.891216,-2.891216016
515.031,1113,1121.296841,-8.296841081
515.066,1118,1121.744379,-3.744378627
515.101,1122,1122.225157,-0.225156899
515.135,1122,1122.727027,-0.7270273476
515.17,1122,1123.282941,-1.282941246
515.204,1122,1123.864797,-1.864797085
515.239,1121,1124.511055,-3.511055412
515.274,1121,1125.210067,-4.210066611
515.308,1124,1125.944706,-1.94470608
515.343,1121,1126.764011,-5.764010669
515.377,1124,1127.627383,-3.627382522
515.412,1131,1128.592775,2.407224766
515.447,1124,1129.643955,-5.643954825
515.481,1131,1130.755744,0.2442559171
515.516,1131,1132.003151,-1.003151369
515.55,1131,1133.324981,-2.324981441
515.585,1131,1134.810328,-3.810328424
515.62,1132,1136.434427,-4.434427281
515.654,1133,1138.157383,-5.157382704
515.689,1136,1140.09367,-4.093670184
515.724,1136,1142.208206,-6.208205816
515.758,1136,1144.444956,-8.444955881
515.793,1148,1146.946066,1.053933571
515.827,1148,1149.575834,-1.575833743
515.862,1148,1152.491546,-4.491545802
515.897,1153,1155.614065,-2.614065366
515.931,1160,1158.830844,1.169156197
515.966,1164,1162.30235,1.697649857
516,1170,1165.785879,4.214120827
516.035,1170,1169.419576,0.5804244351
516.069,1170,1172.909518,-2.909517712
516.104,1191,1176.348412,14.6515882
516.139,1191,1179.497361,11.50263916
516.173,1191,1182.139295,8.860704578
516.208,1187,1184.287354,2.712645516
516.242,1184,1185.698526,-1.698526132
516.277,1180,1186.364774,-6.364774175
516.312,1184,1186.189381,-2.189381088
516.346,1184,1185.223951,-1.223951331
516.381,1180,1183.47582,-3.475819572
516.415,1177,1181.147579,-4.147579054
516.45,1177,1178.236324,-1.236324426
516.485,1173,1174.949756,-1.949755682
516.519,1173,1171.533847,1.466152948
516.554,1166,1167.912468,-1.912468132
516.588,1158,1164.392115,-6.392114954
516.623,1154,1160.845932,-6.845931557
516.657,1158,1157.532368,0.4676319808
516.692,1153,1154.29512,-1.295119695
516.727,1153,1151.257152,1.742848171
516.761,1153,1148.506943,4.493057332
516.796,1141,1145.884118,-4.884117919
516.83,1141,1143.533893,-2.53389274
516.865,1147,1141.30908,5.69092023
516.899,1139,1139.325832,-0.3258319817
516.934,1139,1137.454793,1.545206692
516.969,1137,1135.743432,1.256568046
517.003,1127,1134.221214,-7.221214465
517.038,1127,1132.786064,-5.786063587
517.072,1126,1131.508606,-5.508605953
