cycle_index,time,angle_before,angle_after,angle_before_after_delta,previous_cycle_angle,angle_delta_vs_previous_cycle,signal_on_time_used_ms,signal_on_time_next_ms,signal_time_adjust_action,angle_before_center,angle_after_center,raw_original_peak,raw_peak,fit_peak,run_session_name,spectrum_filename,labview_csv_path,spectrum_csv_path
1,2026-06-08 21:40:02,113.89647949194776,,,,,,,,,,2517.0,1126.0,1126.0,20260608_213840,cycle_0001_213845_213_spectrum.csv,labview_csv_output\measure_001_20260608_213856.csv,measurement_output\save\06.08\20260608_213840\cycle_0001_213845_213_spectrum.csv
1,2026-06-08 22:06:07,113.64911583694649,,,,,,,,,,3871.0,1116.0,1116.0,20260608_220406,cycle_0001_220409_759_spectrum.csv,labview_csv_output\measure_001_20260608_220421.csv,measurement_output\save\06.08\20260608_220406\cycle_0001_220409_759_spectrum.csv
