x,y,lorentz_fit_y,residual
498.215,1089,,
498.25,1093.5,,
498.285,1098,,
498.32,1100,,
498.355,1112,,
498.39,1112,,
498.425,1100,,
498.46,1109,,
498.495,1109,,
498.53,1109,,
498.565,1109,,
498.6,1116,,
498.635,1116,,
498.67,1116,,
498.705,1115,,
498.74,1114,,
498.775,1114,,
498.81,1114,,
498.845,1114,,
498.88,1114,,
498.915,1114,,
498.95,1109,,
498.985,1110,,
499.02,1114,,
499.055,1110,,
499.09,1108,,
499.125,1110,,
499.16,1108,,
499.195,1108,,
499.23,1108,,
499.265,1114,,
499.3,1109,,
499.335,1114,,
499.37,1110,,
499.405,1114,,
499.44,1114,,
499.475,1114,,
499.51,1113,,
499.545,1113,,
499.58,1108,,
499.615,1107,,
499.65,1108,,
499.685,1106,,
499.72,1105,,
499.755,1106,,
499.79,1115,,
499.825,1105,,
499.86,1105,,
499.894,1103,,
499.929,1103,,
499.964,1103,,
499.999,1124,,
500.034,1124,,
500.069,1124,,
500.104,1108,,
500.139,1108,,
500.174,1108,,
500.209,1108,,
500.244,1107,,
500.279,1110,,
500.314,1110,,
500.349,1104,,
500.384,1123,,
500.419,1123,,
500.454,1123,,
500.489,1116,,
500.524,1116,,
500.559,1105,,
500.594,1105,,
500.629,1105,,
500.664,1105,,
500.699,1100,,
500.734,1107,,
500.768,1107,,
500.803,1098,,
500.838,1102,,
500.873,1114,,
500.908,1105,,
500.943,1105,,
500.978,1108,,
501.013,1114,,
501.048,1109,,
501.083,1109,,
501.118,1112,,
501.153,1112,,
501.188,1112,,
501.223,1112,,
501.258,1112,,
501.293,1105,,
501.328,1105,,
501.362,1103,,
501.397,1103,,
501.432,1102,,
501.467,1107,,
501.502,1102,,
501.537,1107,,
501.572,1104,,
501.607,1106,,
501.642,1106,,
501.677,1106,,
501.712,1106,,
501.747,1108,,
501.782,1108,,
501.817,1108,,
501.852,1108,,
501.886,1108,,
501.921,1104,,
501.956,1101,,
501.991,1104,,
502.026,1104,,
502.061,1104,,
502.096,1104,,
502.131,1105,,
502.166,1105,,
502.201,1106,,
502.236,1106,,
502.271,1109,,
502.305,1112,,
502.34,1114,,
502.375,1112,,
502.41,1112,,
502.445,1112,,
502.48,1110,,
502.515,1107,,
502.55,1107,,
502.585,1107,,
502.62,1107,,
502.655,1107,,
502.69,1110,,
502.724,1112,,
502.759,1112,,
502.794,1112,,
502.829,1107,,
502.864,1107,,
502.899,1105,,
502.934,1105,,
502.969,1107,,
503.004,1111,,
503.039,1111,,
503.073,1111,,
503.108,1115,,
503.143,1105,,
503.178,1105,,
503.213,1103,,
503.248,1115,,
503.283,1109,,
503.318,1109,,
503.353,1109,,
503.388,1109,,
503.422,1109,,
503.457,1110,,
503.492,1110,,
503.527,1104,,
503.562,1104,,
503.597,1104,,
503.632,1103,,
503.667,1103,,
503.702,1114,,
503.736,1114,,
503.771,1104,,
503.806,1114,,
503.841,1114,,
503.876,1114,,
503.911,1114,,
503.946,1115,,
503.981,1114,,
504.015,1114,,
504.05,1113,,
504.085,1109,,
504.12,1108,,
504.155,1109,,
504.19,1113,,
504.225,1113,,
504.26,1116,,
504.294,1116,,
504.329,1113,,
504.364,1112,,
504.399,1107,,
504.434,1107,,
504.469,1112,,
504.504,1111,,
504.539,1112,,
504.573,1114,,
504.608,1114,,
504.643,1112,,
504.678,1113,,
504.713,1112,,
504.748,1112,,
504.783,1113,,
504.817,1113,,
504.852,1123,,
504.887,1130,,
504.922,1123,,
504.957,1123,,
504.992,1124,,
505.027,1124,,
505.061,1120,,
505.096,1124,,
505.131,1120,,
505.166,1119,,
505.201,1119,,
505.236,1116,,
505.271,1116,,
505.305,1119,,
505.34,1116,,
505.375,1116,,
505.41,1120,,
505.445,1118,,
505.48,1117,,
505.514,1118,,
505.549,1118,,
505.584,1118,,
505.619,1118,,
505.654,1118,,
505.689,1118,,
505.724,1118,,
505.758,1117,,
505.793,1117,,
505.828,1111,,
505.863,1111,,
505.898,1117,,
505.933,1112,,
505.967,1111,,
506.002,1111,,
506.037,1111,,
506.072,1111,,
506.107,1111,,
506.142,1112,,
506.176,1118,,
506.211,1118,,
506.246,1119,,
506.281,1120,,
506.316,1120,,
506.35,1120,,
506.385,1120,,
506.42,1109,,
506.455,1109,,
506.49,1109,,
506.525,1109,,
506.559,1121,,
506.594,1121,,
506.629,1121,,
506.664,1120,,
506.699,1120,,
506.734,1119,,
506.768,1119,,
506.803,1119,,
506.838,1119,,
506.873,1119,,
506.908,1122,,
506.942,1122,,
506.977,1122,,
507.012,1122,,
507.047,1121,,
507.082,1121,,
507.116,1121,,
507.151,1128,,
507.186,1118,,
507.221,1118,,
507.256,1111,,
507.29,1113,,
507.325,1111,,
507.36,1110,,
507.395,1111,,
507.43,1112,,
507.464,1112,,
507.499,1115,,
507.534,1118,,
507.569,1118,,
507.604,1118,,
507.638,1118,,
507.673,1118,,
507.708,1118,,
507.743,1125,,
507.778,1125,,
507.812,1118,,
507.847,1118,,
507.882,1118,,
507.917,1118,,
507.952,1114,,
507.986,1114,,
508.021,1114,,
508.056,1114,,
508.091,1114,,
508.126,1114,,
508.16,1124,,
508.195,1124,,
508.23,1126,,
508.265,1128,,
508.299,1128,,
508.334,1126,,
508.369,1128,,
508.404,1108,,
508.439,1108,,
508.473,1115,,
508.508,1115,,
508.543,1115,,
508.578,1117,,
508.612,1120,,
508.647,1117,,
508.682,1117,,
508.717,1117,,
508.752,1113,,
508.786,1113,,
508.821,1117,,
508.856,1121,,
508.891,1133,,
508.925,1133,,
508.96,1127,,
508.995,1121,,
509.03,1117,,
509.064,1114,,
509.099,1111,,
509.134,1114,,
509.169,1114,,
509.203,1114,,
509.238,1114,,
509.273,1114,,
509.308,1111,,
509.342,1111,,
509.377,1111,,
509.412,1111,,
509.447,1111,,
509.481,1114,,
509.516,1111,,
509.551,1111,,
509.586,1116,,
509.62,1120,,
509.655,1118,,
509.69,1118,,
509.725,1118,,
509.759,1120,,
509.794,1127,,
509.829,1127,,
509.864,1127,,
509.898,1125,,
509.933,1118,,
509.968,1115,,
510.003,1115,1115.284605,-0.2846046932
510.037,1115,1115.288777,-0.288776924
510.072,1115,1115.293145,-0.2931452349
510.107,1117,1115.29759,1.702410323
510.142,1120,1115.302112,4.697887983
510.176,1118,1115.306581,2.693418538
510.211,1118,1115.311263,2.688737255
510.246,1118,1115.316027,2.683972517
510.281,1118,1115.320878,2.679122345
510.315,1118,1115.325673,2.674327009
510.35,1119,1115.330698,3.66930238
510.385,1119,1115.335814,3.664186079
510.42,1124,1115.341024,8.658975882
510.454,1124,1115.346178,8.653822462
510.489,1124,1115.35158,8.648420372
510.524,1123,1115.357083,7.642917367
510.558,1123,1115.362527,7.637472579
510.593,1123,1115.368237,7.631763207
510.628,1120,1115.374055,4.625945236
510.663,1118,1115.379984,2.620015922
510.697,1133,1115.385853,17.61414671
510.732,1120,1115.39201,4.607989508
510.767,1120,1115.398288,4.601712274
510.801,1120,1115.404503,4.595496505
510.836,1120,1115.411027,4.588973435
510.871,1120,1115.417679,4.582320796
510.906,1122,1115.424465,6.575535167
510.94,1128,1115.431187,12.56881272
510.975,1128,1115.438246,12.56175445
511.01,1133,1115.445448,17.55455235
511.045,1133,1115.452797,17.54720252
511.079,1116,1115.460083,0.5399174148
511.114,1116,1115.467736,0.5322644349
511.149,1116,1115.475549,0.5244513638
511.183,1116,1115.483296,0.5167040114
511.218,1116,1115.491438,0.5085621619
511.253,1123,1115.499753,7.500246552
511.288,1123,1115.508248,7.491752261
511.322,1114,1115.516675,-1.516675265
511.357,1112,1115.525537,-3.525536911
511.392,1112,1115.534593,-3.534592915
511.426,1112,1115.543582,-3.543581646
511.461,1115,1115.553038,-0.5530375703
511.496,1115,1115.562705,-0.5627052629
511.53,1115,1115.572305,-0.5723054771
511.565,1116,1115.582409,0.4175907062
511.6,1116,1115.592744,0.4072557472
511.635,1111,1115.603317,-4.603317362
511.669,1118,1115.613823,2.386176683
511.704,1118,1115.624887,2.375112519
511.739,1118,1115.636212,2.363787781
511.773,1115,1115.647471,-0.6474706133
511.808,1120,1115.659333,4.340666842
511.843,1120,1115.671481,4.328518639
511.877,1120,1115.683565,4.316435364
511.912,1115,1115.696303,-0.6963029977
511.947,1120,1115.709355,4.290644862
511.982,1120,1115.722731,4.277268722
512.016,1117,1115.736046,1.263954426
512.051,1117,1115.750092,1.249907984
512.086,1117,1115.764495,1.235504656
512.12,1109,1115.77884,-6.778840244
512.155,1109,1115.793983,-6.793982708
512.19,1109,1115.809519,-6.809519137
512.224,1119,1115.825002,3.174998262
512.259,1119,1115.841355,3.158644985
512.294,1119,1115.858144,3.141855828
512.328,1123,1115.874886,7.125114457
512.363,1111,1115.89258,-4.892579515
512.398,1111,1115.910757,-4.910756876
512.432,1122,1115.928894,6.07110575
512.467,1122,1115.948076,6.05192373
512.502,1116,1115.967796,0.03220432279
512.537,1116,1115.988072,0.01192771556
512.571,1116,1116.008323,-0.008322744163
512.606,1116,1116.029759,-0.02975939144
512.641,1121,1116.051818,4.948182398
512.675,1121,1116.073863,4.926136797
512.71,1121,1116.097217,4.902782822
512.745,1119,1116.121266,2.878733633
512.779,1118,1116.14532,1.854680119
512.814,1118,1116.17082,1.829179616
512.849,1119,1116.197101,2.802899356
