metric,reference_mean
tenengrad,6212.326133333333
laplacian_var,14462.80118082173
brenner,288.79622483221476
highfreq_ratio,0.4503102403318272
local_contrast,0.2230843287918857
edge_width,49.0
halo_width,4.0
brightness_mean,24.201455555555555
brightness_std,19.989928689029114
red_blue_ratio,0.9831418839942474
