cycle,time,ok,aligned,reason,center_x,center_y,target_x,target_y,dx,dy,tolerance_px,overlap_area_px,b_mask_area_px,c_mask_area_px,action_code,action_name,moved,dry_run,ch1_distance,ch2_distance,overlay_path,frame_path,b_mask_path,c_mask_path,overlap_mask_path
1,2026-06-10 19:54:57,True,False,moving,511.1812865497076,397.27300707910126,518.824,402.353,7.642713450292376,5.079992920898746,5.0,3249,12744,14042,-2,右下,True,False,0.0,20.0,measurement_output\step9_bc_center_align\run_20260610_195401_782\overlays\step9_cycle_0001_20260610_195454_517_action_-2_overlay.png,measurement_output\step9_bc_center_align\run_20260610_195401_782\frames\step9_cycle_0001_20260610_195454_517_action_-2_frame.png,measurement_output\step9_bc_center_align\run_20260610_195401_782\masks\step9_cycle_0001_20260610_195454_517_action_-2_b_mask.png,measurement_output\step9_bc_center_align\run_20260610_195401_782\masks\step9_cycle_0001_20260610_195454_517_action_-2_c_dynamic_geometry_mask.png,measurement_output\step9_bc_center_align\run_20260610_195401_782\masks\step9_cycle_0001_20260610_195454_517_action_-2_b_intersect_c_dynamic_mask.png
2,2026-06-10 19:55:02,True,False,moving,513.6778892845581,401.2764648753642,518.824,402.353,5.146110715441864,1.076535124635825,5.0,3089,12458,14040,10,右,True,False,-20.0,20.0,measurement_output\step9_bc_center_align\run_20260610_195401_782\overlays\step9_cycle_0002_20260610_195457_517_action_10_overlay.png,measurement_output\step9_bc_center_align\run_20260610_195401_782\frames\step9_cycle_0002_20260610_195457_517_action_10_frame.png,measurement_output\step9_bc_center_align\run_20260610_195401_782\masks\step9_cycle_0002_20260610_195457_517_action_10_b_mask.png,measurement_output\step9_bc_center_align\run_20260610_195401_782\masks\step9_cycle_0002_20260610_195457_517_action_10_c_dynamic_geometry_mask.png,measurement_output\step9_bc_center_align\run_20260610_195401_782\masks\step9_cycle_0002_20260610_195457_517_action_10_b_intersect_c_dynamic_mask.png
3,2026-06-10 19:55:08,True,False,moving,510.0058122638768,402.3719848881139,518.824,402.353,8.81818773612315,-0.01898488811389143,5.0,3441,13035,14042,10,右,True,False,-20.0,20.0,measurement_output\step9_bc_center_align\run_20260610_195401_782\overlays\step9_cycle_0003_20260610_195503_218_action_10_overlay.png,measurement_output\step9_bc_center_align\run_20260610_195401_782\frames\step9_cycle_0003_20260610_195503_218_action_10_frame.png,measurement_output\step9_bc_center_align\run_20260610_195401_782\masks\step9_cycle_0003_20260610_195503_218_action_10_b_mask.png,measurement_output\step9_bc_center_align\run_20260610_195401_782\masks\step9_cycle_0003_20260610_195503_218_action_10_c_dynamic_geometry_mask.png,measurement_output\step9_bc_center_align\run_20260610_195401_782\masks\step9_cycle_0003_20260610_195503_218_action_10_b_intersect_c_dynamic_mask.png
4,2026-06-10 19:55:13,True,False,moving,508.64415513968,402.5682126390019,518.824,402.353,10.179844860319974,-0.2152126390018907,5.0,3687,13190,14042,10,右,True,False,-20.0,20.0,measurement_output\step9_bc_center_align\run_20260610_195401_782\overlays\step9_cycle_0004_20260610_195508_602_action_10_overlay.png,measurement_output\step9_bc_center_align\run_20260610_195401_782\frames\step9_cycle_0004_20260610_195508_602_action_10_frame.png,measurement_output\step9_bc_center_align\run_20260610_195401_782\masks\step9_cycle_0004_20260610_195508_602_action_10_b_mask.png,measurement_output\step9_bc_center_align\run_20260610_195401_782\masks\step9_cycle_0004_20260610_195508_602_action_10_c_dynamic_geometry_mask.png,measurement_output\step9_bc_center_align\run_20260610_195401_782\masks\step9_cycle_0004_20260610_195508_602_action_10_b_intersect_c_dynamic_mask.png
5,2026-06-10 19:55:18,True,False,moving,508.83721532091096,403.58721532091096,518.824,402.353,9.986784679088998,-1.2342153209109483,5.0,3864,13217,14042,10,右,True,False,-20.0,20.0,measurement_output\step9_bc_center_align\run_20260610_195401_782\overlays\step9_cycle_0005_20260610_195513_943_action_10_overlay.png,measurement_output\step9_bc_center_align\run_20260610_195401_782\frames\step9_cycle_0005_20260610_195513_943_action_10_frame.png,measurement_output\step9_bc_center_align\run_20260610_195401_782\masks\step9_cycle_0005_20260610_195513_943_action_10_b_mask.png,measurement_output\step9_bc_center_align\run_20260610_195401_782\masks\step9_cycle_0005_20260610_195513_943_action_10_c_dynamic_geometry_mask.png,measurement_output\step9_bc_center_align\run_20260610_195401_782\masks\step9_cycle_0005_20260610_195513_943_action_10_b_intersect_c_dynamic_mask.png
6,2026-06-10 19:55:24,True,False,moving,509.0574812247256,405.9927787406124,518.824,402.353,9.766518775274335,-3.639778740612371,5.0,3462,12546,14042,10,右,True,False,-20.0,20.0,measurement_output\step9_bc_center_align\run_20260610_195401_782\overlays\step9_cycle_0006_20260610_195519_236_action_10_overlay.png,measurement_output\step9_bc_center_align\run_20260610_195401_782\frames\step9_cycle_0006_20260610_195519_236_action_10_frame.png,measurement_output\step9_bc_center_align\run_20260610_195401_782\masks\step9_cycle_0006_20260610_195519_236_action_10_b_mask.png,measurement_output\step9_bc_center_align\run_20260610_195401_782\masks\step9_cycle_0006_20260610_195519_236_action_10_c_dynamic_geometry_mask.png,measurement_output\step9_bc_center_align\run_20260610_195401_782\masks\step9_cycle_0006_20260610_195519_236_action_10_b_intersect_c_dynamic_mask.png
7,2026-06-10 19:55:29,True,False,moving,509.3239271017049,407.27689594356264,518.824,402.353,9.500072898295059,-4.923895943562627,5.0,3402,12234,14042,10,右,True,False,-20.0,20.0,measurement_output\step9_bc_center_align\run_20260610_195401_782\overlays\step9_cycle_0007_20260610_195524_533_action_10_overlay.png,measurement_output\step9_bc_center_align\run_20260610_195401_782\frames\step9_cycle_0007_20260610_195524_533_action_10_frame.png,measurement_output\step9_bc_center_align\run_20260610_195401_782\masks\step9_cycle_0007_20260610_195524_533_action_10_b_mask.png,measurement_output\step9_bc_center_align\run_20260610_195401_782\masks\step9_cycle_0007_20260610_195524_533_action_10_c_dynamic_geometry_mask.png,measurement_output\step9_bc_center_align\run_20260610_195401_782\masks\step9_cycle_0007_20260610_195524_533_action_10_b_intersect_c_dynamic_mask.png
8,2026-06-10 19:55:34,True,False,moving,511.52125483064333,407.07956353716753,518.824,402.353,7.302745169356626,-4.726563537167522,5.0,4399,13122,14042,10,右,True,False,-20.0,20.0,measurement_output\step9_bc_center_align\run_20260610_195401_782\overlays\step9_cycle_0008_20260610_195529_909_action_10_overlay.png,measurement_output\step9_bc_center_align\run_20260610_195401_782\frames\step9_cycle_0008_20260610_195529_909_action_10_frame.png,measurement_output\step9_bc_center_align\run_20260610_195401_782\masks\step9_cycle_0008_20260610_195529_909_action_10_b_mask.png,measurement_output\step9_bc_center_align\run_20260610_195401_782\masks\step9_cycle_0008_20260610_195529_909_action_10_c_dynamic_geometry_mask.png,measurement_output\step9_bc_center_align\run_20260610_195401_782\masks\step9_cycle_0008_20260610_195529_909_action_10_b_intersect_c_dynamic_mask.png
9,2026-06-10 19:55:37,True,False,moving,512.1125842696629,408.55101123595506,518.824,402.353,6.71141573033708,-6.19801123595505,5.0,4450,12992,14042,1,右上,True,False,-20.0,0.0,measurement_output\step9_bc_center_align\run_20260610_195401_782\overlays\step9_cycle_0009_20260610_195535_274_action_1_overlay.png,measurement_output\step9_bc_center_align\run_20260610_195401_782\frames\step9_cycle_0009_20260610_195535_274_action_1_frame.png,measurement_output\step9_bc_center_align\run_20260610_195401_782\masks\step9_cycle_0009_20260610_195535_274_action_1_b_mask.png,measurement_output\step9_bc_center_align\run_20260610_195401_782\masks\step9_cycle_0009_20260610_195535_274_action_1_c_dynamic_geometry_mask.png,measurement_output\step9_bc_center_align\run_20260610_195401_782\masks\step9_cycle_0009_20260610_195535_274_action_1_b_intersect_c_dynamic_mask.png
10,2026-06-10 19:55:40,True,False,moving,509.58745204242837,408.02550214398553,518.824,402.353,9.236547957571588,-5.672502143985525,5.0,4431,13099,14042,1,右上,True,False,-20.0,0.0,measurement_output\step9_bc_center_align\run_20260610_195401_782\overlays\step9_cycle_0010_20260610_195538_161_action_1_overlay.png,measurement_output\step9_bc_center_align\run_20260610_195401_782\frames\step9_cycle_0010_20260610_195538_161_action_1_frame.png,measurement_output\step9_bc_center_align\run_20260610_195401_782\masks\step9_cycle_0010_20260610_195538_161_action_1_b_mask.png,measurement_output\step9_bc_center_align\run_20260610_195401_782\masks\step9_cycle_0010_20260610_195538_161_action_1_c_dynamic_geometry_mask.png,measurement_output\step9_bc_center_align\run_20260610_195401_782\masks\step9_cycle_0010_20260610_195538_161_action_1_b_intersect_c_dynamic_mask.png
