cycle,time,ok,aligned,reason,center_x,center_y,target_x,target_y,dx,dy,tolerance_px,overlap_area_px,b_mask_area_px,c_mask_area_px,action_code,action_name,moved,dry_run,ch1_distance,ch2_distance,overlay_path,frame_path,b_mask_path,c_mask_path,overlap_mask_path
1,2026-06-08 21:02:58,True,False,moving,423.8531684698609,393.2403400309119,429.412,391.765,5.558831530139059,-1.475340030911923,5.0,1294,,,1,右上,False,True,-20.0,-20.0,measurement_output\step9_bc_center_align\run_20260608_210254_637\overlays\step9_cycle_0001_20260608_210258_471_action_1_overlay.png,measurement_output\step9_bc_center_align\run_20260608_210254_637\frames\step9_cycle_0001_20260608_210258_471_action_1_frame.png,,,measurement_output\step9_bc_center_align\run_20260608_210254_637\masks\step9_cycle_0001_20260608_210258_471_action_1_color_region_mask.png
2,2026-06-08 21:02:58,True,False,moving,423.93405740884407,393.4468580294802,429.412,391.765,5.477942591155909,-1.6818580294802246,5.0,1289,,,1,右上,False,True,-20.0,-20.0,measurement_output\step9_bc_center_align\run_20260608_210254_637\overlays\step9_cycle_0002_20260608_210258_672_action_1_overlay.png,measurement_output\step9_bc_center_align\run_20260608_210254_637\frames\step9_cycle_0002_20260608_210258_672_action_1_frame.png,,,measurement_output\step9_bc_center_align\run_20260608_210254_637\masks\step9_cycle_0002_20260608_210258_672_action_1_color_region_mask.png
3,2026-06-08 21:02:58,True,False,moving,424.14632297194845,393.08567096285066,429.412,391.765,5.2656770280515275,-1.32067096285067,5.0,1319,,,1,右上,False,True,-20.0,-20.0,measurement_output\step9_bc_center_align\run_20260608_210254_637\overlays\step9_cycle_0003_20260608_210258_870_action_1_overlay.png,measurement_output\step9_bc_center_align\run_20260608_210254_637\frames\step9_cycle_0003_20260608_210258_870_action_1_frame.png,,,measurement_output\step9_bc_center_align\run_20260608_210254_637\masks\step9_cycle_0003_20260608_210258_870_action_1_color_region_mask.png
4,2026-06-08 21:02:59,True,False,moving,424.20454545454544,393.1840909090909,429.412,391.765,5.207454545454539,-1.4190909090909258,5.0,1320,,,1,右上,False,True,-20.0,-20.0,measurement_output\step9_bc_center_align\run_20260608_210254_637\overlays\step9_cycle_0004_20260608_210259_069_action_1_overlay.png,measurement_output\step9_bc_center_align\run_20260608_210254_637\frames\step9_cycle_0004_20260608_210259_069_action_1_frame.png,,,measurement_output\step9_bc_center_align\run_20260608_210254_637\masks\step9_cycle_0004_20260608_210259_069_action_1_color_region_mask.png
5,2026-06-08 21:02:59,True,False,moving,424.0230769230769,393.0523076923077,429.412,391.765,5.388923076923049,-1.2873076923077065,5.0,1300,,,1,右上,False,True,-20.0,-20.0,measurement_output\step9_bc_center_align\run_20260608_210254_637\overlays\step9_cycle_0005_20260608_210259_271_action_1_overlay.png,measurement_output\step9_bc_center_align\run_20260608_210254_637\frames\step9_cycle_0005_20260608_210259_271_action_1_frame.png,,,measurement_output\step9_bc_center_align\run_20260608_210254_637\masks\step9_cycle_0005_20260608_210259_271_action_1_color_region_mask.png
6,2026-06-08 21:02:59,True,False,moving,424.04528012279354,393.1343054489639,429.412,391.765,5.366719877206435,-1.369305448963928,5.0,1303,,,1,右上,False,True,-20.0,-20.0,measurement_output\step9_bc_center_align\run_20260608_210254_637\overlays\step9_cycle_0006_20260608_210259_471_action_1_overlay.png,measurement_output\step9_bc_center_align\run_20260608_210254_637\frames\step9_cycle_0006_20260608_210259_471_action_1_frame.png,,,measurement_output\step9_bc_center_align\run_20260608_210254_637\masks\step9_cycle_0006_20260608_210259_471_action_1_color_region_mask.png
7,2026-06-08 21:02:59,True,False,moving,423.85300837776083,393.18735719725817,429.412,391.765,5.558991622239148,-1.4223571972581794,5.0,1313,,,1,右上,False,True,-20.0,-20.0,measurement_output\step9_bc_center_align\run_20260608_210254_637\overlays\step9_cycle_0007_20260608_210259_671_action_1_overlay.png,measurement_output\step9_bc_center_align\run_20260608_210254_637\frames\step9_cycle_0007_20260608_210259_671_action_1_frame.png,,,measurement_output\step9_bc_center_align\run_20260608_210254_637\masks\step9_cycle_0007_20260608_210259_671_action_1_color_region_mask.png
8,2026-06-08 21:02:59,True,False,moving,424.1590563165906,393.031202435312,429.412,391.765,5.2529436834093985,-1.2662024353120387,5.0,1314,,,1,右上,False,True,-20.0,-20.0,measurement_output\step9_bc_center_align\run_20260608_210254_637\overlays\step9_cycle_0008_20260608_210259_868_action_1_overlay.png,measurement_output\step9_bc_center_align\run_20260608_210254_637\frames\step9_cycle_0008_20260608_210259_868_action_1_frame.png,,,measurement_output\step9_bc_center_align\run_20260608_210254_637\masks\step9_cycle_0008_20260608_210259_868_action_1_color_region_mask.png
9,2026-06-08 21:03:00,True,False,moving,423.7918272937548,393.1919814957594,429.412,391.765,5.620172706245171,-1.426981495759435,5.0,1297,,,1,右上,False,True,-20.0,-20.0,measurement_output\step9_bc_center_align\run_20260608_210254_637\overlays\step9_cycle_0009_20260608_210300_069_action_1_overlay.png,measurement_output\step9_bc_center_align\run_20260608_210254_637\frames\step9_cycle_0009_20260608_210300_069_action_1_frame.png,,,measurement_output\step9_bc_center_align\run_20260608_210254_637\masks\step9_cycle_0009_20260608_210300_069_action_1_color_region_mask.png
10,2026-06-08 21:03:00,True,False,moving,424.20736288504884,392.88880540946656,429.412,391.765,5.20463711495114,-1.12380540946657,5.0,1331,,,1,右上,False,True,-20.0,-20.0,measurement_output\step9_bc_center_align\run_20260608_210254_637\overlays\step9_cycle_0010_20260608_210300_270_action_1_overlay.png,measurement_output\step9_bc_center_align\run_20260608_210254_637\frames\step9_cycle_0010_20260608_210300_270_action_1_frame.png,,,measurement_output\step9_bc_center_align\run_20260608_210254_637\masks\step9_cycle_0010_20260608_210300_270_action_1_color_region_mask.png
11,2026-06-08 21:03:00,True,False,moving,423.9788039364118,393.25813777441334,429.412,391.765,5.433196063588184,-1.4931377744133556,5.0,1321,,,1,右上,False,True,-20.0,-20.0,measurement_output\step9_bc_center_align\run_20260608_210254_637\overlays\step9_cycle_0011_20260608_210300_471_action_1_overlay.png,measurement_output\step9_bc_center_align\run_20260608_210254_637\frames\step9_cycle_0011_20260608_210300_471_action_1_frame.png,,,measurement_output\step9_bc_center_align\run_20260608_210254_637\masks\step9_cycle_0011_20260608_210300_471_action_1_color_region_mask.png
12,2026-06-08 21:03:00,True,False,moving,423.7623839009288,393.33359133126936,429.412,391.765,5.6496160990711815,-1.5685913312693742,5.0,1292,,,1,右上,False,True,-20.0,-20.0,measurement_output\step9_bc_center_align\run_20260608_210254_637\overlays\step9_cycle_0012_20260608_210300_671_action_1_overlay.png,measurement_output\step9_bc_center_align\run_20260608_210254_637\frames\step9_cycle_0012_20260608_210300_671_action_1_frame.png,,,measurement_output\step9_bc_center_align\run_20260608_210254_637\masks\step9_cycle_0012_20260608_210300_671_action_1_color_region_mask.png
13,2026-06-08 21:03:00,True,False,moving,424.1772247360483,393.2307692307692,429.412,391.765,5.23477526395169,-1.46576923076924,5.0,1326,,,1,右上,False,True,-20.0,-20.0,measurement_output\step9_bc_center_align\run_20260608_210254_637\overlays\step9_cycle_0013_20260608_210300_869_action_1_overlay.png,measurement_output\step9_bc_center_align\run_20260608_210254_637\frames\step9_cycle_0013_20260608_210300_869_action_1_frame.png,,,measurement_output\step9_bc_center_align\run_20260608_210254_637\masks\step9_cycle_0013_20260608_210300_869_action_1_color_region_mask.png
14,2026-06-08 21:03:01,True,False,moving,424.11786786786786,393.15765765765764,429.412,391.765,5.29413213213212,-1.3926576576576508,5.0,1332,,,1,右上,False,True,-20.0,-20.0,measurement_output\step9_bc_center_align\run_20260608_210254_637\overlays\step9_cycle_0014_20260608_210301_069_action_1_overlay.png,measurement_output\step9_bc_center_align\run_20260608_210254_637\frames\step9_cycle_0014_20260608_210301_069_action_1_frame.png,,,measurement_output\step9_bc_center_align\run_20260608_210254_637\masks\step9_cycle_0014_20260608_210301_069_action_1_color_region_mask.png
15,2026-06-08 21:03:01,True,False,moving,424.04545454545456,393.2939393939394,429.412,391.765,5.366545454545417,-1.5289393939394245,5.0,1320,,,1,右上,False,True,-20.0,-20.0,measurement_output\step9_bc_center_align\run_20260608_210254_637\overlays\step9_cycle_0015_20260608_210301_271_action_1_overlay.png,measurement_output\step9_bc_center_align\run_20260608_210254_637\frames\step9_cycle_0015_20260608_210301_271_action_1_frame.png,,,measurement_output\step9_bc_center_align\run_20260608_210254_637\masks\step9_cycle_0015_20260608_210301_271_action_1_color_region_mask.png
16,2026-06-08 21:03:01,True,False,moving,424.06451612903226,393.25281320330083,429.412,391.765,5.3474838709677215,-1.4878132033008455,5.0,1333,,,1,右上,False,True,-20.0,-20.0,measurement_output\step9_bc_center_align\run_20260608_210254_637\overlays\step9_cycle_0016_20260608_210301_470_action_1_overlay.png,measurement_output\step9_bc_center_align\run_20260608_210254_637\frames\step9_cycle_0016_20260608_210301_470_action_1_frame.png,,,measurement_output\step9_bc_center_align\run_20260608_210254_637\masks\step9_cycle_0016_20260608_210301_470_action_1_color_region_mask.png
