index,x,y
0,333.67193603515625,748.306884765625
1,345.1163635253906,750.5846557617188
2,356.5608215332031,752.8624877929688
3,368.0052490234375,755.1401977539062
4,379.44970703125,757.41796875
5,390.8941650390625,759.69580078125
6,402.338623046875,761.9735717773438
7,413.7830505371094,764.2513427734375
8,425.2275085449219,766.5291137695312
9,436.67193603515625,768.806884765625
10,448.11639404296875,771.084716796875
11,459.5608215332031,773.3624267578125
12,471.0052795410156,775.6402587890625
13,482.44970703125,777.91796875
14,493.8941650390625,780.19580078125
15,505.338623046875,782.4735107421875
16,516.7830200195312,784.7513427734375
17,528.2274780273438,787.0291137695312
18,659.190673828125,546.6392822265625
19,650.190673828125,538.7642822265625
20,641.190673828125,530.8892822265625
21,632.190673828125,523.0142822265625
22,623.190673828125,515.1392822265625
23,614.190673828125,507.2642517089844
24,605.190673828125,499.3892517089844
25,596.190673828125,491.5142517089844
26,587.190673828125,483.6392517089844
27,578.190673828125,475.7642517089844
28,569.190673828125,467.8892517089844
29,560.190673828125,460.0142517089844
30,551.190673828125,452.1392517089844
31,542.190673828125,444.2642517089844
32,533.190673828125,436.3892517089844
33,524.190673828125,428.5142517089844
34,366.9627380371094,397.70416259765625
35,356.0877380371094,402.45416259765625
36,345.2127380371094,407.20416259765625
37,334.3377380371094,411.95416259765625
38,323.4627380371094,416.70416259765625
39,312.5877380371094,421.45416259765625
40,301.7127380371094,426.20416259765625
41,290.8377380371094,430.95416259765625
42,212.39785766601562,629.745849609375
43,217.39788818359375,639.1458740234375
44,222.39785766601562,648.5458984375
45,227.39785766601562,657.94580078125
46,232.39788818359375,667.3458251953125
