metric,reference_mean
tenengrad,21023.656533333335
laplacian_var,37108.60770275358
brenner,945.7169183445188
highfreq_ratio,0.5506094660384396
local_contrast,0.36106069417441466
edge_width,
halo_width,3.0
brightness_mean,47.20704444444444
brightness_std,28.848334042756598
red_blue_ratio,0.8004322502210062
modified_laplacian,79.5654
dct_energy,0.17597233729199155
smd,6.604464882943145
entropy,1.975049965807169
