index,wavelength,raw_y,threshold_filtered_y,median_filtered_y,angle_deg
0,498.215,1095.0,1095.0,1090.0,147.13100773762653
1,498.25,1090.0,1090.0,1092.5,147.13100773762653
2,498.285,1087.0,1087.0,1095.0,147.13100773762653
3,498.32,1097.0,1097.0,1097.0,147.13100773762653
4,498.355,1098.0,1098.0,1097.0,147.13100773762653
5,498.39,1098.0,1098.0,1098.0,147.13100773762653
6,498.425,1095.0,1095.0,1098.0,147.13100773762653
7,498.46,1109.0,1109.0,1099.0,147.13100773762653
8,498.495,1103.0,1103.0,1103.0,147.13100773762653
9,498.53,1099.0,1099.0,1103.0,147.13100773762653
10,498.565,1111.0,1111.0,1099.0,147.13100773762653
11,498.6,1099.0,1099.0,1099.0,147.13100773762653
12,498.635,1090.0,1090.0,1099.0,147.13100773762653
13,498.67,1095.0,1095.0,1095.0,147.13100773762653
14,498.705,1107.0,1107.0,1095.0,147.13100773762653
15,498.74,1091.0,1091.0,1097.0,147.13100773762653
16,498.775,1097.0,1097.0,1097.0,147.13100773762653
17,498.81,1098.0,1098.0,1097.0,147.13100773762653
18,498.845,1090.0,1090.0,1098.0,147.13100773762653
19,498.88,1101.0,1101.0,1100.0,147.13100773762653
20,498.915,1107.0,1107.0,1100.0,147.13100773762653
21,498.95,1100.0,1100.0,1100.0,147.13100773762653
22,498.985,1098.0,1098.0,1098.0,147.13100773762653
23,499.02,1094.0,1094.0,1098.0,147.13100773762653
24,499.055,1096.0,1096.0,1096.0,147.13100773762653
25,499.09,1105.0,1105.0,1094.0,147.13100773762653
26,499.125,1092.0,1092.0,1096.0,147.13100773762653
27,499.16,1094.0,1094.0,1102.0,147.13100773762653
28,499.195,1156.0,1156.0,1094.0,147.13100773762653
29,499.23,1102.0,1102.0,1102.0,147.13100773762653
30,499.265,1091.0,1091.0,1108.0,147.13100773762653
31,499.3,1108.0,1108.0,1102.0,147.13100773762653
32,499.335,1112.0,1112.0,1096.0,147.13100773762653
33,499.37,1085.0,1085.0,1096.0,147.13100773762653
34,499.405,1096.0,1096.0,1096.0,147.13100773762653
35,499.44,1089.0,1089.0,1093.0,147.13100773762653
36,499.475,1098.0,1098.0,1093.0,147.13100773762653
37,499.51,1093.0,1093.0,1092.0,147.13100773762653
38,499.545,1091.0,1091.0,1093.0,147.13100773762653
39,499.58,1092.0,1092.0,1092.0,147.13100773762653
40,499.615,1102.0,1102.0,1092.0,147.13100773762653
41,499.65,1089.0,1089.0,1095.0,147.13100773762653
42,499.685,1104.0,1104.0,1099.0,147.13100773762653
43,499.72,1095.0,1095.0,1095.0,147.13100773762653
44,499.755,1099.0,1099.0,1099.0,147.13100773762653
45,499.79,1093.0,1093.0,1099.0,147.13100773762653
46,499.825,1107.0,1107.0,1099.0,147.13100773762653
47,499.86,1100.0,1100.0,1093.0,147.13100773762653
48,499.894,1091.0,1091.0,1100.0,147.13100773762653
49,499.929,1087.0,1087.0,1100.0,147.13100773762653
50,499.964,1105.0,1105.0,1102.0,147.13100773762653
51,499.999,1120.0,1120.0,1102.0,147.13100773762653
52,500.034,1102.0,1102.0,1102.0,147.13100773762653
53,500.069,1101.0,1101.0,1101.0,147.13100773762653
54,500.104,1092.0,1092.0,1101.0,147.13100773762653
55,500.139,1092.0,1092.0,1101.0,147.13100773762653
56,500.174,1105.0,1105.0,1094.0,147.13100773762653
57,500.209,1103.0,1103.0,1103.0,147.13100773762653
58,500.244,1094.0,1094.0,1103.0,147.13100773762653
59,500.279,1105.0,1105.0,1103.0,147.13100773762653
60,500.314,1087.0,1087.0,1097.0,147.13100773762653
61,500.349,1115.0,1115.0,1097.0,147.13100773762653
62,500.384,1097.0,1097.0,1097.0,147.13100773762653
63,500.419,1097.0,1097.0,1098.0,147.13100773762653
64,500.454,1098.0,1098.0,1098.0,147.13100773762653
65,500.489,1109.0,1109.0,1101.0,147.13100773762653
66,500.524,1101.0,1101.0,1101.0,147.13100773762653
67,500.559,1101.0,1101.0,1101.0,147.13100773762653
68,500.594,1092.0,1092.0,1101.0,147.13100773762653
69,500.629,1109.0,1109.0,1096.0,147.13100773762653
70,500.664,1096.0,1096.0,1096.0,147.13100773762653
71,500.699,1096.0,1096.0,1099.0,147.13100773762653
72,500.734,1105.0,1105.0,1096.0,147.13100773762653
73,500.768,1099.0,1099.0,1096.0,147.13100773762653
74,500.803,1094.0,1094.0,1096.0,147.13100773762653
75,500.838,1096.0,1096.0,1096.0,147.13100773762653
76,500.873,1096.0,1096.0,1096.0,147.13100773762653
77,500.908,1092.0,1092.0,1096.0,147.13100773762653
78,500.943,1099.0,1099.0,1096.0,147.13100773762653
79,500.978,1103.0,1103.0,1099.0,147.13100773762653
80,501.013,1089.0,1089.0,1099.0,147.13100773762653
81,501.048,1099.0,1099.0,1099.0,147.13100773762653
82,501.083,1099.0,1099.0,1099.0,147.13100773762653
83,501.118,1097.0,1097.0,1099.0,147.13100773762653
84,501.153,1099.0,1099.0,1099.0,147.13100773762653
85,501.188,1094.0,1094.0,1099.0,147.13100773762653
86,501.223,1110.0,1110.0,1099.0,147.13100773762653
87,501.258,1104.0,1104.0,1104.0,147.13100773762653
88,501.293,1087.0,1087.0,1104.0,147.13100773762653
89,501.328,1105.0,1105.0,1097.0,147.13100773762653
90,501.362,1097.0,1097.0,1096.0,147.13100773762653
91,501.397,1094.0,1094.0,1097.0,147.13100773762653
92,501.432,1096.0,1096.0,1096.0,147.13100773762653
93,501.467,1104.0,1104.0,1094.0,147.13100773762653
94,501.502,1087.0,1087.0,1090.0,147.13100773762653
95,501.537,1090.0,1090.0,1090.0,147.13100773762653
96,501.572,1087.0,1087.0,1090.0,147.13100773762653
97,501.607,1091.0,1091.0,1091.0,147.13100773762653
98,501.642,1097.0,1097.0,1096.0,147.13100773762653
99,501.677,1096.0,1096.0,1096.0,147.13100773762653
100,501.712,1099.0,1099.0,1097.0,147.13100773762653
101,501.747,1095.0,1095.0,1096.0,147.13100773762653
102,501.782,1104.0,1104.0,1099.0,147.13100773762653
103,501.817,1092.0,1092.0,1096.0,147.13100773762653
104,501.852,1106.0,1106.0,1103.0,147.13100773762653
105,501.886,1096.0,1096.0,1099.0,147.13100773762653
106,501.921,1103.0,1103.0,1099.0,147.13100773762653
107,501.956,1099.0,1099.0,1099.0,147.13100773762653
108,501.991,1099.0,1099.0,1099.0,147.13100773762653
109,502.026,1085.0,1085.0,1095.0,147.13100773762653
110,502.061,1095.0,1095.0,1095.0,147.13100773762653
111,502.096,1094.0,1094.0,1094.0,147.13100773762653
112,502.131,1100.0,1100.0,1095.0,147.13100773762653
113,502.166,1085.0,1085.0,1094.0,147.13100773762653
114,502.201,1101.0,1101.0,1100.0,147.13100773762653
115,502.236,1094.0,1094.0,1096.0,147.13100773762653
116,502.271,1105.0,1105.0,1101.0,147.13100773762653
117,502.305,1096.0,1096.0,1105.0,147.13100773762653
118,502.34,1110.0,1110.0,1105.0,147.13100773762653
119,502.375,1107.0,1107.0,1100.0,147.13100773762653
120,502.41,1090.0,1090.0,1106.0,147.13100773762653
121,502.445,1100.0,1100.0,1100.0,147.13100773762653
122,502.48,1106.0,1106.0,1099.0,147.13100773762653
123,502.515,1099.0,1099.0,1100.0,147.13100773762653
124,502.55,1098.0,1098.0,1099.0,147.13100773762653
125,502.585,1109.0,1109.0,1098.0,147.13100773762653
126,502.62,1094.0,1094.0,1098.0,147.13100773762653
127,502.655,1090.0,1090.0,1108.0,147.13100773762653
128,502.69,1108.0,1108.0,1100.0,147.13100773762653
129,502.724,1110.0,1110.0,1100.0,147.13100773762653
130,502.759,1100.0,1100.0,1108.0,147.13100773762653
131,502.794,1096.0,1096.0,1103.0,147.13100773762653
132,502.829,1108.0,1108.0,1103.0,147.13100773762653
133,502.864,1103.0,1103.0,1103.0,147.13100773762653
134,502.899,1110.0,1110.0,1103.0,147.13100773762653
135,502.934,1088.0,1088.0,1099.0,147.13100773762653
136,502.969,1090.0,1090.0,1099.0,147.13100773762653
137,503.004,1099.0,1099.0,1090.0,147.13100773762653
138,503.039,1117.0,1117.0,1099.0,147.13100773762653
139,503.073,1084.0,1084.0,1099.0,147.13100773762653
140,503.108,1107.0,1107.0,1095.0,147.13100773762653
141,503.143,1095.0,1095.0,1089.0,147.13100773762653
142,503.178,1089.0,1089.0,1095.0,147.13100773762653
143,503.213,1086.0,1086.0,1095.0,147.13100773762653
144,503.248,1109.0,1109.0,1097.0,147.13100773762653
145,503.283,1097.0,1097.0,1103.0,147.13100773762653
146,503.318,1114.0,1114.0,1103.0,147.13100773762653
147,503.353,1103.0,1103.0,1097.0,147.13100773762653
148,503.388,1096.0,1096.0,1103.0,147.13100773762653
149,503.422,1094.0,1094.0,1097.0,147.13100773762653
150,503.457,1103.0,1103.0,1096.0,147.13100773762653
151,503.492,1097.0,1097.0,1094.0,147.13100773762653
152,503.527,1079.0,1079.0,1097.0,147.13100773762653
153,503.562,1086.0,1086.0,1088.0,147.13100773762653
154,503.597,1112.0,1112.0,1086.0,147.13100773762653
155,503.632,1088.0,1088.0,1088.0,147.13100773762653
156,503.667,1085.0,1085.0,1098.0,147.13100773762653
157,503.702,1100.0,1100.0,1098.0,147.13100773762653
158,503.736,1098.0,1098.0,1098.0,147.13100773762653
159,503.771,1102.0,1102.0,1098.0,147.13100773762653
160,503.806,1092.0,1092.0,1098.0,147.13100773762653
161,503.841,1096.0,1096.0,1102.0,147.13100773762653
162,503.876,1103.0,1103.0,1099.0,147.13100773762653
163,503.911,1110.0,1110.0,1103.0,147.13100773762653
164,503.946,1099.0,1099.0,1108.0,147.13100773762653
165,503.981,1113.0,1113.0,1108.0,147.13100773762653
166,504.015,1108.0,1108.0,1099.0,147.13100773762653
167,504.05,1095.0,1095.0,1106.0,147.13100773762653
168,504.085,1085.0,1085.0,1104.0,147.13100773762653
169,504.12,1106.0,1106.0,1095.0,147.13100773762653
170,504.155,1104.0,1104.0,1104.0,147.13100773762653
171,504.19,1088.0,1088.0,1105.0,147.13100773762653
172,504.225,1105.0,1105.0,1104.0,147.13100773762653
173,504.26,1115.0,1115.0,1104.0,147.13100773762653
174,504.294,1104.0,1104.0,1104.0,147.13100773762653
175,504.329,1104.0,1104.0,1104.0,147.13100773762653
176,504.364,1098.0,1098.0,1098.0,147.13100773762653
177,504.399,1097.0,1097.0,1098.0,147.13100773762653
178,504.434,1098.0,1098.0,1098.0,147.13100773762653
179,504.469,1096.0,1096.0,1097.0,147.13100773762653
180,504.504,1104.0,1104.0,1097.0,147.13100773762653
181,504.539,1093.0,1093.0,1097.0,147.13100773762653
182,504.573,1097.0,1097.0,1104.0,147.13100773762653
183,504.608,1107.0,1107.0,1100.0,147.13100773762653
184,504.643,1109.0,1109.0,1100.0,147.13100773762653
185,504.678,1100.0,1100.0,1100.0,147.13100773762653
186,504.713,1097.0,1097.0,1100.0,147.13100773762653
187,504.748,1100.0,1100.0,1100.0,147.13100773762653
188,504.783,1101.0,1101.0,1099.0,147.13100773762653
189,504.817,1098.0,1098.0,1099.0,147.13100773762653
190,504.852,1099.0,1099.0,1099.0,147.13100773762653
191,504.887,1093.0,1093.0,1099.0,147.13100773762653
192,504.922,1100.0,1100.0,1099.0,147.13100773762653
193,504.957,1103.0,1103.0,1100.0,147.13100773762653
194,504.992,1097.0,1097.0,1102.0,147.13100773762653
195,505.027,1102.0,1102.0,1102.0,147.13100773762653
196,505.061,1107.0,1107.0,1102.0,147.13100773762653
197,505.096,1101.0,1101.0,1107.0,147.13100773762653
198,505.131,1121.0,1121.0,1107.0,147.13100773762653
199,505.166,1108.0,1108.0,1102.0,147.13100773762653
200,505.201,1102.0,1102.0,1102.0,147.13100773762653
201,505.236,1094.0,1094.0,1102.0,147.13100773762653
202,505.271,1097.0,1097.0,1097.0,147.13100773762653
203,505.305,1102.0,1102.0,1097.0,147.13100773762653
204,505.34,1096.0,1096.0,1102.0,147.13100773762653
205,505.375,1102.0,1102.0,1102.0,147.13100773762653
206,505.41,1102.0,1102.0,1096.0,147.13100773762653
207,505.445,1096.0,1096.0,1096.0,147.13100773762653
208,505.48,1091.0,1091.0,1091.0,147.13100773762653
209,505.514,1090.0,1090.0,1091.0,147.13100773762653
210,505.549,1089.0,1089.0,1091.0,147.13100773762653
211,505.584,1110.0,1110.0,1099.0,147.13100773762653
212,505.619,1110.0,1110.0,1106.0,147.13100773762653
213,505.654,1099.0,1099.0,1106.0,147.13100773762653
214,505.689,1106.0,1106.0,1105.0,147.13100773762653
215,505.724,1105.0,1105.0,1102.0,147.13100773762653
216,505.758,1097.0,1097.0,1102.0,147.13100773762653
217,505.793,1102.0,1102.0,1102.0,147.13100773762653
218,505.828,1102.0,1102.0,1102.0,147.13100773762653
219,505.863,1092.0,1092.0,1102.0,147.13100773762653
220,505.898,1102.0,1102.0,1095.0,147.13100773762653
221,505.933,1095.0,1095.0,1095.0,147.13100773762653
222,505.967,1085.0,1085.0,1099.0,147.13100773762653
223,506.002,1099.0,1099.0,1099.0,147.13100773762653
224,506.037,1100.0,1100.0,1099.0,147.13100773762653
225,506.072,1113.0,1113.0,1099.0,147.13100773762653
226,506.107,1098.0,1098.0,1100.0,147.13100773762653
227,506.142,1094.0,1094.0,1098.0,147.13100773762653
228,506.176,1103.0,1103.0,1098.0,147.13100773762653
229,506.211,1093.0,1093.0,1095.0,147.13100773762653
230,506.246,1104.0,1104.0,1095.0,147.13100773762653
231,506.281,1095.0,1095.0,1093.0,147.13100773762653
232,506.316,1084.0,1084.0,1095.0,147.13100773762653
233,506.35,1087.0,1087.0,1095.0,147.13100773762653
234,506.385,1103.0,1103.0,1101.0,147.13100773762653
235,506.42,1101.0,1101.0,1101.0,147.13100773762653
236,506.455,1104.0,1104.0,1103.0,147.13100773762653
237,506.49,1096.0,1096.0,1104.0,147.13100773762653
238,506.525,1119.0,1119.0,1104.0,147.13100773762653
239,506.559,1107.0,1107.0,1107.0,147.13100773762653
240,506.594,1089.0,1089.0,1109.0,147.13100773762653
241,506.629,1109.0,1109.0,1107.0,147.13100773762653
242,506.664,1112.0,1112.0,1107.0,147.13100773762653
243,506.699,1091.0,1091.0,1107.0,147.13100773762653
244,506.734,1107.0,1107.0,1105.0,147.13100773762653
245,506.768,1104.0,1104.0,1105.0,147.13100773762653
246,506.803,1105.0,1105.0,1105.0,147.13100773762653
247,506.838,1109.0,1109.0,1105.0,147.13100773762653
248,506.873,1090.0,1090.0,1105.0,147.13100773762653
249,506.908,1122.0,1122.0,1105.0,147.13100773762653
250,506.942,1105.0,1105.0,1100.0,147.13100773762653
251,506.977,1088.0,1088.0,1100.0,147.13100773762653
252,507.012,1100.0,1100.0,1100.0,147.13100773762653
253,507.047,1087.0,1087.0,1098.0,147.13100773762653
254,507.082,1115.0,1115.0,1100.0,147.13100773762653
255,507.116,1098.0,1098.0,1098.0,147.13100773762653
256,507.151,1105.0,1105.0,1105.0,147.13100773762653
257,507.186,1092.0,1092.0,1098.0,147.13100773762653
258,507.221,1115.0,1115.0,1096.0,147.13100773762653
259,507.256,1090.0,1090.0,1096.0,147.13100773762653
260,507.29,1096.0,1096.0,1106.0,147.13100773762653
261,507.325,1109.0,1109.0,1104.0,147.13100773762653
262,507.36,1106.0,1106.0,1104.0,147.13100773762653
263,507.395,1104.0,1104.0,1104.0,147.13100773762653
264,507.43,1099.0,1099.0,1100.0,147.13100773762653
265,507.464,1092.0,1092.0,1100.0,147.13100773762653
266,507.499,1100.0,1100.0,1100.0,147.13100773762653
267,507.534,1106.0,1106.0,1100.0,147.13100773762653
268,507.569,1120.0,1120.0,1104.0,147.13100773762653
269,507.604,1098.0,1098.0,1106.0,147.13100773762653
270,507.638,1104.0,1104.0,1104.0,147.13100773762653
271,507.673,1113.0,1113.0,1104.0,147.13100773762653
272,507.708,1100.0,1100.0,1104.0,147.13100773762653
273,507.743,1127.0,1127.0,1105.0,147.13100773762653
274,507.778,1095.0,1095.0,1105.0,147.13100773762653
275,507.812,1105.0,1105.0,1107.0,147.13100773762653
276,507.847,1107.0,1107.0,1105.0,147.13100773762653
277,507.882,1115.0,1115.0,1107.0,147.13100773762653
278,507.917,1090.0,1090.0,1115.0,147.13100773762653
279,507.952,1116.0,1116.0,1115.0,147.13100773762653
280,507.986,1119.0,1119.0,1116.0,147.13100773762653
