measure_index,0
timestamp,20260803_141031
num_points,1024

point_index,value
0,1114.0
1,1108.0
2,1117.0
3,1102.0
4,1105.0
5,1106.0
6,1098.0
7,1103.0
8,1100.0
9,1128.0
10,1107.0
11,1116.0
12,1112.0
13,1104.0
14,1107.0
15,1106.0
16,1098.0
17,1118.0
18,1105.0
19,1108.0
20,1119.0
21,1114.0
22,1107.0
23,1101.0
24,1114.0
25,1112.0
26,1116.0
27,1106.0
28,1156.0
29,1115.0
30,1095.0
31,1136.0
32,1133.0
33,1106.0
34,1115.0
35,1098.0
36,1101.0
37,1102.0
38,1102.0
39,1094.0
40,1111.0
41,1100.0
42,1108.0
43,1101.0
44,1113.0
45,1108.0
46,1113.0
47,1113.0
48,1111.0
49,1109.0
50,1123.0
51,1141.0
52,1121.0
53,1136.0
54,1099.0
55,1105.0
56,1106.0
57,1119.0
58,1107.0
59,1122.0
60,1103.0
61,1120.0
62,1120.0
63,1112.0
64,1110.0
65,1110.0
66,1129.0
67,1123.0
68,1109.0
69,1114.0
70,1104.0
71,1111.0
72,1097.0
73,1122.0
74,1113.0
75,1126.0
76,1106.0
77,1123.0
78,1115.0
79,1102.0
80,1115.0
81,1117.0
82,1120.0
83,1111.0
84,1109.0
85,1120.0
86,1106.0
87,1097.0
88,1097.0
89,1105.0
90,1094.0
91,1102.0
92,1103.0
93,1115.0
94,1112.0
95,1120.0
96,1107.0
97,1099.0
98,1113.0
99,1113.0
100,1123.0
101,1121.0
102,1107.0
103,1112.0
104,1108.0
105,1114.0
106,1111.0
107,1112.0
108,1113.0
109,1116.0
110,1108.0
111,1118.0
112,1111.0
113,1118.0
114,1120.0
115,1115.0
116,1105.0
117,1102.0
118,1121.0
119,1114.0
120,1109.0
121,1094.0
122,1094.0
123,1101.0
124,1109.0
125,1121.0
126,1113.0
127,1118.0
128,1118.0
129,1131.0
130,1109.0
131,1107.0
132,1105.0
133,1115.0
134,1122.0
135,1118.0
136,1112.0
137,1103.0
138,1121.0
139,1107.0
140,1105.0
141,1099.0
142,1097.0
143,1119.0
144,1125.0
145,1098.0
146,1122.0
147,1123.0
148,1107.0
149,1107.0
150,1111.0
151,1096.0
152,1104.0
153,1103.0
154,1106.0
155,1118.0
156,1110.0
157,1106.0
158,1116.0
159,1114.0
160,1117.0
161,1098.0
162,1112.0
163,1110.0
164,1105.0
165,1110.0
166,1112.0
167,1125.0
168,1118.0
169,1108.0
170,1114.0
171,1117.0
172,1115.0
173,1113.0
174,1121.0
175,1122.0
176,1110.0
177,1112.0
178,1109.0
179,1126.0
180,1103.0
181,1119.0
182,1120.0
183,1120.0
184,1111.0
185,1112.0
186,1097.0
187,1110.0
188,1125.0
189,1100.0
190,1109.0
191,1113.0
192,1119.0
193,1119.0
194,1122.0
195,1138.0
196,1125.0
197,1121.0
198,1113.0
199,1124.0
200,1119.0
201,1121.0
202,1120.0
203,1129.0
204,1112.0
205,1119.0
206,1109.0
207,1129.0
208,1120.0
209,1098.0
210,1110.0
211,1120.0
212,1122.0
213,1117.0
214,1125.0
215,1118.0
216,1128.0
217,1131.0
218,1117.0
219,1115.0
220,1116.0
221,1113.0
222,1112.0
223,1115.0
224,1113.0
225,1116.0
226,1115.0
227,1107.0
228,1121.0
229,1110.0
230,1126.0
231,1121.0
232,1108.0
233,1118.0
234,1128.0
235,1116.0
236,1122.0
237,1114.0
238,1129.0
239,1114.0
240,1111.0
241,1113.0
242,1111.0
243,1108.0
244,1107.0
245,1108.0
246,1113.0
247,1114.0
248,1120.0
249,1156.0
250,1121.0
251,1112.0
252,1104.0
253,1116.0
254,1127.0
255,1120.0
256,1128.0
257,1118.0
258,1124.0
259,1119.0
260,1131.0
261,1119.0
262,1113.0
263,1104.0
264,1114.0
265,1127.0
266,1121.0
267,1113.0
268,1125.0
269,1125.0
270,1118.0
271,1116.0
272,1134.0
273,1142.0
274,1110.0
275,1122.0
276,1130.0
277,1138.0
278,1114.0
279,1123.0
280,1114.0
281,1118.0
282,1102.0
283,1115.0
284,1107.0
285,1117.0
286,1127.0
287,1117.0
288,1131.0
289,1121.0
290,1112.0
291,1127.0
292,1115.0
293,1125.0
294,1119.0
295,1135.0
296,1126.0
297,1113.0
298,1123.0
299,1115.0
300,1117.0
301,1120.0
302,1127.0
303,1116.0
304,1118.0
305,1111.0
306,1112.0
307,1115.0
308,1120.0
309,1134.0
310,1148.0
311,1129.0
312,1117.0
313,1128.0
314,1116.0
315,1117.0
316,1127.0
317,1114.0
318,1117.0
319,1123.0
320,1115.0
321,1123.0
322,1109.0
323,1126.0
324,1119.0
325,1123.0
326,1112.0
327,1117.0
328,1117.0
329,1114.0
330,1104.0
331,1110.0
332,1112.0
333,1107.0
334,1119.0
335,1134.0
336,1136.0
337,1101.0
338,1115.0
339,1123.0
340,1112.0
341,1127.0
342,1109.0
343,1119.0
344,1122.0
345,1121.0
346,1135.0
347,1117.0
348,1129.0
349,1103.0
350,1119.0
351,1122.0
352,1115.0
353,1126.0
354,1124.0
355,1125.0
356,1140.0
357,1113.0
358,1132.0
359,1136.0
