cycle,time,ok,aligned,reason,center_x,center_y,target_x,target_y,dx,dy,tolerance_px,overlap_area_px,b_mask_area_px,c_mask_area_px,action_code,action_name,moved,dry_run,ch1_distance,ch2_distance,overlay_path,frame_path,b_mask_path,c_mask_path,overlap_mask_path
1,2026-06-09 20:14:17,True,True,center_aligned,431.91180654338547,436.47226173541964,434.118,436.471,2.2061934566145283,-0.0012617354196322594,5.0,1406,,,0,,False,,,,measurement_output\step9_bc_center_align\run_20260609_201209_443\overlays\step9_cycle_0001_20260609_201417_889_action_0_overlay.png,measurement_output\step9_bc_center_align\run_20260609_201209_443\frames\step9_cycle_0001_20260609_201417_889_action_0_frame.png,,,measurement_output\step9_bc_center_align\run_20260609_201209_443\masks\step9_cycle_0001_20260609_201417_889_action_0_color_region_mask.png
1,2026-06-09 20:15:12,True,True,center_aligned,430.1115409413282,438.2495164410058,434.118,436.471,4.006459058671794,-1.77851644100582,5.0,1551,,,0,,False,,,,measurement_output\step9_bc_center_align\run_20260609_201209_443\overlays\step9_cycle_0001_20260609_201512_921_action_0_overlay.png,measurement_output\step9_bc_center_align\run_20260609_201209_443\frames\step9_cycle_0001_20260609_201512_921_action_0_frame.png,,,measurement_output\step9_bc_center_align\run_20260609_201209_443\masks\step9_cycle_0001_20260609_201512_921_action_0_color_region_mask.png
1,2026-06-09 20:15:56,True,False,moving,428.16480099502485,439.5721393034826,434.118,436.471,5.953199004975147,-3.1011393034825687,5.0,1608,,,10,右,True,False,-20.0,20.0,measurement_output\step9_bc_center_align\run_20260609_201209_443\overlays\step9_cycle_0001_20260609_201551_820_action_10_overlay.png,measurement_output\step9_bc_center_align\run_20260609_201209_443\frames\step9_cycle_0001_20260609_201551_820_action_10_frame.png,,,measurement_output\step9_bc_center_align\run_20260609_201209_443\masks\step9_cycle_0001_20260609_201551_820_action_10_color_region_mask.png
2,2026-06-09 20:16:01,True,False,moving,434.2163491087892,445.51874615857406,434.118,436.471,-0.09834910878919345,-9.047746158574057,5.0,1627,,,20,上,True,False,-20.0,-20.0,measurement_output\step9_bc_center_align\run_20260609_201209_443\overlays\step9_cycle_0002_20260609_201556_885_action_20_overlay.png,measurement_output\step9_bc_center_align\run_20260609_201209_443\frames\step9_cycle_0002_20260609_201556_885_action_20_frame.png,,,measurement_output\step9_bc_center_align\run_20260609_201209_443\masks\step9_cycle_0002_20260609_201556_885_action_20_color_region_mask.png
3,2026-06-09 20:16:06,True,False,moving,431.0208581644815,445.3176400476758,434.118,436.471,3.097141835518471,-8.846640047675805,5.0,1678,,,20,上,True,False,-20.0,-20.0,measurement_output\step9_bc_center_align\run_20260609_201209_443\overlays\step9_cycle_0003_20260609_201601_956_action_20_overlay.png,measurement_output\step9_bc_center_align\run_20260609_201209_443\frames\step9_cycle_0003_20260609_201601_956_action_20_frame.png,,,measurement_output\step9_bc_center_align\run_20260609_201209_443\masks\step9_cycle_0003_20260609_201601_956_action_20_color_region_mask.png
4,2026-06-09 20:16:12,True,False,moving,419.505082592122,439.82337992376114,434.118,436.471,14.612917407878001,-3.3523799237611343,5.0,1574,,,10,右,True,False,-20.0,20.0,measurement_output\step9_bc_center_align\run_20260609_201209_443\overlays\step9_cycle_0004_20260609_201607_104_action_10_overlay.png,measurement_output\step9_bc_center_align\run_20260609_201209_443\frames\step9_cycle_0004_20260609_201607_104_action_10_frame.png,,,measurement_output\step9_bc_center_align\run_20260609_201209_443\masks\step9_cycle_0004_20260609_201607_104_action_10_color_region_mask.png
5,2026-06-09 20:16:17,True,False,moving,407.2171565686863,436.3995200959808,434.118,436.471,26.900843431313717,0.07147990401921334,5.0,1667,,,10,右,True,False,-20.0,20.0,measurement_output\step9_bc_center_align\run_20260609_201209_443\overlays\step9_cycle_0005_20260609_201612_266_action_10_overlay.png,measurement_output\step9_bc_center_align\run_20260609_201209_443\frames\step9_cycle_0005_20260609_201612_266_action_10_frame.png,,,measurement_output\step9_bc_center_align\run_20260609_201209_443\masks\step9_cycle_0005_20260609_201612_266_action_10_color_region_mask.png
6,2026-06-09 20:16:22,True,False,moving,389.45825825825824,433.1627627627628,434.118,436.471,44.659741741741755,3.308237237237222,5.0,1665,,,10,右,True,False,-20.0,20.0,measurement_output\step9_bc_center_align\run_20260609_201209_443\overlays\step9_cycle_0006_20260609_201617_368_action_10_overlay.png,measurement_output\step9_bc_center_align\run_20260609_201209_443\frames\step9_cycle_0006_20260609_201617_368_action_10_frame.png,,,measurement_output\step9_bc_center_align\run_20260609_201209_443\masks\step9_cycle_0006_20260609_201617_368_action_10_color_region_mask.png
7,2026-06-09 20:16:24,True,False,moving,366.53722084367246,429.70223325062034,434.118,436.471,67.58077915632754,6.768766749379665,5.0,1612,,,-2,右下,True,False,0.0,20.0,measurement_output\step9_bc_center_align\run_20260609_201209_443\overlays\step9_cycle_0007_20260609_201622_449_action_-2_overlay.png,measurement_output\step9_bc_center_align\run_20260609_201209_443\frames\step9_cycle_0007_20260609_201622_449_action_-2_frame.png,,,measurement_output\step9_bc_center_align\run_20260609_201209_443\masks\step9_cycle_0007_20260609_201622_449_action_-2_color_region_mask.png
8,2026-06-09 20:16:30,True,False,moving,367.45719720989223,431.5453392517438,434.118,436.471,66.66080279010777,4.925660748256178,5.0,1577,,,10,右,True,False,-20.0,20.0,measurement_output\step9_bc_center_align\run_20260609_201209_443\overlays\step9_cycle_0008_20260609_201625_167_action_10_overlay.png,measurement_output\step9_bc_center_align\run_20260609_201209_443\frames\step9_cycle_0008_20260609_201625_167_action_10_frame.png,,,measurement_output\step9_bc_center_align\run_20260609_201209_443\masks\step9_cycle_0008_20260609_201625_167_action_10_color_region_mask.png
